ref_gyro_x (deg/s),ref_gyro_y (deg/s),ref_gyro_z (deg/s)
4.026119468806391155e-03,-1.116541746017174009e-03,4.999999917565412844e+00
4.025143569412304757e-03,-1.120054772464143533e-03,4.999999917565413732e+00
4.024164604696293251e-03,-1.123566945940680274e-03,4.999999917565414620e+00
4.023182575403877470e-03,-1.127078263772111032e-03,4.999999917565415508e+00
4.022197482282919255e-03,-1.130588723284414645e-03,4.999999917565416396e+00
4.021209326083607580e-03,-1.134098321804223944e-03,4.999999917565416396e+00
4.020218107558466356e-03,-1.137607056658826400e-03,4.999999917565417284e+00
4.019223827462352697e-03,-1.141114925176168029e-03,4.999999917565418173e+00
4.018226486552453451e-03,-1.144621924684854474e-03,4.999999917565419061e+00
4.017226085588286935e-03,-1.148128052514152744e-03,4.999999917565419949e+00
4.016222625331702933e-03,-1.151633305993994246e-03,4.999999917565419949e+00
4.015216106546880097e-03,-1.155137682454975868e-03,4.999999917565419949e+00
4.014206530000325075e-03,-1.158641179228362371e-03,4.999999917565419949e+00
4.013193896460874252e-03,-1.162143793646088765e-03,4.999999917565419949e+00
4.012178206699692877e-03,-1.165645523040761836e-03,4.999999917565419949e+00
4.011159461490273331e-03,-1.169146364745662090e-03,4.999999917565419949e+00
4.010137661608434261e-03,-1.172646316094746359e-03,4.999999917565419949e+00
4.009112807832318839e-03,-1.176145374422649537e-03,4.999999917565419949e+00
4.008084900942399977e-03,-1.179643537064686528e-03,4.999999917565419949e+00
4.007053941721474243e-03,-1.183140801356853981e-03,4.999999917565419949e+00
4.006019930954658401e-03,-1.186637164635833330e-03,4.999999917565419949e+00
4.004982869429398948e-03,-1.190132624238991873e-03,4.999999917565419949e+00
4.003942757935464308e-03,-1.193627177504384728e-03,4.999999917565419949e+00
4.002899597264942232e-03,-1.197120821770758081e-03,4.999999917565419949e+00
4.001853388212246732e-03,-1.200613554377549189e-03,4.999999917565419949e+00
4.000804131574111147e-03,-1.204105372664890936e-03,4.999999917565419949e+00
3.999751828149589877e-03,-1.207596273973610959e-03,4.999999917565419949e+00
3.998696478740057514e-03,-1.211086255645237074e-03,4.999999917565419949e+00
3.997638084149208841e-03,-1.214575315021995325e-03,4.999999917565419949e+00
3.996576645183057101e-03,-1.218063449446816051e-03,4.999999917565419949e+00
3.995512162649933995e-03,-1.221550656263332806e-03,4.999999917565419949e+00
3.994444637360490546e-03,-1.225036932815886260e-03,4.999999917565419949e+00
3.993374070127691904e-03,-1.228522276449524634e-03,4.999999917565419949e+00
3.992300461766824272e-03,-1.232006684510007386e-03,4.999999917565419949e+00
3.991223813095483644e-03,-1.235490154343806294e-03,4.999999917565419949e+00
3.990144124933587069e-03,-1.238972683298107409e-03,4.999999917565419949e+00
3.989061398103363985e-03,-1.242454268720813437e-03,4.999999917565419949e+00
3.987975633429357084e-03,-1.245934907960545698e-03,4.999999917565419949e+00
3.986886831738424043e-03,-1.249414598366645852e-03,4.999999917565419949e+00
3.985794993859734930e-03,-1.252893337289178507e-03,4.999999917565419949e+00
3.984700120624770463e-03,-1.256371122078932300e-03,4.999999917565419949e+00
3.983602212867324611e-03,-1.259847950087423368e-03,4.999999917565419949e+00
3.982501271423504602e-03,-1.263323818666895349e-03,4.999999917565419949e+00
3.981397297131721372e-03,-1.266798725170323716e-03,4.999999917565419949e+00
3.980290290832701715e-03,-1.270272666951415561e-03,4.999999917565419949e+00
3.979180253369478740e-03,-1.273745641364613067e-03,4.999999917565419949e+00
3.978067185587392737e-03,-1.277217645765095456e-03,4.999999917565419949e+00
3.976951088334095517e-03,-1.280688677508780076e-03,4.999999917565419949e+00
3.975831962459542603e-03,-1.284158733952325436e-03,4.999999917565419949e+00
3.974709808815996698e-03,-1.287627812453132287e-03,4.999999917565419949e+00
3.973584628258026823e-03,-1.291095910369347097e-03,4.999999917565419949e+00
3.972456421642507444e-03,-1.294563025059861832e-03,4.999999917565419949e+00
3.971325189828616743e-03,-1.298029153884317855e-03,4.999999917565419949e+00
3.970190933677835744e-03,-1.301494294203107450e-03,4.999999917565419949e+00
3.969053654053952655e-03,-1.304958443377375772e-03,4.999999917565419949e+00
3.967913351823052458e-03,-1.308421598769022145e-03,4.999999917565419949e+00
3.966770027853527315e-03,-1.311883757740703316e-03,4.999999917565419949e+00
3.965623683016065298e-03,-1.315344917655834325e-03,4.999999917565419949e+00
3.964474318183660792e-03,-1.318805075878591755e-03,4.999999917565419949e+00
3.963321934231602353e-03,-1.322264229773914166e-03,4.999999917565419949e+00
3.962166532037483119e-03,-1.325722376707505782e-03,4.999999917565419949e+00
3.961008112481191265e-03,-1.329179514045837141e-03,4.999999917565419949e+00
3.959846676444912610e-03,-1.332635639156147479e-03,4.999999917565419949e+00
3.958682224813132346e-03,-1.336090749406447769e-03,4.999999917565419949e+00
3.957514758472631573e-03,-1.339544842165521152e-03,4.999999917565419949e+00
3.956344278312484697e-03,-1.342997914802925106e-03,4.999999917565419949e+00
3.955170785224064629e-03,-1.346449964688994916e-03,4.999999917565419949e+00
3.953994280101037588e-03,-1.349900989194844541e-03,4.999999917565419949e+00
3.952814763839362228e-03,-1.353350985692368781e-03,4.999999917565419949e+00
3.951632237337292242e-03,-1.356799951554245234e-03,4.999999917565419949e+00
3.950446701495374628e-03,-1.360247884153935804e-03,4.999999917565419949e+00
3.949258157216443618e-03,-1.363694780865690615e-03,4.999999917565419949e+00
3.948066605405628482e-03,-1.367140639064547353e-03,4.999999917565419949e+00
3.946872046970348324e-03,-1.370585456126335172e-03,4.999999917565419949e+00
3.945674482820311219e-03,-1.374029229427676429e-03,4.999999917565419949e+00
3.944473913867513337e-03,-1.377471956345987548e-03,4.999999917565419949e+00
3.943270341026241556e-03,-1.380913634259482064e-03,4.999999917565419949e+00
3.942063765213068248e-03,-1.384354260547173213e-03,4.999999917565419949e+00
3.940854187346853020e-03,-1.387793832588873509e-03,4.999999917565419949e+00
3.939641608348743579e-03,-1.391232347765199943e-03,4.999999917565419949e+00
3.938426029142168792e-03,-1.394669803457573333e-03,4.999999917565419949e+00
3.937207450652848231e-03,-1.398106197048221795e-03,4.999999917565419949e+00
3.935985873808780892e-03,-1.401541525920181825e-03,4.999999917565419949e+00
3.934761299540250404e-03,-1.404975787457301119e-03,4.999999917565419949e+00
3.933533728779823289e-03,-1.408408979044240526e-03,4.999999917565419949e+00
3.932303162462348969e-03,-1.411841098066474913e-03,4.999999917565419949e+00
3.931069601524957158e-03,-1.415272141910296202e-03,4.999999917565419949e+00
3.929833046907057863e-03,-1.418702107962815538e-03,4.999999917565419949e+00
3.928593499550339652e-03,-1.422130993611964373e-03,4.999999917565419949e+00
3.927350960398774855e-03,-1.425558796246497503e-03,4.999999917565419949e+00
3.926105430398609160e-03,-1.428985513255994150e-03,4.999999917565419949e+00
3.924856910498367678e-03,-1.432411142030859483e-03,4.999999917565419949e+00
3.923605401648853214e-03,-1.435835679962328736e-03,4.999999917565419949e+00
3.922350904803143662e-03,-1.439259124442467206e-03,4.999999917565419949e+00
3.921093420916594609e-03,-1.442681472864173076e-03,4.999999917565419949e+00
3.919832950946832394e-03,-1.446102722621179148e-03,4.999999917565419949e+00
3.918569495853761915e-03,-1.449522871108055010e-03,4.999999917565419949e+00
3.917303056599557090e-03,-1.452941915720208123e-03,4.999999917565419949e+00
3.916033634148667793e-03,-1.456359853853887937e-03,4.999999917565419949e+00
3.914761229467814650e-03,-1.459776682906185896e-03,4.999999917565419949e+00
3.913485843525988175e-03,-1.463192400275037820e-03,4.999999917565419949e+00
3.912207477294450501e-03,-1.466607003359226289e-03,4.999999917565419949e+00
3.910926131746734515e-03,-1.470020489558382815e-03,4.999999917565419949e+00
3.909641807858638650e-03,-1.473432856272988709e-03,4.999999917565419949e+00
3.908354506608232096e-03,-1.476844100904378763e-03,4.999999917565419949e+00
3.907064228975851324e-03,-1.480254220854741688e-03,4.999999917565419949e+00
3.905770975944098354e-03,-1.483663213527122281e-03,4.999999917565419949e+00
3.904474748497842058e-03,-1.487071076325425113e-03,4.999999917565419949e+00
3.903175547624214686e-03,-1.490477806654414089e-03,4.999999917565419949e+00
3.901873374312616206e-03,-1.493883401919715494e-03,4.999999917565419949e+00
3.900568229554706931e-03,-1.497287859527821020e-03,4.999999917565419949e+00
3.899260114344410989e-03,-1.500691176886087552e-03,4.999999917565419949e+00
3.897949029677917187e-03,-1.504093351402741073e-03,4.999999917565419949e+00
3.896634976553671210e-03,-1.507494380486877963e-03,4.999999917565419949e+00
3.895317955972381688e-03,-1.510894261548466301e-03,4.999999917565419949e+00
3.893997968937018897e-03,-1.514292991998348898e-03,4.999999917565419949e+00
3.892675016452809555e-03,-1.517690569248244603e-03,4.999999917565419949e+00
3.891349099527239425e-03,-1.521086990710750252e-03,4.999999917565419949e+00
3.890020219170051575e-03,-1.524482253799343701e-03,4.999999917565419949e+00
3.888688376393246385e-03,-1.527876355928384049e-03,4.999999917565419949e+00
3.887353572211080677e-03,-1.531269294513115100e-03,4.999999917565419949e+00
3.886015807640065111e-03,-1.534661066969666672e-03,4.999999917565419949e+00
3.884675083698965487e-03,-1.538051670715055892e-03,4.999999917565419949e+00
3.883331401408803181e-03,-1.541441103167191318e-03,4.999999917565419949e+00
3.881984761792847769e-03,-1.544829361744871638e-03,4.999999917565419949e+00
3.880635165876626571e-03,-1.548216443867791526e-03,4.999999917565419949e+00
3.879282614687914674e-03,-1.551602346956540120e-03,4.999999917565419949e+00
3.877927109256737101e-03,-1.554987068432605148e-03,4.999999917565419949e+00
3.876568650615372716e-03,-1.558370605718373573e-03,4.999999917565419949e+00
3.875207239798345547e-03,-1.561752956237135283e-03,4.999999917565419949e+00
3.873842877842429561e-03,-1.565134117413082438e-03,4.999999917565419949e+00
3.872475565786645188e-03,-1.568514086671314025e-03,4.999999917565419949e+00
3.871105304672260196e-03,-1.571892861437836726e-03,4.999999917565419949e+00
3.869732095542788384e-03,-1.575270439139566216e-03,4.999999917565419949e+00
3.868355939443988718e-03,-1.578646817204330203e-03,4.999999917565419949e+00
3.866976837423862293e-03,-1.582021993060870159e-03,4.999999917565419949e+00
3.865594790532656672e-03,-1.585395964138842408e-03,4.999999917565419949e+00
3.864209799822860246e-03,-1.588768727868821373e-03,4.999999917565419949e+00
3.862821866349203537e-03,-1.592140281682300883e-03,4.999999917565419949e+00
3.861430991168658764e-03,-1.595510623011695906e-03,4.999999917565419949e+00
3.860037175340437238e-03,-1.598879749290345580e-03,4.999999917565419949e+00
3.858640419925991102e-03,-1.602247657952512354e-03,4.999999917565419949e+00
3.857240725989009855e-03,-1.605614346433388486e-03,4.999999917565419949e+00
3.855838094595421661e-03,-1.608979812169093445e-03,4.999999917565419949e+00
3.854432526813390304e-03,-1.612344052596678895e-03,4.999999917565419949e+00
3.853024023713318234e-03,-1.615707065154129785e-03,4.999999917565419949e+00
3.851612586367841352e-03,-1.619068847280365426e-03,4.999999917565419949e+00
3.850198215851829888e-03,-1.622429396415242531e-03,4.999999917565419949e+00
3.848780913242389259e-03,-1.625788709999556516e-03,4.999999917565419949e+00
3.847360679618856607e-03,-1.629146785475044535e-03,4.999999917565419949e+00
3.845937516062802528e-03,-1.632503620284385263e-03,4.999999917565419949e+00
3.844511423658026738e-03,-1.635859211871203448e-03,4.999999917565419949e+00
3.843082403490561544e-03,-1.639213557680070351e-03,4.999999917565419949e+00
3.841650456648666636e-03,-1.642566655156505037e-03,4.999999917565419949e+00
3.840215584222834294e-03,-1.645918501746978938e-03,4.999999917565419949e+00
3.838777787305780280e-03,-1.649269094898913896e-03,4.999999917565419949e+00
3.837337066992449041e-03,-1.652618432060688021e-03,4.999999917565419949e+00
3.835893424380014145e-03,-1.655966510681635469e-03,4.999999917565419949e+00
3.834446860567870038e-03,-1.659313328212048619e-03,4.999999917565419949e+00
3.832997376657639853e-03,-1.662658882103180448e-03,4.999999917565419949e+00
3.831544973753166303e-03,-1.666003169807245840e-03,4.999999917565419949e+00
3.830089652960519050e-03,-1.669346188777424186e-03,4.999999917565419949e+00
3.828631415387988204e-03,-1.672687936467861548e-03,4.999999917565419949e+00
3.827170262146084318e-03,-1.676028410333671535e-03,4.999999917565419949e+00
3.825706194347539696e-03,-1.679367607830937895e-03,4.999999917565419949e+00
3.824239213107304917e-03,-1.682705526416716259e-03,4.999999917565419949e+00
3.822769319542552308e-03,-1.686042163549036736e-03,4.999999917565419949e+00
3.821296514772666835e-03,-1.689377516686905436e-03,4.999999917565419949e+00
3.819820799919254346e-03,-1.692711583290304467e-03,4.999999917565419949e+00
3.818342176106136361e-03,-1.696044360820198440e-03,4.999999917565419949e+00
3.816860644459348778e-03,-1.699375846738531868e-03,4.999999917565419949e+00
3.815376206107144036e-03,-1.702706038508233289e-03,4.999999917565419949e+00
3.813888862179984178e-03,-1.706034933593216342e-03,4.999999917565419949e+00
3.812398613810547357e-03,-1.709362529458383247e-03,4.999999917565419949e+00
3.810905462133721763e-03,-1.712688823569624577e-03,4.999999917565419949e+00
3.809409408286608661e-03,-1.716013813393822956e-03,4.999999917565419949e+00
3.807910453408518050e-03,-1.719337496398853915e-03,4.999999917565419949e+00
3.806408598640967800e-03,-1.722659870053588069e-03,4.999999917565419949e+00
3.804903845127687121e-03,-1.725980931827893715e-03,4.999999917565419949e+00
3.803396194014610921e-03,-1.729300679192637700e-03,4.999999917565419949e+00
3.801885646449879811e-03,-1.732619109619687589e-03,4.999999917565419949e+00
3.800372203583843138e-03,-1.735936220581914919e-03,3.999999917565419949e+00
3.799159365448514635e-03,-1.738588957639434877e-03,3.099999917565420038e+00
3.798218142265381240e-03,-1.740644246095984695e-03,2.289999917565420429e+00
3.797522137525542393e-03,-1.742162180367941293e-03,1.560999917565420780e+00
3.797047351655901022e-03,-1.743196735019845144e-03,9.048999175654212079e-01
3.796771992796953155e-03,-1.743796399357905834e-03,3.144099175654214706e-01
3.796676296432653294e-03,-1.744004744204376896e-03,-2.170310824345782763e-01
3.796742354960988639e-03,-1.743860928441895268e-03,-6.953279824345781623e-01
3.796953957800447508e-03,-1.743400152014579077e-03,-1.125795192434577929e+00
3.797296442258509680e-03,-1.742654061284627494e-03,-1.513215681434577631e+00
3.797756555116322489e-03,-1.741651111954385959e-03,-1.861894121534577673e+00
3.798322324687526241e-03,-1.740416894161077917e-03,-2.175704717624577622e+00
3.798982942971583857e-03,-1.738974423823393383e-03,-2.458134254105577288e+00
3.799728657429580440e-03,-1.737344403855879335e-03,-2.712320836938477697e+00
3.800550671852599791e-03,-1.735545458460162858e-03,-2.941088761488087844e+00
3.801441055761142686e-03,-1.733594343344068214e-03,-3.146979893582736665e+00
3.802392661761958524e-03,-1.731506134404308490e-03,-3.332281912467920826e+00
3.803399050291067594e-03,-1.729294397130212322e-03,-3.499053729464586482e+00
3.804454421184599866e-03,-1.726971338740134572e-03,-3.649148364761585217e+00
3.805553551539218090e-03,-1.724547944844731203e-03,-3.784233536528883945e+00
3.806691739349020442e-03,-1.722034102238649729e-03,-3.905810191119453378e+00
3.807864752433984257e-03,-1.719438709251309375e-03,-4.015229180250964980e+00
3.809068782204918981e-03,-1.716769774935729886e-03,-4.113706270469326576e+00
3.810300401840417683e-03,-1.714034508239460630e-03,-4.202335651665852545e+00
3.811556528481761189e-03,-1.711239398181623557e-03,-4.282102094742724852e+00
3.812834389081426554e-03,-1.708390285953127231e-03,-4.353891893511909750e+00
3.814131489569585511e-03,-1.705492429761749701e-03,-4.418502712404175803e+00
3.815445587030299145e-03,-1.702550563158685424e-03,-4.476652449407215961e+00
3.816774664604979331e-03,-1.699568947507128138e-03,-4.528987212709951748e+00
3.818116908864957991e-03,-1.696551419185531474e-03,-4.576088499682414046e+00
3.819470689417636417e-03,-1.693501432057413535e-03,-4.618479657957630380e+00
3.820834540531720027e-03,-1.690422095685187439e-03,-4.656631700405325702e+00
3.822207144586471476e-03,-1.687316209716801553e-03,-4.690968538608251137e+00
3.823587317167820472e-03,-1.684186294830334251e-03,-4.721871692990883496e+00
3.824973993650637640e-03,-1.681034620582584757e-03,-4.749684531935252529e+00
3.826366217121529838e-03,-1.677863230472619645e-03,-4.774716086985185015e+00
3.827763127510314892e-03,-1.674673964499776490e-03,-4.797244486530124696e+00
3.829163951810882725e-03,-1.671468479467381986e-03,-4.817520046120569610e+00
3.830567995283632853e-03,-1.668248267258106050e-03,-4.835768049751970388e+00
3.831974633542041455e-03,-1.665014671284094534e-03,-4.852191253020230910e+00
3.833383305435437462e-03,-1.661768901294588107e-03,-4.866972135961665558e+00
3.834793506648579830e-03,-1.658512046705368529e-03,-4.880274930608957007e+00
3.836204783946450900e-03,-1.655245088597850694e-03,-4.892247445791519489e+00
3.837616729999699869e-03,-1.651968910520822988e-03,-4.903022709455824746e+00
3.839028978732547236e-03,-1.648684308214485488e-03,-4.912720446753700898e+00
3.840441201140719091e-03,-1.645391998364454864e-03,-4.921448410321787925e+00
3.841853101532175137e-03,-1.642092626482607272e-03,-4.929303577533066694e+00
3.843264414148109785e-03,-1.638786774001953390e-03,-4.936373228023217763e+00
3.844674900125918861e-03,-1.635474964663994777e-03,-4.942735913464353814e+00
3.846084344769679433e-03,-1.632157670269182136e-03,-4.948462330361375727e+00
3.847492555097107268e-03,-1.628835315854024060e-03,-4.953616105568696248e+00
3.848899357635088454e-03,-1.625508284352050054e-03,-4.958254503255284718e+00
3.850304596438679401e-03,-1.622176920790121364e-03,-4.962429061173213363e+00
3.851708131310969604e-03,-1.618841536066424960e-03,-4.966186163299349587e+00
3.853109836203506139e-03,-1.615502410351878993e-03,-4.969567555212871746e+00
3.854509597779005869e-03,-1.612159796152499340e-03,-4.972610807935041954e+00
3.855907314119917141e-03,-1.608813921066530941e-03,-4.975349735384996031e+00
3.857302893568072787e-03,-1.605464990266780708e-03,-4.977814770089953988e+00
3.858696253682137364e-03,-1.602113188735547434e-03,-4.980033301324415795e+00
3.860087320300921096e-03,-1.598758683276807783e-03,-4.982029979435432132e+00
3.861476026701828653e-03,-1.595401624327868898e-03,-4.983826989735346658e+00
3.862862312844770815e-03,-1.592042147590473590e-03,-4.985444299005269642e+00
3.864246124692912680e-03,-1.588680375499348062e-03,-4.986899877348199617e+00
3.865627413602412688e-03,-1.585316418544405973e-03,-4.988209897856837216e+00
3.867006135774192326e-03,-1.581950376461185945e-03,-4.989388916314611677e+00
3.868382251761413437e-03,-1.578582339302654581e-03,-4.990450032926608159e+00
3.869755726027014446e-03,-1.575212388404204729e-03,-4.991405037877404638e+00
3.871126526546231003e-03,-1.571840597252486095e-03,-4.992264542333122002e+00
3.872494624449520501e-03,-1.568467032267656033e-03,-4.993038096343267007e+00
3.873859993701786551e-03,-1.565091753507677269e-03,-4.993734294952398400e+00
3.875222610814227971e-03,-1.561714815302430457e-03,-4.994360873700616210e+00
3.876582454585481181e-03,-1.558336266824637264e-03,-4.994924794574012061e+00
3.877939505869096564e-03,-1.554956152603889077e-03,-4.995432323360069482e+00
3.879293747364652174e-03,-1.551574512989452575e-03,-4.995889099267520450e+00
3.880645163430122141e-03,-1.548191384566955297e-03,-4.996300197584226055e+00
3.881993739913326170e-03,-1.544806800533546701e-03,-4.996670186069261277e+00
3.883339464000526778e-03,-1.541420791035674623e-03,-4.997003175705792444e+00
3.884682324080428271e-03,-1.538033383473201609e-03,-4.997302866378671382e+00
3.886022309622011017e-03,-1.534644602773213443e-03,-4.997572587984262071e+00
3.887359411064795437e-03,-1.531254471636542443e-03,-4.997815337429293514e+00
3.888693619720275454e-03,-1.527863010759723588e-03,-4.998033811929821546e+00
3.890024927683371700e-03,-1.524470239034831634e-03,-4.998230438980296952e+00
3.891353327752911789e-03,-1.521076173729402504e-03,-4.998407403325725085e+00
3.892678813360183569e-03,-1.517680830648425678e-03,-4.998566671236609693e+00
3.894001378504773330e-03,-1.514284224280192364e-03,-4.998710012356406551e+00
3.895321017696932661e-03,-1.510886367927606914e-03,-4.998839019364223368e+00
3.896637725905802586e-03,-1.507487273826415815e-03,-4.998955125671258770e+00
3.897951498512919073e-03,-1.504086953251649889e-03,-4.999059621347591076e+00
3.899262331270444797e-03,-1.500685416613461911e-03,-4.999153667456289085e+00
3.900570220263653142e-03,-1.497282673543409368e-03,-4.999238308954118359e+00
3.901875161877233367e-03,-1.493878732972142315e-03,-4.999314486302164795e+00
3.903177152765027486e-03,-1.490473603199344394e-03,-4.999383045915405610e+00
3.904476189822841080e-03,-1.487067291956706326e-03,-4.999444749567322432e+00
3.905772270164033569e-03,-1.483659806464621015e-03,-4.999500282854048017e+00
3.907065391097582635e-03,-1.480251153483230818e-03,-4.999550262812101131e+00
3.908355550108393375e-03,-1.476841339358383196e-03,-4.999595244774348579e+00
3.909642744839601086e-03,-1.473430370063009281e-03,-4.999635728540371638e+00
3.910926973076685534e-03,-1.470018251234377071e-03,-4.999672163929792745e+00
3.912208232733201119e-03,-1.466604988207630784e-03,-4.999704955780271298e+00
3.913486521837955534e-03,-1.463190586045989795e-03,-4.999734468445701907e+00
3.914761838523498141e-03,-1.459775049567933487e-03,-4.999761029844588478e+00
3.916034181015784488e-03,-1.456358383371681017e-03,-4.999784935103587458e+00
3.917303547624885994e-03,-1.452940591857226644e-03,-4.999806449836686539e+00
3.918569936736649405e-03,-1.449521679246182143e-03,-4.999825813096475002e+00
3.919833346805210589e-03,-1.446101649599639688e-03,-4.999843240030285685e+00
3.921093776346262945e-03,-1.442680506834253824e-03,-4.999858924270714766e+00
3.922351223931017095e-03,-1.439258254736721200e-03,-4.999873040087100762e+00
3.923605688180773800e-03,-1.435834896976816372e-03,-4.999885744321848513e+00
3.924857167762048522e-03,-1.432410437119127416e-03,-4.999897178133121400e+00
3.926105661382203391e-03,-1.428984878633624304e-03,-4.999907468563266733e+00
3.927351167785503305e-03,-1.425558224905170172e-03,-4.999916729950397709e+00
3.928593685749598788e-03,-1.422130479242085868e-03,-4.999925065198816299e+00
3.929833214082343630e-03,-1.418701644883861666e-03,-4.999932566922391963e+00
3.931069751618959489e-03,-1.415271725008098109e-03,-4.999939318473610506e+00
3.932303297219467628e-03,-1.411840722736756436e-03,-4.999945394869707016e+00
3.933533849766401684e-03,-1.408408641141785378e-03,-4.999950863626193787e+00
3.934761408162742481e-03,-1.404975483250185241e-03,-4.999955785507032680e+00
3.935985971330064476e-03,-1.401541252048570238e-03,-4.999960215199786617e+00
3.937207538206872158e-03,-1.398105950487272403e-03,-4.999964201923265961e+00
3.938426107747113394e-03,-1.394669581484039161e-03,-4.999967789974396837e+00
3.939641678918828077e-03,-1.391232147927359440e-03,-4.999971019220414981e+00
3.940854250702954635e-03,-1.387793652679459970e-03,-4.999973925541831399e+00
3.942063822092237158e-03,-1.384354098579003000e-03,-4.999976541231106353e+00
3.943270392090265225e-03,-1.380913488443511871e-03,-4.999978895351453012e+00
3.944473959710593537e-03,-1.377471825071558721e-03,-4.999981014059765805e+00
3.945674523975964756e-03,-1.374029111244730360e-03,-4.999982920897246608e+00
3.946872083917602608e-03,-1.370585349729400724e-03,-4.999984637050979508e+00
3.948066638574581309e-03,-1.367140543278324650e-03,-4.999986181589338941e+00
3.949258186993258313e-03,-1.363694694632072062e-03,-4.999987571673862874e+00
3.950446728226770371e-03,-1.360247806520322291e-03,-4.999988822749934947e+00
3.951632261334567763e-03,-1.356799881663024385e-03,-4.999989948718399191e+00
3.952814785382008367e-03,-1.353350922771446837e-03,-4.999990962090016922e+00
3.953994299439993372e-03,-1.349900932549116936e-03,-4.999991874124472879e+00
3.955170802584629004e-03,-1.346449913692670565e-03,-4.999992694955484041e+00
3.956344293896935094e-03,-1.342997868892615481e-03,-4.999993433703393109e+00
3.957514772462572723e-03,-1.339544800834018261e-03,-4.999994098576511448e+00
3.958682237371612643e-03,-1.336090712197121871e-03,-4.999994696962317242e+00
3.959846687718316695e-03,-1.332635605657903803e-03,-4.999995235509543612e+00
3.961008122600941789e-03,-1.329179483888574820e-03,-4.999995720202046634e+00
3.962166541121569900e-03,-1.325722349558032141e-03,-4.999996156425299709e+00
3.963321942385954547e-03,-1.322264205332262556e-03,-4.999996549026228365e+00
3.964474325503377673e-03,-1.318805053874709098e-03,-4.999996902367063178e+00
3.965623689586526487e-03,-1.315344897846598693e-03,-4.999997220373814777e+00
3.966770033751381569e-03,-1.311883739907237275e-03,-4.999997506579891393e+00
3.967913357117113654e-03,-1.308421582714276504e-03,-4.999997764165359904e+00
3.969053658805996032e-03,-1.304958428923952071e-03,-4.999997995992282007e+00
3.970190937943322146e-03,-1.301494281191299023e-03,-4.999998204636511012e+00
3.971325193657333601e-03,-1.298029142170344531e-03,-4.999998392416317827e+00
3.972456425079150776e-03,-1.294563014514282448e-03,-4.999998561418143694e+00
3.973584631342722516e-03,-1.291095900875630087e-03,-4.999998713519786975e+00
3.974709811584765419e-03,-1.287627803906367862e-03,-4.999998850411266460e+00
3.975831964944720465e-03,-1.284158726258065493e-03,-4.999998973613597464e+00
3.976951090564712250e-03,-1.280688670581996711e-03,-4.999999084495695634e+00
3.978067187589507357e-03,-1.277217639529240525e-03,-4.999999184289583454e+00
3.979180255166483125e-03,-1.273745635750773595e-03,-4.999999274104083291e+00
3.980290292445595561e-03,-1.270272661897550465e-03,-4.999999354937132878e+00
3.981397298579355919e-03,-1.266798720620580321e-03,-4.999999427686876885e+00
3.982501272722802077e-03,-1.263323814570990961e-03,-4.999999493161647379e+00
3.983602214033475988e-03,-1.259847946400089944e-03,-4.999999552088939758e+00
3.984700121671408933e-03,-1.256371118759417932e-03,-4.999999605123503166e+00
3.985794994799101570e-03,-1.252893334300794010e-03,-4.999999652854611121e+00
3.986886832581507459e-03,-1.249414595676363177e-03,-4.999999695812607392e+00
3.987975634186019178e-03,-1.245934905538629948e-03,-4.999999734474804391e+00
3.989061398782457052e-03,-1.242454266540495879e-03,-4.999999769270782046e+00
3.990144125543058744e-03,-1.238972681335288829e-03,-4.999999800587161758e+00
3.991223813642466242e-03,-1.235490152576791375e-03,-4.999999828771902521e+00
3.992300462257719791e-03,-1.232006682919264875e-03,-4.999999854138170718e+00
3.993374070568249216e-03,-1.228522275017471374e-03,-4.999999876967811119e+00
3.994444637755866986e-03,-1.225036931526692465e-03,-4.999999897514487479e+00
3.995512163004760406e-03,-1.221550655102748590e-03,-4.999999916006496292e+00
3.996576645501489014e-03,-1.218063448402011617e-03,-4.999999932649304313e+00
3.997638084434976778e-03,-1.214575314081421534e-03,-4.999999947627832064e+00
3.998696478996510359e-03,-1.211086254798496211e-03,-4.999999961108506419e+00
3.999751828379732171e-03,-1.207596273211343323e-03,-4.999999973241113338e+00
4.000804131780640385e-03,-1.204105371978669240e-03,-4.999999984160459654e+00
4.001853388397584588e-03,-1.200613553759787705e-03,-4.999999993987871427e+00
4.002899597431260580e-03,-1.197120821214627201e-03,-5.000000002832542201e+00
4.003942758084713845e-03,-1.193627177003736377e-03,-5.000000010792745364e+00
4.004982869563330876e-03,-1.190132623788291199e-03,-5.000000017956929277e+00
4.006019931074842645e-03,-1.186637164230097989e-03,-5.000000024404694265e+00
4.007053941829321134e-03,-1.183140800991597762e-03,-5.000000030207682578e+00
4.008084901039176730e-03,-1.179643536735871428e-03,-5.000000035430371526e+00
4.009112807919159097e-03,-1.176145374126639793e-03,-5.000000040130792911e+00
4.010137661686357172e-03,-1.172646315828269632e-03,-5.000000044361170737e+00
4.011159461560194830e-03,-1.169146364505771951e-03,-5.000000048168510958e+00
4.012178206762434356e-03,-1.165645522824805677e-03,-5.000000051595117512e+00
4.013193896517171233e-03,-1.162143793451679173e-03,-5.000000054679063943e+00
4.014206530050839355e-03,-1.158641179053349372e-03,-5.000000057454615288e+00
4.015216106592204952e-03,-1.155137682297424596e-03,-5.000000059952611764e+00
4.016222625372372658e-03,-1.151633305852162387e-03,-5.000000062200808948e+00
4.017226085624778578e-03,-1.148128052386472326e-03,-5.000000064224185081e+00
