gyro_x (deg/s),gyro_y (deg/s),gyro_z (deg/s)
2.227016456113840165e-02,1.295661214488958574e-02,-5.002813946631552433e+00
4.622611745336194927e-02,-1.101876735780536742e-02,-5.010749484007409826e+00
1.332014367787235851e-02,1.191657780893685264e-02,-4.974041742234207142e+00
3.200500492375554177e-03,2.907552014838698726e-03,-4.972785482655804223e+00
2.255373155153485992e-02,-1.363455444504574343e-02,-4.998809572501636822e+00
2.037389823772552816e-02,6.944231620937490156e-03,-4.972248131992553333e+00
-7.554809869936629681e-03,-2.407291977188550508e-02,-4.997268325770018116e+00
-8.883529053081418853e-03,-5.296274208750765058e-03,-4.976669008126726190e+00
-1.241015351281004112e-02,6.911920718263421179e-03,-5.017125648371694169e+00
1.322368413092083785e-02,5.496098053897651575e-03,-4.992454742764207865e+00
9.145626042595450186e-03,6.772964107548426135e-03,-5.020921766695420452e+00
-1.129258231609442734e-02,2.633090437224962221e-03,-5.016482345646608998e+00
1.062502310047098563e-03,-1.209195861285057051e-02,-4.981106008417571118e+00
-2.871960884178940271e-02,1.585401428704958857e-02,-4.994494307160843860e+00
4.556878039734744458e-03,2.500730952271659063e-02,-4.981195113430686661e+00
-1.569778521136607147e-03,3.538242617828456921e-02,-4.976003909430782635e+00
6.084593237272197669e-03,4.568207680878792060e-02,-5.008877724465684800e+00
2.690601622328141901e-02,-1.341237642817660197e-02,-4.975985695002171028e+00
3.155931086435411620e-02,-1.974969661513309004e-03,-5.001038715494212639e+00
-2.635008950598221461e-02,1.791692746327060506e-02,-4.969058677269665658e+00
2.538899897573293745e-03,-5.581100940660363267e-03,-5.005516475798500231e+00
2.079722875683433572e-02,-2.811087222669593141e-02,-4.990335537746451777e+00
2.985150552975643704e-02,1.444401165855101719e-02,-5.032799901190470493e+00
2.511002166490309412e-02,7.226680369833164176e-03,-5.032708430713639380e+00
5.893826592036557378e-03,2.078314891303245301e-02,-4.997635022827884299e+00
1.911045855889550657e-02,-2.501186745650715512e-02,-4.967293848005184032e+00
1.641704869120725468e-02,8.649194791950649830e-03,-5.012345125156278058e+00
-2.831913414642678664e-02,-6.381044061155570837e-03,-4.973316159375047896e+00
-7.848435804746069222e-03,1.949448349754603915e-04,-5.032077995810206872e+00
-4.433563303420150203e-02,-2.784725807569024287e-03,-4.998992963601172512e+00
-7.968861964685110266e-03,5.807876684934740012e-03,-5.001708573827564841e+00
3.534253891240379808e-02,1.196353629354864750e-02,-5.035273821004683015e+00
2.287505447133688849e-02,-1.276111571285504752e-02,-5.032209964177737582e+00
-1.325806384925731427e-02,7.254222563035562024e-03,-4.974897403106078642e+00
-1.312479081764254471e-02,-1.985870500713850847e-03,-4.992049984214784075e+00
-3.175687625910021683e-02,-2.739992396431624195e-03,-5.000080022061202278e+00
-3.244845079262917431e-02,-3.155574610861210973e-03,-4.953878214571374450e+00
-3.075367663061200074e-02,6.830343639194636461e-03,-4.999444461163712994e+00
3.574368581142847029e-02,9.471993035755090461e-04,-5.018730524044799246e+00
-1.486345443258014001e-02,-3.686853625423665987e-02,-4.986392266780594440e+00
1.543359225120935659e-02,-1.529804440821146659e-02,-4.977846614511806322e+00
-6.191904197518809105e-02,-3.354499610773354571e-03,-5.033006912292326440e+00
-2.365591489704557335e-02,6.507757174144166400e-04,-4.996418907652460994e+00
-2.699085929868279277e-02,3.817013220517907496e-03,-5.011917556119842132e+00
2.773144120416249497e-02,3.323098443151108888e-02,-4.996535276436010697e+00
-4.155280332811951520e-03,7.214963786736384825e-03,-4.983853264992718302e+00
-1.166782570178759320e-04,1.100094698521342229e-02,-4.988635301537197364e+00
-1.311397595644398298e-02,1.680619758476733366e-02,-5.046900912097960656e+00
1.988579353113236435e-03,-1.596245879167140433e-02,-4.969818442516746870e+00
-8.887407583407688424e-03,-2.690306111420756596e-02,-5.040463950643605529e+00
1.026328441735769453e-02,-2.301759183507900985e-02,-4.986087223924570822e+00
4.417921745838607889e-02,1.520455580901112526e-02,-4.989225185128406181e+00
2.477541241599191812e-02,1.002728735577763410e-02,-5.015535409712749804e+00
-9.427067256692480551e-03,-1.191372249743499930e-02,-5.010897813060219974e+00
6.585800991526848634e-03,-4.529708970736504026e-02,-4.989655955420804645e+00
1.504290509143429294e-02,-1.600031143947020298e-02,-5.026186887491904898e+00
1.213486459879385519e-02,-4.916749780961494204e-02,-5.011126555829126694e+00
1.386439187823148428e-02,1.559571813739663894e-02,-5.014839270935238957e+00
2.657685182359561388e-02,-2.557563944839462075e-02,-5.005505675512536001e+00
-1.565660320109522885e-02,1.266933542154089799e-02,-4.979637057725613047e+00
-1.816510432572818537e-02,5.724450210834099856e-02,-5.024942553452774519e+00
-1.400297758391077889e-02,5.337737706321496467e-02,-4.990395664140010012e+00
1.317136578050202844e-02,1.425284831129939450e-02,-4.989516474762933917e+00
3.049913431164491193e-02,-1.915454168311065894e-02,-5.006136164750170536e+00
-2.019574375044794808e-03,6.705487229489023697e-03,-4.987655815128364978e+00
-3.724871964913637964e-03,1.344536083413991508e-02,-5.016361614449984963e+00
1.021630801095417193e-02,-2.807471265853742418e-02,-4.970967313708865909e+00
2.714595754596785260e-02,3.569930462256511172e-02,-5.023723314517101635e+00
4.861449749804482717e-03,1.171968847964282787e-02,-4.957540907652524531e+00
5.213681395122283374e-02,1.449192723468081812e-02,-5.000946543611139994e+00
5.695029864687571001e-04,-3.077236882734201567e-02,-4.999331393805158896e+00
3.990771534185493657e-02,4.076751283435286512e-03,-5.022025216063995323e+00
-1.026718590980102777e-02,4.786262394633811201e-03,-5.021875816935797765e+00
-1.784415503359924188e-02,-3.806022816823715488e-03,-5.024438779480746575e+00
-6.054279654734421277e-03,-2.362802337160523763e-02,-4.992047119261926014e+00
3.106921619680910393e-02,-4.048447031963738757e-02,-5.007096366643044583e+00
9.421015246675330801e-03,2.413877475873922596e-02,-5.014651667385914280e+00
1.274404516613707530e-02,1.757929630256181014e-02,-4.992849944274839302e+00
2.270398592449372754e-02,-1.581595376568620953e-02,-4.986661589449064458e+00
-6.641084216265666189e-04,-1.620736752908742001e-02,-4.986301397315543227e+00
2.671476988206668984e-02,-2.634005323155245645e-03,-5.010956217906207932e+00
1.372144472347546461e-02,-3.011627714002988732e-02,-5.007325285588315467e+00
-4.641561830176155895e-03,7.758038416568176741e-03,-4.994896633771093164e+00
-3.553240872195755334e-03,3.036346188876557980e-02,-4.980838332359506460e+00
3.636892702350798257e-02,-2.628556862303524019e-02,-4.996804022360034736e+00
3.020219783210646367e-02,9.524285314182793019e-03,-4.984350253710804424e+00
1.927509834394207713e-02,1.831300636213233080e-02,-5.024863311606004856e+00
2.489949582655223747e-04,-1.988836477141613449e-02,-4.991294605811752660e+00
-1.174517565050141321e-02,-2.734242259035844086e-02,-5.015060848378372960e+00
-1.788800307792193928e-02,9.600810297589298242e-03,-5.007620592136128757e+00
-7.479703812550502449e-03,-2.357822132699034356e-03,-4.969692758582626269e+00
-3.544573201265394796e-02,-1.504791972607432728e-02,-4.987068376952308313e+00
2.520908287558436354e-03,-4.402797357926498123e-02,-5.018630550197789475e+00
-2.452903498622812511e-02,-1.393749682498706018e-02,-4.994642735730066008e+00
1.487172727035493067e-02,8.810558167658851664e-03,-4.985737389643387196e+00
1.666573674213725140e-02,-2.264870744866909202e-02,-4.987676395827218556e+00
1.175314773980530927e-02,2.767394576366536893e-02,-4.976893513882584941e+00
-7.979871337789887567e-03,2.843153150202694639e-03,-4.984892461850911616e+00
2.662894360195620230e-02,-3.693840069569617746e-02,-5.004632973472173063e+00
-4.879964564478969299e-03,-2.134240607257419792e-02,-4.993848798475852391e+00
-2.412961227237235551e-02,-2.290029282370723701e-02,-4.996403135086947778e+00
1.443084234728243299e-02,2.515932288205898273e-02,-4.994268015292268714e+00
1.742519980812313324e-02,3.413977353386579705e-02,-4.958652840415161300e+00
2.516219361719670630e-02,-2.609385823632273671e-02,-5.000710791248205389e+00
3.423632022144692394e-02,-7.794894153025058031e-03,-4.988487027210187108e+00
2.607506905535766917e-02,-3.137312446389213527e-02,-4.979386963704455660e+00
-5.937763819789940341e-03,-3.067538565786644481e-02,-4.973933021070993554e+00
1.166753802865555696e-03,9.800660242016857177e-04,-4.988118951323630590e+00
3.179365546979991131e-02,1.529394614546238877e-03,-5.004849599302973573e+00
-1.635370115485606374e-02,-1.335052998299682096e-02,-4.963484157662902518e+00
1.999113234632002994e-02,-1.971559230239793709e-03,-4.985577629123858046e+00
1.434786782677938913e-03,1.482664356052344756e-02,-5.009435132042493244e+00
-7.509979335106382707e-03,-1.121441114241055435e-02,-5.001405471466353170e+00
5.823857852238482208e-02,1.622595292476948156e-02,-5.004888921499829557e+00
2.636163414421813234e-02,3.326277583464498817e-03,-4.983986389267887951e+00
-2.965479049094479208e-02,-7.805819314076867244e-03,-4.966134428268969891e+00
-7.275227985269095039e-03,-2.457370762738999518e-03,-4.997165493284128068e+00
6.608805172822997814e-03,-2.739269576195966366e-02,-5.015850488947230623e+00
-1.561090327317258761e-02,1.619738048675027891e-03,-4.985854537022051503e+00
-2.643268580410210178e-02,-1.333614033213201613e-02,-4.989530565775909032e+00
-3.720688151302041502e-02,-2.744558955202830094e-02,-5.002608036729503382e+00
-2.170573278869673134e-02,3.162409785733459600e-02,-5.017384035461300407e+00
1.363357184520681484e-02,4.406094912777593769e-02,-4.985460548751851739e+00
-1.678335200320705406e-02,-9.563284035058921065e-03,-4.948593806806143469e+00
-1.368115121636174526e-02,-7.308256673642650296e-03,-5.042244604463569146e+00
8.336565504110210814e-03,-3.503125269250433309e-03,-5.021799242440216915e+00
-1.902085477192048610e-02,-5.059622765484344913e-03,-4.992767825784810931e+00
5.697260291606669365e-03,-9.522326656285814983e-03,-4.999793803044322082e+00
2.907697051521762263e-02,-5.618674399112061693e-03,-5.050039719485790002e+00
-2.718873116140904742e-03,2.825075516504887974e-02,-4.959543165412301668e+00
-1.097399738737525133e-03,1.944446365815602137e-02,-5.030604681611613671e+00
-3.274943913065456354e-03,-3.561934308277008021e-02,-5.003385487460240810e+00
-3.648410177006477118e-03,9.313694769816794478e-03,-5.015722994660502643e+00
9.185501615928680016e-03,1.715520607882320067e-02,-5.041978431286523232e+00
1.780451383744236643e-02,-1.932441443462504585e-02,-4.992250984422981652e+00
3.782672116029266000e-03,-1.728854288747621454e-02,-5.014724091354657354e+00
-7.891792255853610771e-03,-1.820250283587034057e-02,-5.012820714804862021e+00
4.654565907765702282e-02,-6.314907686598630193e-03,-5.006683391764225277e+00
2.309639873794388024e-02,5.050156749504198378e-03,-5.017802118323706040e+00
1.320671191720749343e-02,-3.046879985276515837e-02,-4.993756336052908473e+00
-2.449117459394729943e-03,1.626447531388402340e-02,-5.017858653883211950e+00
1.587424817390981416e-02,-3.009203764913908133e-02,-4.984093124702233091e+00
-8.601145301802027091e-03,-1.768929801108345620e-02,-5.023029199304038350e+00
-1.130780916662510460e-02,2.068378890982485591e-02,-5.030540963956195100e+00
3.286298116544834197e-02,-5.125757075569869342e-02,-4.979711676628048700e+00
-5.085295102651896798e-02,-3.428551756488147466e-03,-4.999798966915777854e+00
-1.561271374030065266e-02,2.093851412270771387e-02,-5.025297516110282636e+00
-5.774335505979931796e-03,-3.034383609095167838e-03,-4.997138366341299154e+00
1.773715876201464522e-02,-2.017851436013616898e-02,-5.005999627899942794e+00
9.171554439933813502e-03,-9.655456702585260564e-03,-5.003595469217586356e+00
-1.898190790468404394e-03,-4.000028566773464189e-02,-5.015850154560705043e+00
1.461274698968990926e-02,1.798603178375514713e-02,-4.988979402324197565e+00
1.613840360704938640e-03,3.871387770128949246e-02,-5.015065789556790499e+00
-1.288372491777526468e-02,-2.110103946952289911e-03,-4.962989560287685009e+00
-3.800560839715370204e-02,2.022772066758781601e-02,-5.003825037322461533e+00
1.670955774723517986e-02,7.903541810656711936e-03,-5.021791995943012843e+00
-2.603252166121310107e-02,1.563669719367238257e-03,-4.993537160961115440e+00
6.109204521259931943e-03,-3.577309230460382766e-02,-5.003525442240372101e+00
1.830660707199661258e-03,-2.002301528577824299e-02,-5.030630127920285410e+00
-5.036926542407410383e-04,4.323057962623599176e-02,-5.034896712186160528e+00
1.486549945684415702e-02,1.379283231512869017e-02,-4.977564471126602719e+00
2.952124802381840205e-02,1.530662433067681884e-03,-5.010559085033844617e+00
-3.005271528390803665e-02,1.039629794785023416e-03,-5.001489947089111432e+00
2.761869405572790759e-03,2.450597501530419817e-02,-4.991923452949178497e+00
2.935516346559490994e-02,4.455273096807430173e-03,-5.022612796954749825e+00
1.058298962696248464e-02,2.271509445772150471e-02,-4.950097000351970422e+00
2.244416671083681106e-02,-3.438259910880596794e-04,-4.995731075625364781e+00
-1.981344138907989178e-03,2.354849082635187066e-02,-4.991393386839619417e+00
-1.009108407235610391e-02,2.735154154447022590e-02,-5.028582673076283704e+00
8.093278191984467143e-03,3.196320644468793760e-03,-4.973165245911776999e+00
1.129103328531995453e-03,-1.454152618590490685e-02,-4.995546611026771444e+00
-4.489784596234850690e-03,1.546713149620638529e-02,-5.016825279423009931e+00
-3.968723980467960682e-02,-7.348757444625105863e-03,-4.966489174214991031e+00
2.064526907068624934e-02,4.024784894513226512e-03,-4.982789669371951113e+00
-3.995489376146839876e-03,-2.904811982652792668e-02,-5.010912370782224734e+00
-1.138005079664314301e-02,-7.404638694651198387e-03,-4.995390761859101580e+00
2.516021856162671804e-03,-1.142703152315840699e-04,-5.030402313363595113e+00
-1.246495045099304741e-02,-1.928961893341341960e-03,-4.986934716297037440e+00
-3.001887783031458382e-02,-2.213792128542383525e-02,-4.983464022766109558e+00
1.994971368961456770e-02,1.270540815135404828e-03,-5.011576987572989417e+00
-3.256077651999785688e-02,2.383972223235668320e-02,-5.006639741424590007e+00
-1.045055250797828628e-02,8.703803844111183269e-03,-5.007925821726876947e+00
8.434799606289511420e-03,-1.647780360131780378e-02,-5.018069632111296308e+00
2.389775230596424827e-02,-6.506595614461720654e-03,-5.000214449386310100e+00
-5.903850721239356850e-03,1.206328990322148680e-02,-4.986385748445685273e+00
-7.259404039536162222e-03,-1.395843345413144004e-02,-5.023345148533112869e+00
2.746937878553294340e-02,7.634749673673726748e-03,-4.989834776104817848e+00
2.065687769831326542e-02,-1.568067912734673330e-02,-4.997929957631899178e+00
-1.615737116863389311e-03,3.076644801484748268e-04,-5.029742836701632136e+00
-1.885425491616245230e-02,-3.878713306068733851e-02,-5.010542588316016399e+00
3.689060987773697554e-03,-1.199663559233082053e-03,-5.007023141717140469e+00
1.860320253111851646e-02,3.280660670309886503e-03,-5.002730351993442071e+00
1.117906997258737850e-02,-2.077103084621668982e-02,-5.034092488691164213e+00
-1.016338891739771051e-02,-1.017957316089856436e-02,-4.997890786547531938e+00
-1.438820374172062461e-02,1.110877300687010405e-02,-4.970220020090398094e+00
-1.606472526685751717e-02,2.652310886963453809e-03,-5.017047252854522021e+00
6.752017005040390762e-03,2.489545005396084226e-02,-4.987210258654092954e+00
6.795688537890982005e-03,8.228092709814203293e-03,-5.020730558942342547e+00
4.973327004123272860e-02,1.244662880210617179e-03,-4.996875094377376314e+00
-2.876863599071306787e-02,-2.425058781577524303e-02,-5.008967413337854779e+00
-2.542295858569388819e-02,2.171479199749332817e-02,-4.971012268814644308e+00
-1.307978828582873239e-02,1.078196179634065797e-02,-5.027450145976988694e+00
-5.974739324921811423e-03,2.215965303637965067e-02,-4.956459221130526949e+00
1.325371402069335479e-02,2.688506662840349851e-02,-4.986173491465690333e+00
3.852860006713120650e-02,-2.453101322455065753e-03,-4.981152293821621946e+00
8.073432597504385773e-04,-4.202900300515227151e-04,-4.998714480103086721e+00
4.909991618374997743e-03,4.705315335852740255e-02,-5.019631729287113764e+00
-1.771873621510453370e-02,-3.193766423653868073e-04,-4.986945852650110922e+00
1.449467155439472001e-02,3.642991973943533399e-03,-5.011325574907625757e+00
-2.203955242697509809e-02,-2.911411794042612425e-02,-5.006686589517051367e+00
-7.836742036073863354e-03,-3.406888172215192384e-02,-4.996643697975128973e+00
1.551852426658849662e-02,-3.167643451681448341e-02,-4.978568733821885139e+00
8.756340056611758293e-03,2.042947862558645508e-02,-5.014120344746666014e+00
-3.899912222461777468e-03,-2.564830446607796813e-02,-5.003104671102436285e+00
2.858851571766912389e-02,-2.361897059748188990e-02,-5.012258584201859435e+00
-2.264832566802710279e-02,5.398265074425806845e-03,-5.064827900082045531e+00
2.508405644419884131e-02,-2.488272948265765529e-03,-4.984740899660914160e+00
-1.423080241508144737e-02,-2.063783065886383439e-02,-5.010916520355681136e+00
3.146681530018965913e-03,1.231829467478432263e-02,-4.972275031495909658e+00
4.505531852435790130e-02,-1.700922987182195562e-02,-4.998991966087485750e+00
1.511813844913177315e-02,1.080883442466178644e-02,-5.025026821705716351e+00
5.314745795453678680e-03,-3.049498096460466663e-03,-4.991999246263183032e+00
-4.247436240564481146e-04,4.384392973572766652e-03,-5.011180563462632520e+00
-6.657712387609241236e-03,1.275368247136940587e-02,-4.981096435320726989e+00
-1.587628862055366630e-02,3.213316661752309983e-02,-5.003741619665274420e+00
2.266482369295979432e-02,-3.208483452474613588e-03,-4.977372474913122069e+00
-4.854629616673723839e-05,4.938277086212378847e-02,-4.964817437343905127e+00
5.965406305284893206e-03,-2.080457560791584490e-02,-5.019339475715061560e+00
6.320211736096476365e-03,-1.885899944956798482e-02,-5.002684167538446580e+00
-4.539439915634587569e-02,-3.966046066339808801e-02,-5.002713912264098894e+00
4.333810086890575904e-03,-7.295339034413756210e-03,-4.989132369988887206e+00
5.640875925616297207e-03,7.011581391111481112e-03,-5.014264321389240386e+00
1.143969973702052036e-02,2.388316444138232145e-02,-4.970940407102061087e+00
-9.681069789398556551e-04,3.541450461955931647e-03,-5.015239227234921771e+00
1.145816866271170097e-02,2.043098793391668472e-02,-5.021110838473428650e+00
7.930449846819816965e-04,-6.314961426881822437e-02,-5.010568434959901118e+00
-1.880286140401171008e-02,-1.642794018058847672e-02,-4.968586186469276633e+00
1.834057090238073312e-02,3.369691387835377274e-04,-5.029584806994852109e+00
4.504935735169279462e-03,5.587875691818665683e-03,-4.966341263300124709e+00
4.757537508588147342e-03,-8.487168925923870358e-03,-5.005002834594696637e+00
-2.694815349647243594e-03,1.160695311301942860e-02,-5.047526279524079840e+00
4.498468151194710829e-02,-1.769712519679786031e-02,-5.009771405122299015e+00
2.468901082960324456e-02,-2.074628008542371560e-02,-4.969134340716967912e+00
-3.193584285700724196e-02,2.974808498423838973e-02,-5.012563814643220539e+00
-5.648936129064997813e-02,-1.401381951389740754e-02,-4.992654938610504800e+00
3.625687758536715044e-02,2.858730512465665688e-02,-5.008606608834242913e+00
-1.480781604140109329e-04,7.815394879287803839e-03,-5.020627279572163815e+00
-3.336346809378790829e-02,-8.027830801851321141e-03,-4.989603743499236188e+00
-5.864766556055784306e-03,-1.794392704198542396e-02,-4.990880361115312525e+00
-1.063391925802068330e-02,1.841609856697823747e-02,-5.034471516748027398e+00
8.766968571932556853e-03,1.009843026394653676e-02,-5.006579950443371452e+00
-1.429174932875806533e-02,-5.175332012152193684e-02,-5.022618349879689248e+00
7.371626905400729263e-03,-2.076819008965929622e-02,-4.962332594055571811e+00
1.482411377561887109e-02,3.347162783475891683e-03,-4.993056448747760001e+00
-8.832595866783084920e-03,-4.009071424604523232e-02,-5.017762214747822469e+00
1.902179200412843635e-02,3.414553336843068488e-03,-5.024409046351383523e+00
8.990073057591038610e-04,-1.049130195851403526e-02,-5.030626101431726838e+00
5.776940818472318072e-03,2.206075602296759391e-03,-4.999071562333176288e+00
2.653497255010184991e-02,5.216850456818582400e-03,-4.992355209261407190e+00
2.672958411825028177e-02,3.724407880081617023e-02,-4.974000692689229730e+00
1.423393768932043960e-02,-1.321196664474378821e-02,-5.029668447576237433e+00
-2.479544903475091808e-02,-3.557451509474892498e-02,-5.057663832659369696e+00
1.669327543991137863e-02,-1.906680966365461097e-02,-4.993265450450918408e+00
-6.483249739998537230e-03,3.012582917707772034e-02,-4.991764408383670748e+00
-3.375913503407498156e-02,-1.212656307222171985e-02,-4.976745537378700845e+00
2.535801757786022501e-02,-1.572584360078250337e-02,-5.016577566736943439e+00
9.870482438171486808e-03,-1.355620969113753918e-02,-5.007211531214088573e+00
5.262241222416554065e-02,7.867509938727271224e-03,-5.007008291984868187e+00
1.297714142052025163e-02,-2.384083293713699578e-02,-5.028182473706955591e+00
4.656756572127371957e-02,1.785523855850631308e-02,-5.023707330868190546e+00
-2.599404214223256359e-03,-1.294727403046063222e-02,-4.994339494969702642e+00
-3.877980753191305387e-03,1.408847716945121724e-02,-5.010302033354939510e+00
5.032357221327760782e-02,-4.433047464915726432e-03,-5.005131277778930077e+00
-1.430567759216215019e-02,-9.820072440685340652e-04,-4.991746147708597370e+00
-8.954368452263677339e-04,4.215795347269347439e-03,-5.051863818036667730e+00
-3.187780012466643036e-03,-5.111236730692558100e-02,-4.983930990842361020e+00
5.568313278396921050e-03,-8.559615908715730720e-03,-4.946327503700973516e+00
-4.376595567665159808e-02,-4.442054844586716179e-04,-5.028407062390796156e+00
5.355294446690749000e-02,-1.870137738851784109e-02,-5.009756787664696454e+00
-3.088863995924321162e-02,-2.537099472278153342e-02,-5.010873823857692422e+00
3.324393761871382441e-02,4.237777068019481404e-03,-5.031528258730612713e+00
-7.899417367746297547e-03,3.036015364006479020e-02,-4.959661362522111538e+00
-2.377323858819458888e-02,4.589107479823784259e-03,-4.989301791213851089e+00
-7.567138874750514374e-03,-3.866021742057067136e-03,-5.058169033045487595e+00
4.246211366538750476e-03,-3.100705857451778111e-02,-5.000241727425597915e+00
4.024576375807242812e-02,-1.869253213977382228e-02,-4.997656198640409997e+00
1.204922424954804269e-02,-1.733890813548121315e-02,-5.007236202768990729e+00
4.054904465501951889e-03,-1.545003460138014845e-02,-4.984734543437381760e+00
3.470390588873339694e-03,-1.136785412914689299e-02,-4.996225259430771892e+00
-7.171454785575597478e-03,2.979881133541836119e-02,-4.967770145871882370e+00
3.870666432939727942e-03,-3.699794429244889632e-02,-4.989093849390060065e+00
1.814030748692438411e-02,6.983736609652487284e-03,-5.003369140372225132e+00
9.088139324938109692e-03,-1.409538829178850691e-02,-4.979127993581110800e+00
2.714148157214989285e-03,-4.368475108818553262e-03,-5.021516320411826939e+00
9.039696775578438120e-03,1.305588468310588763e-03,-5.003092691484548382e+00
3.247886382898473520e-03,-1.121628625232111258e-02,-5.008816701789154280e+00
1.641122690522249516e-02,6.445453229458437787e-03,-4.948671794567640170e+00
-1.258986522818359571e-02,3.342898542879665924e-02,-5.006148146755507788e+00
3.517239794228504968e-02,-1.450584364493097758e-02,-4.976211501217255417e+00
1.582617458140333101e-03,-1.517139077372622706e-02,-5.003364855306123182e+00
1.997476739812893004e-02,3.612639379964639047e-02,-4.980065272501406071e+00
4.434044829959581796e-02,1.691609547058844356e-03,-4.949661943675251585e+00
-6.443947021459489784e-03,-2.057629215864198446e-02,-5.021991437973084338e+00
2.969612579497736202e-02,-2.650363393563523115e-02,-4.948904391023627447e+00
-3.818866877774602236e-02,-3.635352087651908849e-03,-4.957898561845036411e+00
4.401542669434443250e-02,2.046403161228044221e-02,-4.966559456886361801e+00
-6.106569548726190413e-03,1.512320482630829729e-02,-5.009176633817491009e+00
7.474353995725152057e-03,3.074158030041229065e-03,-5.004814063203410157e+00
2.443395593147388092e-02,-3.503303957471810398e-05,-4.999170248972443886e+00
2.851997169193593376e-02,2.052596730280345852e-02,-4.969852454120930574e+00
-4.495532856188980500e-05,2.242179676445680073e-02,-4.985885616612787175e+00
1.011703479001191050e-02,-8.816615910596488706e-03,-4.996027760540774132e+00
1.446925560662353297e-03,2.532137545149522155e-03,-4.952569253845720887e+00
2.014736670863018914e-02,-6.539812762402767536e-03,-4.990004119215543987e+00
-7.901076830197037784e-03,-5.376455942784470060e-02,-5.022394703841580821e+00
1.642377957249844742e-02,-4.264488657765219334e-03,-5.018197607090028711e+00
1.832662211777950911e-02,-2.930841175626750297e-02,-5.011943669538165835e+00
-2.290980972240341113e-02,-1.739241561425303867e-02,-5.029102203741125265e+00
-2.877962869307582484e-03,-3.896288143629656267e-03,-5.050250833123361538e+00
-1.253899069291841695e-02,-2.265749092740677179e-02,-5.000423190310352872e+00
-1.628131363087247443e-02,4.699201062586173122e-02,-4.971447592356115663e+00
1.426514333578285214e-02,-2.626165660966093413e-02,-4.988603899184301582e+00
1.781639456719997724e-02,2.318970060751165442e-03,-5.043054378205325428e+00
3.201664659055566964e-02,1.801661072598348401e-02,-4.954465096564820037e+00
8.057077285511804465e-03,1.948230154690754751e-02,-5.037163703180928209e+00
7.927446452938829990e-03,-3.145305325389859130e-02,-4.987262460224526350e+00
-1.550005878431954566e-02,2.335015551072740572e-02,-4.988953062578709741e+00
1.277713693294691040e-02,-1.000978012278341128e-03,-4.975813499266395823e+00
-2.700088221939986826e-05,-6.619467269681611867e-04,-4.975372700346682997e+00
1.920225326515395681e-02,-2.522714923977958240e-02,-4.946019730183619956e+00
-4.059440809774350623e-02,3.733033128356591599e-03,-5.022238920518053540e+00
-3.228983108149594689e-02,-1.398197240724972186e-03,-5.000160443541073363e+00
1.903299177131812306e-02,4.123526766243324621e-03,-4.993323991377013549e+00
1.920783844662431183e-02,-5.680297230900380363e-03,-4.992034997773102667e+00
-2.930136014894005672e-02,-1.424642940954541637e-02,-5.002891998731707979e+00
-1.692024004262620424e-02,-2.441306187780874909e-02,-5.017274167429276233e+00
-2.286312630313232577e-03,5.980956252805741565e-03,-4.998501096269261978e+00
2.611024236851987659e-02,-6.061191071102681530e-04,-5.008862777055316684e+00
-7.974610767985734067e-03,-2.058332211284941149e-02,-4.990595012491152893e+00
4.226488631154759479e-02,5.489911384683615787e-03,-4.987039757808739537e+00
4.228271286288301685e-03,-3.641697641049844014e-03,-5.012815155375447418e+00
1.227625145184064147e-02,3.848344346672461641e-02,-4.968363181959155384e+00
1.753697917793893904e-02,1.494062923164630151e-02,-5.009431226375913759e+00
6.561081435994041422e-02,8.534609157581991151e-03,-5.034081883449517569e+00
1.919119622809660128e-02,-9.950621346242874421e-03,-5.009485726494635749e+00
-3.201456350657655241e-04,-2.513271990011126979e-03,-4.998888236584905442e+00
2.106254088479796865e-02,2.193024610847290473e-02,-5.021370444106473485e+00
-5.389300852409090875e-03,3.966382415840156647e-03,-4.970113164924020666e+00
2.196608112940957869e-02,-7.685194562276949186e-03,-5.022892576303274126e+00
-3.297975466990671258e-03,5.101466572485067628e-04,-5.021826132502749118e+00
-7.502722084829486181e-03,-2.130431665237304123e-02,-4.996530611672656441e+00
-1.950851432748595959e-02,2.763497979691808062e-02,-5.027951804924303936e+00
2.569298713747964966e-02,5.160698405886262122e-03,-4.962789092946723102e+00
3.035958327412580440e-02,-2.518236353184286416e-02,-5.040458552507828038e+00
1.100652840634370848e-02,1.436708184418033531e-02,-5.002542867654568681e+00
-2.825381170196449455e-03,1.747847844849296367e-02,-5.001880411988491204e+00
6.370233789784050110e-03,1.352026742158103645e-02,-4.990502344170268501e+00
1.646919904864039413e-02,8.756574958953777105e-03,-4.989587069451660639e+00
-9.570769488180646753e-03,-1.342939735394340500e-02,-5.005899565366890513e+00
-7.231921613198881091e-03,-2.623899586112931476e-02,-4.994940049084664935e+00
4.089892709205259977e-03,-1.693882904709585746e-02,-5.012950905268643176e+00
4.896001719640365180e-02,9.478604218376034118e-03,-4.993343453204432514e+00
-4.276680525817184650e-05,-6.588377553105406736e-02,-4.992932231203335292e+00
4.570976249633318389e-03,9.308741431619783901e-03,-4.996990364162885001e+00
-1.477489000541695741e-02,-1.460373580633949481e-02,-4.995944487740799467e+00
6.514009443107963808e-03,3.457921040792152206e-02,-4.992478004999640895e+00
-1.094465577038586553e-02,-1.927923901189903394e-02,-5.019181219996545096e+00
