Yaw (deg),Pitch (deg),Roll (deg)
6.547796063326907223e+00,-6.354122281599705602e-02,4.479484383793909397e-02
6.597780962868809773e+00,-7.552726238841854511e-02,4.379849429452654930e-02
6.648271201313763257e+00,-8.706550767772446020e-02,4.306417182409147393e-02
6.698312289802794695e+00,-9.911473461056705125e-02,4.140736418334795693e-02
6.748460735796644627e+00,-1.109126479152136024e-01,4.003128504057534842e-02
6.798680315949193087e+00,-1.222561582394394164e-01,3.891707974137596088e-02
6.848264330654882492e+00,-1.337561989655013106e-01,3.753607546074273771e-02
6.898337009659898378e+00,-1.447856242312184627e-01,3.637989916632430876e-02
6.948105417559078845e+00,-1.558753622943014061e-01,3.549219376315756319e-02
6.998142622114912115e+00,-1.664476107726287346e-01,3.426855660564570583e-02
7.048123163755358078e+00,-1.773111610981368824e-01,3.285766925266523503e-02
7.098382247256147082e+00,-1.888267179403852469e-01,3.204443625540778773e-02
7.148241525180238476e+00,-1.995114861908470760e-01,3.088871658308836587e-02
7.197860130035902415e+00,-2.100013188969269418e-01,2.990050102570113513e-02
7.247816183860735784e+00,-2.203238252873597758e-01,2.857969690319759476e-02
7.297569978538181346e+00,-2.307607381793211343e-01,2.773721209126642911e-02
7.347701117420815997e+00,-2.409343075185226557e-01,2.682889369839560473e-02
7.397234891765172016e+00,-2.506376720544154502e-01,2.560621817601214587e-02
7.446951686678554339e+00,-2.602019457692592574e-01,2.449315939405795339e-02
7.496972991937795427e+00,-2.697881101228431500e-01,2.299971863873987235e-02
7.547047598341901420e+00,-2.790996741729829256e-01,2.201231483366959327e-02
7.596971680011007422e+00,-2.880400388911737997e-01,2.136458680038179000e-02
7.646899632465151697e+00,-2.971532513094470307e-01,2.020749710879400987e-02
7.696911438902379388e+00,-3.058210368773598975e-01,1.908680183704226929e-02
7.746688982817535596e+00,-3.146013331819080272e-01,1.790326541356760184e-02
7.796793271466571085e+00,-3.235157587572662918e-01,1.683272371095189887e-02
7.846581830656555567e+00,-3.321502916226216073e-01,1.561251539314597279e-02
7.896550205466987826e+00,-3.407691538277443088e-01,1.447226178256658460e-02
7.946771304537793235e+00,-3.491135882638966570e-01,1.336583376386378877e-02
7.996788467557577107e+00,-3.572504662583667612e-01,1.227631722286164594e-02
8.046928815088566722e+00,-3.655914423324188034e-01,1.155916093563612822e-02
8.097079016379865379e+00,-3.737579414415394541e-01,1.052142814172763070e-02
8.147553475670733292e+00,-3.815807562288704435e-01,9.494281860092367367e-03
8.197708570947218831e+00,-3.894765861301097143e-01,8.538841336935011281e-03
8.247980878860595055e+00,-3.967239598699976999e-01,7.553785975300229827e-03
8.297782551802772133e+00,-4.046910508584733446e-01,6.877493723367633302e-03
8.347817866888920690e+00,-4.123915823931680324e-01,5.668122057037540754e-03
8.397661605190291922e+00,-4.197766456599749674e-01,4.578724260909584898e-03
8.447472259943905826e+00,-4.272837516785905621e-01,3.583279548281994003e-03
8.497224541360951733e+00,-4.343297714036833956e-01,2.403904570002146288e-03
8.547143727031384586e+00,-4.415749490722702952e-01,1.246306218159108376e-03
8.597425514488225673e+00,-4.486566912079902325e-01,2.151288426523869453e-04
8.647238501867970939e+00,-4.558378706479381259e-01,-3.845741128091146373e-04
8.697221195156554785e+00,-4.627597539174125307e-01,-1.537322951101907339e-03
8.746876646871493577e+00,-4.694411896810817275e-01,-2.176155639733251546e-03
8.796949036359052343e+00,-4.757645707550832714e-01,-3.024394388134194617e-03
8.846806694847362706e+00,-4.825233323529465324e-01,-3.823763122966383592e-03
8.897243786941546162e+00,-4.893212353899844547e-01,-4.631736684807677591e-03
8.947366970981567746e+00,-4.963282212056738807e-01,-5.718535965811961073e-03
8.997353729612539652e+00,-5.028971722372153064e-01,-6.715723503831119885e-03
9.047205709478511437e+00,-5.092651056788894959e-01,-7.907868130802950257e-03
9.097019949790468019e+00,-5.156138004778417772e-01,-8.733710760932759942e-03
9.147496390289663992e+00,-5.215458399804920875e-01,-9.529862494890777719e-03
9.197794128411668879e+00,-5.272266916960454131e-01,-1.062496957774406413e-02
9.247599366302688750e+00,-5.330272877962581868e-01,-1.159878182015755370e-02
9.297513640869494722e+00,-5.388755994855479736e-01,-1.245767167104660025e-02
9.347495900269018776e+00,-5.444233434118147530e-01,-1.352949718947378532e-02
9.397358924745955022e+00,-5.500256931305673724e-01,-1.431932136871571191e-02
9.447476501910795577e+00,-5.551369921652669071e-01,-1.527619888066957324e-02
9.497507265884776118e+00,-5.603625585236557960e-01,-1.596139635771139445e-02
9.547753994278796341e+00,-5.653415784190455318e-01,-1.674663799318009891e-02
9.597677284469963155e+00,-5.708075583996421454e-01,-1.786091816897824106e-02
9.647841436254045888e+00,-5.756181430935229937e-01,-1.879070723282772956e-02
9.697617494726470611e+00,-5.803738435559825382e-01,-1.974604227712120283e-02
9.747720250407947873e+00,-5.854004721887801077e-01,-2.100904060284302863e-02
9.797859664901970689e+00,-5.907266059753043530e-01,-2.218023909621879772e-02
9.848088250054130910e+00,-5.953850679370681354e-01,-2.317780988403757292e-02
9.898100222282185001e+00,-5.999976634506755113e-01,-2.393099480903616849e-02
9.947692279056187914e+00,-6.041436178921356648e-01,-2.502503053226615495e-02
9.997671385153511281e+00,-6.084304998236158557e-01,-2.587293089004386037e-02
1.004753921175142040e+01,-6.126555010594194606e-01,-2.676971299753773056e-02
1.009734028029387609e+01,-6.174804992085342059e-01,-2.772354998825866598e-02
1.014749568083175824e+01,-6.219732261560581010e-01,-2.892457206283590571e-02
1.019742705902670643e+01,-6.267278345388194172e-01,-2.985608160828934904e-02
1.024752152382920478e+01,-6.313813160569209382e-01,-3.153040157846360297e-02
1.029798694411000248e+01,-6.358329545278791350e-01,-3.257057947471604653e-02
1.034843469635840840e+01,-6.401198592924535191e-01,-3.390536119214253991e-02
1.039850594814527440e+01,-6.443348973492926124e-01,-3.519170934959973268e-02
1.044848088838727307e+01,-6.487053533405596761e-01,-3.606696602107391236e-02
1.049831990952621297e+01,-6.525584712550157596e-01,-3.701443466392335957e-02
1.054827369920469593e+01,-6.564179969567482953e-01,-3.786841452877850317e-02
1.059800411592320657e+01,-6.599590456059007959e-01,-3.871441434947694299e-02
1.064835205292614972e+01,-6.635805563079962832e-01,-3.904041252985997884e-02
1.069842415874033215e+01,-6.671504596652969576e-01,-3.938636381421956739e-02
1.074834545424201160e+01,-6.704090779779428022e-01,-4.039272309938525540e-02
1.079829999380660865e+01,-6.735249026208824930e-01,-4.087100949235451808e-02
1.084834769029883539e+01,-6.765723811344137584e-01,-4.153757168395649096e-02
1.089832544308114315e+01,-6.796619553321114893e-01,-4.233122294813385089e-02
1.094833623204263340e+01,-6.826555621901768678e-01,-4.339177727012551861e-02
1.099829705268122204e+01,-6.858401719238531591e-01,-4.433820587803099372e-02
1.104853009008424891e+01,-6.886741818372358326e-01,-4.524908807498748131e-02
1.109828812230657924e+01,-6.912975934806323552e-01,-4.585069611837613857e-02
1.114836849672053809e+01,-6.941211816454322392e-01,-4.658518893315656551e-02
1.119847197628202018e+01,-6.965511001170867633e-01,-4.755781439602948385e-02
1.124868076824636098e+01,-6.991700591138192422e-01,-4.814124292285456436e-02
1.129858314037389100e+01,-7.013899017166599359e-01,-4.893388437976314842e-02
1.134861005380422050e+01,-7.036285708810841033e-01,-4.948847978321920665e-02
1.139864504973859205e+01,-7.061786144892987505e-01,-5.062799964075716946e-02
1.144852851062399601e+01,-7.086084922775395256e-01,-5.143496883463914010e-02
1.149833252602045164e+01,-7.109004421586250233e-01,-5.212435327482354414e-02
1.154866216910108179e+01,-7.131928085225778258e-01,-5.272578179655153241e-02
1.159862998201656836e+01,-7.149709740501470900e-01,-5.309741324729652656e-02
1.164871537982623551e+01,-7.168460685477854311e-01,-5.347679335041526788e-02
1.169872910794065035e+01,-7.187734678417687650e-01,-5.415825321009029580e-02
1.174884160323661852e+01,-7.208963996859041323e-01,-5.509273582176267559e-02
1.179900295580779357e+01,-7.227458603737341170e-01,-5.568552398903613143e-02
1.184912504403227196e+01,-7.245160449065273234e-01,-5.625825682974467529e-02
1.189909732369888928e+01,-7.258977988560009198e-01,-5.706176109334119145e-02
1.194909778199376937e+01,-7.273685061067358681e-01,-5.770541544063123585e-02
1.199921635296081668e+01,-7.289325629314300503e-01,-5.876928719703081172e-02
1.204929741304447077e+01,-7.302274934704812148e-01,-5.927951283953679373e-02
1.209916016566474539e+01,-7.321238685766325860e-01,-5.993998193011517567e-02
1.214909303248974304e+01,-7.337609044479963538e-01,-6.059963860187533163e-02
1.219893100421098353e+01,-7.351352060966753754e-01,-6.146318547028805507e-02
1.224889186881660841e+01,-7.364053979745173173e-01,-6.207763447309454924e-02
1.229884108658501596e+01,-7.376536027571254373e-01,-6.294064514971334234e-02
1.234911025221983571e+01,-7.387990930092452890e-01,-6.361082368644443985e-02
1.239857179812640631e+01,-7.397536294201919604e-01,-6.457405280877140386e-02
1.244837260381320299e+01,-7.408247310344908687e-01,-6.557375445446543549e-02
1.249820578777340074e+01,-7.417745873740034801e-01,-6.664543092756082532e-02
1.254842424652074939e+01,-7.426438830827556403e-01,-6.738435833694647603e-02
1.259836318516286013e+01,-7.429744564228291104e-01,-6.809001376813483830e-02
1.264841529645258511e+01,-7.435189623404567794e-01,-6.870577145819892206e-02
1.269852789096135481e+01,-7.445935998864419147e-01,-6.920961316841077460e-02
1.274894474556955437e+01,-7.450569022353021875e-01,-7.030356026353826171e-02
1.279889170527191489e+01,-7.454603210904057198e-01,-7.133235565209543327e-02
1.284881853643452487e+01,-7.460589179307062224e-01,-7.205829159731280686e-02
1.289928801377201850e+01,-7.463941191031406852e-01,-7.298011843758624162e-02
1.294915855619044187e+01,-7.467001684050897925e-01,-7.366351873473675482e-02
1.299913611703006566e+01,-7.471359967345547748e-01,-7.393469498214474966e-02
1.304926700265655448e+01,-7.473891184559012801e-01,-7.436324222607015866e-02
1.309915002333029399e+01,-7.473557354544940745e-01,-7.481321528072427951e-02
1.314877471499011286e+01,-7.476649658219963746e-01,-7.515737110791144426e-02
1.319876382809629334e+01,-7.479871925410612743e-01,-7.577654994863232407e-02
1.324871181976126344e+01,-7.482410372794572329e-01,-7.609468935641511278e-02
1.329868004582069929e+01,-7.484315305520692352e-01,-7.654294387468253691e-02
1.334874724039387317e+01,-7.484289364835962077e-01,-7.684169809308380450e-02
1.339899743980025271e+01,-7.481999918577597608e-01,-7.665050583538959850e-02
1.344896944179583720e+01,-7.480871288632851002e-01,-7.693876517994495401e-02
1.349893986916674926e+01,-7.479562243503944385e-01,-7.720835379170333523e-02
1.354893039659844689e+01,-7.481192718974096767e-01,-7.713014404658166678e-02
1.359894372711027088e+01,-7.482825003482597159e-01,-7.738318475840527677e-02
1.364907595475141200e+01,-7.479988059115790788e-01,-7.774765973671406150e-02
1.369897681965622205e+01,-7.480113742790692744e-01,-7.787104823983675983e-02
1.374899524935183237e+01,-7.476302144192432664e-01,-7.785679056613899196e-02
1.379905120681157449e+01,-7.474147270305290247e-01,-7.803705361211075997e-02
1.384915929768010301e+01,-7.471686261177682420e-01,-7.841913552800000575e-02
1.389881699715964558e+01,-7.470530939729111974e-01,-7.870711280060603554e-02
1.394901316403672098e+01,-7.466164297463857569e-01,-7.890885892355627151e-02
1.399881584286196023e+01,-7.462186837206679080e-01,-7.889544632980784178e-02
1.404851432000082312e+01,-7.458380392563543904e-01,-7.901218935387928355e-02
1.409843071215203558e+01,-7.453404931270970479e-01,-7.942262522922223511e-02
1.414849311668843512e+01,-7.450169546136129473e-01,-7.950253537727237918e-02
1.419840386273848587e+01,-7.442648164925942389e-01,-8.001739245513937726e-02
1.424835306655135270e+01,-7.436782141729942897e-01,-8.040459877864518379e-02
1.429834624951533328e+01,-7.430951634790876614e-01,-8.080553054972682003e-02
1.434855470124904109e+01,-7.427460622486096176e-01,-8.088393654429004709e-02
1.439843381160903135e+01,-7.418336609113975744e-01,-8.113448927826663604e-02
1.444832787147015019e+01,-7.412862633904935272e-01,-8.142812739604128602e-02
1.449820541372195670e+01,-7.406229226174403379e-01,-8.144799880410469317e-02
1.454786728632198312e+01,-7.399483606751340314e-01,-8.175530518754796361e-02
1.459757316504324187e+01,-7.389699763574893998e-01,-8.166358104758945913e-02
1.464747287664089193e+01,-7.384507643545087374e-01,-8.167076815236125331e-02
1.469767971510798610e+01,-7.379789585629745741e-01,-8.190028439112627401e-02
1.474732010757515610e+01,-7.374677053267552074e-01,-8.171215497773247349e-02
1.479695068030378913e+01,-7.364252195330724948e-01,-8.142012103401147227e-02
1.484685967482987223e+01,-7.356960340644483898e-01,-8.180878781262443389e-02
1.489708527463411514e+01,-7.350411661954963094e-01,-8.210037912289576412e-02
1.494718301038655106e+01,-7.340597992575433883e-01,-8.204036680862722419e-02
1.499757538623004294e+01,-7.333070938571301101e-01,-8.225887205947858549e-02
1.504738298556631015e+01,-7.324434452019286113e-01,-8.225136403747947134e-02
1.509718820079451085e+01,-7.314708542615729892e-01,-8.213523258731027232e-02
1.514685051142239658e+01,-7.303777965450501952e-01,-8.200030268491641239e-02
1.519698334164137776e+01,-7.291556548548163708e-01,-8.174722545804004314e-02
1.524683987113984784e+01,-7.282827923396870684e-01,-8.178354691816125399e-02
1.529674942330192877e+01,-7.271806537889365929e-01,-8.146173230910581931e-02
1.534640032537783760e+01,-7.254733759416831518e-01,-8.196947841063499662e-02
1.539638186345837667e+01,-7.240047430216242086e-01,-8.209563655005115701e-02
1.544647051814930094e+01,-7.224112175862175134e-01,-8.249199298549358961e-02
1.549631891341061340e+01,-7.206692093291781065e-01,-8.240027476359962355e-02
1.554601766408211283e+01,-7.192695333885860132e-01,-8.285199821776205453e-02
1.559639106261312946e+01,-7.178989696162720868e-01,-8.314854214497587048e-02
1.564653264300118352e+01,-7.164252471802842193e-01,-8.330201995803988846e-02
1.569628011849609450e+01,-7.150627460507500421e-01,-8.338472412938743861e-02
1.574638581624271971e+01,-7.137180607553322842e-01,-8.337435612247265371e-02
1.579617297539112108e+01,-7.120401894029363410e-01,-8.318005695116559295e-02
1.584621171480842428e+01,-7.106322883395272960e-01,-8.318502646438090398e-02
1.589611041031568561e+01,-7.092724002507546643e-01,-8.335277296097381994e-02
1.594627939598347588e+01,-7.079657024546137656e-01,-8.377246577083465040e-02
1.599663601317139516e+01,-7.063216154141911396e-01,-8.374730198995448960e-02
1.604674020502807963e+01,-7.047898112705363038e-01,-8.363778319169970499e-02
1.609657051816752471e+01,-7.032593184792325092e-01,-8.332735057881653085e-02
1.614673258365436936e+01,-7.018573129130241117e-01,-8.280218190729565775e-02
1.619701455091631104e+01,-6.997839956343505641e-01,-8.235934869217038934e-02
1.624714864620289134e+01,-6.979482830155215867e-01,-8.219979277272013163e-02
1.629725854452180656e+01,-6.960901179760053958e-01,-8.158937290026191391e-02
1.634714937416992697e+01,-6.941415646987771915e-01,-8.118626461295803953e-02
1.639749599624828846e+01,-6.920018929729720991e-01,-8.116632250117540581e-02
1.644750399784282990e+01,-6.899430903994712150e-01,-8.096417521486094782e-02
1.649729695096343107e+01,-6.877995248947917917e-01,-8.064181102016476643e-02
1.654719737483105746e+01,-6.858628850170920277e-01,-8.058493883322709328e-02
1.659710567048280083e+01,-6.836099737526931674e-01,-8.027526199460552347e-02
1.664693834715311382e+01,-6.813339017904307404e-01,-8.006770023650809642e-02
1.669668448680939576e+01,-6.793352635449732002e-01,-7.983367143339045735e-02
1.674706987521953394e+01,-6.771061343832548429e-01,-7.939064934100170667e-02
1.679711719900211619e+01,-6.753115199295827153e-01,-7.931353480903544084e-02
1.684723927946152955e+01,-6.731035596831547174e-01,-7.885127972238750726e-02
1.689723021037915629e+01,-6.708820366963688109e-01,-7.863106581411302698e-02
1.694745700143934641e+01,-6.683206079367531860e-01,-7.851188377226978043e-02
1.699756761125373572e+01,-6.659543696360455955e-01,-7.801496205349260638e-02
1.704760770765226852e+01,-6.632401110514620779e-01,-7.799876553588083739e-02
1.709788957248982300e+01,-6.608394376293129646e-01,-7.764730748210943445e-02
1.714781579859695881e+01,-6.587337135122530718e-01,-7.713889767846653089e-02
1.719774625515620059e+01,-6.565933850847845976e-01,-7.653961297026115607e-02
1.724760471626699854e+01,-6.541752806188042557e-01,-7.649600790201116496e-02
1.729785387492524151e+01,-6.519653030727368126e-01,-7.637682053994152009e-02
1.734787521493171880e+01,-6.500172874203333784e-01,-7.631606209748093006e-02
1.739784052493531163e+01,-6.479327174383455734e-01,-7.572129216265163776e-02
1.744808963536965507e+01,-6.459689202326707180e-01,-7.522507836469823073e-02
1.749770664569632928e+01,-6.439560348031374559e-01,-7.473279984002094423e-02
1.754797540246088516e+01,-6.413014155646762360e-01,-7.445610922672336873e-02
1.759819462885446484e+01,-6.388954697209026090e-01,-7.395750742523420074e-02
1.764813113223156193e+01,-6.363182565914075051e-01,-7.338658558793513531e-02
1.769804494067085088e+01,-6.340886362945705734e-01,-7.315471963089914542e-02
1.774767935361317228e+01,-6.319956115055219703e-01,-7.299737694626980133e-02
1.779750352004331759e+01,-6.294760601447102477e-01,-7.292060426676050255e-02
1.784772701372990156e+01,-6.273989907833701363e-01,-7.266919471169785982e-02
1.789792316827774243e+01,-6.248521490846999926e-01,-7.218077288524417379e-02
1.794806812763613380e+01,-6.225468953701519537e-01,-7.184363230904615427e-02
1.799781257790170841e+01,-6.203119745524769968e-01,-7.161712822150385904e-02
1.804793612741169184e+01,-6.178605313109326591e-01,-7.158735055386128421e-02
1.809770036020966444e+01,-6.150911862220809212e-01,-7.150338168560534113e-02
1.814789373442060594e+01,-6.127363548742018606e-01,-7.121950009449271035e-02
1.819783675342933549e+01,-6.103820802239855459e-01,-7.134084892235741104e-02
1.824793723325262462e+01,-6.076570222250995412e-01,-7.123800726193475763e-02
1.829791464595432871e+01,-6.053260736515208018e-01,-7.120182499940452825e-02
1.834758365581718920e+01,-6.031224275773824361e-01,-7.131285324079154886e-02
1.839749620547864595e+01,-6.008473768506469304e-01,-7.120976487807949284e-02
1.844708375024973890e+01,-5.985570748846614775e-01,-7.116919482332088875e-02
1.849722290649843970e+01,-5.963293348682672246e-01,-7.091196454337860000e-02
1.854709418548878830e+01,-5.936563168027920723e-01,-7.115932666857099909e-02
1.859712093558756507e+01,-5.907911148852498240e-01,-7.097293458360569296e-02
1.864733500224064855e+01,-5.879915082805016180e-01,-7.098964096369832222e-02
1.869742516952237921e+01,-5.854030358037501935e-01,-7.125911357566618032e-02
1.874743000503427837e+01,-5.827067393087522751e-01,-7.126369653177050401e-02
1.879760565492071223e+01,-5.800893036655254686e-01,-7.137245873205819158e-02
1.884745464370998036e+01,-5.775529759333972724e-01,-7.163519137769344680e-02
1.889746547497136930e+01,-5.745843107614756473e-01,-7.190165618486367427e-02
1.894710697770624463e+01,-5.720140861846929603e-01,-7.170403181419308936e-02
1.899714093433449946e+01,-5.694831303047637183e-01,-7.132466244575499936e-02
1.904730940519811355e+01,-5.668991243698944249e-01,-7.129182140558638914e-02
1.909711779034234169e+01,-5.647803158045199279e-01,-7.094366510371251378e-02
1.914706255293635095e+01,-5.620924881254066863e-01,-7.083812213655722723e-02
1.919749799203759366e+01,-5.592926412318546259e-01,-7.066601377185403876e-02
1.924763081114478425e+01,-5.566498384742375460e-01,-7.060431369114612832e-02
1.929768154458846041e+01,-5.544420112320903593e-01,-7.066711704112718651e-02
1.934779147138533872e+01,-5.521050601887000919e-01,-7.010728308277126841e-02
1.939809661734960144e+01,-5.499922949390484428e-01,-6.965352707024023704e-02
1.944844336911009108e+01,-5.478270130108080505e-01,-6.950711036845026725e-02
1.949843971354430394e+01,-5.451883818927907299e-01,-6.950155387059317458e-02
1.954822747486500845e+01,-5.427509631454247030e-01,-6.937074368802449709e-02
1.959799992056835194e+01,-5.400172204149853439e-01,-6.905171332445825261e-02
1.964808824830639367e+01,-5.374094593554511468e-01,-6.870720682987165040e-02
1.969773462506082140e+01,-5.348143146741608511e-01,-6.862413440042691715e-02
1.974762907908415599e+01,-5.325269816381477117e-01,-6.852471460589482088e-02
1.979754965799000743e+01,-5.298958420873088881e-01,-6.790740454226967815e-02
1.984776524258419172e+01,-5.273654495329063163e-01,-6.760928818902882387e-02
1.989764233133973192e+01,-5.248028384027582094e-01,-6.710061120016073966e-02
1.994766276954248951e+01,-5.228095015544664825e-01,-6.677791784344025428e-02
1.999717561715792158e+01,-5.209528177409004090e-01,-6.626627363778599122e-02
2.004696492821165066e+01,-5.183200138451122818e-01,-6.560848297200924661e-02
2.009681979459316281e+01,-5.159470771484472307e-01,-6.558594874876318148e-02
2.014649466179688275e+01,-5.136746264726321787e-01,-6.534049725267257469e-02
2.019664392064837699e+01,-5.111633267282091886e-01,-6.505625966326225584e-02
2.024663628678767680e+01,-5.082557284750517379e-01,-6.511603029862793324e-02
2.029659856493912784e+01,-5.056282704761051461e-01,-6.514368689985723659e-02
2.034682993942767126e+01,-5.028341227502070021e-01,-6.536493873361086393e-02
2.039661023592697831e+01,-4.999425543626007662e-01,-6.517622868736736019e-02
2.044653007882914508e+01,-4.974188381532267389e-01,-6.566655490400691297e-02
2.049673920895184409e+01,-4.952343650418546406e-01,-6.571401558606450310e-02
2.054661758995131393e+01,-4.927675210203429912e-01,-6.575958881099031039e-02
2.059691534502325183e+01,-4.902734031769871437e-01,-6.583578690471253436e-02
2.064698296545973477e+01,-4.876773401298578614e-01,-6.571574349351477773e-02
2.069727694195788814e+01,-4.849200803359732248e-01,-6.572411893021930240e-02
2.074722088460372049e+01,-4.819939705260475882e-01,-6.567576376098448188e-02
2.079709623537376828e+01,-4.792082431498594364e-01,-6.532934304343589182e-02
2.084736895655736078e+01,-4.763883886138463586e-01,-6.465048951234730890e-02
2.089763915277138651e+01,-4.734271089830716095e-01,-6.446239918909869859e-02
2.094757491753508560e+01,-4.706386846308225902e-01,-6.385785800479386320e-02
2.099724768775802630e+01,-4.677746587927731348e-01,-6.339679222790217672e-02
2.104723886090669893e+01,-4.652877888523530014e-01,-6.311331756070052978e-02
2.109741289915461238e+01,-4.624821892082167651e-01,-6.250457298910402915e-02
2.114758972580381524e+01,-4.601093412537742844e-01,-6.216307403477116383e-02
2.119773253988432060e+01,-4.576842582780495938e-01,-6.187578120946221616e-02
2.124744403378321778e+01,-4.556848624036277662e-01,-6.154848162646581883e-02
2.129729390580850179e+01,-4.532367913421227468e-01,-6.121775090133236424e-02
2.134735619310539789e+01,-4.508145133718906017e-01,-6.075050797338194669e-02
2.139730329450168966e+01,-4.481262089482897504e-01,-6.055160975349178909e-02
2.144725752937557317e+01,-4.452925937811608725e-01,-5.995520703005848689e-02
2.149732331575915367e+01,-4.429532217578353026e-01,-5.931459103962954948e-02
2.154730584728286047e+01,-4.403984183290070020e-01,-5.907598279249000328e-02
2.159725242222980057e+01,-4.378682850722435682e-01,-5.869647862071020877e-02
2.164716510750997713e+01,-4.353723627252837902e-01,-5.843808480382985809e-02
2.169690969537191805e+01,-4.329327826420468761e-01,-5.790947661739372782e-02
2.174679265578609488e+01,-4.305317418002712615e-01,-5.765287660442446060e-02
2.179711426469315327e+01,-4.281168722739243648e-01,-5.744883751733242255e-02
2.184713816032639144e+01,-4.255769906947184933e-01,-5.684577842086432214e-02
2.189718874606504784e+01,-4.229621833946222154e-01,-5.659107781854774005e-02
2.194706665987601824e+01,-4.202766047141453520e-01,-5.631109200371021278e-02
2.199740751528004168e+01,-4.177387104064318457e-01,-5.598304389860920410e-02
2.204721800650681018e+01,-4.153298982884831569e-01,-5.570277829507470913e-02
2.209768884287590751e+01,-4.126137957590826910e-01,-5.552119562558265053e-02
2.214759916630548631e+01,-4.100384931778593978e-01,-5.540945325087808654e-02
2.219769449411472806e+01,-4.074903112013770756e-01,-5.523702222490040753e-02
2.224797755080508210e+01,-4.047782965294337565e-01,-5.502046832868737886e-02
2.229802602994572069e+01,-4.020979426371718013e-01,-5.457443320504134360e-02
2.234809984834182117e+01,-3.995293480262047670e-01,-5.414492736124189298e-02
2.239814523484273323e+01,-3.966539077266096336e-01,-5.351881889126317016e-02
2.244866911121422248e+01,-3.940491711513270934e-01,-5.286201468769964606e-02
2.249891281315883518e+01,-3.916227503842734659e-01,-5.232673006324367604e-02
2.254913480696120232e+01,-3.889147259901811204e-01,-5.232843466090905671e-02
2.259923217926527528e+01,-3.864144610283590797e-01,-5.182463143795684041e-02
2.264940972441597467e+01,-3.836636970274689973e-01,-5.117175597693106315e-02
2.269935701096899550e+01,-3.810357826530617609e-01,-5.051785083345033955e-02
2.274904492313999427e+01,-3.779484211397521332e-01,-5.006681995911291261e-02
2.279907803408801570e+01,-3.752374724801084138e-01,-4.924301458313145446e-02
2.284922119169105414e+01,-3.727834347130959958e-01,-4.918559517696875771e-02
2.289902533319923350e+01,-3.702281524855767780e-01,-4.884165459080603428e-02
2.294891971771755124e+01,-3.673917240712032961e-01,-4.814969149253741504e-02
2.299917402617407802e+01,-3.648769978669617609e-01,-4.763888246061491472e-02
2.304952939814537771e+01,-3.620158057765838211e-01,-4.723951591020798813e-02
2.309983214724076106e+01,-3.592227881821996593e-01,-4.660891653696545844e-02
2.315023942353726127e+01,-3.563367864621415082e-01,-4.612488632325673077e-02
2.320017710154765922e+01,-3.539194118998200134e-01,-4.590801569893464273e-02
2.325014444108094480e+01,-3.513081857026974508e-01,-4.590013142953913716e-02
2.329983338359497935e+01,-3.489294433061528311e-01,-4.540178570715522333e-02
2.335019747065964424e+01,-3.463528401666206014e-01,-4.470291104768484708e-02
2.340037302496995508e+01,-3.435313827030034295e-01,-4.360575475340464080e-02
2.345069106439530060e+01,-3.409079016791365380e-01,-4.323243542493696717e-02
2.350053263168181772e+01,-3.383831842795672062e-01,-4.244738995347741711e-02
2.355087754867869876e+01,-3.358205991432481330e-01,-4.186967331895972283e-02
2.360090605921730855e+01,-3.330735441649383954e-01,-4.161810254548604232e-02
2.365079939171408796e+01,-3.304484280839591892e-01,-4.106961572436997054e-02
2.370082417153843934e+01,-3.278262711932890539e-01,-4.057262087384965604e-02
2.375090651049887924e+01,-3.248438089455782385e-01,-3.991411718199421726e-02
2.380089964509723544e+01,-3.220805438769887008e-01,-3.959731719393694976e-02
2.385096022286844075e+01,-3.194400654072123147e-01,-3.917341279031206353e-02
2.390104780107134630e+01,-3.170888707732957279e-01,-3.882350315373371552e-02
2.395096990651509472e+01,-3.142373780459982724e-01,-3.839183659105303154e-02
2.400064526303113865e+01,-3.119208707185700535e-01,-3.798672242452576925e-02
2.405065039666775206e+01,-3.091481600190672530e-01,-3.763062276781163618e-02
2.410109067268620819e+01,-3.065837017848186963e-01,-3.757311339955937690e-02
2.415126313052433105e+01,-3.037632148471282045e-01,-3.758159903783189759e-02
2.420121645560031709e+01,-3.005441578764889154e-01,-3.707694016444623708e-02
2.425129099293972246e+01,-2.976089201967364595e-01,-3.704761916925033288e-02
2.430111104509994391e+01,-2.949084328079558670e-01,-3.721814120518120855e-02
2.435072375839741099e+01,-2.924239565269037833e-01,-3.723343615264148448e-02
2.440052048473653201e+01,-2.900626307997951625e-01,-3.674762674871994567e-02
2.445078234814853957e+01,-2.874105680604251978e-01,-3.663037044945557930e-02
2.450077898069298854e+01,-2.845543234979969749e-01,-3.650856545215769994e-02
2.455088515895950962e+01,-2.818793328801430520e-01,-3.635219315029584314e-02
2.459102203271384468e+01,-2.794375668429932014e-01,-3.623364525945529241e-02
2.462239055425709466e+01,-2.772267353150049685e-01,-3.589753448656853724e-02
2.464490002028604465e+01,-2.749115165476641587e-01,-3.544870371179448948e-02
2.466041087617004024e+01,-2.725333335933073364e-01,-3.503482372407480672e-02
2.466916569110342294e+01,-2.702262808296567176e-01,-3.510774766961521215e-02
2.467275660951698057e+01,-2.677896351458062263e-01,-3.483924208260134187e-02
2.467065716992532742e+01,-2.649904947258650001e-01,-3.482208173860545930e-02
