gyro_bias_x (deg/s),gyro_bias_y (deg/s),gyro_bias_z (deg/s)
-1.146134807318588758e-03,-5.924688774001549835e-02,-1.262537116176130576e-05
-1.140126235173995499e-03,-5.930368858586324704e-02,-1.216283894894549553e-05
-1.142307977159977674e-03,-5.936053231986297002e-02,-1.221575291432942814e-05
-1.136447168652846311e-03,-5.941742788379399814e-02,-1.173696357045159415e-05
-1.137296076088859052e-03,-5.947435920066245635e-02,-1.171070674999573740e-05
-1.120262862596079758e-03,-5.953132118557270119e-02,-1.054813117621913957e-05
-1.119587546790252845e-03,-5.958832531253823589e-02,-1.040688798648885626e-05
-1.113822652072249050e-03,-5.964535981009216198e-02,-9.962243663301463878e-06
-1.112111013111349725e-03,-5.970242013817589344e-02,-9.781355878239495491e-06
-1.109781743712191229e-03,-5.975950424855141357e-02,-9.531879335639600781e-06
-1.122003084583322223e-03,-5.981658798105943947e-02,-1.018080566739626776e-05
-1.110297561397048096e-03,-5.987371032565373674e-02,-9.279265051810329100e-06
-1.125126727861772320e-03,-5.993082464047214813e-02,-1.005642752980844910e-05
-1.116857900016020441e-03,-5.998798576155869866e-02,-9.363546923762004678e-06
-1.105054079823593544e-03,-6.004515622386823875e-02,-8.481533177808658533e-06
-1.109686976224845238e-03,-6.010233913537029599e-02,-8.690943792389394299e-06
-1.099010548342477418e-03,-6.015953396477818904e-02,-7.948981394770627710e-06
-1.127653317348650992e-03,-6.021665888496732094e-02,-9.738387328768758204e-06
-1.109255901728659587e-03,-6.027387022047791393e-02,-8.500890740598528807e-06
-1.109221967576325997e-03,-6.033110407632462369e-02,-8.450344439927836673e-06
-1.090928447786024746e-03,-6.038832580498191410e-02,-7.245764093196960806e-06
-1.098341709907864339e-03,-6.044556710724796611e-02,-7.654226774611963782e-06
-1.098704379886201316e-03,-6.050282035113015155e-02,-7.639001438194113237e-06
-1.134679237929607423e-03,-6.055994970770665897e-02,-9.882028571969852710e-06
-1.120358030013443671e-03,-6.061721818964414810e-02,-8.895192981066348759e-06
-1.112121205414770249e-03,-6.067449435324170220e-02,-8.339213595647189080e-06
-1.119113118617465381e-03,-6.073176368116206536e-02,-8.735338554221810741e-06
-1.126461590503968248e-03,-6.078903359232424447e-02,-9.154360841584320289e-06
-1.131545763266855395e-03,-6.084630905030476850e-02,-9.471675872872327068e-06
-1.116161929476009894e-03,-6.090358724618483849e-02,-8.461229122102085213e-06
-1.108783966002088337e-03,-6.096087461488969295e-02,-7.976990390546774275e-06
-1.101644832395381286e-03,-6.101816252329539392e-02,-7.522422711147326218e-06
-1.119783077877662065e-03,-6.107541470153027285e-02,-8.650103305687136855e-06
-1.131996798512298515e-03,-6.113268472993830388e-02,-9.396922976758318206e-06
-1.096979829214878499e-03,-6.118990593498764563e-02,-7.120217764403632895e-06
-1.120787424664343229e-03,-6.124715112047870308e-02,-8.630732681035605536e-06
-1.113843876918374281e-03,-6.130445981321087923e-02,-8.190760218605237970e-06
-1.129913871937855219e-03,-6.136173309545573523e-02,-9.217868691892118298e-06
-1.123664254183989525e-03,-6.141904317136780839e-02,-8.829243617841718060e-06
-1.130986909042038099e-03,-6.147633903257859050e-02,-9.262360341254683813e-06
-1.107263822428138870e-03,-6.153361864211873838e-02,-7.720567235097291133e-06
-1.124702224416347695e-03,-6.159089179717716633e-02,-8.796948736924449405e-06
-1.129891634957778251e-03,-6.164819541815516613e-02,-9.102653547771046735e-06
-1.137302666122717073e-03,-6.170549277793255238e-02,-9.532790050570019008e-06
-1.127527773041928777e-03,-6.176280312159969366e-02,-8.894707362341811640e-06
-1.123562895088064690e-03,-6.182011304510318800e-02,-8.587109922183642366e-06
-1.141162848257800191e-03,-6.187737801495601236e-02,-9.695120340229996787e-06
-1.148385271809108888e-03,-6.193467327789030363e-02,-1.015039911402065935e-05
-1.133181494547164320e-03,-6.199197936681811322e-02,-9.167605524410578292e-06
-1.129522843676459415e-03,-6.204928969960769869e-02,-8.931044408046519753e-06
-1.114991961402992228e-03,-6.210659146051870916e-02,-7.968212571382746418e-06
-1.122288350850783904e-03,-6.216388918518786499e-02,-8.411877167535521078e-06
-1.125981582351929123e-03,-6.222119160762612511e-02,-8.621381968543282668e-06
-1.121158102521640186e-03,-6.227849932851444587e-02,-8.254019069502849276e-06
-1.120216039054173140e-03,-6.233580476818125632e-02,-8.118121833396594526e-06
-1.121774413654559469e-03,-6.239310725532266899e-02,-8.138571266520869409e-06
-1.127076410669802711e-03,-6.245040370279113240e-02,-8.379491582143827196e-06
-1.140455470949871403e-03,-6.250767886044999999e-02,-9.182432766474336774e-06
-1.131565826751799574e-03,-6.256498515579018982e-02,-8.620350735761288008e-06
-1.120400084947758374e-03,-6.262228811260224515e-02,-7.905609442659508650e-06
-1.120581712015804006e-03,-6.267959141055233496e-02,-7.934568543463782031e-06
-1.122368866482042257e-03,-6.273689245083215182e-02,-8.087770795349875355e-06
-1.132747730333096437e-03,-6.279417678949877901e-02,-8.756549106193173464e-06
-1.133443817255842898e-03,-6.285147830208949460e-02,-8.808882538531408597e-06
-1.126007358976292751e-03,-6.290878236057645401e-02,-8.310517268962236894e-06
-1.135352334497665957e-03,-6.296606816856167854e-02,-8.880162251605910285e-06
-1.118413191248189336e-03,-6.302336181512423197e-02,-7.796764248721822367e-06
-1.118555184187800021e-03,-6.308066493769654004e-02,-7.804075356124735263e-06
-1.116462761740104944e-03,-6.313796854145786730e-02,-7.648602491221350629e-06
-1.121142744918008022e-03,-6.319526524538689183e-02,-7.892365158702234414e-06
-1.124900255500876391e-03,-6.325256253449894339e-02,-8.097132684846983317e-06
-1.110386112835029179e-03,-6.330985707508259008e-02,-7.110008252301966799e-06
-1.110039178958095469e-03,-6.336715931861611195e-02,-6.997461997404552700e-06
-1.113269789203918860e-03,-6.342445799569297604e-02,-7.131332579136575948e-06
-1.122940857169787846e-03,-6.348174470935691316e-02,-7.687327436203757235e-06
-1.109776700036206555e-03,-6.353904114087872979e-02,-6.785755623513368842e-06
-1.137323907842817394e-03,-6.359626116591853007e-02,-8.486354668087172460e-06
-1.142851614217194967e-03,-6.365356002589911411e-02,-8.782732727262695856e-06
-1.131287276121487138e-03,-6.371086782924052783e-02,-7.996569175053189760e-06
-1.139085778472117682e-03,-6.376816157041148569e-02,-8.392419976779131336e-06
-1.156516392045637718e-03,-6.382542212342719179e-02,-9.367260410381501352e-06
-1.174261566034341588e-03,-6.388267741241279718e-02,-1.037878959773561244e-05
-1.174360238414491869e-03,-6.393998570355170774e-02,-1.026961520101702905e-05
-1.160455071809874360e-03,-6.399729924638179746e-02,-9.262149245421860133e-06
-1.156689935345734917e-03,-6.405461097123860137e-02,-8.936373502677432724e-06
-1.151642240452613146e-03,-6.411192215175047504e-02,-8.555736509145990651e-06
-1.151290999418614399e-03,-6.416922822222687062e-02,-8.438598352344354398e-06
-1.131665757899343559e-03,-6.422652405400795794e-02,-7.101299487406725349e-06
-1.130207301199193451e-03,-6.428383198285712863e-02,-6.902094441983229078e-06
-1.139767729709666036e-03,-6.434112104619341133e-02,-7.380291137422814940e-06
-1.125005587019686218e-03,-6.439842310392548952e-02,-6.348591331570106196e-06
-1.112650284388073171e-03,-6.445572587210408877e-02,-5.469844880138761662e-06
-1.104361977536965321e-03,-6.451303106035961854e-02,-4.828039296937952207e-06
-1.085277454003015681e-03,-6.457031351784854600e-02,-3.514244489835991111e-06
-1.088975846669320863e-03,-6.462761948584926086e-02,-3.614872749624905798e-06
-1.099195802834734750e-03,-6.468491500066267386e-02,-4.100684347999626405e-06
-1.087290703802268072e-03,-6.474221307698263539e-02,-3.166738677180878497e-06
-1.081899309981965759e-03,-6.479951763160758660e-02,-2.655570401064395390e-06
-1.099006526962473902e-03,-6.485679651025585968e-02,-3.592185111475821586e-06
-1.112927695725781339e-03,-6.491408140196329446e-02,-4.309398217488129390e-06
-1.104419683963960268e-03,-6.497138731229720743e-02,-3.638155442430490623e-06
-1.114700663391604389e-03,-6.502868010522121212e-02,-4.202761347481410637e-06
-1.118294160977265951e-03,-6.508598311795438240e-02,-4.375739803695235279e-06
-1.118862432346125028e-03,-6.514328812318923023e-02,-4.350938885974183234e-06
-1.112092457999591015e-03,-6.520059327558806739e-02,-3.858588429361931305e-06
-1.123514509888721459e-03,-6.525787922499315385e-02,-4.545539278177336835e-06
-1.123797371977901119e-03,-6.531518317442946975e-02,-4.555715688720894927e-06
-1.130717634316259507e-03,-6.537247693351627698e-02,-4.992598010301524717e-06
-1.124283546859561334e-03,-6.542978204332737524e-02,-4.568915431000648154e-06
-1.110895247319404954e-03,-6.548707941633129248e-02,-3.675675056590166773e-06
-1.114592043493195560e-03,-6.554437944533858529e-02,-3.855958740516257107e-06
-1.098060899599429766e-03,-6.560166834756725462e-02,-2.783864567360360471e-06
-1.079608851620595354e-03,-6.565894870799759975e-02,-1.601125905006212629e-06
-1.062680544695258173e-03,-6.571622967360755962e-02,-4.868728017643260704e-07
-1.091429006266977052e-03,-6.577347263932480093e-02,-2.224771507179673419e-06
-1.076795022811502653e-03,-6.583076943792251501e-02,-1.220153810440711170e-06
-1.092386752955479745e-03,-6.588806121409573890e-02,-2.107856483384380988e-06
-1.106930938768295848e-03,-6.594535201036891281e-02,-2.926359015310428821e-06
-1.118685296061903848e-03,-6.600264687670426289e-02,-3.585620482022285857e-06
-1.112672759480409215e-03,-6.605995983785233061e-02,-3.127108205191007307e-06
-1.121699586446122006e-03,-6.611725814620851571e-02,-3.625573249781054069e-06
-1.123988347856473037e-03,-6.617456582434280699e-02,-3.703934151068021957e-06
-1.135646396278468077e-03,-6.623185335523376627e-02,-4.363337928483821569e-06
-1.138309705738725815e-03,-6.628915837968264724e-02,-4.450739401446715541e-06
-1.135050635869635886e-03,-6.634646781952691086e-02,-4.149963041783738567e-06
-1.145560331523634828e-03,-6.640375402530855620e-02,-4.689065314263672769e-06
-1.131483196489068690e-03,-6.646105860741562121e-02,-3.687139591186628853e-06
-1.125972562210602766e-03,-6.651836728061874537e-02,-3.245798935336385968e-06
-1.110503090315605569e-03,-6.657566428269326431e-02,-2.157340247983843660e-06
-1.115259285127397125e-03,-6.663296618939199001e-02,-2.315950957977805742e-06
-1.101644137989647417e-03,-6.669026387657128740e-02,-1.354106128531672923e-06
-1.087278915776859409e-03,-6.674755724896037912e-02,-3.375087031169717721e-07
-1.086963646760213129e-03,-6.680486388326735414e-02,-2.281989004763628314e-07
-1.087894186704314609e-03,-6.686216921483063846e-02,-2.061362537127868856e-07
-1.085608975632938429e-03,-6.691947361198870292e-02,4.310970811398140524e-08
-1.101027724699363101e-03,-6.697675498471296340e-02,-8.382791781197548371e-07
-1.117948180411655135e-03,-6.703402849453833634e-02,-1.798444616999407893e-06
-1.128369220090490481e-03,-6.709131822121305877e-02,-2.356468646837104228e-06
-1.134096821903455687e-03,-6.714861647108343046e-02,-2.651171026663419768e-06
-1.120892464673830949e-03,-6.720591877706486028e-02,-1.793069691583051627e-06
-1.125503617948802292e-03,-6.726321924739654678e-02,-2.028792371371934624e-06
-1.128104020669124180e-03,-6.732052139779931554e-02,-2.158457365514807981e-06
-1.122853329840053102e-03,-6.737782728533296683e-02,-1.785511173858520274e-06
-1.122655149400127650e-03,-6.743513076975617138e-02,-1.739301167826720583e-06
-1.124918314699483628e-03,-6.749243123954372370e-02,-1.838272353671151659e-06
-1.150987292736102736e-03,-6.754965353565416109e-02,-3.419796905676269788e-06
-1.154776234766331962e-03,-6.760695426987509138e-02,-3.606305655880355613e-06
-1.159592767593444840e-03,-6.766425167873102442e-02,-3.825225287006230945e-06
-1.171962746125099122e-03,-6.772152617969952326e-02,-4.529954047904773170e-06
-1.165535513013670268e-03,-6.777883787120224379e-02,-4.036582389613298430e-06
-1.162121915229625277e-03,-6.783614639729362850e-02,-3.744388642835764634e-06
-1.150199317437737090e-03,-6.789345451565992340e-02,-2.930325957753297482e-06
-1.143235328172984271e-03,-6.795076268994794388e-02,-2.400091123128498489e-06
-1.158401391229059657e-03,-6.800802979452284791e-02,-3.264672986024169982e-06
-1.144665364561551308e-03,-6.806533633412037432e-02,-2.332752720278186313e-06
-1.141004863779776805e-03,-6.812264440333568039e-02,-2.015353421210874066e-06
-1.142729072783073285e-03,-6.817994673620529633e-02,-2.057502011413842494e-06
-1.144256601505327930e-03,-6.823724844808219669e-02,-2.085399312700329824e-06
-1.167904129991850608e-03,-6.829447648204291232e-02,-3.490196910399029671e-06
-1.137409821587273507e-03,-6.835174730746286509e-02,-1.531094864194439215e-06
-1.134220935957342032e-03,-6.840906216072535628e-02,-1.270229018551802523e-06
-1.152254455356603461e-03,-6.846632826856559328e-02,-2.360592357049489611e-06
-1.142206557948278285e-03,-6.852364385317440132e-02,-1.757544986483001726e-06
-1.151718989543346495e-03,-6.858093719769974006e-02,-2.381126199257471563e-06
-1.156651621241822818e-03,-6.863823948354946802e-02,-2.674040669023360083e-06
-1.156732046082795074e-03,-6.869554852311066107e-02,-2.678187162406098357e-06
-1.156412456669533026e-03,-6.875285675341617775e-02,-2.679315542854646676e-06
-1.151382922621726904e-03,-6.881016766721603783e-02,-2.387874906684013267e-06
-1.146865616133125373e-03,-6.886747705760744298e-02,-2.111755232593984892e-06
-1.146500453102700708e-03,-6.892478235416642229e-02,-2.076212959454355482e-06
-1.147723684116221153e-03,-6.898208485387767597e-02,-2.152209348624438556e-06
-1.159575045969662250e-03,-6.903936227581017326e-02,-2.881190739451401659e-06
-1.164737500138829330e-03,-6.909665656699229275e-02,-3.189773966463562651e-06
-1.153968989917693181e-03,-6.915396481793306682e-02,-2.552273972543502217e-06
-1.147059359632830212e-03,-6.921127241009578102e-02,-2.149922283630765101e-06
-1.150174875207274610e-03,-6.926857089083873764e-02,-2.354649657776079437e-06
-1.159218107941882483e-03,-6.932585531634118114e-02,-2.915899965159503593e-06
-1.134946189212524513e-03,-6.938313822953104393e-02,-1.440294838091623251e-06
-1.125849870986860056e-03,-6.944044542932831243e-02,-9.386905225396977735e-07
-1.119815543044565178e-03,-6.949775255376940131e-02,-6.173585724868786396e-07
-1.123068141348562048e-03,-6.955505462201513889e-02,-8.929277529940126857e-07
-1.125625772264780659e-03,-6.961235648566771461e-02,-1.081078367538396477e-06
-1.124277707349969962e-03,-6.966966073782368540e-02,-9.761512366488170727e-07
-1.131748539877168057e-03,-6.972695312925668298e-02,-1.369766513550422516e-06
-1.146121567447345784e-03,-6.978422527267166831e-02,-2.195005049111610302e-06
-1.155660610937776691e-03,-6.984151021870971254e-02,-2.744768826593356912e-06
-1.173603395577014130e-03,-6.989876276697348789e-02,-3.832161135075975116e-06
-1.158126691667077770e-03,-6.995607119215906111e-02,-2.884696016211649436e-06
-1.156365826351318663e-03,-7.001337924364707532e-02,-2.768073582885757924e-06
-1.160529909185062511e-03,-7.007067748954529107e-02,-3.025610143065848700e-06
-1.154329329587476397e-03,-7.012798667412124820e-02,-2.627317970580946856e-06
-1.139600673094627288e-03,-7.018528951357705381e-02,-1.710734135468254250e-06
-1.131397270444990102e-03,-7.024259624065549990e-02,-1.228163681339600727e-06
-1.140770407229660735e-03,-7.029988503519168930e-02,-1.815477360527471405e-06
-1.130273999869290443e-03,-7.035718991602342431e-02,-1.181495440378116157e-06
-1.134683440799824639e-03,-7.041448878894365770e-02,-1.473338107311360840e-06
-1.148019135615121252e-03,-7.047176488742193379e-02,-2.315117452851890962e-06
-1.150215312400027726e-03,-7.052906608306373781e-02,-2.423408891196774774e-06
-1.157977285072606935e-03,-7.058635515776992553e-02,-2.893523142465504957e-06
-1.170864193882277179e-03,-7.064362707757179671e-02,-3.685719262714196921e-06
-1.152281685470752217e-03,-7.070092843216158052e-02,-2.495498757178188749e-06
-1.148675162219272346e-03,-7.075823705499560690e-02,-2.229382269297229520e-06
-1.138978057651208802e-03,-7.081554430248500343e-02,-1.578873461709954440e-06
-1.133653619224589447e-03,-7.087285137401307111e-02,-1.236718272982164088e-06
-1.141024688555046128e-03,-7.093014414890515262e-02,-1.690203602129847475e-06
-1.138025272070205965e-03,-7.098744977707477366e-02,-1.489675102465738951e-06
-1.130932506278295186e-03,-7.104475473725116452e-02,-1.018691878692417096e-06
-1.120329040614410692e-03,-7.110205591943803693e-02,-3.446162943191841181e-07
-1.117481760782437078e-03,-7.115935965920257289e-02,-1.571579980645078880e-07
-1.133229483053109585e-03,-7.121663098802237524e-02,-1.118415629934602606e-06
-1.133343761526567480e-03,-7.127393426547043442e-02,-1.142367414045661238e-06
-1.154496465083681934e-03,-7.133117981312664391e-02,-2.428638836040202917e-06
-1.157721862475390813e-03,-7.138848040540725359e-02,-2.596250444458017231e-06
-1.156372821364863839e-03,-7.144578648216146077e-02,-2.470539671019485480e-06
-1.160218629457758673e-03,-7.150308408642708224e-02,-2.671979650953257737e-06
-1.154474030762138882e-03,-7.156039170896143220e-02,-2.279483427720565493e-06
-1.134282917334296327e-03,-7.161768291751925697e-02,-9.848431351525338650e-07
-1.123837577360031021e-03,-7.167498733945551481e-02,-2.881405884445966886e-07
-1.123786127046749088e-03,-7.173229233301835206e-02,-2.183267370476064998e-07
-1.117567279465377355e-03,-7.178959714583739438e-02,2.605247541511369287e-07
-1.096189724400097000e-03,-7.184687268834517859e-02,1.653376802545615471e-06
-1.103908805903848446e-03,-7.190417228980973408e-02,1.269287811406772756e-06
-1.113292294579355801e-03,-7.196146724694013619e-02,7.655425070437988559e-07
-1.117514922974593029e-03,-7.201876904190160356e-02,5.602593329008542952e-07
-1.116489590923016055e-03,-7.207607412373746858e-02,6.553436370506667599e-07
-1.121983015170807327e-03,-7.213337222299057161e-02,3.692316939142322848e-07
-1.118400928523344230e-03,-7.219067653645061533e-02,6.409322206197774639e-07
-1.125432353931791855e-03,-7.224797067671902273e-02,3.044632231332116602e-07
-1.111752306489657144e-03,-7.230526599488232287e-02,1.255649789230393782e-06
-1.083207893851653161e-03,-7.236251072004794282e-02,3.133019120534680459e-06
-1.091077641913674968e-03,-7.241981424432951397e-02,2.776802810822369107e-06
-1.110164370804404398e-03,-7.247708835014007867e-02,1.697740321025415760e-06
-1.132377148205924913e-03,-7.253434514647506826e-02,4.210443347601809040e-07
-1.134040601460792851e-03,-7.259165552043295166e-02,3.940939580449847170e-07
-1.140950219037749043e-03,-7.264895590647900414e-02,4.081727193827968185e-08
-1.141218507914831554e-03,-7.270626493377090049e-02,8.353384834633226717e-08
-1.145757292372772329e-03,-7.276356670152041295e-02,-1.376733296236547621e-07
-1.119876516866962109e-03,-7.282084191581160437e-02,1.501395415125682036e-06
-1.123931030572385657e-03,-7.287814909573811506e-02,1.283882045529269053e-06
-1.126322861538700103e-03,-7.293545664013216523e-02,1.159121160604918259e-06
-1.128509299353475364e-03,-7.299276298880497116e-02,1.017278695739860931e-06
-1.121667746679084251e-03,-7.305007103302339766e-02,1.446236989997281393e-06
-1.113944422684628142e-03,-7.310737692164546997e-02,1.927446437553120730e-06
-1.113049947069479984e-03,-7.316468302753854902e-02,1.971713812715669813e-06
-1.098054298598248124e-03,-7.322197512891714943e-02,2.910532544726598223e-06
-1.096826731451943033e-03,-7.327928084678178577e-02,3.013062090141620435e-06
-1.111445582197987053e-03,-7.333656402216716386e-02,2.152768062508181583e-06
-1.110979082729750787e-03,-7.339386960658066117e-02,2.224901873116528853e-06
-1.122161861875419983e-03,-7.345115828306197914e-02,1.549725782652913847e-06
-1.127224552553676880e-03,-7.350845742780687253e-02,1.269959222194698366e-06
-1.146349656322327064e-03,-7.356571567199106376e-02,1.258219787972663466e-07
-1.140275844078861116e-03,-7.362302470600740056e-02,5.254566802719895539e-07
-1.141783099882872320e-03,-7.368032830303770930e-02,4.471334818095434101e-07
-1.130159031017638266e-03,-7.373763195466873088e-02,1.164383527278589438e-06
-1.125097871367840329e-03,-7.379493806325668204e-02,1.464287832993863794e-06
-1.135223179239307082e-03,-7.385222612236130857e-02,8.411432190991663331e-07
-1.127865995602518644e-03,-7.390953144314994783e-02,1.283778990000099434e-06
-1.116346141150643522e-03,-7.396683154276152694e-02,1.997683447327767594e-06
-1.137947854997558260e-03,-7.402408324162512709e-02,6.852013856877597994e-07
-1.143193070232340156e-03,-7.408138271278222331e-02,3.970266329924873647e-07
-1.132588308338958226e-03,-7.413868897616415765e-02,1.063762396425973558e-06
-1.122036479508795601e-03,-7.419599322041760259e-02,1.732828299539831259e-06
-1.124314291037390541e-03,-7.425329683244849543e-02,1.640640649057834752e-06
-1.115260655709076525e-03,-7.431060008504421222e-02,2.249176077300431506e-06
-1.096977331665448209e-03,-7.436788413128692099e-02,3.451273981304680135e-06
-1.101231039063155313e-03,-7.442518781471300915e-02,3.310907655403165511e-06
-1.101058922335961974e-03,-7.448249296552911236e-02,3.469382483927148145e-06
-1.132459155150541442e-03,-7.453970315711214156e-02,1.686235644911191423e-06
-1.123717768163510653e-03,-7.459701440001455242e-02,2.351401991911284388e-06
-1.115352024328549168e-03,-7.465432370638103166e-02,2.983904012029409063e-06
-1.131105034047787464e-03,-7.471160347684800696e-02,2.111079228773748961e-06
-1.125527276962544560e-03,-7.476891484646112918e-02,2.518644048169950834e-06
-1.128487986239518071e-03,-7.482622078164154200e-02,2.384951821367915609e-06
-1.151581832179749201e-03,-7.488346499147988111e-02,1.052056646159749271e-06
-1.152512525990344447e-03,-7.494077431422024871e-02,1.070669158639606550e-06
-1.137492720293893905e-03,-7.499808053508452699e-02,2.080741286946426641e-06
-1.132191829753295209e-03,-7.505539211106253272e-02,2.473177177440329229e-06
-1.130298076793693216e-03,-7.511270155159821549e-02,2.647373947940318690e-06
-1.142954771441027006e-03,-7.516998518647473315e-02,1.918595259882711241e-06
-1.164626197053939992e-03,-7.522723041658853360e-02,6.671415264108754668e-07
-1.158401273151365334e-03,-7.528454506151537051e-02,1.097072483925080122e-06
-1.161678066463853057e-03,-7.534184874074600913e-02,9.143871918541663398e-07
-1.160431359166398842e-03,-7.539915764157627265e-02,1.023238601942485888e-06
-1.162984753764061520e-03,-7.545646013638404592e-02,9.088678036469600422e-07
-1.177941121316238363e-03,-7.551372635439017322e-02,5.331545366905222057e-08
-1.173724680205704600e-03,-7.557103745519891391e-02,3.776081904918085611e-07
-1.193802505673438336e-03,-7.562827753836710853e-02,-7.936620424080568221e-07
-1.213681209606992011e-03,-7.568551393672935668e-02,-1.932439669942955751e-06
-1.210023492255113582e-03,-7.574283004881651737e-02,-1.626721479507018585e-06
-1.206037291458001912e-03,-7.580014516872128627e-02,-1.332780697382937389e-06
-1.200330597969366834e-03,-7.585746095687605217e-02,-9.390482143452242796e-07
-1.187278756131487662e-03,-7.591477748789744739e-02,-1.067691150174287765e-07
-1.204729052349087391e-03,-7.597202746466866219e-02,-1.125064239073673247e-06
-1.205602700514465291e-03,-7.602933340163456344e-02,-1.113998961897844322e-06
-1.198454231945575649e-03,-7.608664995009335741e-02,-5.846384881217122227e-07
-1.182863935492807278e-03,-7.614396413518469131e-02,4.614436738957003015e-07
-1.185643042312547460e-03,-7.620126572683072474e-02,3.852943960622383294e-07
-1.194983981718348914e-03,-7.625854823122223125e-02,-8.690769048740582644e-08
-1.196368313768817956e-03,-7.631585095882018055e-02,-6.309904268560852655e-08
-1.186378159258496016e-03,-7.637316519991527164e-02,6.852464186555708388e-07
-1.170772909803500812e-03,-7.643047446846089332e-02,1.740037078878192004e-06
-1.180509005475315456e-03,-7.648775794494261371e-02,1.214369548297622221e-06
-1.185751965967322703e-03,-7.654505252996547660e-02,9.554307904116392520e-07
-1.171797476009495305e-03,-7.660236318933426325e-02,1.881158706552016887e-06
-1.168597832277955273e-03,-7.665967198908789360e-02,2.149122205045698984e-06
-1.185546256113109015e-03,-7.671692808242797090e-02,1.173038157227591677e-06
-1.183100457807839461e-03,-7.677423730615384745e-02,1.384210740381912772e-06
-1.182987564188666850e-03,-7.683154223222680990e-02,1.486552550728011602e-06
-1.163547706274860663e-03,-7.688884424927991401e-02,2.745825821869505577e-06
-1.167515025921145484e-03,-7.694614383901329790e-02,2.599340548338348538e-06
-1.162848368303958258e-03,-7.700345327351339197e-02,2.954483304655505501e-06
-1.160172928438002156e-03,-7.706076035564884963e-02,3.173396488350627535e-06
-1.158608780538409070e-03,-7.711806557274529517e-02,3.345131336445753755e-06
-1.149508075525911303e-03,-7.717537182889726288e-02,3.967354379964665617e-06
-1.154349316669167277e-03,-7.723266758322033798e-02,3.754561824937298731e-06
-1.161287004511947236e-03,-7.728995796209460478e-02,3.402328085564885149e-06
-1.173156397914747445e-03,-7.734723310412423836e-02,2.782867561586707142e-06
-1.159345274940958015e-03,-7.740453851000968222e-02,3.713118739516305516e-06
-1.170993009414284837e-03,-7.746181612422094187e-02,3.075644038618647574e-06
-1.179381269380370186e-03,-7.751910194879538252e-02,2.615585505606272975e-06
-1.171502117154569513e-03,-7.757641191657824176e-02,3.147181538406957260e-06
-1.176027909801972537e-03,-7.763370692098235659e-02,2.937869874002162530e-06
-1.184717640727806810e-03,-7.769099009343634343e-02,2.463523548618370559e-06
-1.179896828218917216e-03,-7.774829830999023528e-02,2.780986794406297022e-06
-1.176183481511225990e-03,-7.780560475142941912e-02,3.061202028657231247e-06
-1.143335803018836853e-03,-7.786285991587438282e-02,5.101189953940378355e-06
-1.150549279502420617e-03,-7.792015823711086198e-02,4.690637490615427750e-06
-1.153994542812397661e-03,-7.797746205827989219e-02,4.531456462854735419e-06
-1.147392169264169854e-03,-7.803477253069306119e-02,5.024756712465953924e-06
-1.121821343948795503e-03,-7.809204627096191786e-02,6.659659849696762837e-06
-1.124272044516582639e-03,-7.814935489254408452e-02,6.613107149292254150e-06
-1.122137096229554537e-03,-7.820666466462836142e-02,6.868448174472808508e-06
-1.148430366253885707e-03,-7.826389817082810008e-02,5.416971774485832975e-06
-1.151717259290166179e-03,-7.832120589213660555e-02,5.377510554017277494e-06
-1.162989213383509119e-03,-7.837849350005188231e-02,4.847100952945884020e-06
-1.181293757947986202e-03,-7.843575164757254914e-02,3.860517283025676791e-06
-1.180919585178206782e-03,-7.849306330148143884e-02,4.023682560002690558e-06
-1.178915063288932035e-03,-7.855037559831369587e-02,4.256487946444665967e-06
-1.179987236129605632e-03,-7.860768211898462587e-02,4.308404111451424829e-06
-1.155386410197741008e-03,-7.866497340168257524e-02,5.902444276000164865e-06
-1.141214389030680270e-03,-7.872228181422445681e-02,6.866510024409185704e-06
-1.153270240280755438e-03,-7.877956965692607672e-02,6.249618699636156068e-06
-1.147054910458384898e-03,-7.883688312822623168e-02,6.697850117611651027e-06
-1.141996210019016874e-03,-7.889419479613647701e-02,7.120557057342145864e-06
-1.149475706233678805e-03,-7.895149158193183470e-02,6.753712966143990568e-06
-1.137800618366025278e-03,-7.900879832292434513e-02,7.549218450177849265e-06
-1.129421327166403154e-03,-7.906610582994109959e-02,8.150841741996388219e-06
-1.140662656790029667e-03,-7.912339426781844764e-02,7.561589297951259696e-06
-1.142630095173657098e-03,-7.918069877860173245e-02,7.537655950808135009e-06
-1.133144995607033439e-03,-7.923800445245776647e-02,8.210403782210593296e-06
-1.149352831487902155e-03,-7.929527543055570060e-02,7.327503922975352696e-06
-1.138415228766692915e-03,-7.935258186949019354e-02,8.061856486723103311e-06
-1.137457537089511458e-03,-7.940988870819641610e-02,8.184264439465489498e-06
-1.144202758457510969e-03,-7.946718471799413264e-02,7.839698633731704435e-06
-1.134979268062158561e-03,-7.952448995895509964e-02,8.435431542262834343e-06
-1.138195143675471092e-03,-7.958179109321135425e-02,8.290866859115456368e-06
-1.137412411420266100e-03,-7.963909521836802508e-02,8.389412667688304041e-06
-1.136416563703228745e-03,-7.969639871058389891e-02,8.458838290874429378e-06
-1.125357459164362571e-03,-7.975369835951014175e-02,9.107348325304746249e-06
-1.138368168918616136e-03,-7.981097886089148774e-02,8.303349402131183417e-06
-1.148058263838731006e-03,-7.986826625771450971e-02,7.705805278699337364e-06
