ref_pos_lat (deg),ref_pos_lon (deg),ref_pos_alt (m)
1.130461834687987053e-03,1.670915091851853390e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915091855948141e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915091860052818e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915091864167214e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915091868291743e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915091872425992e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915091876570374e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915091880724888e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915091884889122e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915091889063489e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915091893247576e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915091897441588e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915091901645527e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915091905859599e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915091910083183e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915091914316693e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915091918560336e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915091922813906e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915091927077195e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915091931350410e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915091935633551e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915091939926825e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915091944229819e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915091948542532e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915091952865378e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915091957197943e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915091961540434e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915091965892852e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915091970254989e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915091974627052e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915091979009041e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915091983400750e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915091987802592e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915091992213946e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915091996635226e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092001066639e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092005507565e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092009958417e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092014418989e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092018889693e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092023369910e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092027860053e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092032359916e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092036869705e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092041389213e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092045918647e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092050457801e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092055006880e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092059565473e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092064134198e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092068712643e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092073300807e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092077898897e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092082506707e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092087124442e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092091751484e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092096388865e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092101035552e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092105692372e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092110358912e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092115034964e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092119720942e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092124416640e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092129122057e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092133837400e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092138562255e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092143297037e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092148041125e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092152795345e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092157559285e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092162332738e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092167115703e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092171908801e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092176711618e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092181523948e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092186345791e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092191177766e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092196019461e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092200870669e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092205731389e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092210601828e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092215481987e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092220372072e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092225271877e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092230181193e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092235100230e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092240028779e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092244967047e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092249914828e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092254872328e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092259839341e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092264816073e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092269802524e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092274798489e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092279804172e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092284819368e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092289844284e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092294878712e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092299920998e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092304969281e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092310021907e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092315077428e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092320134810e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092325193020e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092330250609e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092335306957e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092340361031e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092345412209e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092350459665e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092355502985e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092360541549e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092365574943e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092370602754e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092375624774e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092380639970e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092385648549e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092390650096e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092395644199e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092400630858e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092405609865e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092410581013e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092415544097e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092420499116e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092425445449e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092430383304e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092435312266e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092440232750e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092445144342e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092450046834e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092454940642e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092459825350e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092464700546e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092469566642e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092474423433e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092479270919e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092484109098e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092488938178e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092493757539e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092498567595e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092503368137e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092508159374e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092512940892e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092517712897e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092522475182e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092527227955e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092531971009e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092536704550e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092541428372e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092546142681e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092550847271e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092555542141e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092560227499e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092564903137e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092569569263e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092574225463e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092578871943e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092583508704e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092588135952e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092592753068e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092597360670e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092601958554e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092606546511e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092611124956e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092615693267e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092620251860e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092624800940e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092629340093e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092633869527e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092638389036e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092642898824e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092647398687e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092651888830e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092656369047e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092660839751e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092665300323e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092669751175e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092674192308e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092678623514e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092683044794e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092687456149e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092691857990e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092696249699e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092700631688e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092705003751e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092709365888e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092713718306e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092718060797e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092722393363e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092726716209e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092731029128e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092735331915e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092739625189e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092743908330e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092748181545e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092752444834e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092756698404e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092760942047e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092765175558e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092769399349e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092773613213e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092777817152e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092782011165e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092786195251e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092790369618e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092794534059e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092798688366e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092802832748e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092806967204e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092811091526e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092815205922e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092819310599e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092823405350e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092827490175e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092831564867e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092835629632e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092839684472e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092843729385e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092847764165e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092851788812e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092855803533e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092859808328e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092863803611e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092867788760e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092871763983e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092875729074e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092879684238e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092883629476e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092887564581e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092891489759e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092895405012e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092899310132e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092903205325e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092907090179e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092910965106e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092914829901e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092918684770e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092922529505e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092926364314e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092930189198e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092934003948e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092937808979e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092941603670e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092945388641e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092949163066e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092952927565e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092956682138e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092960426578e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092964161092e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092967885472e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092971599720e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092975303835e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092978998024e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092982682079e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092986356209e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092990019998e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092993673862e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915092997317593e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093000951397e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093004574655e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093008188193e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093011791599e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093015385078e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093018968011e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093022541225e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093026104098e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093029657253e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093033199860e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093036732749e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093040255297e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093043767713e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093047269996e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093050762352e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093054244369e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093057716253e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093061178417e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093064629828e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093068071520e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093071502872e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093074924091e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093078335384e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093081736130e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093085127157e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093088507638e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093091878192e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093095238199e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093098588488e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093101928643e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093105258459e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093108578141e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093111887691e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093115187108e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093118476184e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093121755128e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093125023939e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093128282617e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093131530956e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093134769368e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093137997233e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093141215173e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093144422772e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093147620446e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093150807779e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093153984567e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093157151428e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093160307949e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093163454544e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093166590592e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093169716715e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093172832497e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093175937940e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093179033457e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093182118427e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093185193471e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093188258175e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093191312539e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093194356771e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093197390869e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093200414421e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093203428047e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093206431126e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093209424072e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093212406886e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093215379359e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093218341493e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093221293701e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093224235362e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093227166683e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093230087871e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093232998720e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093235899435e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093238789811e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093241670054e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093244539957e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093247399521e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093250248744e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093253087835e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093255916793e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093258735204e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093261543275e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093264341007e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093267128812e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093269906071e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093272673197e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093275429777e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093278176016e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093280912330e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093283638097e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093286353731e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093289058818e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093291753566e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093294437973e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093297112455e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093299776597e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093302430193e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093305073448e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093307706571e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093310329147e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093312941383e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093315543073e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093318135044e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093320716468e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093323287552e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093325848296e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093328398701e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093330938766e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093333468491e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093335987669e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093338496715e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093340995214e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093343483373e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093345961193e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093348428672e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093350885812e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093353332406e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093355769073e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093358195608e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093360611388e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093363017037e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093365412345e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093367797313e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093370171735e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093372535817e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093374889560e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093377233169e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093379566025e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093381888335e-09,0.000000000000000000e+00
1.130461834687987053e-03,1.670915093384200305e-09,0.000000000000000000e+00
