ref_pos_lat (deg),ref_pos_lon (deg),ref_pos_alt (m)
5.073512764094302986e-05,0.000000000000000000e+00,0.000000000000000000e+00
5.141340475088914004e-05,0.000000000000000000e+00,0.000000000000000000e+00
5.209620370800466515e-05,0.000000000000000000e+00,0.000000000000000000e+00
5.278352451231119435e-05,0.000000000000000000e+00,0.000000000000000000e+00
5.347536716382814842e-05,0.000000000000000000e+00,0.000000000000000000e+00
5.417173166257301689e-05,0.000000000000000000e+00,0.000000000000000000e+00
5.487261800856152748e-05,0.000000000000000000e+00,0.000000000000000000e+00
5.557802620180783579e-05,0.000000000000000000e+00,0.000000000000000000e+00
5.628795624232470153e-05,0.000000000000000000e+00,0.000000000000000000e+00
5.700240813012358336e-05,0.000000000000000000e+00,0.000000000000000000e+00
5.772138186521480154e-05,0.000000000000000000e+00,0.000000000000000000e+00
5.844487744760765987e-05,0.000000000000000000e+00,0.000000000000000000e+00
5.917289487731051349e-05,0.000000000000000000e+00,0.000000000000000000e+00
5.990543415433089759e-05,0.000000000000000000e+00,0.000000000000000000e+00
6.064249527867556812e-05,0.000000000000000000e+00,0.000000000000000000e+00
6.138407825035062371e-05,0.000000000000000000e+00,0.000000000000000000e+00
6.213018306936156669e-05,0.000000000000000000e+00,0.000000000000000000e+00
6.288080973571330307e-05,0.000000000000000000e+00,0.000000000000000000e+00
6.363595824941031874e-05,0.000000000000000000e+00,0.000000000000000000e+00
6.439562861045658459e-05,0.000000000000000000e+00,0.000000000000000000e+00
6.515982081885570560e-05,0.000000000000000000e+00,0.000000000000000000e+00
6.592853487461092080e-05,0.000000000000000000e+00,0.000000000000000000e+00
6.670177077772515757e-05,0.000000000000000000e+00,0.000000000000000000e+00
6.747952852820101796e-05,0.000000000000000000e+00,0.000000000000000000e+00
6.826180812604088724e-05,0.000000000000000000e+00,0.000000000000000000e+00
6.904860957124686605e-05,0.000000000000000000e+00,0.000000000000000000e+00
6.983993286382089239e-05,0.000000000000000000e+00,0.000000000000000000e+00
7.063577800376466033e-05,0.000000000000000000e+00,0.000000000000000000e+00
7.143614499107974196e-05,0.000000000000000000e+00,0.000000000000000000e+00
7.224103382576751965e-05,0.000000000000000000e+00,0.000000000000000000e+00
7.305044450782926732e-05,0.000000000000000000e+00,0.000000000000000000e+00
7.386437703726609629e-05,0.000000000000000000e+00,0.000000000000000000e+00
7.468283141407902300e-05,0.000000000000000000e+00,0.000000000000000000e+00
7.550580763826896902e-05,0.000000000000000000e+00,0.000000000000000000e+00
7.633330570983676104e-05,0.000000000000000000e+00,0.000000000000000000e+00
7.716532562878311737e-05,0.000000000000000000e+00,0.000000000000000000e+00
7.800186739510874272e-05,0.000000000000000000e+00,0.000000000000000000e+00
7.884293100881419275e-05,0.000000000000000000e+00,0.000000000000000000e+00
7.968851646990005022e-05,0.000000000000000000e+00,0.000000000000000000e+00
8.053862377836677592e-05,0.000000000000000000e+00,0.000000000000000000e+00
8.139325293421481708e-05,0.000000000000000000e+00,0.000000000000000000e+00
8.225240393744456672e-05,0.000000000000000000e+00,0.000000000000000000e+00
8.311607678805637721e-05,0.000000000000000000e+00,0.000000000000000000e+00
8.398427148605057380e-05,0.000000000000000000e+00,0.000000000000000000e+00
8.485698803142742756e-05,0.000000000000000000e+00,0.000000000000000000e+00
8.573422642418720952e-05,0.000000000000000000e+00,0.000000000000000000e+00
8.661598666433013654e-05,0.000000000000000000e+00,0.000000000000000000e+00
8.750226875185645255e-05,0.000000000000000000e+00,0.000000000000000000e+00
8.839307268676632019e-05,0.000000000000000000e+00,0.000000000000000000e+00
8.928839846905991563e-05,0.000000000000000000e+00,0.000000000000000000e+00
9.018824609873737441e-05,0.000000000000000000e+00,0.000000000000000000e+00
9.109261557579885916e-05,0.000000000000000000e+00,0.000000000000000000e+00
9.200150690024447829e-05,0.000000000000000000e+00,0.000000000000000000e+00
9.291492007207435377e-05,0.000000000000000000e+00,0.000000000000000000e+00
9.383285509128858049e-05,0.000000000000000000e+00,0.000000000000000000e+00
9.475531195788723974e-05,0.000000000000000000e+00,0.000000000000000000e+00
9.568229067187042640e-05,0.000000000000000000e+00,0.000000000000000000e+00
9.661379123323820823e-05,0.000000000000000000e+00,0.000000000000000000e+00
9.754981364199063944e-05,0.000000000000000000e+00,0.000000000000000000e+00
9.849035789812780135e-05,0.000000000000000000e+00,0.000000000000000000e+00
9.943542400164972106e-05,0.000000000000000000e+00,0.000000000000000000e+00
1.003850119525564799e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.013391217508480914e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.022977533965245962e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.032609068895860486e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.042285822300324756e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.052007794178638907e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.061774984530803348e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.071587393356818212e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.081445020656683772e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.091347866430400162e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.101295930677967518e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.111289213399386112e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.121327714594655943e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.131411434263777146e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.141540372406749858e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.151714529023574213e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.161933904114250348e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.172198497678778262e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.182508309717157955e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.192863340229389699e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.203263589215473357e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.213709056675408931e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.224199742609196825e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.234735647016836635e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.245316769898328901e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.255943111253673354e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.266614671082869721e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.277331449385918545e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.288093446162819555e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.298900661413572750e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.309753095138178674e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.320650747336636513e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.331593618008947079e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.342581707155109832e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.353615014775125041e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.364693540868992436e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.375817285436712288e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.386986248478284597e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.398200429993709363e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.409459829982986586e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.420764448446116266e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.432114285383098132e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.443509340793932725e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.454949614678619505e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.466435107037159012e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.477965817869551248e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.489541747175795669e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.501162894955892547e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.512829261209841882e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.524540845937643403e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.536297649139297923e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.548099670814804900e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.559946910964164063e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.571839369587375683e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.583777046684440031e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.595759942255356835e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.607788056300126097e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.619861388818747815e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.631979939811222262e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.644143709277548894e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.656352697217728254e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.668606903631759801e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.680906328519644075e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.693250971881380806e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.705640833716969994e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.718075914026411639e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.730556212809706011e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.743081730066852570e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.755652465797851857e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.768268420002703329e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.780929592681407530e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.793635983833964187e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.806387593460373302e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.819184421560634873e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.832026468134749172e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.844913733182715928e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.857846216704534871e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.870823918700206541e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.883846839169730939e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.896914978113107522e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.910028335530336563e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.923186911421418061e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.936390705786352287e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.949639718625138969e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.962933949937777838e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.976273399724269705e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.989658067984613758e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.003087954718810269e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.016563059926859236e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.030083383608760931e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.043648925764515083e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.057259686394121421e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.070915665497580487e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.084616863074891739e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.098363279126055718e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.112154913651072426e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.125991766649941320e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.139873838122662670e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.153801128069236478e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.167773636489663013e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.181791363383942005e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.195854308752073184e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.209962472594057090e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.224115854909893182e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.238314455699582273e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.252558274963123821e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.266847312700517826e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.281181568911764017e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.295561043596862935e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.309985736755814040e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.324455648388617872e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.338970778495273891e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.353531127075782366e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.368136694130143298e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.382787479658357230e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.397483483660423618e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.412224706136342463e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.427011147086113494e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.441842806509736982e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.456719684407213198e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.471641780778541871e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.486609095623722458e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.501621628942756045e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.516679380735641547e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.531782351002380589e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.546930539742971547e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.562123946957414961e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.577362572645710832e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.592646416807859160e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.607975479443860488e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.623349760553713730e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.638769260137419428e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.654233978194977584e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.669743914726387655e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.685299069731650725e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.700899443210766793e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.716545035163735319e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.732235845590555759e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.747971874491229199e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.763753121865754553e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.779579587714132907e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.795451272036363175e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.811368174832446442e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.827330296102381624e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.843337635846169263e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.859390194063809358e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.875487970755302453e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.891630965920647463e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.907819179559844930e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.924052611672895395e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.940331262259798318e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.956655131320553155e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.973024218855160991e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.989438524863621285e-04,0.000000000000000000e+00,0.000000000000000000e+00
3.005898049345934035e-04,0.000000000000000000e+00,0.000000000000000000e+00
3.022402792302098700e-04,0.000000000000000000e+00,0.000000000000000000e+00
3.038952753732116364e-04,0.000000000000000000e+00,0.000000000000000000e+00
3.055547933635985943e-04,0.000000000000000000e+00,0.000000000000000000e+00
3.072188332013708520e-04,0.000000000000000000e+00,0.000000000000000000e+00
3.088873948865283013e-04,0.000000000000000000e+00,0.000000000000000000e+00
3.105604784190710505e-04,0.000000000000000000e+00,0.000000000000000000e+00
3.122380837989989911e-04,0.000000000000000000e+00,0.000000000000000000e+00
3.139202110263122317e-04,0.000000000000000000e+00,0.000000000000000000e+00
3.156068601010106637e-04,0.000000000000000000e+00,0.000000000000000000e+00
3.172980310230943415e-04,0.000000000000000000e+00,0.000000000000000000e+00
