mag_x (uT),mag_y (uT),mag_z (uT)
-2.757024252559837052e+01,2.177230026070800850e+00,-1.639684380212582582e+01
-2.756934858047631920e+01,2.177394264109477451e+00,-1.639823332522065868e+01
-2.756953325938615862e+01,2.177529555991947863e+00,-1.639868023784299567e+01
-2.756896858298045672e+01,2.178206298158863685e+00,-1.639755725635310668e+01
-2.756982988960561443e+01,2.176185356800460990e+00,-1.639628250266186882e+01
-2.757031560710900209e+01,2.176670122056104884e+00,-1.639696675295986950e+01
-2.756981855855125119e+01,2.176595447364637170e+00,-1.639650846679131035e+01
-2.756977740136622756e+01,2.175428462387643869e+00,-1.639913578769469993e+01
-2.757122234608323197e+01,2.175363518907135418e+00,-1.639725776905140719e+01
-2.756938681547615388e+01,2.176453509793415897e+00,-1.639749672988541107e+01
-2.756955123802651997e+01,2.175229198292058630e+00,-1.639614922441909073e+01
-2.756935051118329838e+01,2.177344116936167140e+00,-1.639571417182114743e+01
-2.756964247025431192e+01,2.175781793857315183e+00,-1.639759277809470106e+01
-2.756833093130886780e+01,2.176570981414080563e+00,-1.639736000274282901e+01
-2.756977381770675706e+01,2.176523278658774707e+00,-1.639782068847884844e+01
-2.756934228204618620e+01,2.175179921069350542e+00,-1.639754678593020287e+01
-2.756919782285289600e+01,2.177732773685269851e+00,-1.639809421825266966e+01
-2.756884870371997209e+01,2.175860717936188404e+00,-1.639539693384805119e+01
-2.756959658941030611e+01,2.176528055078154722e+00,-1.639764100843776262e+01
-2.757012325891983551e+01,2.176658813592743158e+00,-1.639755109355764162e+01
-2.756936832496548107e+01,2.176103802386319508e+00,-1.639746377044316361e+01
-2.756872142631765499e+01,2.173860100754491764e+00,-1.639798105361923319e+01
-2.757120684818822909e+01,2.176841996038736848e+00,-1.639761529477049962e+01
-2.757015227139879698e+01,2.177460107976338932e+00,-1.639759721276228177e+01
-2.757203427523272055e+01,2.175915786470375757e+00,-1.639690954125790512e+01
-2.757053550585647628e+01,2.174796467975550929e+00,-1.639788907827574960e+01
-2.756880373296892017e+01,2.174808674716734114e+00,-1.639785629615201756e+01
-2.756865767984133342e+01,2.176092001406432441e+00,-1.639949859830579726e+01
-2.757023740314490112e+01,2.177458464809423955e+00,-1.639831790501279229e+01
-2.757037766348789987e+01,2.176047254643599604e+00,-1.639929694810519578e+01
-2.756959726534655530e+01,2.175836469384170080e+00,-1.639503828378350647e+01
-2.756912955710167168e+01,2.176425447361877374e+00,-1.639831310486412619e+01
-2.756837757454179183e+01,2.176118248442049374e+00,-1.639735804422845433e+01
-2.757037672666541894e+01,2.177055416769596796e+00,-1.639877518752642871e+01
-2.757124924580788061e+01,2.176180040830059781e+00,-1.639716574456246789e+01
-2.757079761456730083e+01,2.176847876731652587e+00,-1.639849120996540677e+01
-2.756873288340757000e+01,2.177402836715901291e+00,-1.639844998673844856e+01
-2.756840224631141112e+01,2.175556966250554058e+00,-1.639855978913599799e+01
-2.757196153924258653e+01,2.176678231426679933e+00,-1.639806566929745202e+01
-2.756952475972715177e+01,2.175698285203977900e+00,-1.639900730705731036e+01
-2.756892202022547522e+01,2.177891069128090606e+00,-1.639723042453802293e+01
-2.756943188499880293e+01,2.176969049375407916e+00,-1.639790107679247200e+01
-2.756821543987662793e+01,2.177376153137848380e+00,-1.639781192460701220e+01
-2.756862719642967718e+01,2.177034031144869708e+00,-1.639781519551899436e+01
-2.757023633448939748e+01,2.179181188339535780e+00,-1.639845797330401922e+01
-2.756913906278183291e+01,2.176412152855141446e+00,-1.639670266656288788e+01
-2.756671443283663692e+01,2.176157445488440256e+00,-1.639794343837809976e+01
-2.756924972709186150e+01,2.178207585532335955e+00,-1.639851149807002173e+01
-2.757066709760963619e+01,2.178433470324508736e+00,-1.639785652144634298e+01
-2.756961492571944916e+01,2.175676767444932214e+00,-1.639759786051423163e+01
-2.757007636462966715e+01,2.175719305297950878e+00,-1.639670576728191875e+01
-2.757017109323722082e+01,2.176926800895542247e+00,-1.639666120672718463e+01
-2.756824873552688260e+01,2.176835049061787153e+00,-1.639875115715246778e+01
-2.757076231621441664e+01,2.176724627025971248e+00,-1.639865859503513690e+01
-2.757005404916216662e+01,2.175327788989692479e+00,-1.639665472750500541e+01
-2.757043367489410102e+01,2.176939937564754235e+00,-1.639641202323794289e+01
-2.756974946697513573e+01,2.176252091164342595e+00,-1.639739534619391748e+01
-2.757017751002624095e+01,2.174731290337903467e+00,-1.639585641052222442e+01
-2.757134372126929733e+01,2.176546830769555907e+00,-1.639506731331708878e+01
-2.756839739573028680e+01,2.176860988990993562e+00,-1.639613911281830383e+01
-2.756888863777440690e+01,2.177166158607643620e+00,-1.639818941351473214e+01
-2.756821678048185476e+01,2.176055220401718504e+00,-1.639612791326646146e+01
-2.756883883727497420e+01,2.175530439208629208e+00,-1.639711083448707996e+01
-2.756998201008556038e+01,2.176907848246562249e+00,-1.639650823537682456e+01
-2.757003089454891409e+01,2.176263594591388184e+00,-1.639892925580243954e+01
-2.757001170748374363e+01,2.176908054825342997e+00,-1.639694646298118386e+01
-2.757015717534816091e+01,2.177050037863784482e+00,-1.639690666889059401e+01
-2.756896412411906994e+01,2.176447105742483679e+00,-1.639706702674023120e+01
-2.757052061631702600e+01,2.176094462857167233e+00,-1.639877024464112765e+01
-2.756857315150327281e+01,2.177885833845069286e+00,-1.639723476069285368e+01
-2.756909452372691405e+01,2.174409827189752065e+00,-1.639854612928689903e+01
-2.756813855088481446e+01,2.178121802249416206e+00,-1.639716186459208558e+01
-2.756967012023137542e+01,2.177519604458653113e+00,-1.639708761166898299e+01
-2.756953742393112350e+01,2.177273679287603958e+00,-1.639691086269547426e+01
-2.757059202185779867e+01,2.176428094066592323e+00,-1.639643918125521083e+01
-2.756900109296688584e+01,2.176401061995914432e+00,-1.639764262505077141e+01
-2.757033996640808482e+01,2.175176705031770297e+00,-1.639742067382741197e+01
-2.756880504282056776e+01,2.176135193969343185e+00,-1.639881020157146096e+01
-2.756837215361488092e+01,2.176093524943563118e+00,-1.639843811780963634e+01
-2.757093491761582271e+01,2.175515816009085501e+00,-1.639809311975235318e+01
-2.756868922547977618e+01,2.176264876663787096e+00,-1.639837406269334252e+01
-2.757086399486586714e+01,2.176797829494142356e+00,-1.639709601782776716e+01
-2.757021005658018709e+01,2.176040665842508659e+00,-1.639640276100974603e+01
-2.757120278084275711e+01,2.177195823440031930e+00,-1.639952409868968530e+01
-2.756944472108454747e+01,2.177760359926225409e+00,-1.639709333522053569e+01
-2.756900776634967443e+01,2.178143344718664665e+00,-1.639684025885330243e+01
-2.757124507983160910e+01,2.178038748720184881e+00,-1.639716461196706021e+01
-2.757100378852187461e+01,2.175357882044521407e+00,-1.639760478079201889e+01
-2.756863897019164966e+01,2.175762588358979954e+00,-1.639810213639848868e+01
-2.756969879865884820e+01,2.177423712032554803e+00,-1.639853544392271800e+01
-2.756956589822415893e+01,2.177973417002695200e+00,-1.639651580916416052e+01
-2.757123168343715847e+01,2.176968083508247442e+00,-1.639712526219397404e+01
-2.756936919225327287e+01,2.176504776743402925e+00,-1.639684689269120454e+01
-2.757062744441046931e+01,2.176340477244341542e+00,-1.639788975164414353e+01
-2.757053295091506584e+01,2.175703277124137358e+00,-1.639741858128418528e+01
-2.756980573216654307e+01,2.174106891698495136e+00,-1.639733462147666643e+01
-2.756957797099221708e+01,2.178066044119982614e+00,-1.639644313912320683e+01
-2.756953981748661420e+01,2.176778706134081975e+00,-1.639891385288141024e+01
-2.756926456779602219e+01,2.178194792565351534e+00,-1.639807264357457228e+01
-2.756859608490877278e+01,2.178065463276565250e+00,-1.639959013705030699e+01
-2.757009253834560525e+01,2.177257090369839609e+00,-1.639749837483495298e+01
-2.756961843712242199e+01,2.176801106348392523e+00,-1.639654898251238890e+01
-2.756772519711541491e+01,2.175975652873527011e+00,-1.639804153808223219e+01
-2.756841225553285213e+01,2.176300737258209494e+00,-1.639888677398959871e+01
-2.757034113349900295e+01,2.176986254445073765e+00,-1.639861147660268870e+01
-2.757205222242451725e+01,2.176994112988990260e+00,-1.639825115132078537e+01
-2.756952802280863324e+01,2.178226041455836537e+00,-1.639699064324265976e+01
-2.757024713804058536e+01,2.177671609248989171e+00,-1.639825092628412051e+01
-2.756907457428556896e+01,2.176500612811038682e+00,-1.640018951449140161e+01
-2.756994937836505244e+01,2.177035356624060558e+00,-1.639728497201306467e+01
-2.757049153584614132e+01,2.175865109095739935e+00,-1.639714620748519280e+01
-2.756940776595548570e+01,2.175556544449872121e+00,-1.639801954251145233e+01
-2.756914919078285919e+01,2.174562730699974633e+00,-1.639781384950666165e+01
-2.757020825762015193e+01,2.177005190220916209e+00,-1.639829622241061458e+01
-2.757006129866445576e+01,2.175246537889681253e+00,-1.639613089579192362e+01
-2.757051973161736314e+01,2.176188906711648219e+00,-1.640007830308803705e+01
-2.756989028640265715e+01,2.174163022879108897e+00,-1.639502069614972513e+01
-2.756863294566489486e+01,2.177717474506308371e+00,-1.639669845152253203e+01
-2.757066299621225625e+01,2.175904786158961546e+00,-1.639965459045610174e+01
-2.757122719184622994e+01,2.176385504619736899e+00,-1.639776041115348093e+01
-2.757044577488467851e+01,2.176982626732800963e+00,-1.639825711549512022e+01
-2.756958269431272512e+01,2.177653668927316044e+00,-1.639589137546622766e+01
-2.757029282748208132e+01,2.177076292647479594e+00,-1.639827389084613785e+01
-2.757156943200534371e+01,2.174495247948956322e+00,-1.639814577516788674e+01
-2.757106791710057081e+01,2.175869468009532515e+00,-1.639738220189564544e+01
-2.756966393286169037e+01,2.178450685530288311e+00,-1.639916486509512339e+01
-2.756981727194614251e+01,2.177985404641376022e+00,-1.639878207753571004e+01
-2.756880461538277771e+01,2.175617662078070502e+00,-1.639517381812047603e+01
-2.757054082269041828e+01,2.177829414347305370e+00,-1.639711623812788233e+01
-2.756845028075470339e+01,2.177431620153538194e+00,-1.639728043265500546e+01
-2.757130565650300724e+01,2.175672106613753876e+00,-1.639829586563171659e+01
-2.756837872071535855e+01,2.176619216870485207e+00,-1.639727107541195750e+01
-2.757009649631715220e+01,2.178184614343877001e+00,-1.639756454326492374e+01
-2.756836735051581755e+01,2.177025201354289230e+00,-1.639708422305845659e+01
-2.756896605165019665e+01,2.175886220596757958e+00,-1.639700934594656445e+01
-2.757072625054690818e+01,2.177432920736689592e+00,-1.639666829075932242e+01
-2.756849524323946099e+01,2.177281971346102907e+00,-1.639575904304853182e+01
-2.757046411267006647e+01,2.177063594434361260e+00,-1.639821624412671852e+01
-2.757163407106876818e+01,2.176634158468016889e+00,-1.639736742715697204e+01
-2.757100238370189871e+01,2.176387872803188017e+00,-1.639585834763633798e+01
-2.756943026596984225e+01,2.176930387293250835e+00,-1.639793153668851389e+01
-2.757032012617331773e+01,2.176255189326258055e+00,-1.639679605563595999e+01
-2.757051717307957261e+01,2.176085815868181950e+00,-1.639790204002133933e+01
-2.756926241705988545e+01,2.176378040461202534e+00,-1.639718409522304299e+01
-2.756826665290315859e+01,2.177027171388801197e+00,-1.639656780597103847e+01
-2.757111763518190628e+01,2.178724247752607646e+00,-1.639727715036440259e+01
-2.756851155224949679e+01,2.176174005835739944e+00,-1.639742587323608802e+01
-2.756905236982202467e+01,2.177328932421344287e+00,-1.639652133536699097e+01
-2.756856733408894300e+01,2.177361725945595072e+00,-1.639798867670691251e+01
-2.757042229407487710e+01,2.175693979867878713e+00,-1.639751496515658502e+01
-2.756990084543427599e+01,2.177253195584707868e+00,-1.639890368556877931e+01
-2.756925654579716323e+01,2.175241368703156208e+00,-1.639774720090775162e+01
-2.757208779767724138e+01,2.177294441246718115e+00,-1.639755297607682394e+01
-2.757126361258864478e+01,2.176144338468837702e+00,-1.639640771932637620e+01
-2.757012760133210350e+01,2.176239423707907239e+00,-1.639809907968398406e+01
-2.756933975116744406e+01,2.175734769279118908e+00,-1.639720372911285295e+01
-2.756926051893277219e+01,2.176278322406534294e+00,-1.639743812375163756e+01
-2.756842995167300359e+01,2.176495544805199689e+00,-1.639803315851372645e+01
-2.756992474148954031e+01,2.175867475308124632e+00,-1.639636909402941711e+01
-2.756911928748103335e+01,2.175277694210679069e+00,-1.639829581945189219e+01
-2.757083820373851779e+01,2.175885532295953606e+00,-1.639890993981709855e+01
-2.757000660120325009e+01,2.177237104694858427e+00,-1.639802512644983068e+01
-2.756997638193860212e+01,2.177770698600777433e+00,-1.639924632176206742e+01
-2.757055703960889659e+01,2.175028641885801584e+00,-1.639728996922985260e+01
-2.756904400058684956e+01,2.176603455693165046e+00,-1.639644203814708590e+01
-2.756944479538233495e+01,2.176650751391832284e+00,-1.639715884408452240e+01
-2.756971027409783304e+01,2.176179597185175396e+00,-1.639562527384399360e+01
-2.756955426339764159e+01,2.174166412568296458e+00,-1.639854677876776989e+01
-2.756953419440786490e+01,2.173441013230307473e+00,-1.639749494780560468e+01
-2.757046657477534168e+01,2.177278566812351990e+00,-1.639828123911298619e+01
-2.756734851752048598e+01,2.176115523688412878e+00,-1.639686337591212251e+01
-2.756872493368772226e+01,2.175534895476115782e+00,-1.639671192005736344e+01
-2.756709560337110432e+01,2.175476161523249630e+00,-1.639678967366415918e+01
-2.756952568859844988e+01,2.175641311160056546e+00,-1.639783923313566660e+01
-2.756967505266218765e+01,2.177319914424939551e+00,-1.639722370169299381e+01
-2.756772633311651788e+01,2.177712970669314796e+00,-1.639687671475840602e+01
-2.756938481066710267e+01,2.177498640694819354e+00,-1.639843406644212109e+01
-2.756926874670805105e+01,2.175503530735576785e+00,-1.639847964212841802e+01
-2.756798516887574024e+01,2.175668345300977968e+00,-1.639602422789904779e+01
-2.757001938071896419e+01,2.176161933309745056e+00,-1.639681510516965801e+01
-2.756865786453216671e+01,2.175535202223838560e+00,-1.639875797714179484e+01
-2.756974514047012548e+01,2.177580413887019617e+00,-1.639633178616363196e+01
-2.757107526061723846e+01,2.176713321419311065e+00,-1.639679428703025366e+01
-2.756904710917940449e+01,2.176124775045460868e+00,-1.639724352653534822e+01
-2.756893817318748319e+01,2.176459046794052998e+00,-1.640016695154745818e+01
-2.757032081604453211e+01,2.176705196971134626e+00,-1.639678418866690635e+01
-2.756993682229492393e+01,2.178175481037428085e+00,-1.639714596245507039e+01
-2.756898975442576116e+01,2.176930034869045016e+00,-1.639721584200782800e+01
-2.757114331950392483e+01,2.175218516967838411e+00,-1.639706555540119126e+01
-2.756817245387930626e+01,2.178553968788262907e+00,-1.639593772102598024e+01
-2.756974483063421744e+01,2.176532894424865638e+00,-1.639749942076839417e+01
-2.756922694596693191e+01,2.176313072829278106e+00,-1.639772778303528966e+01
-2.756901455968365156e+01,2.178106441880663713e+00,-1.639784330377950639e+01
-2.756862592166415737e+01,2.175428218748962195e+00,-1.639756456148644403e+01
-2.757034364537857130e+01,2.176165175396369555e+00,-1.639729508026613303e+01
-2.756958132686570195e+01,2.178249192329552386e+00,-1.639854947512482042e+01
-2.756894729668884736e+01,2.177472716502621974e+00,-1.639732822105544230e+01
-2.756921019768044800e+01,2.177071493091572219e+00,-1.639699761246370002e+01
-2.756898561414305249e+01,2.176566803407157913e+00,-1.639716627593046994e+01
-2.756834525546063475e+01,2.175371851298891546e+00,-1.639834098379101945e+01
-2.757172899116314113e+01,2.178038809195947945e+00,-1.639704628637206696e+01
-2.757277775191886349e+01,2.176892314986896615e+00,-1.639717415007143231e+01
-2.756963504690606825e+01,2.176690623629555343e+00,-1.639777261022774013e+01
-2.756990283919282803e+01,2.176612520707347453e+00,-1.639789558172310535e+01
-2.756889511683905170e+01,2.177637568641523469e+00,-1.639716623911736804e+01
-2.756960670343112696e+01,2.177300141669421318e+00,-1.639852823415549921e+01
-2.756906382037251646e+01,2.176591391506701001e+00,-1.639737888098808227e+01
-2.757142152521316802e+01,2.178346638644501176e+00,-1.639723671253335979e+01
-2.756941950213249370e+01,2.177819656667727699e+00,-1.639649307132736666e+01
-2.757127227622526533e+01,2.176011796801680553e+00,-1.639716005259723275e+01
-2.756940429754680721e+01,2.176073395811899847e+00,-1.639703911126844460e+01
-2.756802515239892415e+01,2.177181008969924836e+00,-1.639747481326613610e+01
-2.757116445385951309e+01,2.177126737735078699e+00,-1.639546046360214149e+01
-2.756888343133459074e+01,2.175597871563826669e+00,-1.639704108109295788e+01
-2.756862686447647803e+01,2.177165630655954143e+00,-1.639773845793917317e+01
-2.756879741713557763e+01,2.176045726816824288e+00,-1.639716128696675668e+01
-2.756921350978659646e+01,2.177411553611014128e+00,-1.639954202462778099e+01
-2.756955219220180453e+01,2.176317401191452117e+00,-1.639830925745838641e+01
-2.756965600567525598e+01,2.177038025128354093e+00,-1.639770727335327294e+01
-2.757075258093572501e+01,2.176355636878214650e+00,-1.639881917722535221e+01
-2.756909612386240838e+01,2.176627793365531804e+00,-1.639721788120603918e+01
-2.756907277292674863e+01,2.176314302056771677e+00,-1.639743795447250108e+01
-2.756867476325450639e+01,2.175565803269206011e+00,-1.639817177973090168e+01
-2.756952699187705136e+01,2.176855462294546850e+00,-1.639868104649402980e+01
-2.756840815008247958e+01,2.175805892597796554e+00,-1.639767317084843512e+01
-2.757161389369437288e+01,2.176271764191464175e+00,-1.639809939568609565e+01
-2.757071722697357785e+01,2.176615363488188848e+00,-1.639648651016712222e+01
-2.757158810942403449e+01,2.174314816110808568e+00,-1.639670250339198176e+01
-2.756921124322511218e+01,2.175843824709271512e+00,-1.639861246914930248e+01
-2.757056357288967874e+01,2.175459031376944630e+00,-1.639854567392099227e+01
-2.756897694823978640e+01,2.176740578653213465e+00,-1.639620169563954022e+01
-2.756927454533713018e+01,2.178054001962399511e+00,-1.639894597892038419e+01
-2.756973045767835728e+01,2.176901248120356680e+00,-1.639866303242214585e+01
-2.757015340983123863e+01,2.176663195373750082e+00,-1.639952903963730435e+01
-2.756898531919253514e+01,2.177852348304297525e+00,-1.639645369406790465e+01
-2.757191877164362381e+01,2.175813551941314650e+00,-1.639768530824728998e+01
-2.756967997609650212e+01,2.175064442213816118e+00,-1.639672549623506370e+01
-2.757055553822855032e+01,2.176435758479971394e+00,-1.639870391468992850e+01
-2.756884136610815617e+01,2.176593614515050845e+00,-1.639783028756166416e+01
-2.757159304213243445e+01,2.176300056024845553e+00,-1.639829155627469248e+01
-2.757104555925093692e+01,2.178752422808981848e+00,-1.639734818466407162e+01
-2.756958591245547652e+01,2.175976105846034958e+00,-1.639864650559585613e+01
-2.757067072396092300e+01,2.176397052057692072e+00,-1.639579356740438243e+01
-2.756896058416619155e+01,2.176558627967541515e+00,-1.639788013625225815e+01
-2.756909894697719210e+01,2.178428578859036069e+00,-1.639681492879950397e+01
-2.756947214039035643e+01,2.176752990693120449e+00,-1.639800584989564669e+01
-2.757010454583182835e+01,2.177197579937088623e+00,-1.639878940967710363e+01
-2.757141187922236014e+01,2.176481442496306151e+00,-1.639783668201112832e+01
-2.757021538893616608e+01,2.175582887461258164e+00,-1.639864582436601026e+01
-2.756848752336157560e+01,2.177535829565788728e+00,-1.639650819150103800e+01
-2.756884102389915370e+01,2.175580684005311127e+00,-1.639790292057894661e+01
-2.757016849147910520e+01,2.176760773305947527e+00,-1.639780014307370593e+01
-2.756895743167208224e+01,2.177368736333819221e+00,-1.639996551151757842e+01
-2.757104419812353413e+01,2.178516926230839257e+00,-1.639736973779417895e+01
-2.757064424049009332e+01,2.176936188482346157e+00,-1.639829062171989449e+01
-2.756879496479311342e+01,2.176212791683141301e+00,-1.639821276045378440e+01
-2.756979583198447870e+01,2.176685277078981517e+00,-1.639605662978009093e+01
-2.756881996563434356e+01,2.175020152711024668e+00,-1.639619650624837632e+01
-2.756743008653426230e+01,2.176119237362488246e+00,-1.639638690585124792e+01
-2.756897959731021786e+01,2.176243593543180754e+00,-1.640012601364515987e+01
-2.756920744528888534e+01,2.176373673842446177e+00,-1.639537724059103496e+01
-2.757003690237466742e+01,2.178580787231825688e+00,-1.639629569325440173e+01
-2.757042895946683458e+01,2.176832338454320226e+00,-1.639575010359367369e+01
-2.756956751097331804e+01,2.174668177516822620e+00,-1.639693897551632062e+01
-2.756887073182237913e+01,2.177156815872957285e+00,-1.639850359077705377e+01
-2.757001691399061016e+01,2.176324732735962719e+00,-1.639675525459395899e+01
-2.756781078597181889e+01,2.175980523816364087e+00,-1.639689562044945248e+01
-2.756819209269007231e+01,2.176767950953724107e+00,-1.639722166884071086e+01
-2.756981023757611382e+01,2.174757323296695688e+00,-1.639922999148047467e+01
-2.756986323533502414e+01,2.177427713785051733e+00,-1.639537394889798350e+01
-2.757047285350093091e+01,2.176647148033914902e+00,-1.639738892818393978e+01
-2.756886982974223699e+01,2.176318403060002016e+00,-1.639869314932448674e+01
-2.756835171850956456e+01,2.174928776316041201e+00,-1.639936439841744331e+01
-2.757103594260384227e+01,2.176385715341818905e+00,-1.639692930814558380e+01
-2.756822813239149639e+01,2.176275038348498558e+00,-1.639710550864316829e+01
-2.756847242717287116e+01,2.178693609401165521e+00,-1.639762644573675843e+01
-2.757071727159899055e+01,2.177710405008776995e+00,-1.639702423518220087e+01
-2.757013826340348217e+01,2.176099432620186125e+00,-1.639893606883749655e+01
-2.756871762469138432e+01,2.175659804040126488e+00,-1.639852858445432560e+01
-2.757038574444607448e+01,2.176435144307379499e+00,-1.639758979073886280e+01
-2.756920946441261222e+01,2.175690283601323660e+00,-1.639773555361003687e+01
-2.756947636817845648e+01,2.176364680449817346e+00,-1.639723510015396002e+01
-2.757031746435242425e+01,2.176735991386700597e+00,-1.639930288550124970e+01
-2.757033029383389433e+01,2.175495768386588313e+00,-1.639815359073273981e+01
-2.756941772871645924e+01,2.175538002299588491e+00,-1.639579157874131710e+01
-2.757098908867678588e+01,2.176526091731717738e+00,-1.639675662737005268e+01
-2.756805217333803171e+01,2.175700937057360118e+00,-1.639738189101473509e+01
-2.757079781727348688e+01,2.177186706864830512e+00,-1.639867551252329037e+01
-2.756843801695238483e+01,2.177213373013941133e+00,-1.639930728400075211e+01
-2.756980547353370525e+01,2.177062844459526580e+00,-1.639760477375134684e+01
-2.756955471971549088e+01,2.175489191683802392e+00,-1.639713629113325766e+01
-2.756888631019720037e+01,2.176861956737141668e+00,-1.639746501017595293e+01
-2.756995578141222580e+01,2.175954216553055875e+00,-1.639783420697127170e+01
-2.756993449013016217e+01,2.177571977888698385e+00,-1.639771172519314035e+01
-2.757139096334630324e+01,2.176309377921648913e+00,-1.639788922928469717e+01
-2.756900064323469479e+01,2.176660286656540766e+00,-1.639634615768304116e+01
-2.757068555068709870e+01,2.175817227543024757e+00,-1.639925145473904067e+01
-2.756938845437911567e+01,2.175778729106490506e+00,-1.639677936015308291e+01
-2.756949405076639081e+01,2.176763169398207243e+00,-1.639828793751394898e+01
-2.756979530463453898e+01,2.176308914445525211e+00,-1.639697360921325497e+01
-2.756899793076107485e+01,2.177309018217441494e+00,-1.639772152811336525e+01
-2.757064487733635261e+01,2.175670335328833804e+00,-1.639983204641013614e+01
-2.757002673546904958e+01,2.175662697141028890e+00,-1.639702491238283599e+01
-2.757093292125943407e+01,2.177954435289009005e+00,-1.639857258161760711e+01
-2.756789569719887467e+01,2.177479606087963759e+00,-1.639631607854732209e+01
-2.757078399115911438e+01,2.175237420231297403e+00,-1.639876332701687645e+01
-2.756858048710196130e+01,2.176734826163091885e+00,-1.639785414278437514e+01
-2.756919589451732477e+01,2.177719941228661860e+00,-1.639846223078152221e+01
-2.756829096074571339e+01,2.175442334494829044e+00,-1.639791740161449596e+01
-2.756895405999916804e+01,2.177196061754004930e+00,-1.639757817017021324e+01
-2.756768465901588883e+01,2.178048273858229411e+00,-1.639942750075570643e+01
-2.756893594888654775e+01,2.175008437284374097e+00,-1.639947470379218331e+01
-2.756907084292618393e+01,2.176839698592198502e+00,-1.639812747617857980e+01
-2.757099053365238106e+01,2.175734105435704890e+00,-1.639828662205139764e+01
-2.756865256767676087e+01,2.178327961058374118e+00,-1.639997125108621745e+01
-2.757002696551626642e+01,2.177318369608520321e+00,-1.639766506541688784e+01
-2.756923577511460977e+01,2.174728652461466627e+00,-1.639813024132750741e+01
-2.756931089478990060e+01,2.176378424037774817e+00,-1.639995110737435624e+01
-2.756875069731864514e+01,2.179163844309462306e+00,-1.639872603832324316e+01
-2.756944927150333413e+01,2.176048860135667784e+00,-1.639727297602980727e+01
-2.756791509238156834e+01,2.176473914864417658e+00,-1.639759672051210515e+01
-2.756960467538411663e+01,2.175667480353579375e+00,-1.639798624250228087e+01
-2.756949552655375513e+01,2.175900833703856563e+00,-1.639798568363904252e+01
-2.757170035778971240e+01,2.176843566269975216e+00,-1.639709043108155484e+01
-2.756831200675790328e+01,2.178485490830265103e+00,-1.639623870954942220e+01
-2.756861986597620628e+01,2.176992599493545733e+00,-1.639774345906581132e+01
-2.757008199668330661e+01,2.177107326953044097e+00,-1.639918665197036063e+01
-2.756910426934398117e+01,2.176821990947963581e+00,-1.639637911505164425e+01
-2.756927383763051154e+01,2.175178368878408541e+00,-1.639856236153677571e+01
-2.757103998897535391e+01,2.175811010521885969e+00,-1.639748980941822865e+01
-2.757084488564240488e+01,2.175836087794896123e+00,-1.639722997201886656e+01
-2.756928180861020294e+01,2.176725116690285233e+00,-1.639770729947513317e+01
-2.756786109797575435e+01,2.174883122666583457e+00,-1.639844487665819628e+01
-2.757193876579932734e+01,2.179291013381025266e+00,-1.639731550378929370e+01
-2.756941751055586565e+01,2.175038839935206525e+00,-1.639621961797090677e+01
-2.756874388800785525e+01,2.177097040226661839e+00,-1.639846768536283506e+01
-2.756955886029093961e+01,2.173610969229950562e+00,-1.639792523891519238e+01
-2.756861439300615757e+01,2.177747680626056503e+00,-1.639719815525879199e+01
-2.756840235124286309e+01,2.175808795492380376e+00,-1.639681949912606740e+01
-2.757058160286533166e+01,2.176026556530890943e+00,-1.639710881565546430e+01
-2.756984243452415484e+01,2.177624188938204419e+00,-1.639833631060907138e+01
-2.756935851798944981e+01,2.176921835796794547e+00,-1.639816606103736163e+01
-2.756799978327232736e+01,2.176664270579449667e+00,-1.639738876195680461e+01
-2.756931098986764894e+01,2.177114715586320859e+00,-1.639805157273347547e+01
-2.757072191647055703e+01,2.174497049144302974e+00,-1.639720875881893036e+01
-2.756940664217729875e+01,2.174684968117376549e+00,-1.639642675510309644e+01
-2.757066975275430920e+01,2.176310689061794257e+00,-1.639763094080205619e+01
-2.757035017912844665e+01,2.178735775515058037e+00,-1.639938969812097014e+01
-2.756807738465998625e+01,2.177837263998251061e+00,-1.639827705688271209e+01
-2.757001209150141463e+01,2.174942571569052241e+00,-1.639784086041817446e+01
-2.756791038265355098e+01,2.176570314852134924e+00,-1.639557943723922762e+01
-2.757028514884716586e+01,2.176742920331427023e+00,-1.639951323385510662e+01
-2.756902566794227027e+01,2.176727953661960591e+00,-1.639917589885875415e+01
-2.756841307684580400e+01,2.177228655390853973e+00,-1.639757565963796182e+01
-2.756996712478418488e+01,2.175732433732446403e+00,-1.639739148872096663e+01
-2.756864822401562520e+01,2.177230340978101086e+00,-1.639666147642317284e+01
-2.757018242290428844e+01,2.175712517996463369e+00,-1.639738762793109927e+01
-2.756974937984756480e+01,2.176168326479337445e+00,-1.639600816166505126e+01
-2.756855664189894739e+01,2.177249203319772342e+00,-1.639688185937679421e+01
-2.756706894305367683e+01,2.175591655122317558e+00,-1.639723451066716109e+01
-2.757065245733616266e+01,2.176116135511668048e+00,-1.639699547720137929e+01
-2.756808777953019884e+01,2.178040355191040778e+00,-1.639700255488574143e+01
-2.757008780048143137e+01,2.176363005335489209e+00,-1.639747832618865431e+01
-2.756982098006943360e+01,2.175693827691784321e+00,-1.639580748371622931e+01
-2.756971882417630582e+01,2.176554242675675876e+00,-1.639876530025051693e+01
-2.756907551235139664e+01,2.176904491315991841e+00,-1.639518371482580861e+01
-2.756995310995374382e+01,2.175771961525204912e+00,-1.639671682672438990e+01
