mag_x (uT),mag_y (uT),mag_z (uT)
2.756818263587073403e+01,-2.176491935810058731e+00,-1.639643514289407378e+01
2.756908560243990536e+01,-2.174521580554037214e+00,-1.639737518536365002e+01
2.757006372927577686e+01,-2.176483649073213122e+00,-1.639540186619719009e+01
2.756915946838518749e+01,-2.177755351040329135e+00,-1.639688841986037815e+01
2.756742957361721835e+01,-2.175851352094040791e+00,-1.639636846217145916e+01
2.756999121727574931e+01,-2.177297589584396675e+00,-1.639650189873977482e+01
2.756968316275611386e+01,-2.175928434828866109e+00,-1.639809900645583696e+01
2.756749080869467505e+01,-2.175842397699310204e+00,-1.639680617133891971e+01
2.757162273742576630e+01,-2.177353127421748358e+00,-1.639788380780417754e+01
2.757037319854723023e+01,-2.177415722065088044e+00,-1.639672344919133451e+01
2.757020150543447912e+01,-2.175065069167458010e+00,-1.639719947123912291e+01
2.756874966581565545e+01,-2.176290718677976077e+00,-1.639684331020128738e+01
2.756966663745789958e+01,-2.178246811417594131e+00,-1.639848062197733825e+01
2.756874501846173686e+01,-2.175056073289638903e+00,-1.639626726770012866e+01
2.757061911878677662e+01,-2.177872385285037460e+00,-1.639753488763980371e+01
2.757072102784736245e+01,-2.176787872067306839e+00,-1.639941881947604685e+01
2.757039349409500772e+01,-2.175992022425196737e+00,-1.639797000014802109e+01
2.757172339849336851e+01,-2.177908426451495849e+00,-1.639877658730659249e+01
2.756898100293246756e+01,-2.176286166618639939e+00,-1.639903898222145529e+01
2.756922687269857875e+01,-2.176039917843715976e+00,-1.639791484740212013e+01
2.757189471983498308e+01,-2.178491714646199284e+00,-1.639694371677541440e+01
2.756870315318244025e+01,-2.176773577810199978e+00,-1.639637333717736567e+01
2.756980479993351452e+01,-2.176495580202910229e+00,-1.639736652775973980e+01
2.757062551507613790e+01,-2.177015746687769315e+00,-1.639809659654450158e+01
2.757000279763043693e+01,-2.177619432464963367e+00,-1.639685630505576697e+01
2.756797172622437486e+01,-2.174800417046262702e+00,-1.639625106133438948e+01
2.756936858904974130e+01,-2.176368369839657202e+00,-1.639894859813865580e+01
2.757016665297984304e+01,-2.174139701893676779e+00,-1.639738522612427474e+01
2.757095415112457815e+01,-2.176960601750637103e+00,-1.639726295478753926e+01
2.756972781873565737e+01,-2.176046807008401363e+00,-1.639646486712740270e+01
2.757055859660674102e+01,-2.174657434020487834e+00,-1.639740848972543574e+01
2.756962218966176081e+01,-2.175153634060692287e+00,-1.639957189089986400e+01
2.757038742569150713e+01,-2.177170758502822601e+00,-1.639586420017822377e+01
2.756874403709272059e+01,-2.178353584055747305e+00,-1.639865755803237946e+01
2.756883478038666624e+01,-2.177028252515468054e+00,-1.639694900910793862e+01
2.756948838898261300e+01,-2.174756623288801816e+00,-1.639822023246455984e+01
2.757058057694261421e+01,-2.176123629062020726e+00,-1.639877895447832401e+01
2.756854589233111597e+01,-2.176273099524708599e+00,-1.639800283650757606e+01
2.757024940557159098e+01,-2.176516291415787840e+00,-1.639687235791332398e+01
2.757023113002598791e+01,-2.175856673095944771e+00,-1.639710755923219310e+01
2.756825469716605426e+01,-2.176249007538296532e+00,-1.639891722242792227e+01
2.757008391667531555e+01,-2.178178576503981390e+00,-1.639670795797374936e+01
2.756962338214653485e+01,-2.177366786647540131e+00,-1.639684722294011721e+01
2.757004850803705764e+01,-2.175955124049685718e+00,-1.639740312219814200e+01
2.757007217267987187e+01,-2.176376447537216929e+00,-1.639607122220164825e+01
2.756924196110640324e+01,-2.176845288529863698e+00,-1.639620574813761422e+01
2.756942158436865142e+01,-2.176218673038282425e+00,-1.639787158560141478e+01
2.756930103587681913e+01,-2.177216789539060837e+00,-1.639723140182611161e+01
2.756818191461206169e+01,-2.177206328047594841e+00,-1.639693273731984746e+01
2.757061273648604072e+01,-2.175791709574746324e+00,-1.639785400007293248e+01
2.756599788705878140e+01,-2.176847365774070564e+00,-1.639632597689663740e+01
2.756948062402837252e+01,-2.176828329038636323e+00,-1.639866328913215199e+01
2.756925765263893169e+01,-2.176598940076716282e+00,-1.639758495643821590e+01
2.756791061144317823e+01,-2.177212861152308498e+00,-1.639651385364144431e+01
2.757047502298188135e+01,-2.178090564181685451e+00,-1.639824684060335969e+01
2.756967044967718650e+01,-2.177106183061121136e+00,-1.639542154393883422e+01
2.757096615050256005e+01,-2.176573659258754567e+00,-1.639847055989508462e+01
2.756892920562933114e+01,-2.175361217350255227e+00,-1.639694500063760429e+01
2.756945676080396979e+01,-2.177353043159601320e+00,-1.639835859337636492e+01
2.756995681953019073e+01,-2.176989259428314227e+00,-1.639680638939401902e+01
2.757018375559218626e+01,-2.177952196053493328e+00,-1.639639317331675983e+01
2.757001345634163769e+01,-2.175975233181361101e+00,-1.639734471676334238e+01
2.756841978957761796e+01,-2.175714223693798299e+00,-1.639864150212269678e+01
2.756794213860536047e+01,-2.176319281268955130e+00,-1.639808846941072318e+01
2.756989580500724557e+01,-2.175658572943866886e+00,-1.639786224228564038e+01
2.756897867133782043e+01,-2.177189029729754921e+00,-1.639626568690525588e+01
2.756824184697776303e+01,-2.176401263047453849e+00,-1.639688685533866774e+01
2.756921253424016172e+01,-2.177181255905748181e+00,-1.639821020170371213e+01
2.757054200058061966e+01,-2.178780575369614780e+00,-1.639769432769920243e+01
2.756823285424889391e+01,-2.177069455370024276e+00,-1.639910203719360382e+01
2.756864680382495791e+01,-2.176744062973697158e+00,-1.639641495032423890e+01
2.756856101597050568e+01,-2.175704973680853804e+00,-1.639727671599229808e+01
2.756880066067153479e+01,-2.178074580905657420e+00,-1.639724857322712737e+01
2.757084540465341149e+01,-2.174576004481242997e+00,-1.639960257358959694e+01
2.756968678498664715e+01,-2.176828097483944902e+00,-1.639582000258964101e+01
2.756945725643633693e+01,-2.176261479231857088e+00,-1.639771947106885008e+01
2.756996286255218109e+01,-2.175205542000850034e+00,-1.639709653577140003e+01
2.756983671369755484e+01,-2.177752960887356259e+00,-1.639720069555540505e+01
2.757000045928250387e+01,-2.177000832892233895e+00,-1.639761310921029036e+01
2.756999709093266659e+01,-2.176212144373049107e+00,-1.639649550119106891e+01
2.756912043775803056e+01,-2.177091338729090442e+00,-1.639645998088394663e+01
2.756801696373639743e+01,-2.176626157882488144e+00,-1.639838003161154134e+01
2.756948703982085291e+01,-2.175965450169769611e+00,-1.639695004261316313e+01
2.756974884714598772e+01,-2.177079807369617370e+00,-1.639806479928313721e+01
2.756856502553691257e+01,-2.177724171781954876e+00,-1.639781648972104477e+01
2.756879233924625439e+01,-2.175963032468024139e+00,-1.639742362612075155e+01
2.757063710119580335e+01,-2.176895607894009377e+00,-1.639828298709860377e+01
2.756963155461742332e+01,-2.176289579479318892e+00,-1.639782096200408290e+01
2.756906286417079244e+01,-2.176725287139825493e+00,-1.639595562240903703e+01
2.756853469957174951e+01,-2.177160727818211239e+00,-1.639676374462078101e+01
2.756786658733775397e+01,-2.175838664285885127e+00,-1.639739937019056271e+01
2.757024082296612733e+01,-2.177231352943723053e+00,-1.639649368166270449e+01
2.756912842943766861e+01,-2.176951594276593127e+00,-1.639795401737178437e+01
2.756858447817603519e+01,-2.177451840448714648e+00,-1.639723680220440727e+01
2.756937709492322952e+01,-2.175998228251902145e+00,-1.639682088390674863e+01
2.756931506711962498e+01,-2.176159204038683903e+00,-1.639556017897452023e+01
2.757024520854844951e+01,-2.177587712917400165e+00,-1.639850087056055017e+01
2.756980794386909750e+01,-2.175924912042926263e+00,-1.639714931352391147e+01
2.756809319785638479e+01,-2.175736360502371181e+00,-1.639694541089337676e+01
2.756889106517823507e+01,-2.176055170977728714e+00,-1.639794844457104972e+01
2.756891964653894078e+01,-2.178047561987052294e+00,-1.639919211510796515e+01
2.757052765163054175e+01,-2.177910547687260223e+00,-1.639718191879637388e+01
2.757040226995064458e+01,-2.176381212094986584e+00,-1.639822606143302153e+01
2.757050204437214802e+01,-2.176766177951242831e+00,-1.639752187444696574e+01
2.756956997725972514e+01,-2.176975611746811090e+00,-1.639617809382476210e+01
2.757041103195984988e+01,-2.176820420015289415e+00,-1.639728519787245276e+01
2.756901614925359212e+01,-2.177374950128545539e+00,-1.639855584500962493e+01
2.756892697096064282e+01,-2.175915475700322066e+00,-1.639764249355555137e+01
2.756785359559694015e+01,-2.177628170117893447e+00,-1.639789020485072513e+01
2.756899347809336476e+01,-2.176445675217999476e+00,-1.639732437378613739e+01
2.757048014225076216e+01,-2.176230171609888853e+00,-1.639857520289401194e+01
2.756838792900342483e+01,-2.174597727611905285e+00,-1.639743942986005720e+01
2.756995123938601822e+01,-2.176219222606956105e+00,-1.639774323471142381e+01
2.757155521947332844e+01,-2.179973852301589243e+00,-1.639843352094988305e+01
2.756978613711106618e+01,-2.175288279141260883e+00,-1.639856433264539959e+01
2.756885677945156843e+01,-2.176295796500632207e+00,-1.639825208291539482e+01
2.756773516100465571e+01,-2.175703379199195098e+00,-1.639728016485448947e+01
2.757074578573124057e+01,-2.175936745044978693e+00,-1.639836367610199019e+01
2.756960802675368782e+01,-2.176236858859344370e+00,-1.639779067586985306e+01
2.757158564155806602e+01,-2.177797611112304743e+00,-1.639924943865306872e+01
2.756716515109800270e+01,-2.178418556708545673e+00,-1.639760483491539489e+01
2.756916267348170990e+01,-2.177908197278044522e+00,-1.639861433449071981e+01
2.757095687503491277e+01,-2.178280147512655418e+00,-1.639772528986288691e+01
2.756984029889052579e+01,-2.177158537874945843e+00,-1.639746787601103506e+01
2.756888085655208087e+01,-2.176406911429107804e+00,-1.639737866964732405e+01
2.756929344049349240e+01,-2.176014838150384989e+00,-1.639843718899280844e+01
2.756864083519796083e+01,-2.175745368168667593e+00,-1.639802163434944760e+01
2.757030854499618755e+01,-2.175578562816932848e+00,-1.639720994845072255e+01
2.757049601199453193e+01,-2.176080502640165282e+00,-1.639760302294768479e+01
2.756863411063017821e+01,-2.176091590205956994e+00,-1.639874335246955184e+01
2.757094410483350799e+01,-2.175950784485351619e+00,-1.639941671537439660e+01
2.756891022073942565e+01,-2.176762167510356782e+00,-1.639664155472873475e+01
2.756958357273139626e+01,-2.175971763635654810e+00,-1.639744786515451125e+01
2.757133443881900803e+01,-2.174726024399902702e+00,-1.639737251231436943e+01
2.756940607280892408e+01,-2.174758573965843489e+00,-1.639895405604355716e+01
2.756932663779538473e+01,-2.176349862097708421e+00,-1.639687437966783889e+01
2.757002432531718128e+01,-2.176267884352648174e+00,-1.639740910108695360e+01
2.757110363872877556e+01,-2.177032502078767529e+00,-1.639775860698922472e+01
2.757115804975983409e+01,-2.176934518083669001e+00,-1.639845903091348234e+01
2.756976964853419432e+01,-2.175558557351395805e+00,-1.639815768339285285e+01
2.757007194486996227e+01,-2.177973165352727669e+00,-1.640003333050173140e+01
2.756835532971255631e+01,-2.175124462000861403e+00,-1.639794964499996865e+01
2.756846712051085291e+01,-2.176941779874724148e+00,-1.639765053022570029e+01
2.757008526938181703e+01,-2.177296287083116955e+00,-1.639643791207603840e+01
2.757042610444574393e+01,-2.176825287047133184e+00,-1.639791041653202086e+01
2.757072204140536442e+01,-2.175132401706258989e+00,-1.639796864908037932e+01
2.756823981209544527e+01,-2.177056554392576171e+00,-1.639690747936307957e+01
2.756878271975693195e+01,-2.176823522456385440e+00,-1.639890365741604938e+01
2.756808608998517229e+01,-2.178486990305611215e+00,-1.639803932793777363e+01
2.756894712551313376e+01,-2.175892240283086920e+00,-1.639812846659889800e+01
2.756902339931234636e+01,-2.175580885851517987e+00,-1.639885778411589712e+01
2.756934719619597729e+01,-2.175664548197754122e+00,-1.639712345991559772e+01
2.756902796979556314e+01,-2.177425606574810768e+00,-1.639837291902272653e+01
2.756860981696465629e+01,-2.175598721235377564e+00,-1.639713033738757630e+01
2.757003844425648964e+01,-2.177044444968113890e+00,-1.639701221110492213e+01
2.756809694295867885e+01,-2.177361506042855055e+00,-1.639629248028048636e+01
2.757038674152256164e+01,-2.178188369602335417e+00,-1.639762559588180579e+01
2.756847022980954875e+01,-2.176882289779686452e+00,-1.639640532791085548e+01
2.757165462598672789e+01,-2.174983566080933794e+00,-1.639589500471890560e+01
2.756843267228406802e+01,-2.176295082667938807e+00,-1.639576232196405670e+01
2.756932064627219603e+01,-2.177681120495338352e+00,-1.639716112078529520e+01
2.756891355192562543e+01,-2.176382349346234868e+00,-1.639809993672776400e+01
2.756905545348034892e+01,-2.176826540667877286e+00,-1.639843028580614614e+01
2.757070624246643220e+01,-2.176387619366020765e+00,-1.639783583179229964e+01
2.756814365148706969e+01,-2.176330241722612246e+00,-1.639647718420753364e+01
2.757126896489897305e+01,-2.175175494296663015e+00,-1.639753744755660847e+01
2.756956162166385838e+01,-2.176147558016669592e+00,-1.639725041217209878e+01
2.756848726769857549e+01,-2.177804246950838962e+00,-1.639860591567518000e+01
2.756757283139342007e+01,-2.176656024429431291e+00,-1.639834197284641704e+01
2.756720985990892814e+01,-2.178152916418509832e+00,-1.639874981075449512e+01
2.757185153136971678e+01,-2.176058430927269693e+00,-1.639824658003982094e+01
2.757090247777224690e+01,-2.176606095411610209e+00,-1.639708565612716740e+01
2.757009456822832405e+01,-2.175661320924168418e+00,-1.639777624353694208e+01
2.756995453043400346e+01,-2.177464452008067486e+00,-1.639744939841031979e+01
2.756965329462528658e+01,-2.178136671635320987e+00,-1.639999437534175897e+01
2.757040719129447126e+01,-2.176800847711595210e+00,-1.639762777222655643e+01
2.756918157499548627e+01,-2.176293700471148451e+00,-1.639519800844225372e+01
2.756978006682230031e+01,-2.176962640780527813e+00,-1.639797966601069135e+01
2.757147586431667108e+01,-2.176952056233222077e+00,-1.639717517391459012e+01
2.756994691480296567e+01,-2.176959361966715356e+00,-1.639744440469429421e+01
2.756986266165866439e+01,-2.176517450492124528e+00,-1.639698695560051078e+01
2.756830442969563677e+01,-2.175461020060010409e+00,-1.639706238034306907e+01
2.756975146956947498e+01,-2.174831546108339619e+00,-1.639618771244038697e+01
2.757002637327646255e+01,-2.175898523326964984e+00,-1.639761106568546722e+01
2.756825354530248262e+01,-2.178606326352341860e+00,-1.639648763963839784e+01
2.756912998340137833e+01,-2.177240958197458998e+00,-1.639687014029152934e+01
2.756833991815107865e+01,-2.177009101384662859e+00,-1.639676430132787743e+01
2.756868154913232871e+01,-2.176389909185868277e+00,-1.639650132365603241e+01
2.756965312372151189e+01,-2.176702267328904927e+00,-1.639639797265702725e+01
2.757080753538788542e+01,-2.177320481504522398e+00,-1.639801256318659028e+01
2.756900239485238302e+01,-2.175420500283768543e+00,-1.639708125103022240e+01
2.756860654949690570e+01,-2.176144232608020257e+00,-1.639790597115156601e+01
2.756924689120143057e+01,-2.176097546931461846e+00,-1.639828786681007244e+01
2.756734987319374497e+01,-2.175542930831333877e+00,-1.639667659878945472e+01
2.756995573471048289e+01,-2.176733700194108945e+00,-1.639808687889400574e+01
2.756970343781561894e+01,-2.175561729118574483e+00,-1.639871573763043955e+01
2.756944760194294020e+01,-2.177800992874707742e+00,-1.639675929271155042e+01
2.756907431479696768e+01,-2.177823773435813237e+00,-1.639573667946483226e+01
2.757003985100962495e+01,-2.175444397592502188e+00,-1.639633839185855635e+01
2.757098502277429830e+01,-2.177095779417511423e+00,-1.639755106833999321e+01
2.756965282172206244e+01,-2.177392302152789227e+00,-1.639806658047455556e+01
2.756799016196404395e+01,-2.175921670238150973e+00,-1.639749510031025892e+01
2.756963207280420747e+01,-2.176508212955898358e+00,-1.639906236157147035e+01
2.757032817403007385e+01,-2.176702862163900409e+00,-1.639928803020362480e+01
2.756823350308330944e+01,-2.176814471676319585e+00,-1.639674186483349061e+01
2.756926774877397079e+01,-2.176489302768196854e+00,-1.639671760838633574e+01
2.756866737561593084e+01,-2.176856679056267119e+00,-1.639730893895168506e+01
2.756849546826392583e+01,-2.174553662228952522e+00,-1.639528059012337380e+01
2.756889652034740479e+01,-2.176650116348902930e+00,-1.639642278595584202e+01
2.757032497352460609e+01,-2.176259850606875101e+00,-1.639885070213538398e+01
2.757071634392939430e+01,-2.177624012512898943e+00,-1.639847575148853664e+01
2.756931820100986386e+01,-2.177077542104567165e+00,-1.639743746246476519e+01
2.756967099895760143e+01,-2.175563545739824800e+00,-1.639643539914184700e+01
2.757077050294211418e+01,-2.176431298456970698e+00,-1.639649529215418511e+01
2.757142709935497749e+01,-2.177127104712511141e+00,-1.639678377553898159e+01
2.757007128011794705e+01,-2.177844794104866200e+00,-1.639766484969950611e+01
2.757090647489431134e+01,-2.176961967331219050e+00,-1.639628330648491428e+01
2.756806543480462324e+01,-2.176703216888542070e+00,-1.639727220223836568e+01
2.756940289352070650e+01,-2.176443382702061058e+00,-1.639876199974920468e+01
2.756908356674856364e+01,-2.177609688378742359e+00,-1.639564326312968845e+01
2.757040674722582807e+01,-2.175822588531439727e+00,-1.639731525564783610e+01
2.757038449594611151e+01,-2.175954456899987566e+00,-1.639767811712563628e+01
2.756998447679752928e+01,-2.177064231103722047e+00,-1.639564089231535959e+01
2.757003205181569072e+01,-2.175483982721090115e+00,-1.639618986908077147e+01
2.756981842283197892e+01,-2.176799696556267705e+00,-1.639953001026147561e+01
2.756788088459610364e+01,-2.175205010277613926e+00,-1.639755619763121786e+01
2.757166519950197525e+01,-2.177005676304820447e+00,-1.639754380167907755e+01
2.756838262684199492e+01,-2.175259745450367710e+00,-1.639701928563149380e+01
2.757059681269219098e+01,-2.175735434755548425e+00,-1.639830031495089813e+01
2.757033990190014805e+01,-2.177509681795596119e+00,-1.639744357523409235e+01
2.757089058368207546e+01,-2.177720556245971828e+00,-1.639753897444825625e+01
2.756976942568823219e+01,-2.177334491787573434e+00,-1.639736141634701738e+01
2.756993480096841864e+01,-2.175439857897899287e+00,-1.639812282476667704e+01
2.756892181538117015e+01,-2.178246286094673856e+00,-1.639585124636451852e+01
2.757032810708320270e+01,-2.176576006942733787e+00,-1.639720169044027998e+01
2.756857740842490756e+01,-2.176211200982746785e+00,-1.639762067151722036e+01
2.756826339701337503e+01,-2.176415444970180690e+00,-1.639857162970108817e+01
2.756907075461232637e+01,-2.177628140224052711e+00,-1.639674858784579570e+01
2.756871652819895857e+01,-2.177445641169405199e+00,-1.639729835585271900e+01
2.756911487955560602e+01,-2.177841947703849534e+00,-1.639866178155689269e+01
2.756837982656270469e+01,-2.176740326772411915e+00,-1.639521852320531892e+01
2.756977958607203050e+01,-2.177943665472997559e+00,-1.639725691311894451e+01
2.757017770288691594e+01,-2.175841727998553132e+00,-1.639748721162296974e+01
2.756875505510032198e+01,-2.176719417984045446e+00,-1.639913337812485850e+01
2.756916311109338480e+01,-2.177695595832817688e+00,-1.639800815882361107e+01
2.756976915658815486e+01,-2.177719077117864277e+00,-1.639965424162614127e+01
2.756812870015791717e+01,-2.176603021491172463e+00,-1.639874646164181371e+01
2.756980063372108702e+01,-2.176660524144953701e+00,-1.639812665659000501e+01
2.756994316072759688e+01,-2.175539555062851793e+00,-1.639570000524917859e+01
2.756961504605353497e+01,-2.175513648765634134e+00,-1.639808226143000169e+01
2.757078613115145060e+01,-2.175068335424009458e+00,-1.639825509404162318e+01
2.756920866657359781e+01,-2.177008771853734981e+00,-1.639734567666301146e+01
2.757165092637026405e+01,-2.175376755463474865e+00,-1.639807553955179742e+01
2.757039200243981369e+01,-2.177402134380203247e+00,-1.639730953697260674e+01
2.757025200471028725e+01,-2.175996632235500883e+00,-1.639694184239874630e+01
2.757087684000480365e+01,-2.178161573523993422e+00,-1.639961231596625524e+01
2.757031094159156481e+01,-2.176459002878768700e+00,-1.639738624405911693e+01
2.757009110791151230e+01,-2.176100184028162410e+00,-1.639748630999162415e+01
2.756814951701713667e+01,-2.176476735565564979e+00,-1.639839259467694887e+01
2.756916011605530414e+01,-2.178180343521128215e+00,-1.639588922932454196e+01
2.756956952654389781e+01,-2.174327715209296574e+00,-1.639616163605861487e+01
2.756787094731650001e+01,-2.176806831031028899e+00,-1.639866627007597089e+01
2.756877155466527185e+01,-2.177807144506654691e+00,-1.639617192876504248e+01
2.756856321840670532e+01,-2.175017320487440564e+00,-1.639770524494040060e+01
2.757019731092030668e+01,-2.177128168547132425e+00,-1.639821957820882758e+01
2.757088706768970354e+01,-2.177845758894247030e+00,-1.639852802822710132e+01
2.757070631641362723e+01,-2.177509338720323484e+00,-1.639922364848824898e+01
2.756933076640734015e+01,-2.175798652109491194e+00,-1.639713963494102344e+01
2.756899220399323269e+01,-2.177030695071087596e+00,-1.639652187029561858e+01
2.757055942309630225e+01,-2.177651817100635601e+00,-1.639738265623234881e+01
2.757048939445600411e+01,-2.176444239540525682e+00,-1.639818747423722556e+01
2.756902200146555515e+01,-2.175605049233920507e+00,-1.639864641860955885e+01
2.757034783044227666e+01,-2.176968253019033295e+00,-1.639683025359931889e+01
2.756920144198582889e+01,-2.176221123334010965e+00,-1.639898677472066524e+01
2.756852587387774278e+01,-2.176684617212242046e+00,-1.639782491400360698e+01
2.756864193539970387e+01,-2.174644371450965785e+00,-1.639672397292219586e+01
2.757032317554831380e+01,-2.177609886419436869e+00,-1.639641578997543903e+01
2.757075304553902484e+01,-2.178708162556372230e+00,-1.639759377555576236e+01
2.756965573074465325e+01,-2.176698772541568960e+00,-1.639725407485872211e+01
2.756872563422639644e+01,-2.176889136817499182e+00,-1.639649954534326071e+01
2.756982322326371460e+01,-2.178170363962231626e+00,-1.639867678342254820e+01
2.757077419936336682e+01,-2.176597379927030840e+00,-1.639618824413538078e+01
2.757067839296755096e+01,-2.176422858506765312e+00,-1.639986345713864679e+01
2.756979435390303479e+01,-2.177389805023143499e+00,-1.639789866867680601e+01
2.756799975173069583e+01,-2.176813249110509663e+00,-1.639644897281378277e+01
2.757207900362244146e+01,-2.176652532323959832e+00,-1.639787155917835548e+01
2.756914094064166676e+01,-2.177063720584666129e+00,-1.639784256490609593e+01
2.756968871583672964e+01,-2.175751457246455356e+00,-1.639703909959875361e+01
2.756943833181389181e+01,-2.177012521084409791e+00,-1.639747261098147746e+01
2.756848911631698584e+01,-2.176676246491889177e+00,-1.639608875207492034e+01
2.756969756329119292e+01,-2.176315122741221408e+00,-1.639779033461825364e+01
2.757039942229773999e+01,-2.175329306842149091e+00,-1.639817565359048857e+01
2.756872216023447208e+01,-2.176522921099532937e+00,-1.639677768655118584e+01
2.757057614658831213e+01,-2.175610697109005454e+00,-1.640003897763089569e+01
2.756886876780347251e+01,-2.175522882632729527e+00,-1.639749314708249628e+01
2.757043277390055280e+01,-2.177098598336707713e+00,-1.639892454466070859e+01
2.756889745337675635e+01,-2.175254368961875517e+00,-1.639732413113779330e+01
2.757051250980918056e+01,-2.178881609998275959e+00,-1.639767628448543491e+01
2.756956210849289590e+01,-2.177225618343909375e+00,-1.639680786197448370e+01
2.757110943995927244e+01,-2.176589181349990021e+00,-1.639595496505316419e+01
2.757047809286578754e+01,-2.177531153965488908e+00,-1.639717600268814124e+01
2.757004921338759118e+01,-2.176959618116178774e+00,-1.639822119664705369e+01
2.757114037939635054e+01,-2.177057249641816572e+00,-1.639847232442819092e+01
2.756893218436137616e+01,-2.175658254515503653e+00,-1.639687224365889762e+01
2.757116357765956849e+01,-2.175506557276692732e+00,-1.639901248890573271e+01
2.756942413041744544e+01,-2.176273475555685621e+00,-1.639730804835491540e+01
2.756783045392031184e+01,-2.175587388839024250e+00,-1.639727416283187011e+01
2.757196677475668878e+01,-2.177037037446013290e+00,-1.639904438519772256e+01
2.756765379357365831e+01,-2.176235447941893941e+00,-1.639600589766723715e+01
2.756918600321770185e+01,-2.175905565060963553e+00,-1.639693934830058808e+01
2.757053409524343124e+01,-2.176615932113400209e+00,-1.639805546530988067e+01
2.756979303508652634e+01,-2.176628153270771637e+00,-1.639797796901442695e+01
2.756905880161397349e+01,-2.177011782758112357e+00,-1.639832257541338478e+01
2.757238406702607847e+01,-2.177320020832036906e+00,-1.639623631801987358e+01
2.756856708699751835e+01,-2.177222223971631454e+00,-1.639660715484127351e+01
2.756801281803875270e+01,-2.178327802478874808e+00,-1.639797466528541037e+01
2.757022838728543235e+01,-2.177521200715229366e+00,-1.639868642384193720e+01
2.756898132725700279e+01,-2.174933326297068703e+00,-1.639760296034336662e+01
2.756931072413178896e+01,-2.175809053370154178e+00,-1.639771765180041996e+01
2.757009181671720199e+01,-2.177173828624720642e+00,-1.639700482292635897e+01
2.757052187182640424e+01,-2.177139616679065082e+00,-1.639796076853095741e+01
2.756775535282971035e+01,-2.175755913114176820e+00,-1.639693944327883202e+01
2.757147218051811066e+01,-2.175633860302406131e+00,-1.639761729124880674e+01
2.756942160855576773e+01,-2.176986666809323179e+00,-1.639814115044885412e+01
2.756838154699958565e+01,-2.175958593371806860e+00,-1.639838626056291915e+01
2.756929666869730511e+01,-2.176702880401678364e+00,-1.639762613352191778e+01
2.757002683282676614e+01,-2.179241274546580343e+00,-1.639726660558008220e+01
2.756953315762949330e+01,-2.176374811558477784e+00,-1.639818630089813922e+01
2.757056870609298116e+01,-2.177972009592176406e+00,-1.639705817474400362e+01
2.757054840220917313e+01,-2.176943928294836184e+00,-1.639888598664846242e+01
2.757026977315371141e+01,-2.177198222278994066e+00,-1.639694041227392418e+01
2.756895783926927379e+01,-2.176248524080493407e+00,-1.639801237032046899e+01
2.757178859417068040e+01,-2.178073206281506025e+00,-1.639670062502908365e+01
2.757022066304194752e+01,-2.175601992353485059e+00,-1.639719452470659178e+01
2.756919735014487571e+01,-2.177204680796711145e+00,-1.639871099089581108e+01
2.757037324783012622e+01,-2.175791442105351692e+00,-1.639723731037870991e+01
2.756869484483962296e+01,-2.175990480892767920e+00,-1.639678542392252680e+01
2.756921241055091798e+01,-2.176671966704293304e+00,-1.639560167061678086e+01
2.757044749372151671e+01,-2.176563622663814090e+00,-1.639906870479558521e+01
2.756980763114358268e+01,-2.177667818680403489e+00,-1.639698477681473676e+01
2.757085549803692004e+01,-2.173874521884667566e+00,-1.639833611714104933e+01
2.756753317538771952e+01,-2.176784500016727186e+00,-1.639871600862021239e+01
2.756885416862245819e+01,-2.175736300962229475e+00,-1.639672897811778896e+01
2.757041604918824973e+01,-2.175577210262932937e+00,-1.639818218657400450e+01
2.756907777210489385e+01,-2.174722505140292306e+00,-1.639798060292160997e+01
2.756997226800818979e+01,-2.174932423742638843e+00,-1.639683891637437796e+01
2.756902279813046519e+01,-2.174317440594454087e+00,-1.639518348926560165e+01
2.756978969284222103e+01,-2.176707441552373723e+00,-1.639638522572355939e+01
2.757034375403341642e+01,-2.177751115235100787e+00,-1.639726817269381343e+01
2.756905657789204867e+01,-2.177175255733078796e+00,-1.639699272253352902e+01
2.756989792655093652e+01,-2.177170256793006242e+00,-1.639749918381454918e+01
2.756953256761529047e+01,-2.174886347809072085e+00,-1.639789258561300400e+01
2.757111600973113141e+01,-2.177618980039401908e+00,-1.639790754559232866e+01
2.756877726371428494e+01,-2.175452748257867608e+00,-1.639699021633891007e+01
2.756910059044699324e+01,-2.174486021782233713e+00,-1.639597578750884921e+01
2.757006051613740638e+01,-2.176315254965977442e+00,-1.639608441577067310e+01
2.756824789909924789e+01,-2.178024004504814037e+00,-1.639774203379630535e+01
2.756956887081209473e+01,-2.178579102398564782e+00,-1.639830728690370165e+01
2.756953622987240138e+01,-2.177167031646938256e+00,-1.639733523311565477e+01
2.757003836442589773e+01,-2.175356857657102516e+00,-1.639769879368357763e+01
2.757012987991231157e+01,-2.175186245743288449e+00,-1.639597791120711534e+01
2.757090257914367726e+01,-2.175909012970887790e+00,-1.639735338295442091e+01
2.756905711579870299e+01,-2.175771369878639394e+00,-1.639746834134973597e+01
2.756955249713461953e+01,-2.174803960473166597e+00,-1.639740928586914137e+01
2.756926194522575102e+01,-2.175469718209093184e+00,-1.639626442482311575e+01
2.756962263922494571e+01,-2.176507388769864715e+00,-1.639898403842289198e+01
2.756842878199919511e+01,-2.176387287834246287e+00,-1.639656000863294594e+01
