accel_bias_x (m/s^2),accel_bias_y (m/s^2),accel_bias_z (m/s^2)
-3.120350214177374328e-04,-9.999951035679888189e-02,2.371804975173591272e-05
5.076499043692995046e-05,-9.999997585706316139e-02,4.745000029411233788e-05
1.592962970202227489e-04,-9.999985822106702282e-02,5.459355504871409346e-05
-1.745731317356039221e-04,-9.999984224339644734e-02,3.279508351136284399e-05
-1.166636551408934167e-04,-9.999992535871399246e-02,3.630211015003823239e-05
-1.166690555597580108e-04,-9.999992518181197165e-02,3.676905605192059857e-05
1.776070498975843102e-04,-9.999982663994719245e-02,5.592598980308179280e-05
1.324802710140795105e-04,-9.999989814715820602e-02,5.309930109020525251e-05
9.658860574379746526e-05,-9.999994036441113565e-02,5.096818083698943666e-05
2.691993011051287138e-05,-9.999998567002260641e-02,4.627431944491547058e-05
-3.578810810492683687e-04,-9.999935725814600163e-02,2.165847445456774427e-05
9.133229182652157863e-05,-9.999994525168501291e-02,5.106929086519525988e-05
-9.461214245827643903e-05,-9.999994760732844323e-02,3.907779508263817432e-05
-1.578011053824278842e-04,-9.999986934580847031e-02,3.506611433223965219e-05
1.908007585959210545e-04,-9.999980139163358595e-02,5.759083570905428881e-05
2.279050092669906383e-05,-9.999998610187336989e-02,4.754175219948876953e-05
-1.580123233352203984e-05,-9.999998856181188667e-02,4.514375428678406543e-05
-1.443770944743566996e-04,-9.999988919579919089e-02,3.627785109408358121e-05
-1.961067387687400127e-04,-9.999980239982658725e-02,3.259052999291991705e-05
-7.987480916822560289e-05,-9.999996010194334151e-02,3.999530722725332110e-05
-3.603118284284136910e-04,-9.999934840233613842e-02,2.223723200566131615e-05
-2.347403453343454487e-04,-9.999971984660310786e-02,3.045605300776927361e-05
1.166594222667866911e-05,-9.999998859687468655e-02,4.630907822153458944e-05
6.783526693446439060e-05,-9.999996418054991898e-02,5.061882348014721964e-05
1.640479329875936326e-04,-9.999984929458383132e-02,5.682724884231079443e-05
-2.393200958446193563e-04,-9.999970882367484326e-02,3.100116084931365580e-05
-2.387321782316138114e-04,-9.999971023848142071e-02,3.097041866860410171e-05
-1.477937978169209662e-04,-9.999988395605352576e-02,3.695631416862757884e-05
-4.835436948355392186e-04,-9.999882969840362401e-02,1.563473243656620756e-05
-1.423682730921096930e-04,-9.999989145794618839e-02,3.794303355501000663e-05
-2.343960751523076254e-05,-9.999998703268138389e-02,4.521115298367717688e-05
-1.557448742654466095e-04,-9.999987187806134992e-02,3.698520585243492349e-05
-1.916458142973138218e-05,-9.999998752523094059e-02,4.612670025092789313e-05
-1.259162597235958527e-04,-9.999991311063310961e-02,3.902513765461456785e-05
1.845194852580439387e-04,-9.999981244917340029e-02,5.884462342559915681e-05
-7.117994237684935690e-05,-9.999996541988738497e-02,4.300508264067342407e-05
1.880980580514721314e-05,-9.999998647045743594e-02,4.849844879566830792e-05
-4.182938381193442593e-05,-9.999998129390992585e-02,4.462645307263722415e-05
-2.803429126519790015e-05,-9.999998544749069684e-02,4.609316829582741580e-05
-2.776473592788429568e-04,-9.999960981031082163e-02,3.081768115525520602e-05
1.185064280509336133e-04,-9.999991371279381980e-02,5.668915506545948156e-05
-3.238574229040460241e-04,-9.999947139433509880e-02,2.893480931792833896e-05
5.334350690020728182e-05,-9.999997163055442118e-02,5.318231455971547417e-05
1.293432462551246341e-04,-9.999989974261819237e-02,5.763498038521318117e-05
-1.367932306240061827e-04,-9.999989840383194384e-02,4.008535079809520267e-05
1.221967580121034237e-04,-9.999990950917829469e-02,5.626818362066612081e-05
-5.448739311118433069e-04,-9.999851465730444366e-02,1.336907125842109667e-05
2.259151935625994690e-04,-9.999972495845355080e-02,6.301237151536506114e-05
-6.241605647783928499e-05,-9.999997065922039408e-02,4.441160832725429830e-05
2.560769822410330766e-04,-9.999965127137859511e-02,6.457694510315387267e-05
-1.605022847212820897e-04,-9.999986378838465750e-02,3.848793466652908872e-05
-5.033448634950841218e-05,-9.999997715102054707e-02,4.512465905368547638e-05
-6.718455548915180583e-04,-9.999774292802611486e-02,5.731559772761035042e-06
1.430553694542616226e-04,-9.999988078004880265e-02,5.813034748876436006e-05
6.179627443617838843e-05,-9.999996723981188773e-02,5.228056056356275924e-05
-1.894299402647500036e-04,-9.999981388462254872e-02,3.659697504816024734e-05
-2.076486053085299449e-04,-9.999977811925475635e-02,3.547050229096367524e-05
-1.807738594329525513e-04,-9.999982995075769321e-02,3.647781910815320902e-05
1.674192715326646840e-04,-9.999984242592815931e-02,5.903877590510749757e-05
5.448584429335140921e-05,-9.999997186083253720e-02,5.156670898212912277e-05
6.313132090863071244e-05,-9.999996663412552556e-02,5.184216528732317838e-05
-3.652168149363575669e-04,-9.999932995737093044e-02,2.499509849246050197e-05
-2.931783817670559605e-04,-9.999956583724101122e-02,2.964455711350399357e-05
5.093263752612824926e-04,-9.999867009462831691e-02,8.103054458279501204e-05
-4.557840357577083029e-04,-9.999895951578381681e-02,1.888579824122286999e-05
3.933323576150319961e-05,-9.999997964337006828e-02,5.024163751736648219e-05
-3.498602208296321017e-04,-9.999938476682883326e-02,2.537876284177115595e-05
1.163144600253874338e-05,-9.999998768464049559e-02,4.824708502532151452e-05
-2.141276297442591724e-04,-9.999976477844568779e-02,3.454871505307496025e-05
3.146277062319349609e-04,-9.999948179407969207e-02,6.819326945272447189e-05
-3.620091886934386372e-04,-9.999934157861674333e-02,2.516327548449743675e-05
-1.784812297668254670e-04,-9.999983398811218560e-02,3.669878230673186614e-05
-2.260869674283951143e-04,-9.999973865682777741e-02,3.395952451497466436e-05
6.086843774052296826e-05,-9.999996805847660708e-02,5.180093577492869477e-05
-2.345159738858220843e-05,-9.999998615832335347e-02,4.709944500278936909e-05
-3.925163692891867214e-04,-9.999922702800070895e-02,2.290637939077127153e-05
-2.418701521731043990e-04,-9.999970226674491369e-02,3.233252020065797565e-05
1.367985850521524630e-04,-9.999989042395256156e-02,5.658042603619222268e-05
-3.812815768011202104e-05,-9.999998250413238976e-02,4.522628450885876378e-05
1.578557719523371620e-04,-9.999985843844888533e-02,5.825672015503918490e-05
-1.975432691527639895e-04,-9.999979863361441179e-02,3.535383122289305244e-05
-1.472436577937609751e-04,-9.999988413595452263e-02,3.862772210412509242e-05
-5.039868722939430326e-06,-9.999998821722777542e-02,4.828202593480632095e-05
-6.430050294780908268e-05,-9.999996927475808539e-02,4.483851870637977580e-05
-1.061909780689831832e-04,-9.999993466894868677e-02,4.230463533988208422e-05
-1.740753166186967990e-04,-9.999984112266735448e-02,3.838261892276126721e-05
-3.239764185479243087e-04,-9.999947123995484022e-02,2.812489413050874869e-05
4.129363584239184663e-05,-9.999997872436529323e-02,5.049714971282158856e-05
9.643795127076049860e-05,-9.999993887076741306e-02,5.408848619919557672e-05
-8.204106013452578641e-05,-9.999995739410483253e-02,4.231361095266230775e-05
-1.102695289698094939e-04,-9.999993118129187064e-02,4.005456116632030733e-05
-2.630792398372627816e-04,-9.999964921570586585e-02,3.075791510626621256e-05
-1.120853510328267299e-04,-9.999992906012267202e-02,4.030936018403777707e-05
2.861082761869384510e-05,-9.999998351698535792e-02,4.977974690156206842e-05
-2.510503269194333141e-04,-9.999967975541995679e-02,3.197728575279717278e-05
1.911928346458794238e-04,-9.999979936144232084e-02,5.977433613965410291e-05
-7.728756205616348638e-05,-9.999996106524636219e-02,4.258617103859526254e-05
-3.849898213939256916e-05,-9.999998229733787769e-02,4.536915787732329433e-05
-1.528948975835957909e-04,-9.999987565278270485e-02,3.863390078448811866e-05
-1.448180070729859770e-04,-9.999988759197150912e-02,3.885019808090478294e-05
1.673570517131513702e-04,-9.999984241343508329e-02,5.923601432052591882e-05
-5.452090879974812269e-05,-9.999997471821445161e-02,4.564895374821429665e-05
-1.162390799533589660e-04,-9.999992382981764960e-02,4.150309579176476448e-05
-2.340507003671038271e-04,-9.999972036570922707e-02,3.386812097132144915e-05
1.474724927407614419e-04,-9.999987427715617549e-02,5.827878555236976906e-05
-5.395595204030861859e-04,-9.999854332711846649e-02,1.442145459653176215e-05
-2.031225458128404788e-04,-9.999978725264985213e-02,3.592570325566705818e-05
8.545678167412808408e-05,-9.999994877140110094e-02,5.424809327457782624e-05
-2.320728862082063976e-04,-9.999972460116468564e-02,3.495521002706658651e-05
-4.133825127275001128e-04,-9.999914265834634886e-02,2.413490972251281180e-05
-4.488459414774958610e-04,-9.999899031154153850e-02,2.177138126503343552e-05
-1.716559022916827441e-04,-9.999984485946572521e-02,3.952637089517265482e-05
7.251246765256470317e-05,-9.999995839727748859e-02,5.533972178681653361e-05
-8.011523528605860901e-05,-9.999995771278155643e-02,4.515518770892985834e-05
-5.110785718531466923e-05,-9.999997606597961497e-02,4.663464845187576045e-05
-1.241424082346602063e-04,-9.999991384500400704e-02,4.265740564931797755e-05
2.126527387766838676e-04,-9.999975335382527142e-02,6.409357848286432384e-05
-7.009486784941133624e-05,-9.999996461410413928e-02,4.651760336001904667e-05
-2.596056019306144480e-04,-9.999965689648408762e-02,3.500738363250682338e-05
1.480691833437520945e-04,-9.999987209743795014e-02,6.046497329035213099e-05
1.316950042110898427e-04,-9.999989555906911576e-02,5.953655295120986539e-05
8.219441386288828851e-05,-9.999995004485695560e-02,5.687797857624610215e-05
2.848049611727901148e-04,-9.999957016932237153e-02,6.965690822147475067e-05
-7.944371882460986647e-05,-9.999995729654681531e-02,4.721635683918708816e-05
-1.995218653025001470e-04,-9.999979284343323005e-02,4.027773217947430430e-05
1.686273792571445392e-04,-9.999983725091721176e-02,6.414512478763464238e-05
7.564444993987462030e-05,-9.999995437298070389e-02,5.833797197415575039e-05
-3.073133150004288749e-04,-9.999952203607243018e-02,3.392762132855609204e-05
-2.812827269723013079e-04,-9.999959788829075602e-02,3.608611454300650849e-05
8.579750114967974351e-05,-9.999994578393768541e-02,5.900845971280608616e-05
-2.270559205099680956e-04,-9.999973478877471900e-02,3.857179903994358640e-05
-1.281528849493030755e-04,-9.999990803747443868e-02,4.437718707432812743e-05
-8.154302028139630157e-05,-9.999995548205772855e-02,4.747970427815181296e-05
4.549621191752087086e-05,-9.999997417829781243e-02,5.562764127388548918e-05
-2.599387704712853814e-04,-9.999965572587631024e-02,3.586839587938433051e-05
-8.537310063682798341e-05,-9.999995277613543676e-02,4.643494776168164534e-05
-2.015097664697510556e-04,-9.999978939079966211e-02,3.893083265670406554e-05
1.947000062578112953e-05,-9.999998398801397681e-02,5.313488522342770545e-05
1.519215778343311761e-04,-9.999986537432295486e-02,6.200767270300644918e-05
-1.227798247457711871e-04,-9.999991459689594464e-02,4.478535648369888229e-05
2.235886152131795956e-04,-9.999972808665401336e-02,6.626255662501202989e-05
2.856813237955576723e-04,-9.999956743358964784e-02,6.999482975225820251e-05
2.910009236372515062e-04,-9.999955153305765954e-02,7.079300663391745305e-05
-4.761874216224490169e-04,-9.999886359108434153e-02,2.293536997137954811e-05
2.305729777588014012e-04,-9.999971126336852645e-02,6.770040512623046072e-05
-2.711529709474679701e-04,-9.999962575840448675e-02,3.639018264325866013e-05
-2.798027732443469722e-04,-9.999960206670939489e-02,3.601260689780058980e-05
-2.562392337299469747e-04,-9.999966474056010135e-02,3.732600537299628625e-05
3.330303558450116208e-05,-9.999997898184202760e-02,5.562858058701480152e-05
-2.184710486956231387e-04,-9.999975347651246516e-02,3.968674360684191333e-05
-1.165078967984870890e-04,-9.999992150215263054e-02,4.610285562970136130e-05
-2.837437022540863544e-04,-9.999959104239047880e-02,3.578918958318369806e-05
-1.469560688775492334e-04,-9.999988208392845968e-02,4.457705936391866456e-05
-4.819121072575483866e-05,-9.999997530726552342e-02,5.114834793113491780e-05
-2.825308222396786541e-04,-9.999959404410559138e-02,3.697767658533765710e-05
1.281193273243610813e-04,-9.999989816401125275e-02,6.286990809914049134e-05
3.171747568359827459e-06,-9.999998494558653972e-02,5.477976344788309653e-05
1.864177071444046924e-04,-9.999980394575357090e-02,6.677761089247992725e-05
-1.394480004883270950e-04,-9.999989178957723046e-02,4.686499769684888744e-05
1.727185600476712521e-04,-9.999982901001666646e-02,6.607773034011555778e-05
2.093633909230292799e-04,-9.999975727495168110e-02,6.864343589459849222e-05
-1.077173782354148806e-05,-9.999998455330660896e-02,5.452804878988680052e-05
-3.193302477766455353e-05,-9.999998078054887773e-02,5.314293731559464065e-05
2.254577400817798019e-05,-9.999998116241134993e-02,5.708945130051535207e-05
-2.821759993091121996e-04,-9.999959475610484261e-02,3.775341341877266795e-05
-3.349615568964755424e-04,-9.999943294509550107e-02,3.480538401219213134e-05
-2.508063076598254153e-04,-9.999967743713640556e-02,4.010816266868425065e-05
-1.868916174328479150e-04,-9.999981581495226424e-02,4.368637042015536588e-05
1.334034472778417274e-04,-9.999989102800388441e-02,6.322900918117464709e-05
-1.543355824419086328e-04,-9.999987051019809670e-02,4.559025778782613563e-05
-1.271621833398716859e-04,-9.999990811188097517e-02,4.698291699400609694e-05
5.321368675702146660e-06,-9.999998447194807794e-02,5.547335558073645455e-05
-7.362376504390593485e-05,-9.999996021137096125e-02,5.037127597792146047e-05
-1.161203417635624300e-04,-9.999992112253526522e-02,4.787016767529841743e-05
-5.350250986424291396e-04,-9.999856635420041606e-02,2.180019260090957397e-05
-1.914725902147330298e-04,-9.999980729745792940e-02,4.334418621011436865e-05
-2.158045797632538669e-04,-9.999975814833787779e-02,4.241057986720602558e-05
-3.556878249894844263e-04,-9.999936181220532572e-02,3.351600817221257668e-05
-4.915512187942813277e-05,-9.999997379761405014e-02,5.314367785762702669e-05
-9.044489793999314334e-05,-9.999994637604915637e-02,5.044311379295106633e-05
6.395906125487552292e-05,-9.999996154533426218e-02,6.000141790585411793e-05
-1.774350824328441712e-06,-9.999998407264173994e-02,5.641208274100019632e-05
-3.754866866004511524e-04,-9.999928961427362317e-02,3.296041286190926821e-05
1.023777885050428880e-04,-9.999992791014046534e-02,6.274356644329403610e-05
-4.944997294900333314e-05,-9.999997341348404456e-02,5.359106888366198078e-05
-1.369052036678047803e-04,-9.999989485009118384e-02,4.782191875976450428e-05
-1.363454521477359830e-04,-9.999989555393450080e-02,4.794913836823028283e-05
-5.245537653714220329e-04,-9.999862136427484227e-02,2.384515958857572526e-05
3.787480801709347642e-04,-9.999925072710855178e-02,8.002442531564239693e-05
-4.455428812970925381e-05,-9.999997562918627736e-02,5.375014010805228816e-05
-4.089804952145218732e-04,-9.999915899205298608e-02,3.059144723977344678e-05
4.960864912966770539e-05,-9.999997076696247322e-02,5.818581086063223927e-05
-2.739726328522493226e-04,-9.999961755313968581e-02,3.779182777067614590e-05
-2.104319387559371805e-04,-9.999976958924501613e-02,4.243226436700544928e-05
-1.342197996976141018e-04,-9.999989892052592311e-02,4.691407006673110203e-05
-1.272513503834619552e-04,-9.999990803146829865e-02,4.691259648195369455e-05
-4.444507509734288030e-05,-9.999997662139113730e-02,5.196495476111507726e-05
-4.456237725012383101e-05,-9.999997647074038154e-02,5.215405933642733489e-05
-1.090377267289447153e-04,-9.999992884650305003e-02,4.838872260558721520e-05
-1.359871157803288304e-04,-9.999989674593422195e-02,4.645758109291269253e-05
-3.232946385010367768e-04,-9.999947131377034948e-02,3.489331081597901941e-05
-2.270086958714131239e-04,-9.999973396373271206e-02,4.091741298533068142e-05
4.198691656724822040e-05,-9.999997503482177530e-02,5.683426658910264561e-05
-6.562085784728027702e-06,-9.999998531840458005e-02,5.378901281096490437e-05
-1.693050041615222750e-04,-9.999984706402896550e-02,4.385186864428406984e-05
-2.779228633371256391e-04,-9.999960686147897626e-02,3.723481810752379947e-05
2.874653365488320290e-04,-9.999956108906933594e-02,7.173335189477673111e-05
6.489873281962595965e-05,-9.999996255181037297e-02,5.725199561377722400e-05
2.730568531014871740e-05,-9.999998118756546484e-02,5.492618778253601701e-05
-1.241257402634386232e-04,-9.999991282811547533e-02,4.502410369372212813e-05
-1.175555705471354785e-04,-9.999992031288751360e-02,4.602286368177498446e-05
-5.379842833979887423e-05,-9.999997264631638183e-02,5.075889164093346130e-05
-2.051592487204298367e-04,-9.999978064455554427e-02,4.219861893609037966e-05
-3.383260143673586071e-04,-9.999942191474432696e-02,3.394443924823707930e-05
-2.787639776670765963e-04,-9.999960450539072121e-02,3.727479303383644392e-05
-4.416440577811951815e-04,-9.999902112845013291e-02,2.690498123145358456e-05
1.102097750662724487e-04,-9.999992099095635079e-02,6.046162391901169312e-05
-1.020627612545146521e-04,-9.999993660296267739e-02,4.756675532213020457e-05
-2.021971276012623901e-04,-9.999978709467789717e-02,4.119879470911604725e-05
-2.853879909516064407e-05,-9.999998233294155048e-02,5.214353579556597396e-05
1.309952792621545950e-04,-9.999989509086075479e-02,6.182276001352132006e-05
4.277169849075368842e-05,-9.999997528931120483e-02,5.579174635061401040e-05
-2.494297174168250164e-04,-9.999968173277887229e-02,3.792306687226135924e-05
8.091911985141838357e-05,-9.999995035016571998e-02,5.815548499143899201e-05
-1.607565672534779855e-04,-9.999986151561120196e-02,4.306024459680605034e-05
-3.239210925599579800e-04,-9.999946995567204899e-02,3.291975757647194024e-05
-1.526223817194673584e-04,-9.999987376016231111e-02,4.420814631878327590e-05
-2.533435534850761342e-04,-9.999967199086444436e-02,3.766647623311768060e-05
-3.559817792111731843e-04,-9.999936151768827608e-02,3.119338961430730611e-05
1.706006654037784905e-04,-9.999983377482521418e-02,6.434609772081937543e-05
-5.828870016259244974e-05,-9.999997038957278428e-02,5.024452212434208867e-05
5.425231538566739929e-05,-9.999996883227219024e-02,5.736053407925337000e-05
-5.135330280440944524e-06,-9.999998579077151728e-02,5.306103918109659860e-05
-2.172036390783978275e-04,-9.999975621946581572e-02,3.973193400749754046e-05
-4.902043905197072543e-05,-9.999997533209376011e-02,5.030484262090523164e-05
2.762932379674704010e-05,-9.999998088167898203e-02,5.531983645405214381e-05
1.011806265995992236e-04,-9.999993103556761853e-02,5.962686076904931453e-05
-1.566814662146348837e-05,-9.999998511804535084e-02,5.225801271699938966e-05
-3.349078091394091313e-04,-9.999943389970615548e-02,3.250381023886304659e-05
-8.944825353028841239e-05,-9.999994888506526236e-02,4.713803428256670277e-05
-4.563811131237357002e-04,-9.999895544104532574e-02,2.503955708238851189e-05
-1.802287980033165263e-04,-9.999982865119616537e-02,4.227661028994700293e-05
-1.059132518744876030e-04,-9.999993284034175423e-02,4.705645772226462300e-05
-1.940319217846749023e-04,-9.999980313645978613e-02,4.152448213357749155e-05
-3.332662146010343616e-05,-9.999998119183671486e-02,5.148755777834835391e-05
2.286102319675153679e-04,-9.999971566820621549e-02,6.785012712816718779e-05
9.366087706801589198e-05,-9.999993836897444477e-02,5.961410421017474594e-05
-6.944671548554347804e-05,-9.999996346614781206e-02,4.983896879937611655e-05
3.824622463328700075e-05,-9.999997641670775594e-02,5.704282770783303258e-05
3.133561610106493523e-04,-9.999948183765848542e-02,7.375714316774390096e-05
-1.570080681154684642e-04,-9.999986655887251052e-02,4.512952731052928784e-05
-1.993304616418040793e-04,-9.999979237813540200e-02,4.232844048188506907e-05
-1.255082265602527685e-04,-9.999991037509772807e-02,4.661177415732383595e-05
-4.124267193548992409e-05,-9.999997826255338507e-02,5.144444444622489024e-05
-1.530738166553026437e-04,-9.999987275635376094e-02,4.491235589637520230e-05
-4.259844421363000579e-06,-9.999998527815720517e-02,5.409456599410426012e-05
-1.830655887993197896e-04,-9.999982279422088560e-02,4.391030196174431683e-05
1.659796732589234288e-04,-9.999984065069239536e-02,6.573115084335805246e-05
4.488391349801350099e-04,-9.999895787322399254e-02,8.347275055880224630e-05
-1.367517135140169189e-04,-9.999989510963884498e-02,4.771823637214477081e-05
-3.459143482582628941e-04,-9.999939578184813271e-02,3.444602976905648448e-05
-4.333534601463624562e-04,-9.999905678997059177e-02,2.908427094433959075e-05
-1.133553495450645389e-04,-9.999992393348071384e-02,4.861957222037841106e-05
-2.076138498413639404e-04,-9.999977530833711881e-02,4.283423217260897521e-05
-1.036566983002324555e-04,-9.999993423221327504e-02,4.907995433056552273e-05
-1.784806786246099695e-04,-9.999983082021195180e-02,4.450366666612781691e-05
3.441749515162336858e-04,-9.999937844793282959e-02,7.650901813655692184e-05
-1.329909422596838920e-04,-9.999990055987335869e-02,4.691934269113523710e-05
-1.109371782405965700e-04,-9.999992689161540937e-02,4.811043605535646726e-05
-1.114155085279917054e-04,-9.999992662930440313e-02,4.754701041157378136e-05
4.229430216872703666e-05,-9.999997469412745532e-02,5.720459663140870318e-05
6.955532164355211842e-05,-9.999995851930337798e-02,5.880641833494853603e-05
-3.611470869600750492e-05,-9.999997997514660508e-02,5.196824121513830526e-05
2.113469934983257682e-04,-9.999975381937226127e-02,6.759077808701843555e-05
-2.776237137390086757e-06,-9.999998506726313907e-02,5.457874733006347931e-05
-2.769289661903959351e-04,-9.999960936311103055e-02,3.791533834101719585e-05
-3.911552844394183804e-05,-9.999997849758365809e-02,5.263514268116363699e-05
-2.413782223484501634e-04,-9.999970081046669068e-02,3.967834328113621883e-05
-1.539262334068909046e-04,-9.999987124775606973e-02,4.535578111144899534e-05
-4.077899148295370296e-04,-9.999916410763572128e-02,2.975163034440571761e-05
-1.364101438006551503e-06,-9.999998506086492378e-02,5.464399348965387151e-05
-1.229549425620149450e-04,-9.999991338764163684e-02,4.695259598844007796e-05
1.034957546650226365e-04,-9.999992805668905804e-02,6.064062813829206744e-05
9.229977786094351242e-06,-9.999998469342116780e-02,5.455385449127746997e-05
-2.467437484728799801e-04,-9.999968801013542352e-02,3.892811532934158049e-05
4.067062316143833989e-05,-9.999997583286812652e-02,5.638551411023408995e-05
1.260376047701886938e-04,-9.999990145734781455e-02,6.183076024462850389e-05
-4.315053711431526655e-04,-9.999906517974939402e-02,2.768195994317595532e-05
-1.835491701636186293e-04,-9.999982220610909023e-02,4.322555614546076604e-05
8.384664286350130679e-05,-9.999994724868173368e-02,5.932959928897176048e-05
1.013302575125977058e-04,-9.999993037566873300e-02,6.047346786183500997e-05
-1.040687243507977338e-04,-9.999993418088169717e-02,4.830652068061623886e-05
8.963716406158007228e-05,-9.999994163624070787e-02,6.031523251349946938e-05
2.662609347186526191e-04,-9.999961984528782377e-02,7.166528143418183930e-05
-9.507896831278451512e-05,-9.999994215821551846e-02,5.028263453316267790e-05
-2.523265251719831949e-05,-9.999998158235098855e-02,5.519821295080673713e-05
-5.753983059469827775e-04,-9.999834224484267786e-02,2.156554723086888983e-05
7.033105077338181106e-05,-9.999995658737420579e-02,6.112337173636921649e-05
7.895248688178903513e-05,-9.999994982732478277e-02,6.165255341377887241e-05
-3.270711255606735795e-04,-9.999945847896454798e-02,3.644712153251019606e-05
1.770908939330170334e-05,-9.999998206498440789e-02,5.721355562538001793e-05
-1.214587803164472149e-04,-9.999991451158676825e-02,4.842974312784985790e-05
-4.775381781738582705e-04,-9.999885607004881105e-02,2.723912719714018151e-05
-1.308936720797736241e-04,-9.999990259591692854e-02,4.845259268149700938e-05
1.457249695540711594e-04,-9.999987222313401480e-02,6.572358875196784010e-05
2.310096507254148267e-06,-9.999998392716881457e-02,5.665006119346631798e-05
-4.785601701043259689e-05,-9.999997425244898375e-02,5.347252730482417323e-05
-2.982058071468013903e-04,-9.999954815355970028e-02,3.797868452292215189e-05
-4.771554875916035349e-04,-9.999885780980286021e-02,2.755676853140457728e-05
-2.806804426958985511e-05,-9.999998112037411513e-02,5.466360496822428056e-05
-1.828568955916585993e-04,-9.999982283639279046e-02,4.467712830992216186e-05
-1.095164829702528747e-04,-9.999992783027644716e-02,4.939716050833802013e-05
-1.734913668695276326e-04,-9.999983908602476379e-02,4.564553402459040489e-05
-3.940265696751163362e-04,-9.999921843835554713e-02,3.247738350934385759e-05
-8.541630114717545773e-05,-9.999995024622997108e-02,5.152481957488991835e-05
-5.015705936919427317e-04,-9.999873875652419419e-02,2.596235682528666411e-05
-5.326050783358113761e-04,-9.999857865741090812e-02,2.446074682516099491e-05
-1.563555606748426568e-04,-9.999986641829176903e-02,4.763677619898841421e-05
-1.440944274999597955e-04,-9.999988470377464689e-02,4.791688366356582985e-05
-1.070019304903691910e-04,-9.999993019209652001e-02,5.012147937669270272e-05
3.112402730194484610e-05,-9.999997810113160635e-02,5.840435022431660745e-05
-4.779809683436254193e-04,-9.999885387467474795e-02,2.753080722438397767e-05
-2.189014918407501990e-04,-9.999975087258405892e-02,4.367559954880618854e-05
-8.033361193549415737e-05,-9.999995385232091083e-02,5.268818159709210791e-05
7.940110971538043814e-05,-9.999994890352227606e-02,6.256801667642077080e-05
-2.137814770931365004e-04,-9.999976146876313199e-02,4.476237850048428067e-05
-3.328246924190507634e-04,-9.999943903837330006e-02,3.767936804644817270e-05
-2.100486629032555686e-04,-9.999976906139190769e-02,4.546677359800990514e-05
-1.392860830745550012e-05,-9.999998215436677051e-02,5.809578469094831232e-05
1.014079872007903256e-04,-9.999992766088468266e-02,6.468568592670755849e-05
-3.133322914962923152e-04,-9.999950154570602656e-02,3.890354026083522469e-05
-2.516533281195807792e-04,-9.999967427920408714e-02,4.259877386235106609e-05
7.418051738736390686e-05,-9.999995279189520525e-02,6.276041406008788166e-05
-8.908269758939470857e-05,-9.999994635937595189e-02,5.284311616495255079e-05
-4.347136690727932459e-04,-9.999905013339609183e-02,3.156650845438855989e-05
-1.256755412127002851e-04,-9.999990825986238008e-02,5.053392376616458779e-05
-1.619617240695620560e-04,-9.999985685938747593e-02,4.895408005970992545e-05
1.753790947283530126e-04,-9.999982222894238104e-02,6.925570771807830082e-05
-1.990252443782088035e-04,-9.999979095982279576e-02,4.687156753434022820e-05
-5.520298962933880833e-05,-9.999996946404066112e-02,5.531564759501037383e-05
-8.172971175240476547e-05,-9.999995228769319178e-02,5.350432972567968344e-05
-9.635953252387505696e-05,-9.999993952389531204e-02,5.300997803896025161e-05
3.787028615835858690e-05,-9.999997415636921461e-02,6.111110304139879624e-05
-1.893894622609675537e-04,-9.999980934072105754e-02,4.757573988049305859e-05
-2.341947248186910841e-04,-9.999971576171384768e-02,4.472591311677895560e-05
-3.320457283847801674e-04,-9.999944096175319985e-02,3.940775427275189336e-05
9.535248400569021332e-05,-9.999993321326429430e-02,6.530885450027235800e-05
-3.245588864268950666e-04,-9.999946549274171814e-02,3.953093979875903994e-05
-2.877117443421253274e-04,-9.999957750867061179e-02,4.147335947227295339e-05
-1.841370260418488962e-05,-9.999998153097287845e-02,5.792012294989964532e-05
-2.209481711382383457e-04,-9.999974538856033768e-02,4.587078350308292839e-05
-3.012203818607954724e-04,-9.999953799126198861e-02,4.083889936705612054e-05
-8.050285391406801841e-05,-9.999995313665811791e-02,5.377691599953909939e-05
-9.132654686120807717e-05,-9.999994391787507542e-02,5.362726618152295632e-05
4.232212595224125583e-04,-9.999906850556124216e-02,8.474541615575281869e-05
-2.184293534736837187e-04,-9.999975109590543421e-02,4.549037814300904535e-05
-1.650864317608283140e-04,-9.999985167230925065e-02,4.911197613921155326e-05
4.260534089771257808e-06,-9.999998181194397207e-02,6.016193749536115630e-05
3.464992878306994372e-04,-9.999936699204074741e-02,8.086677121904134154e-05
-9.784124959312967985e-05,-9.999993738268492249e-02,5.431895593907300733e-05
-2.206179632880440566e-05,-9.999997989647728402e-02,5.944729835351576373e-05
-5.139876310099169903e-04,-9.999867455277632045e-02,3.007329541899329925e-05
-1.581828340833347460e-04,-9.999986130204152612e-02,5.213217299725459157e-05
-3.029821688973568009e-04,-9.999953156790286624e-02,4.345118329270491515e-05
-4.449523464228521876e-04,-9.999900412076845324e-02,3.452917526152373957e-05
-1.507439420215334275e-04,-9.999987243076577381e-02,5.282134527229373510e-05
-1.215144128361179683e-04,-9.999991144649657271e-02,5.426730430042392346e-05
-1.715427724903718866e-04,-9.999983962200120757e-02,5.146504880718212133e-05
2.743899004284386703e-04,-9.999959282323522824e-02,7.839240846618472191e-05
1.351742870699646458e-04,-9.999988406292621701e-02,7.010929633292555332e-05
