accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2)
1.000001002263609706e+01,-8.285124529401079446e-06,-9.774901521632651580e+00
9.999996420885697290e+00,-1.058654771619869621e-05,-9.774896480998670256e+00
1.000000212411037737e+01,-1.421458821695521923e-05,-9.774886094748522325e+00
9.999998794805545543e+00,-6.716507179530837115e-06,-9.774883315635994663e+00
1.000000008623921666e+01,-7.113062586999437196e-06,-9.774876995947161973e+00
1.000000761283444817e+01,-5.099988603878986138e-06,-9.774864739853223128e+00
1.000000536958165576e+01,-6.806315963431104138e-06,-9.774865186555562246e+00
9.999999965541524816e+00,-1.205900345824455929e-05,-9.774859815065740420e+00
1.000000853472339557e+01,-1.372614488794786508e-05,-9.774847842826616784e+00
1.000000201466406580e+01,-7.286606544561917271e-06,-9.774849613858938469e+00
1.000000643193144079e+01,-6.429662938143375210e-06,-9.774836764726043015e+00
1.000000868071689375e+01,-1.523735050796585911e-05,-9.774833138511000996e+00
1.000001106599727585e+01,-1.168827567873735451e-05,-9.774831032798573460e+00
1.000000342227525429e+01,-4.118111403581850200e-06,-9.774822931712925822e+00
1.000000097455417425e+01,-1.104777326448894545e-05,-9.774818553973892321e+00
1.000000617023075122e+01,-9.177116348435355656e-06,-9.774811708583380110e+00
1.000000656565558543e+01,5.035851552762608271e-07,-9.774804938923635333e+00
1.000000062080181884e+01,-8.353591279525324084e-06,-9.774793237387260803e+00
1.000000509778622693e+01,-6.863740999658928312e-06,-9.774788785958305581e+00
1.000000086198389226e+01,-9.092697520420665039e-06,-9.774786303925887765e+00
1.000000461694009068e+01,-1.501196494204794937e-05,-9.774777795158723137e+00
9.999997654930067981e+00,-3.330261115771060642e-06,-9.774776233600762865e+00
9.999993472235553682e+00,-9.685626263626645290e-06,-9.774773590370886112e+00
9.999995442931068013e+00,-4.163745613546649461e-06,-9.774764233233153021e+00
9.999998478835024684e+00,-1.099842453393781833e-05,-9.774758469412944351e+00
1.000000156740865798e+01,-8.436282416873258541e-06,-9.774751713450903878e+00
1.000000281805284352e+01,-6.801534891680303464e-06,-9.774744753357699878e+00
9.999998281866522731e+00,-9.783619394420921655e-06,-9.774744136793094285e+00
1.000000630161282089e+01,-1.123260802182600114e-05,-9.774735168386410322e+00
1.000000631222341951e+01,-3.410895705716435516e-06,-9.774727344905455695e+00
1.000000404140690513e+01,-8.900534756923646264e-06,-9.774727874088513957e+00
1.000000165064473912e+01,-4.692214008085045219e-06,-9.774714338225129140e+00
1.000000421286631358e+01,-6.281184993607190678e-06,-9.774712564966341333e+00
1.000000033129475874e+01,-1.086915298776274796e-05,-9.774701461296162464e+00
1.000000075104924591e+01,-1.880339907397711409e-05,-9.774694754287974519e+00
1.000000141498152573e+01,-5.889899814851675211e-06,-9.774697830045408153e+00
9.999996044413999030e+00,-9.153515190118395671e-06,-9.774684839717517448e+00
1.000000085123170557e+01,-9.454022618349355479e-06,-9.774680790942722908e+00
9.999999342162892546e+00,-5.143056447548424213e-06,-9.774680983497738396e+00
9.999999245277555460e+00,-1.195409688572165011e-05,-9.774665046046125738e+00
1.000000180630009616e+01,-1.347642329384249026e-05,-9.774659949201724984e+00
1.000000485125785943e+01,-8.490855850235220234e-06,-9.774656570579415060e+00
1.000000244986627074e+01,6.647540177180471209e-08,-9.774651260576414202e+00
1.000001157475229085e+01,-6.908587742625143369e-06,-9.774640261684684361e+00
1.000000429873495911e+01,-4.964691438003083780e-06,-9.774636484598351771e+00
1.000000371872620164e+01,-1.155004592392730900e-05,-9.774624222249798322e+00
1.000000046701595480e+01,4.075497990460860356e-07,-9.774620470388807547e+00
9.999999944798739548e+00,-7.222520490064501865e-06,-9.774620220302912443e+00
9.999999201958525319e+00,-1.110078469332585775e-05,-9.774626014614471003e+00
1.000000462808246304e+01,-7.969338562853300987e-06,-9.774607052643345284e+00
1.000000270839217720e+01,-8.862510624557469501e-06,-9.774600703795986334e+00
1.000000230888976382e+01,-8.588123754475063056e-06,-9.774597437623834040e+00
9.999998744480429025e+00,-1.714813286652458506e-05,-9.774588148776715002e+00
9.999998835644889894e+00,-2.882959196205342780e-06,-9.774583456960600714e+00
1.000000113463200968e+01,-2.278587946795661696e-05,-9.774573716370346332e+00
9.999996910281332418e+00,-8.275898798983928630e-06,-9.774567188636924087e+00
1.000000431130170320e+01,-8.400850461310398697e-06,-9.774570518421132448e+00
1.000000814869194699e+01,-9.705821855212844635e-06,-9.774552889206956863e+00
1.000000718311959425e+01,-1.665524675912625715e-05,-9.774546771198505013e+00
1.000000040561914183e+01,-1.155778360764471409e-05,-9.774551993470499411e+00
9.999997058140444040e+00,-8.968043917061930292e-06,-9.774541464321412576e+00
9.999998837927188688e+00,-1.484609599286124267e-05,-9.774537434239698896e+00
1.000000170599517091e+01,-7.069445537301190451e-06,-9.774528160634325502e+00
1.000000964283447757e+01,-5.754340602744724724e-06,-9.774518803082239415e+00
9.999999646606461567e+00,-9.191586003674354647e-06,-9.774515706484242727e+00
1.000000796530810376e+01,-8.545427167909114887e-06,-9.774514106917399303e+00
1.000000182715747066e+01,-1.453969324993063708e-05,-9.774503903728565035e+00
1.000000108027016132e+01,-7.702913440018080790e-06,-9.774501384572934271e+00
1.000000805419808714e+01,-9.604342255859022872e-06,-9.774492853140404947e+00
1.000000413611766348e+01,-1.054266064668759048e-05,-9.774494107648324714e+00
1.000000004868675774e+01,-9.145671936025340901e-06,-9.774478965902003935e+00
9.999996928624986126e+00,-2.660857005270454239e-06,-9.774471544485361818e+00
1.000000171745394439e+01,-1.281795766754370176e-05,-9.774467707170655828e+00
9.999999525046510129e+00,-1.003021331373133547e-05,-9.774466411395787091e+00
1.000000526204425100e+01,-8.788714232052096954e-06,-9.774456215179288421e+00
1.000000637164187722e+01,-1.050419253523728344e-05,-9.774449068547346187e+00
1.000000385749818577e+01,-3.288547598818298220e-06,-9.774449347954167422e+00
1.000000233234347746e+01,-4.174218454741622253e-06,-9.774432121885416436e+00
9.999995921620218553e+00,-1.345906411020181159e-05,-9.774427789417448054e+00
9.999998616294131892e+00,-8.560878265428803539e-06,-9.774419723533322113e+00
1.000000085391086913e+01,-5.155788011999765340e-06,-9.774422532953391141e+00
1.000000631609862722e+01,-1.081357085870760122e-05,-9.774413009155033194e+00
9.999999945421572889e+00,-6.141724105389758488e-06,-9.774405613879887156e+00
9.999995295416608698e+00,-1.104399952587531996e-05,-9.774398857015725639e+00
1.000000648866710939e+01,-7.016884232410695865e-06,-9.774395988875374641e+00
1.000000234123515064e+01,-3.014936386294711763e-06,-9.774382660123283273e+00
1.000000342162988254e+01,-1.855246979595798288e-05,-9.774383689227498451e+00
1.000000395086360427e+01,-5.333150063962872158e-06,-9.774379661128531183e+00
9.999995671690300014e+00,-4.468260636379780769e-06,-9.774367180002316857e+00
1.000000473274726076e+01,-1.097326421765381853e-05,-9.774365036522874917e+00
9.999995452870814816e+00,-9.812440767255446112e-06,-9.774354984949040315e+00
1.000000411312137771e+01,-1.522653069514797061e-05,-9.774358080478348754e+00
9.999999276597954179e+00,-1.090042496144466443e-05,-9.774340624137488831e+00
1.000000567521537675e+01,-1.577085247295454475e-05,-9.774343919760875465e+00
1.000000275540183559e+01,-2.554488844897243831e-06,-9.774337125667816650e+00
9.999999941887725896e+00,-2.303550543449245220e-06,-9.774335170363547931e+00
9.999997908045726192e+00,-9.131455798984861838e-06,-9.774328027932014606e+00
1.000000380203798223e+01,-9.486408719281227116e-06,-9.774317826438077006e+00
1.000000839297014288e+01,-9.508345905761410682e-06,-9.774317986998527275e+00
1.000000546851468641e+01,-6.246803590218602004e-06,-9.774303292224812978e+00
1.000000233275164341e+01,-9.299652299526359777e-06,-9.774300391247429332e+00
1.000000350564021367e+01,-8.873809702495866111e-06,-9.774297072937871533e+00
1.000000234023641887e+01,-9.824388236218585755e-06,-9.774283356815242740e+00
1.000000072179793698e+01,-8.373053765402384090e-06,-9.774271988630848895e+00
9.999999781655521502e+00,-1.341723213982389440e-05,-9.774278398246403654e+00
9.999999429443553467e+00,-1.662781578804833885e-05,-9.774264863303081086e+00
9.999996342127664306e+00,-1.028433719124866755e-05,-9.774259159430560118e+00
1.000000317229008218e+01,-1.155601717508362346e-05,-9.774253279582033827e+00
1.000000077336279247e+01,-7.471548412428520977e-06,-9.774245199322052713e+00
1.000000172588016589e+01,-9.876423941633442923e-06,-9.774227414827739935e+00
1.000000021510976644e+01,-1.101540285753697581e-05,-9.774232126358407768e+00
1.000000303220151743e+01,-1.337171907207404165e-05,-9.774223922955258104e+00
1.000000851535447488e+01,-8.102258653646635285e-06,-9.774230508505540982e+00
9.999995667509473662e+00,-9.370719508383154459e-06,-9.774211635026507139e+00
9.999998625978673061e+00,-1.245695612637554794e-05,-9.774213989500017519e+00
9.999995173329880416e+00,-5.226497881461930369e-06,-9.774204990199248044e+00
9.999997122801573823e+00,6.617951095677693425e-06,-9.774192766376659236e+00
9.999999156421125690e+00,-6.648553956494238236e-06,-9.774188495074668026e+00
1.000000279103940848e+01,-1.347527763575672128e-05,-9.774191532871592258e+00
9.999999689440443262e+00,-1.506145469812265325e-05,-9.774183173477101860e+00
9.999999996404230984e+00,-9.118461778956176607e-06,-9.774174159016853380e+00
1.000000246440947116e+01,-1.272505366277817783e-05,-9.774169990246551976e+00
1.000000369247223908e+01,-1.158906401516396879e-05,-9.774159063199743258e+00
9.999997770773223493e+00,-1.794407440609005017e-05,-9.774159511355833274e+00
9.999997322603627836e+00,-9.221103097781222950e-06,-9.774145679542762366e+00
1.000000130751855743e+01,-6.457377707403085109e-06,-9.774147101089345924e+00
9.999998004490057824e+00,5.669743603923907109e-06,-9.774139748387941751e+00
9.999999127507777530e+00,-7.541892108644377259e-06,-9.774134794512555402e+00
9.999996603874279799e+00,-9.379104790689032849e-06,-9.774125087306796189e+00
1.000000062270032153e+01,-9.006382040684188256e-06,-9.774117468346053883e+00
9.999993770512828561e+00,-7.072760043459625775e-06,-9.774109111316969134e+00
1.000000102967911353e+01,-6.457847589447940638e-06,-9.774109229384517761e+00
1.000000382779215613e+01,-9.984394505338102031e-06,-9.774099602630046846e+00
9.999996280792764480e+00,-7.337058812957719515e-07,-9.774098283188971337e+00
1.000000587640940708e+01,-1.248335189983494398e-05,-9.774081410598194353e+00
1.000000563786120367e+01,-1.207906696136518810e-05,-9.774074296754399427e+00
1.000000525934714624e+01,-1.882105189490221575e-05,-9.774076517827998245e+00
8.000005347727960014e+00,-1.140299068418812899e-05,-9.774072686647162556e+00
6.200005055418291278e+00,-1.517474747592189468e-05,-9.774060859474262841e+00
4.580002519652434323e+00,-1.753705460558721126e-05,-9.774058362680214884e+00
3.122002845513875524e+00,-7.675098322708870073e-06,-9.774057430011517056e+00
1.809803994945041294e+00,-9.768887105286712071e-06,-9.774055898413051224e+00
6.288183936782335559e-01,-9.462410764814437324e-06,-9.774052929927288247e+00
-4.340591733571768085e-01,-7.072582764166128149e-06,-9.774051157064842954e+00
-1.390655725265052656e+00,-3.280003434775085445e-06,-9.774055082561144303e+00
-2.251590001809343988e+00,-1.469708705454373598e-05,-9.774054363485690899e+00
-3.026429083006277665e+00,-6.346647913860705743e-06,-9.774056410366810610e+00
-3.723781381951729585e+00,-1.700342191929261104e-05,-9.774052294814051578e+00
-4.351406763848670423e+00,-1.103210822583867981e-05,-9.774059377124117987e+00
-4.916274869632081490e+00,-2.299169433204445293e-06,-9.774064478589549410e+00
-5.424634168538189805e+00,-1.047389661672181967e-05,-9.774052761267816081e+00
-5.882177020804800094e+00,-1.413354218648679132e-05,-9.774064172182272969e+00
-6.293952995804194650e+00,-9.452232850859445631e-06,-9.774071142646169719e+00
-6.664570309733675479e+00,-1.231539148003483114e-05,-9.774069231177637818e+00
-6.998107247974837186e+00,-1.316878847344832102e-05,-9.774078482131786316e+00
-7.298292689079273643e+00,-4.126621736346246403e-06,-9.774080694109700929e+00
-7.568474489225423874e+00,-1.377667786567426556e-05,-9.774090230481718322e+00
-7.811620010982526452e+00,-1.191613338924452404e-05,-9.774093731843052524e+00
-8.030448534160139928e+00,-9.737457977722133569e-06,-9.774095451360494735e+00
-8.227413974713202904e+00,-8.181371232661617402e-06,-9.774107113538120117e+00
-8.404671266452623968e+00,-7.804442520546700746e-06,-9.774107732338627841e+00
-8.564198994927687991e+00,-9.485990209825947604e-06,-9.774114610161722894e+00
-8.707777823964171660e+00,-8.504258810870331776e-06,-9.774118315617235098e+00
-8.837002657500423908e+00,-1.454029961369377220e-05,-9.774126697851887258e+00
-8.953306633603419940e+00,-1.156804061605383994e-05,-9.774129436020773554e+00
-9.057974950521854751e+00,-1.478978857731978353e-05,-9.774137924977958747e+00
-9.152171109375267122e+00,-6.830139291005869471e-06,-9.774142168830223909e+00
-9.236956641441755878e+00,-9.103510865829398657e-06,-9.774144683863273286e+00
-9.313259064099950635e+00,-1.032077035854248456e-05,-9.774158347463872687e+00
-9.381944295842833625e+00,-9.846132996458769454e-06,-9.774158952904517861e+00
-9.443744614639520307e+00,-1.010215649558479057e-05,-9.774170902149714735e+00
-9.499376485749163379e+00,-1.011832922938297007e-05,-9.774166268518749590e+00
-9.549418312071811243e+00,-8.203210757514849951e-06,-9.774175999173488449e+00
-9.594486979276140914e+00,-5.922762606631024671e-06,-9.774179112088157595e+00
-9.635040095727113396e+00,-5.209675536960817054e-06,-9.774184650180700373e+00
-9.671531838803712589e+00,-1.303057280713739081e-06,-9.774198674585926838e+00
-9.704385005298197697e+00,-5.989046833729998104e-06,-9.774197981554884507e+00
-9.733949648211666528e+00,-1.415038242383222210e-05,-9.774206056677360976e+00
-9.760547912193537456e+00,-1.011483617321280681e-05,-9.774214665542912073e+00
-9.784491323717022127e+00,-7.180948560571285720e-06,-9.774219914508510243e+00
-9.806048404480860015e+00,-6.603528633726071100e-06,-9.774221173418737862e+00
-9.825442447130100732e+00,-8.775231907610568538e-06,-9.774228658417902338e+00
-9.842893935723445509e+00,-1.113507387185157738e-05,-9.774230715359447430e+00
-9.858611277210625801e+00,-8.296220778562098753e-06,-9.774239420635963072e+00
-9.872750037149618407e+00,-1.314158049693223945e-05,-9.774244094571766794e+00
-9.885471624255190548e+00,-1.228700773447337341e-05,-9.774255080784152838e+00
-9.896924339627156897e+00,-1.824729994539446313e-05,-9.774264012671702417e+00
-9.907229418264924092e+00,-1.107078524981774945e-05,-9.774267685057756339e+00
-9.916505591464508385e+00,-1.322154204192927635e-05,-9.774272832665868549e+00
-9.924856129936706850e+00,-1.617885028537540011e-05,-9.774279392618677065e+00
-9.932374234462107765e+00,-5.712649720669441579e-06,-9.774285930823234381e+00
-9.939138072574552396e+00,-1.532393318691324026e-05,-9.774297758956878468e+00
-9.945222689147856343e+00,-8.620927949665765748e-06,-9.774290713676325737e+00
-9.950702577454668685e+00,-1.160212888997168859e-05,-9.774308315929721047e+00
-9.955632799706357616e+00,-8.749849569385484047e-06,-9.774309333231876451e+00
-9.960071583089833425e+00,-8.612352739238912094e-06,-9.774306788151779557e+00
-9.964053182187878832e+00,-1.100766115238445743e-05,-9.774316541943878889e+00
-9.967646732578209878e+00,-1.715182653385908818e-05,-9.774331482560766560e+00
-9.970896976619638252e+00,-6.747370875813008791e-06,-9.774337943109555837e+00
-9.973802959221647058e+00,-1.216429163904411051e-05,-9.774341594827838264e+00
-9.976410346563262976e+00,-9.702049266786191647e-06,-9.774348344141730038e+00
-9.978770022417641883e+00,-9.766866984313316764e-06,-9.774355224428450839e+00
-9.980899939801751941e+00,-1.811141445624483981e-05,-9.774354267932897855e+00
-9.982802118433303562e+00,-1.099878077946701870e-05,-9.774367255602347981e+00
-9.984526534014532828e+00,-1.235269295120667420e-05,-9.774376017215567813e+00
-9.986069013910491066e+00,-8.325568701408392943e-06,-9.774376096839642258e+00
-9.987465032446616320e+00,-8.408196920347061660e-06,-9.774382172704530802e+00
-9.988725564259530287e+00,-2.796091464135519087e-06,-9.774389757941902346e+00
-9.989852578267662153e+00,-5.003055725046361308e-06,-9.774394311178163264e+00
-9.990863415188275809e+00,-1.120323338864197404e-05,-9.774390757939345420e+00
-9.991773786541365610e+00,-1.566928020656871786e-05,-9.774405880152928106e+00
-9.992606466962676848e+00,-9.040300785413740299e-06,-9.774412136544277985e+00
-9.993345726375597593e+00,-1.395513247176552738e-05,-9.774416189222874252e+00
-9.994006657242067604e+00,-9.338487939906689491e-06,-9.774423577681202957e+00
-9.994603046075880570e+00,-1.006410994237976191e-05,-9.774436971311549982e+00
-9.995142709781726253e+00,-1.144162034597381458e-05,-9.774436350072750912e+00
-9.995630236145867542e+00,-1.256676239063351865e-05,-9.774444495256938481e+00
-9.996073249831848528e+00,-1.224003878157299289e-05,-9.774452874259674573e+00
-9.996467094811263721e+00,-1.239704110015829571e-05,-9.774465682590443905e+00
-9.996809237434254314e+00,-1.141948894038396745e-05,-9.774458539578670724e+00
-9.997134544064577355e+00,-1.200466926595154942e-05,-9.774471003935397917e+00
-9.997418597858070299e+00,-1.010066181941640500e-05,-9.774476638550554597e+00
-9.997674335001336843e+00,-1.504407209565807746e-05,-9.774487518298768052e+00
-9.997906416978690203e+00,-3.131266794375136940e-06,-9.774483450695200304e+00
-9.998124096774777314e+00,-1.636416800708527213e-05,-9.774491883386660973e+00
-9.998302934268853193e+00,-1.263935834322937296e-05,-9.774499248814844776e+00
-9.998479902856612256e+00,-9.407884692386828208e-06,-9.774500178450006516e+00
-9.998624420961679249e+00,-6.800408068755974554e-06,-9.774509185977166226e+00
-9.998771734956543256e+00,-6.056668555859960718e-06,-9.774516222860288650e+00
-9.998889182070902493e+00,-1.658582656996969413e-05,-9.774521135870276822e+00
-9.999002585520441855e+00,-1.145994871561699824e-05,-9.774529968282791970e+00
-9.999092883618681427e+00,-6.540916891293695857e-06,-9.774532325524507570e+00
-9.999177950454868125e+00,-4.900123115100587694e-06,-9.774546096821238095e+00
-9.999278864731911298e+00,-1.302854000027478269e-05,-9.774549587766678371e+00
-9.999345005030843225e+00,-9.709623311223847654e-06,-9.774552790949970316e+00
-9.999409673401844501e+00,-8.277841095405284369e-06,-9.774556721130798209e+00
-9.999466610670650013e+00,-1.262550744214551197e-05,-9.774571415532266272e+00
-9.999521879780962408e+00,-1.674530003790327808e-05,-9.774567700152759997e+00
-9.999569131445163350e+00,-7.508953617685315942e-06,-9.774578927954463481e+00
-9.999607372757417068e+00,-1.187702661777764173e-05,-9.774584386418446513e+00
-9.999650522625598725e+00,-9.790677901289034226e-06,-9.774589220866205963e+00
-9.999688159554382949e+00,-7.699643306849508943e-06,-9.774599541034339367e+00
-9.999718341089396390e+00,-3.944613709350754613e-06,-9.774598147049719188e+00
-9.999754133018086577e+00,-1.065856316612459803e-05,-9.774602366717006774e+00
-9.999765146244348202e+00,-4.239867562064885812e-06,-9.774612638080871108e+00
-9.999790154904214745e+00,-1.299104505090981371e-05,-9.774618784230261426e+00
-9.999809071210133737e+00,-8.925739133706081917e-06,-9.774628034583860980e+00
-9.999826768171725888e+00,-6.003946843463316019e-06,-9.774637162862012119e+00
-9.999851256497462870e+00,-6.970717998307682478e-06,-9.774641766020243594e+00
-9.999862411487484337e+00,-5.725354608577467192e-06,-9.774643298886548592e+00
-9.999882683491851054e+00,-8.060326712431911474e-06,-9.774648614773505884e+00
-9.999896364656359893e+00,-1.420904608645862125e-05,-9.774655726651742427e+00
-9.999890682367233552e+00,-8.876460323745617498e-06,-9.774662302725026564e+00
-9.999913306164637916e+00,-4.921276892894123143e-06,-9.774667061745214269e+00
-9.999922875059828797e+00,-1.175992962222861413e-05,-9.774664155748521210e+00
-9.999937315720021758e+00,-6.404366236386383355e-06,-9.774681248347492968e+00
-9.999929926870155583e+00,-7.094525976157578412e-06,-9.774684741140621469e+00
-9.999938811502079972e+00,-4.228471179357679144e-06,-9.774684204066812043e+00
-9.999947255722851480e+00,-1.176129765909282002e-05,-9.774698751164862642e+00
-9.999957523311653773e+00,-9.438574394444163547e-06,-9.774707527284661523e+00
-9.999960182403114572e+00,-1.011932305633288949e-05,-9.774712137092475217e+00
-9.999962793012688422e+00,-1.638910537785902508e-05,-9.774718853704653654e+00
-9.999956704360284832e+00,-1.102260302141312336e-05,-9.774724931141111739e+00
-9.999964344775449376e+00,-1.129259093186634140e-05,-9.774735626904705654e+00
-9.999974626217419171e+00,-1.049005316146996308e-05,-9.774732097115661489e+00
-9.999969744600775812e+00,-1.093921332977730835e-05,-9.774739082009764601e+00
-9.999972843613184281e+00,-8.987344176855663011e-06,-9.774749213395869774e+00
-9.999975566518138237e+00,-7.718387782218756864e-06,-9.774752783871544892e+00
-9.999983378930796363e+00,-4.820032916704541662e-06,-9.774759247422570851e+00
-9.999987963962944093e+00,-1.022694808016676575e-05,-9.774759163807996032e+00
-9.999983727757493668e+00,-8.348707402393122984e-06,-9.774762924863557245e+00
-9.999981435864757628e+00,-1.343843841221293811e-05,-9.774777187348137275e+00
-9.999981848452382138e+00,-1.373688848370420665e-05,-9.774783110940855835e+00
-9.999993850487944869e+00,-1.248416985027997695e-05,-9.774798335993191145e+00
-9.999983045927439917e+00,-1.617473061995988200e-05,-9.774788439329237022e+00
-9.999988418919290467e+00,-1.560826467855429170e-05,-9.774800778474043383e+00
-9.999991660274119454e+00,-7.628054515214058073e-06,-9.774797554014408973e+00
-9.999991304022866956e+00,-4.910263655937131208e-06,-9.774808205771597258e+00
-9.999992068389023103e+00,-4.411939892617138389e-06,-9.774815459874233170e+00
-9.999992168297364259e+00,-9.418074220407496284e-06,-9.774817103302819277e+00
-1.000000346731398082e+01,-9.550136722300341219e-06,-9.774822849929568847e+00
-9.999996844127666762e+00,-1.174762665163001229e-05,-9.774837482088630125e+00
-9.999994381708534164e+00,-2.061132262264834657e-05,-9.774834899375477448e+00
-9.999995070934460273e+00,-3.568405579272004745e-06,-9.774843635929361341e+00
-9.999991621755999205e+00,-1.338524958448937885e-05,-9.774852469228516583e+00
-1.000000549759722723e+01,-2.092322802079993733e-05,-9.774856907168082643e+00
-9.999993374729967854e+00,-2.557695868582629845e-06,-9.774859774759288911e+00
-9.999991331767976277e+00,-1.411845728357940331e-05,-9.774866453790531651e+00
-9.999997581234836730e+00,-1.049834004635620248e-05,-9.774873142026798689e+00
-9.999994695731002636e+00,-8.227331245355181809e-06,-9.774887599447733777e+00
-9.999992928284642701e+00,-5.776206701332901229e-06,-9.774890838898105727e+00
-9.999997084809137959e+00,-9.484806787860142866e-06,-9.774887985767097831e+00
-9.999994361684704458e+00,-1.151251439434958046e-05,-9.774909526398131376e+00
-1.000000205824468225e+01,-3.331013861260568666e-06,-9.774904672556445462e+00
-9.999995607297989864e+00,-9.655368068214829281e-06,-9.774913166214966864e+00
-1.000000196223214211e+01,-1.163888357541548310e-05,-9.774915652156847656e+00
-1.000000217236797617e+01,-9.924277786178037532e-06,-9.774917267033835344e+00
-1.000000372264842063e+01,-1.125189638592316821e-05,-9.774936119963674841e+00
-9.999997457693089231e+00,-1.556169279075653755e-05,-9.774926544601225231e+00
-1.000000152656027907e+01,-7.293227861903822334e-06,-9.774935498599747419e+00
-9.999999662247551768e+00,-8.688155961429201664e-06,-9.774940622139270729e+00
-1.000000335870708135e+01,-9.451745477766895345e-06,-9.774944445463994214e+00
-1.000000718210154815e+01,-1.052182616779895064e-05,-9.774949850326072109e+00
-9.999996775813722039e+00,-1.256027871042985048e-05,-9.774971516202434429e+00
-1.000000198014434183e+01,-4.211976229651570492e-06,-9.774963926984575835e+00
-1.000000481342250325e+01,-8.625748334737228309e-06,-9.774968322788403441e+00
-1.000000501315715340e+01,-5.494213288722130929e-06,-9.774981224105962596e+00
-1.000000024554358191e+01,-8.639323456176220951e-06,-9.774983557958444536e+00
-9.999995622381007365e+00,-1.129643602636778424e-05,-9.774999203207700660e+00
-9.999996445166981829e+00,-1.066173173606783109e-05,-9.774997776867408561e+00
-9.999998396148885860e+00,-7.574414519660635408e-06,-9.775004900211790471e+00
-1.000000316522847399e+01,-1.516617108419888448e-05,-9.775015391603885107e+00
-9.999997623978815753e+00,-9.746750811260771778e-06,-9.775024171943103468e+00
-9.999998356261059484e+00,-1.661404392699775142e-05,-9.775014173954778229e+00
-9.999995373132474441e+00,-1.462012828323371016e-05,-9.775023588371489325e+00
-9.999992689496334464e+00,-1.820164316062029938e-05,-9.775033371926188153e+00
-1.000000092056066947e+01,-1.199986056386911368e-05,-9.775036686458813406e+00
-9.999996124220531968e+00,-9.498272615688976229e-06,-9.775046410999964408e+00
-9.999998000904762208e+00,-7.058747845560954861e-06,-9.775045964608118254e+00
-1.000000793063714433e+01,-1.132823645114804315e-05,-9.775051663703511196e+00
-9.999999368622471962e+00,-1.636322590223597960e-05,-9.775055693175016103e+00
-1.000000491411224246e+01,-9.663713009166677851e-06,-9.775065048364950826e+00
-1.000000323376058020e+01,-8.097217913439897483e-06,-9.775077871526166362e+00
-9.999996676226857062e+00,-2.144317979060505650e-05,-9.775076767799244948e+00
-9.999994021812423028e+00,-1.079645323457719310e-05,-9.775081642952498484e+00
-1.000000495119134314e+01,-9.901421190919190598e-06,-9.775094577547903896e+00
-1.000000403060078469e+01,-2.084057518437779170e-05,-9.775087672470583300e+00
-1.000000364234789174e+01,-1.418152985939536499e-05,-9.775093799381206594e+00
-9.999992966600883548e+00,-1.208768187642802715e-05,-9.775104986139151464e+00
-1.000000535657191314e+01,-1.460276512013313058e-05,-9.775114108092449072e+00
-9.999999586629568782e+00,-6.577493735152509931e-06,-9.775116242790776511e+00
-1.000000552978328017e+01,-1.420029943561238786e-05,-9.775119138675588459e+00
-1.000000219066744833e+01,-1.408447705726660414e-05,-9.775130297889724318e+00
-1.000000364095726013e+01,-1.156313036737497558e-05,-9.775136710754583902e+00
-9.999995793912306752e+00,-1.281859279385647057e-06,-9.775137917469823634e+00
-1.000000136255262184e+01,-1.266570357690599319e-05,-9.775138748325485238e+00
-1.000000465264670879e+01,-1.818586060639860381e-05,-9.775151726990022993e+00
-1.000000182515165470e+01,-9.251318362378870380e-06,-9.775152359705012728e+00
-9.999997144023259565e+00,-1.065774975893957121e-05,-9.775159689389651518e+00
-1.000000369951964529e+01,-8.126658397107402310e-06,-9.775166682161970044e+00
-1.000000659288390281e+01,-1.108668188992733583e-05,-9.775185877094441977e+00
-9.999994234507981972e+00,-8.114897535210890945e-06,-9.775179175818319521e+00
-1.000000126263021016e+01,-1.518525443313795741e-05,-9.775192851808157002e+00
-1.000000330252749769e+01,-8.589298142290065064e-06,-9.775192770648187590e+00
-1.000000285181399029e+01,-1.111029281840581619e-05,-9.775198670139847223e+00
-1.000000410341667667e+01,-1.889037938724497155e-05,-9.775202619908670343e+00
-1.000000559686720791e+01,-7.269132861986281860e-06,-9.775207168772656274e+00
-9.999997616462797723e+00,-1.668896528544118216e-05,-9.775213134143939442e+00
-1.000000019942006269e+01,-8.127813763130927978e-06,-9.775222585862886504e+00
-9.999999419968615300e+00,-9.524930446321283590e-06,-9.775226317047224001e+00
-9.999997126041222373e+00,-2.135964550950866895e-05,-9.775229700265235522e+00
-1.000000229252568573e+01,-4.624967653492314241e-06,-9.775245349282496221e+00
-9.999998834573666784e+00,-1.398019598100004249e-05,-9.775242791179934443e+00
-9.999993657460620966e+00,-1.734370455263529849e-05,-9.775243564236603788e+00
-1.000000828906038208e+01,-7.946653706492496369e-06,-9.775245342818383421e+00
-1.000000484523830302e+01,-1.998234931783016784e-05,-9.775261459168604006e+00
-1.000000016551154580e+01,-1.177120525289520207e-05,-9.775262690976031621e+00
-9.999998039978425624e+00,-1.085648601377890707e-05,-9.775273065710555542e+00
-1.000000187065800894e+01,-1.627590060294300660e-05,-9.775274784248248139e+00
-9.999998734785357613e+00,-3.569158597541789496e-06,-9.775275031526620140e+00
-9.999994688200770199e+00,-2.360557782560243113e-05,-9.775287645766542965e+00
