gps_lat (deg),gps_lon (deg),gps_alt (m),gps_vN (m/s),gps_vE (m/s),gps_vD (m/s)
3.620238465783287563e-02,4.812170973600592345e-05,3.174614551300764198e+00,-4.520509459921696893e-02,-4.064402375616130159e-02,3.310696769385809007e-02
3.619688166797815215e-02,5.726874530665227218e-05,-5.572919490271297960e+00,-3.150860306033026297e-03,2.818147852962236966e-02,8.668964121135323830e-02
3.621845459371513670e-02,4.531080669944330039e-05,-3.405698046566564052e+00,-1.695354925805852078e-02,-1.870904321559489769e-02,7.565257035156834620e-02
3.625477075189737636e-02,2.155669237458952083e-05,6.461546442527319023e+00,1.385382761176576494e-01,-4.180361502472306617e-02,-7.914296131652423516e-02
3.614320583642778584e-02,-5.577163792345352794e-05,-2.442958221080283820e+00,9.168625823264869856e-02,-8.333853387827058756e-02,-5.423023686612132507e-04
3.605077946306400882e-02,1.539548965476978542e-05,1.356406633693238106e+00,1.851292282623509186e-02,-1.061132162136361155e-02,-5.485391872697625154e-02
3.623004065663109480e-02,-3.980517801727919037e-05,-1.660424660341063285e+00,-3.396759004441060603e-02,-1.064921632463060180e-01,-9.125833344719101736e-02
3.619406550269806122e-02,3.593965203139320893e-05,-3.990342544742661701e+00,1.286153103598221790e-02,-4.024388517532062615e-02,4.013303860990096589e-02
3.615307536230064067e-02,7.232128483138977624e-06,7.567702466182071319e+00,1.076054529210387495e-01,-4.221132216771682037e-03,3.558420208784750932e-02
3.614249484759866904e-02,8.880145243202009029e-05,-1.009347846537185944e+01,-7.218439773060561851e-03,-6.939170222108868857e-02,5.633103409416544832e-02
3.612771042543255762e-02,1.046175295940444315e-04,1.216240997682827896e+01,-1.225623512669026872e-04,5.137822986964832306e-02,5.707460265792904316e-05
3.617246094863360573e-02,-8.302634311459042456e-05,-5.311265447652314897e+00,-4.360147096412216039e-02,7.923345377839266512e-02,-2.948970742115762655e-02
3.620156406488964779e-02,-1.047672670384263768e-05,-1.160680231583751665e+00,-1.570846743054139100e-02,-5.883605566249405089e-03,-3.302449374056005277e-02
3.614068787884866518e-02,6.779397314430100509e-06,3.436654828971395848e+00,1.673360037847465911e-02,1.157828848616009043e-02,1.959053900165100628e-02
3.617024870190186508e-02,3.288117384520012281e-05,4.581332244234971540e+00,-6.610436301709514406e-02,-4.863696972625754233e-02,1.907854239895756185e-02
3.614125441264923883e-02,-2.453080598962540705e-05,-1.035989677992217572e+01,4.389435631263317872e-02,1.002221885251141364e-01,2.993249726909435332e-03
3.607455017310561007e-02,9.822447082161079066e-06,-8.280158828887008937e+00,3.144443601748173056e-02,5.407381167893254154e-02,8.922557980797270888e-03
3.624746102862939912e-02,4.572871478786211876e-05,7.328219242086300156e+00,3.289768681201302170e-02,-5.055094735721888527e-02,4.081334665959766156e-02
3.606379645028423564e-02,-4.744720312741436549e-05,3.524470453687031490e+00,-5.443092644107636047e-02,3.563459795091811905e-02,5.373378653072508060e-02
3.622343449678561839e-02,4.911817590628639004e-05,4.089425842365984387e+00,-3.886539328995324005e-02,4.782931150864869890e-02,3.630246489577246272e-02
3.618866946585916344e-02,1.795837968685511712e-05,-8.469551024320839616e+00,-2.135394904798398885e-02,5.331893593370911309e-03,-1.968549487066208192e-02
3.619248303474260214e-02,-4.516070901793526612e-05,-2.354903551433262354e+00,3.506555785950674770e-02,-9.342384944049207315e-03,3.133169100933358431e-02
3.621405791541151137e-02,-1.363759600270608941e-05,3.069093048165346893e+00,-7.009555903019634715e-02,-9.860364415805640548e-02,7.392059096429180048e-03
3.610709972830532244e-02,-4.208454826836295295e-05,-3.005416647579155054e+00,5.732306850964766914e-02,6.816001356482537243e-02,3.769021099763326943e-02
3.620746623514353724e-02,-6.049974549019406790e-06,8.136705669003123642e-01,-7.877096134764784152e-02,-5.931496411704340055e-02,2.090376147682401070e-02
3.617984906892493524e-02,4.817882919454491414e-05,-1.175047066480289226e+00,5.303940246177230033e-02,9.178533716478451399e-02,9.983275609891778795e-04
3.619748996661835416e-02,-4.773072775101153131e-05,2.595150813614028884e-01,1.326694223417374495e-02,-3.993842038966114588e-02,6.794660884464207712e-03
3.618411666708268304e-02,2.644489888891090945e-05,-1.293558983291577036e+01,-1.671146134605821718e-02,7.637372348167298375e-02,6.774042755522641235e-02
3.617322633593655218e-02,-3.588100227038891856e-05,8.184446756341315909e-01,4.717304067595231437e-02,2.416793305539685979e-02,-6.241500135797922039e-02
3.617487651780873503e-02,1.010613053195074155e-04,-2.056897370932267766e+00,-3.779092855187530121e-03,-5.309966808624693412e-03,-1.903244648199252376e-02
3.625268420332865976e-02,-2.219421663961325603e-05,3.659380289972240519e+00,-5.422197173746180765e-02,1.676125837039633623e-02,-4.830897502032318463e-02
3.615802706347416573e-02,4.901840696060958384e-05,-3.111860797625696229e+00,3.578076349252598976e-03,-6.259003070807547808e-02,4.952598026911333995e-02
3.616085245423986128e-02,6.669591703597887577e-05,8.988858836371943495e-01,-1.292449587062629093e-02,2.456780775976193446e-02,5.316827931999693058e-02
3.613974801668193987e-02,-1.004657102967711289e-04,-1.491561706954077637e+00,2.560094905939670762e-02,-1.283567654551132087e-02,1.456418807820769948e-02
3.622208595283254312e-02,1.108817525527536248e-05,-7.872848265079468888e+00,3.038932571551183556e-02,9.605563071141435746e-03,-2.074052315004910191e-02
3.620378132854518843e-02,2.276946025928830482e-05,1.892234467785911090e+00,-7.750175993840059674e-02,-3.980951425385256814e-02,1.162916722748851342e-02
3.617521299984287342e-02,-8.742973931194850999e-06,-4.393274961852562832e+00,3.944000060486645143e-02,-1.075517007310929432e-02,4.903056698274324554e-02
3.624146621249659667e-02,1.030571357484776030e-04,8.260972609944742473e+00,-4.792529288967689594e-02,5.653341162152118043e-02,-3.758052903972787517e-02
3.610583334813685652e-02,-7.167765243721854805e-05,-6.744456080106134621e+00,-3.728361822273080356e-02,-6.556296136627097482e-02,3.887897671403361261e-03
3.611708051720990964e-02,9.441851480663556652e-06,5.534070163100529349e+00,4.260929676470406706e-03,1.452231396687682537e-02,5.364960140810958594e-02
3.614804730349507889e-02,6.104247846982143746e-05,-6.531650802207780160e+00,-4.321303027661128893e-02,1.023434421238672010e-01,4.418973796858372287e-05
3.623358300122429126e-02,-6.644842791871283206e-05,4.249443260436861713e+00,2.428260202172882742e-02,4.012672847439090890e-02,2.813779202856266700e-03
3.619721240432070830e-02,-1.845210482681929881e-05,-7.919565031388263954e+00,5.141221044678084134e-02,-3.065447835643432192e-02,4.096036431328255872e-02
3.613200617865351683e-02,3.626108810427986777e-07,-4.899805389055398308e+00,-5.127662287205187602e-02,5.068747905720533478e-03,3.286459810891629446e-02
3.623810885607116339e-02,-3.077131944027826626e-05,6.689424304754941097e+00,2.289418661491212509e-02,1.777045853596805405e-02,2.504888509764514881e-02
3.615099684410432584e-02,-2.057066510569035916e-05,6.050121130298567351e+00,9.550657031723998325e-02,-8.843214352025025038e-02,1.936389678102912312e-03
3.616606336485458234e-02,-8.700930488980455847e-05,-5.278400738407739823e+00,2.688038965615279982e-02,-1.964376406940265482e-02,2.497194298473201513e-02
3.627096815943225971e-02,-4.884862956406615947e-05,2.686983353634574967e-01,1.454389272895710294e-01,6.587345925767720822e-03,-2.588737226067669428e-02
3.620826794952727162e-02,2.061625859905340938e-05,9.577009556098980525e+00,-2.419943996597766211e-02,-3.561405824694584277e-02,-3.552150266689987207e-02
3.620283499651123088e-02,-4.952615742187826714e-05,-9.727781824830914914e+00,2.730266601903988052e-02,-1.000345931946997058e-02,4.429432608082578549e-02
3.623500750715708679e-02,-8.828453467255235041e-05,-6.636010837647305927e-01,-1.703506957846592090e-02,4.081919819971340652e-02,7.014657689577795396e-02
3.621470911247576252e-02,6.426638193931909085e-05,-8.636449112391224148e+00,-1.061109992181544920e-01,-8.280050472064336142e-02,4.098363182837926749e-02
3.614085349545543419e-02,-5.919412949012898500e-06,7.854348788508396240e+00,8.162610317698444640e-02,1.119921943085653154e-01,3.737190333176892976e-02
3.620316474272738949e-02,6.707132710748056961e-05,1.654204830160963979e+00,-4.875301068431680401e-02,-4.549151147432236968e-03,-4.574171556874052913e-02
3.621935474003773470e-02,-5.417972344399240610e-05,-1.249640304046170103e-01,4.564877417120771774e-02,2.569504168194169241e-02,-1.996124832295139567e-02
3.623368991399257555e-02,7.702641440416991283e-07,8.722814118791891502e+00,5.719967044044840798e-02,-2.800595222754722821e-02,-2.690587360211863649e-02
3.617458257297943847e-02,4.079462991893874308e-05,-4.018870184161454695e+00,9.160831505022648188e-03,-3.589596594305715510e-02,3.078426649212531382e-02
3.618993178997088889e-02,3.442991685074469059e-05,3.049561426070185099e+00,5.562660597117224243e-02,-1.375295601863332946e-02,-1.691488120681423207e-02
3.613925892446519933e-02,-2.076876869550053437e-05,1.971016323306580498e+00,-4.077103944171669297e-02,-6.711412121375581394e-03,6.203820286603031753e-02
3.612026616631833914e-02,4.193486210028408970e-06,1.940072494564967887e+00,-1.463251141843889026e-02,6.843597078126813227e-02,2.624071991642175708e-02
3.614090618542006167e-02,-1.257972691177661054e-05,1.786437573731917139e+00,1.093277702268803143e-02,-3.200441070125772253e-02,-8.224404310842878263e-02
3.615587741855200155e-02,-4.066303204137274935e-05,-9.207787059539876751e+00,-3.661597492265279002e-02,3.760285704299171083e-02,2.643054723202606371e-02
3.620519921819991688e-02,2.555294674298852907e-05,-1.060689283771606917e+01,-3.257553248480714574e-03,-8.004938125326958864e-02,-7.011944731757698002e-02
3.617719035332497834e-02,-2.105744874785251842e-05,-2.586588882207198736e+00,6.289337597348469699e-02,-2.014346194410264121e-02,6.294942517137418203e-02
3.616320305617979486e-02,1.597055035226401925e-06,3.669224803902117582e+00,3.839353555913678495e-02,6.847841130146155482e-03,9.160769781355462826e-02
3.617556258183587253e-02,-1.177462304367552459e-05,-7.004890976761487531e-01,-4.197757181528393583e-02,7.004485594147870364e-02,-2.046926095968289866e-02
3.621369652572319076e-02,-9.358221800868753160e-05,8.750458724075901307e-01,9.629074984999860809e-03,-6.993920471004304827e-03,1.059239593388786732e-02
3.618862660854625657e-02,1.042468825244013575e-05,1.193814767625386020e-01,-6.222735573757010030e-02,6.229047586769333178e-02,6.317194083281357786e-02
3.619107164043561947e-02,-1.659430683888549810e-06,1.030691429545981741e+01,-1.771851886212024926e-02,-6.840091559121866394e-02,-2.628639223679352793e-02
3.609293184913653363e-02,-5.455681793500357231e-05,6.896161050483852195e-01,1.085790632766906903e-03,2.019714904091666000e-02,5.302047096162481460e-02
3.619313241790759333e-02,1.247930110363505945e-04,-1.126657057359992820e+01,-8.749578835418458792e-05,4.049797215461708316e-02,3.960516584055002315e-02
3.619915499595197095e-02,-5.019046736684196978e-05,-1.929977245068892566e+00,-6.930332750900054795e-02,3.455733228787271141e-03,-3.395340485854222295e-02
3.616996770201628963e-02,-7.925367180431531100e-05,-7.405362532990004354e+00,7.881751947618596821e-02,-1.442132590340220767e-02,-3.733477821832596744e-02
3.614577516643179000e-02,9.270973603094518614e-06,-3.256778316706474996e+00,-2.171478932629791227e-03,-6.088137614218124688e-02,-1.766155134399087934e-03
3.614923755341340611e-02,-5.030118705896253594e-05,-1.009733313209356353e+01,1.655493727763845610e-02,1.530445372674422294e-02,-3.966287715166494365e-02
3.623334318276683064e-02,-2.844813946021258663e-05,-2.957860626972538043e+00,1.722270542379048322e-02,-1.089283657965353092e-01,1.322898618523139225e-01
3.614973472919865566e-02,1.863328304431758386e-05,-5.727601886564885891e-01,-1.652869664565138896e-02,8.669621708715569489e-03,-1.907733071190299964e-03
3.614287410014111607e-02,2.124350906666029568e-05,2.677371758464363038e-01,-2.625440225162591849e-03,4.019762150857493499e-02,-1.833440295761153832e-02
3.618927883100704623e-02,-4.665802481848207393e-05,-7.297656689197514979e+00,-5.861089462857900327e-03,-4.496920394251749387e-02,5.950405032620911805e-02
3.615808402885249684e-02,5.095463250685994424e-05,2.886285395872967730e+00,-5.923457158892704577e-02,-4.596761976090627533e-01,1.513114082129625448e-02
3.624628221951139984e-02,-4.953439458009594835e-06,8.993957068907993957e+00,-7.377181986716805501e-03,-1.175515305671984922e+00,-8.984300342645579196e-02
3.613384883655618163e-02,-2.772255692937757452e-05,2.225768089133400629e+00,4.136750932958185856e-02,-2.148669407204651716e+00,3.911486919529841289e-02
3.616710106984823841e-02,-8.990441235649256798e-06,4.833003543574232452e+00,-1.288117455960928383e-03,-3.111103027484638961e+00,-5.116535307453470849e-03
3.625046662649046569e-02,2.163183805836487545e-05,9.280597881938994931e+00,-3.661069360040841020e-02,-4.177529884800751603e+00,-5.009834086166232991e-02
3.619234917418575476e-02,1.541449485066583410e-05,3.301930359178779639e+00,4.033385549766991922e-03,-5.167602848631736911e+00,2.571889864040229068e-02
3.613078456639826075e-02,-2.482704085911168187e-05,3.296145564268573747e+00,1.557444864253878791e-01,-6.184776550299248221e+00,-8.703949490089525273e-03
3.611959227386050963e-02,-4.059290580907734254e-05,-2.765053300766930455e+00,-1.394366636050586167e-02,-7.007142117350221966e+00,-6.312616010943232492e-02
3.619681763369581723e-02,3.550083026549344395e-05,-2.761153638255780862e+00,5.164624976937358392e-02,-8.216400684771718588e+00,5.627631470877652448e-02
3.615765558974655403e-02,-1.704320522695059543e-04,-6.395030175086236390e+00,-6.715787758358715553e-02,-9.124042509563221159e+00,3.726021972965034971e-04
3.623297511396610104e-02,-1.867762560478530609e-05,-1.308844491340274807e+00,2.387775494465289514e-02,-1.005770560126023483e+01,-2.117876756619325226e-03
3.614760907071486867e-02,-1.916697464803518403e-04,-6.898923909181155167e+00,-1.734733108193013337e-02,-1.117188134496426599e+01,-5.332457449947061723e-02
3.612848716052008413e-02,-1.379032981592868219e-04,-9.486762980106277610e+00,-6.165110779393451895e-02,-1.212836514084299999e+01,-2.471297228591221376e-02
3.614536084911510599e-02,-7.644352423378607383e-05,1.672353628349822330e+01,7.698127305840916923e-02,-1.307023658464630422e+01,3.594581866698289691e-02
3.610238447190340649e-02,-6.622401004658828481e-05,-7.869784485042902844e+00,-3.742517174092770127e-02,-1.422109903726232716e+01,3.491290576358584835e-02
3.614983885401448077e-02,-1.310561509926312944e-04,7.803644500929433292e+00,2.699699920209756507e-02,-1.504900210401380534e+01,4.906666095024877355e-03
3.615398084009828483e-02,-1.027557215034001714e-04,-1.746145417031263136e+01,5.862295201544000245e-02,-1.608494420995678098e+01,-2.495809042561761629e-02
3.614580972514140622e-02,-1.195495444634543327e-04,8.376705655860594568e-01,2.181757931943606801e-02,-1.712168818772223844e+01,1.862506766561653967e-02
3.617580497388350053e-02,-1.326517279487621020e-04,-4.396040237628653813e+00,-1.966318585304563382e-02,-1.814395731680436441e+01,-2.195761252696928900e-02
3.623409850384612385e-02,-1.864268867573700415e-04,3.032293503235535592e+00,1.273585707941037384e-02,-1.908846915401579736e+01,1.702978434525058080e-02
3.618173242293133002e-02,-1.894126349899587485e-04,4.333064523411088054e+00,2.824260929550610408e-02,-2.016407247872588471e+01,-9.942611441844267928e-02
3.624704541119989909e-02,-1.471815464168491853e-04,3.795724116412908966e+00,8.999812925425111632e-02,-2.110457520494840011e+01,1.128102381191221568e-02
3.612441030502019923e-02,-1.432003870288697388e-04,1.041630881256707930e+01,1.032425698974220873e-02,-2.205004049221240692e+01,-5.418299976789034411e-02
3.618211355672219798e-02,-2.479456351636043958e-04,-1.021336632276623568e+01,-3.202032720703056751e-02,-2.318408536179224910e+01,-6.363252883683009897e-02
3.622310966351799388e-02,-3.507557153824257274e-04,3.028868938640651542e+00,7.635765099321618898e-02,-2.415630428161221488e+01,4.168547434925743561e-02
3.620760270941725950e-02,-2.423669273821293046e-04,-1.074254300096210279e+01,-2.708411251384933160e-02,-2.515221158933822920e+01,8.766591880377042068e-02
3.615835208981710291e-02,-2.594838050810021582e-04,-8.322545013977514117e+00,-6.151797146672424027e-02,-2.611801249194604679e+01,-1.860685869606163931e-02
3.625598353502891558e-02,-3.924652538302662581e-04,-8.078538591638315669e-01,-1.120557177889039543e-03,-2.720871344576877604e+01,-3.959865685528774285e-03
3.623893860666574374e-02,-3.421151601153981400e-04,-7.715314584907564388e-01,-3.917346873531591528e-02,-2.806432217691780551e+01,-1.486970590387408364e-02
3.620459322644658390e-02,-3.831344292154251728e-04,2.165970407878048842e+00,-8.509775695957483288e-02,-2.908587917338063278e+01,-8.874850881175914974e-02
3.612820034364121885e-02,-3.908943493104936450e-04,-5.942082900124563416e+00,6.291358990943308679e-03,-3.011281789150376298e+01,-5.386249912440761733e-02
3.613889017502234374e-02,-3.841334949945814461e-04,7.524087247174437998e+00,-6.187089890462828257e-03,-3.120226586777431876e+01,-6.654583892983354139e-05
3.617738973921595658e-02,-4.237762829669434995e-04,-2.965114335762975895e+00,-7.204974407322778385e-02,-3.216415187710230583e+01,5.237086150777724814e-05
3.617681677169728993e-02,-4.337327424014511199e-04,-9.680467972552754263e-01,1.123317634770037016e-01,-3.312576890354052495e+01,-1.635616787252480372e-02
3.621012370347360260e-02,-4.927474430687162413e-04,8.127325190597854743e+00,4.275641287438861071e-02,-3.405406128640928642e+01,3.424083418307184018e-02
3.623549872610029587e-02,-5.096396605326732531e-04,-4.249780389808170966e+00,-3.667169275086305108e-02,-3.512793221274029776e+01,5.336409392266994178e-02
3.625852238620717871e-02,-6.350904074639592131e-04,5.033796810999819904e-01,-1.912525146893431435e-03,-3.609078858224360431e+01,-2.827475666093637319e-02
3.622599101645338632e-02,-6.718395118838003510e-04,1.313470600605801120e-01,4.639265994151463984e-02,-3.701387035156268013e+01,3.527836256500827689e-02
3.620914239553432723e-02,-7.050739912417151910e-04,-1.774599604925751350e+01,-3.683601531331592849e-02,-3.809252950431874751e+01,-4.462787552869765251e-02
3.620306972275724733e-02,-6.710259232701213869e-04,-1.449846957594899166e+01,5.645792995299775928e-03,-3.908546694112045827e+01,4.869400252527074369e-02
3.621824807017817727e-02,-6.635423007503867638e-04,5.865031272891070291e-01,1.201795752506153864e-02,-4.009748703230913947e+01,-4.825661223477928363e-02
3.625020255675120984e-02,-7.932538882845435258e-04,3.595065116156962226e+00,1.346860815383631518e-02,-4.106672117220823992e+01,-5.998350438116539091e-02
3.613446040299480438e-02,-7.561065255119744184e-04,-1.066538533387974574e+01,-4.413948114974391990e-03,-4.209574793007240601e+01,-2.644542210033565960e-02
3.623297239626964428e-02,-7.463098921509762635e-04,-2.878256135494161150e+00,5.579884500448430151e-02,-4.311656821072178047e+01,3.757937514723110051e-02
3.609051531380481903e-02,-8.489962797021262343e-04,2.055299141254844475e+00,-3.730621051146868622e-02,-4.410416685487119537e+01,-7.051516506945752771e-02
3.606368324223164362e-02,-9.156070109957124012e-04,-1.198436709190740501e+01,-1.848397485146902140e-03,-4.507255466351891471e+01,-8.558037836915576013e-03
3.618400828377629774e-02,-9.619757142737908346e-04,4.825897627486552821e+00,-1.642713697568455328e-03,-4.611314892308442381e+01,1.666104155041151294e-02
3.618598825886763792e-02,-1.013439812334155764e-03,-6.438853140395274011e+00,5.479110263871853764e-02,-4.714209900760685201e+01,1.849610420481483802e-02
3.614682924720463014e-02,-9.986580913863458975e-04,-1.281219831465926262e+01,1.431157505375233807e-03,-4.804980233530936573e+01,3.874450709397320169e-02
3.620983199595138868e-02,-1.000146891424227771e-03,2.734376866126444039e+00,-1.535352287820241149e-02,-4.908152047219839176e+01,1.036106621566209446e-01
3.617477122231529257e-02,-1.148107498470868088e-03,1.060330282614191688e+01,-2.025768013362824055e-02,-5.009345471016833073e+01,2.577938574917991443e-02
3.619670188605663558e-02,-1.216984301119425566e-03,-1.546098220513404176e+00,-2.601818896866072567e-02,-5.118271493003485517e+01,2.849704051833822083e-02
3.621046368288501072e-02,-1.236215444239752766e-03,6.984135805933395780e+00,9.372693411196345026e-02,-5.204015310145752693e+01,-2.953466865237593109e-02
3.621161814788388666e-02,-1.275990769368089920e-03,-1.137413354865833348e+01,-6.431692158029835883e-03,-5.313719029927666782e+01,4.278583274625797489e-02
3.619465278012651277e-02,-1.350325677483165798e-03,-2.237037967438952446e+00,-1.028974589744624524e-02,-5.410776749022563337e+01,-1.405971495015813366e-02
3.620592244216679079e-02,-1.337054988043217619e-03,-2.448772278811697234e+00,7.847802751188448500e-02,-5.509783242832033778e+01,6.430849216179947841e-03
3.613734915937062697e-02,-1.405111936141872691e-03,-1.953361843780991336e+01,-6.830719652000100117e-02,-5.614946606631799852e+01,8.062343214419391557e-03
3.621158104508206271e-02,-1.447006425164855175e-03,8.695771137231886883e+00,4.038486639512427895e-02,-5.709482822916648814e+01,1.122658499874246846e-01
3.614804096823307639e-02,-1.494193551494138548e-03,7.723397708053085786e-01,-7.050008219947848966e-03,-5.820773784712355337e+01,7.576016994761941743e-03
3.609173028369584701e-02,-1.550563172649542694e-03,4.818802428175525399e-01,-1.455907909770741762e-02,-5.922611448423525360e+01,9.984192258532342823e-02
3.617718425602875487e-02,-1.628402154784027757e-03,1.919790049288776501e+00,2.970390482127358706e-02,-6.020167858649447368e+01,9.012269518116551581e-02
3.616154818288672829e-02,-1.739191548790828927e-03,1.301709379348292472e+01,5.815562039838763353e-02,-6.108196873049447362e+01,-6.641495762164928429e-02
3.616331283830883508e-02,-1.710921019885389789e-03,3.159161486471582680e+00,3.617597110205063304e-02,-6.214959101325493407e+01,6.850276626721925333e-02
3.619545381695363218e-02,-1.786488432075717357e-03,1.330670968759061878e+01,-2.440674479324879149e-03,-6.306584678819400835e+01,6.872022671687654481e-03
3.624319330053677596e-02,-1.837795861683406843e-03,2.497796131855787749e+01,-2.641057454882986960e-02,-6.418032059938001055e+01,5.965484418291899793e-02
3.616757249897277482e-02,-1.831845716148258882e-03,9.058901327541077464e+00,4.300821674423362800e-02,-6.514286429891244268e+01,-7.028040539240696521e-03
3.619147692565974350e-02,-2.042313006829490560e-03,1.239531298595895770e+01,-3.463974263093681089e-02,-6.609608100155706722e+01,6.151519618984736815e-02
3.620661416783199638e-02,-2.067553378529195154e-03,1.014467378594840774e+01,-1.012800718085405116e-01,-6.714346481248288967e+01,-2.302148758947947585e-02
3.613418017819148426e-02,-2.041972300887546186e-03,1.541049423396435891e+01,2.820478166744399065e-02,-6.815803810614312397e+01,8.360159202975520065e-02
3.617772927853500631e-02,-2.123893659975539892e-03,8.150843648537503539e-01,-7.344047044710865467e-03,-6.911093847419296310e+01,2.693335037161806098e-02
3.617493114883394562e-02,-2.225801460336996294e-03,1.346308453000560412e+01,-6.707098867259254915e-02,-7.006978808507889767e+01,-1.609464374679228996e-02
3.627474709823216847e-02,-2.236228782486684215e-03,-3.809524694307355297e+00,-4.625365887937851056e-03,-7.110248763559806662e+01,-4.294711866961326008e-02
3.619460554592552476e-02,-2.297037528527977063e-03,1.724720556130191440e+01,-3.577245428410077976e-02,-7.200194585748278087e+01,-7.158919858868030561e-02
3.616473311600759688e-02,-2.303789840605434749e-03,-4.397058396384718293e+00,4.371423940999391577e-02,-7.302360426327344101e+01,1.278489344206722514e-02
3.615252835200687825e-02,-2.458303024002239656e-03,-2.010276850627247036e+00,9.555500070050522432e-03,-7.409012711027543219e+01,9.051342736187109952e-03
3.614007848560962105e-02,-2.608742376151725918e-03,-6.658836572755264527e+00,5.057205255217300799e-03,-7.516205880737913958e+01,-2.276502831019032100e-02
3.615542377393515805e-02,-2.571956968175530441e-03,-2.612688653297399188e+00,-1.893499377800921674e-02,-7.614778402728921947e+01,1.012204129380444018e-01
3.618420402993698104e-02,-2.686510545565262264e-03,-1.288220528605581727e-01,-1.233696537922334899e-02,-7.702462274430018851e+01,-6.582460672802030455e-02
3.615756314655775572e-02,-2.759487421775013924e-03,-1.610427087823055992e+00,-3.208384907042043099e-02,-7.811675215899465741e+01,2.758291319654992621e-02
3.631761789553366454e-02,-2.759139585123924869e-03,-1.203048871240995688e+00,6.047354348862600537e-02,-7.907575096905631540e+01,8.147834745411036694e-02
3.621179398351671852e-02,-2.921882682524557916e-03,-2.457570167473511535e+00,5.619152770697666277e-02,-8.012188850708571408e+01,-1.947533960726742508e-02
3.613446896513976964e-02,-2.938767480059418548e-03,1.451881176564909781e+00,3.987867743424949873e-02,-8.108470939936354682e+01,4.135304589505216927e-02
3.623086619632032157e-02,-3.054542376986903868e-03,-8.206608930081728204e+00,-4.187643472093682817e-02,-8.202357647448799582e+01,-9.950321612893339718e-02
3.615603822710707765e-02,-3.136527119455486366e-03,8.204148050329067132e+00,5.708011036695814604e-03,-8.307474295797545949e+01,-3.258657241123662923e-02
3.613342771476461129e-02,-3.247175584172325245e-03,-7.645929174106706583e+00,-3.021160975192658388e-02,-8.414990561515764966e+01,7.599329138678233286e-02
3.620388978175171496e-02,-3.252354882591120249e-03,5.632895223773637383e-02,-1.708325285435020901e-04,-8.497460417629187646e+01,-2.470519885327906659e-02
3.623572865574657687e-02,-3.298696323890690143e-03,6.627678357939557507e+00,1.356285164199555124e-02,-8.614952833507810226e+01,-3.270490852029176582e-02
3.608430809931778560e-02,-3.387210733813544091e-03,4.598332009706863843e+00,-5.186238105707008383e-02,-8.700841670836874187e+01,8.591863547341970289e-03
3.620879564900575387e-02,-3.555264952650976154e-03,5.038403675633487566e+00,-5.716127399546172072e-04,-8.817905861490987718e+01,-1.960935524438881319e-02
3.616416602194565122e-02,-3.590330009372391835e-03,9.145395985280181606e+00,2.365538145835959991e-02,-8.902917342224151298e+01,5.964896100086655717e-02
3.629334382341789511e-02,-3.596745317813491820e-03,4.254992635783619193e+00,1.313706140045719714e-02,-9.003331415316965547e+01,8.415119987782448963e-02
3.619987748083804829e-02,-3.719798447707297739e-03,-1.189430936066596445e+01,9.152679843426972384e-02,-9.120434334765239726e+01,-7.690481665719031690e-02
3.616092908989473192e-02,-3.777225154436956219e-03,-7.847289927257318221e-01,-4.092614202588687466e-02,-9.208977021729441503e+01,3.279880905767684068e-02
3.614368340194248908e-02,-3.892746393999037269e-03,-4.920869478995802737e+00,4.335625745088806694e-03,-9.306934102968932621e+01,6.904918646579025904e-03
3.617896971145617702e-02,-3.918755997776207471e-03,-2.365686044667383747e+00,-2.381928771576321061e-02,-9.405928932452987112e+01,4.730132130209565439e-02
3.626788275822084850e-02,-4.020809881131697308e-03,-1.092890691470524800e+01,3.666258742417106888e-03,-9.501437279302619743e+01,-3.627237552915425073e-02
3.623194770204841986e-02,-4.157213052739284175e-03,2.370745675528230567e+00,-7.972259169930608416e-04,-9.614646942868667168e+01,4.892605910525309187e-02
3.618261344389500644e-02,-4.208114838134656074e-03,-1.223075412490972447e+01,-9.034199254288504885e-03,-9.716099132206312561e+01,-4.687540893340692849e-02
3.613106640791956259e-02,-4.317604077455258413e-03,3.919156612254521388e+00,5.015239215289125918e-02,-9.821262400399970716e+01,6.763266184794507196e-02
3.620083302167297762e-02,-4.401121573940708354e-03,-6.257134843399001944e+00,4.360378176837098607e-02,-9.907572893684292126e+01,4.134316175715802011e-02
3.620319039329449040e-02,-4.547516969630870966e-03,4.127916911005237388e+00,1.059260688855898913e-01,-1.000707036637197689e+02,1.373495045394690084e-01
3.614032622941950462e-02,-4.583994153140270519e-03,1.245652840221579538e+01,-4.844446387306790280e-02,-1.010517991384387955e+02,5.298025678643678710e-02
3.618032188860083320e-02,-4.631401983267510215e-03,-1.414321762860569009e+01,7.391822855025569072e-02,-1.021000425707047583e+02,3.196887974232120902e-04
3.620172965758927663e-02,-4.755958009233610638e-03,-1.259039771690004805e+01,3.611101547876854369e-03,-1.030997804537134925e+02,3.426393122407659763e-03
3.620607338200107495e-02,-4.821801908226301149e-03,1.083398168527526373e+01,6.733378776770169993e-02,-1.041507319110282026e+02,-6.320043215759166624e-03
3.619670401719593533e-02,-4.994365367299910714e-03,7.947901273574550451e+00,-2.671891836272096907e-02,-1.050775971742359616e+02,-1.686374954012729785e-02
