gps_lat (deg),gps_lon (deg),gps_alt (m),gps_vN (m/s),gps_vE (m/s),gps_vD (m/s)
3.572400776058939909e-02,-3.595429938572404505e-02,2.869431976444854482e-01,-3.304221001896443966e+01,7.898254929383372730e-03,-5.934728456199273028e-03
3.566096921783067780e-02,-3.584667234912806283e-02,1.060340041156731772e+01,-3.410345771945201676e+01,7.885500503804578065e-03,-2.828824338866159013e-02
3.565596896639497415e-02,-3.588439938177372807e-02,-2.594930561525280233e+00,-3.515996628233349242e+01,-1.778697648633123171e-02,-5.414820817684484061e-02
3.558249926470875846e-02,-3.591287499362914165e-02,-7.547711095199872489e+00,-3.608876551538278221e+01,-1.464316901307133149e-02,2.890128726874625215e-02
3.559843154645962737e-02,-3.603176731520209286e-02,7.021261862579624591e+00,-3.709999731097182263e+01,-8.863075515765896778e-03,-3.180995485050251009e-02
3.546390507772134715e-02,-3.594606009495826537e-02,4.070881836029085044e+00,-3.810068108455015334e+01,2.181724249670030646e-02,3.646727902718043673e-02
3.543535433362227094e-02,-3.594699222918598669e-02,-1.281323258068822923e+01,-3.905268511251109231e+01,-6.957385889142485291e-02,5.408278162133544481e-02
3.554442605776512304e-02,-3.597672589854109676e-02,-2.537851857367238839e+00,-4.019826716184912385e+01,1.044894497865976428e-02,-3.789667197328439041e-02
3.541656419245651360e-02,-3.595614136756115908e-02,-1.390730817825010845e+00,-4.107174884301333861e+01,-1.687616851892448019e-02,7.035721387563208251e-02
3.534278722295142172e-02,-3.594774047152401314e-02,8.152027054679984452e-01,-4.217967413426793399e+01,-7.174058715168647737e-02,3.544076909486207350e-02
3.526764916492518276e-02,-3.595829282125221488e-02,1.196291723714003385e+00,-4.317290558731682637e+01,1.752599614107268680e-02,5.190725865119884264e-02
3.539127057663443016e-02,-3.591345145828176572e-02,-9.827527821599019831e+00,-4.410105586725613591e+01,2.707376430136746587e-02,1.326360824918526027e-01
3.520521927614024549e-02,-3.591739946087853935e-02,-1.864031146922926485e+00,-4.513022068189005864e+01,-7.272758686874315759e-02,-3.779022094111347124e-02
3.516961600780561803e-02,-3.588777296971724928e-02,1.286433305808114369e+01,-4.615122848589994931e+01,4.738555856160844848e-02,-3.734623322735716039e-02
3.512805346003128326e-02,-3.597412218609703782e-02,2.202792222249040677e+01,-4.704572336321066217e+01,-9.352333188129613450e-02,-1.158407381276474121e-02
3.509348422676755730e-02,-3.588364317225946343e-02,9.586253313728795078e+00,-4.818439147088486152e+01,2.944244674485145541e-02,-9.182781776983849065e-02
3.515780838040719058e-02,-3.597301509298591465e-02,-1.685520525285912674e+00,-4.906118808407195075e+01,-1.824558922558061624e-01,4.603393484377182876e-02
3.499803293724321890e-02,-3.590473522695830644e-02,-8.193894085050745346e+00,-5.009859025050234038e+01,2.019477214181895561e-02,2.737300406489770466e-02
3.496186958692498736e-02,-3.590957340329922753e-02,6.429758661223099914e+00,-5.114420093677901491e+01,5.642732912591061356e-02,-2.455847924096844423e-02
3.493018648739327353e-02,-3.595221038733976970e-02,8.220879111531903760e+00,-5.208966906913217798e+01,1.030425768091798033e-01,5.888075580967749162e-02
3.487335135551235948e-02,-3.599641159664516976e-02,-3.695173060940890153e+00,-5.302433374443133118e+01,1.538972363672197821e-02,2.759062245026646168e-02
3.476978696723365819e-02,-3.596276069814392795e-02,1.755571236007627212e+00,-5.414132965751661430e+01,4.423811114124096174e-03,7.117962892967362454e-02
3.489592037631705779e-02,-3.590905107531967150e-02,-6.072502278161259426e+00,-5.514355368496998011e+01,8.611095607495095061e-02,-2.148469966738283943e-02
3.481694893342954927e-02,-3.589664349620313999e-02,-1.784647757569215898e+00,-5.613412017034892898e+01,-8.182722055936818284e-02,-1.089207804566715287e-01
3.476670748614909406e-02,-3.598055002788805995e-02,4.305915955649419757e+00,-5.708290261055446280e+01,1.491779324681603847e-02,2.568744097255741890e-02
3.467111778634447694e-02,-3.588402942659225242e-02,3.257728582490390767e+00,-5.806166737077301576e+01,1.930777210610126055e-02,3.132591051885941918e-02
3.459880892881251474e-02,-3.588244614428640761e-02,1.954888911102464544e+00,-5.907987060557854875e+01,8.812776883947386064e-02,-1.249220666864601752e-02
3.455154865797392671e-02,-3.598818911874099996e-02,4.183322118181295401e+00,-6.012173863360606418e+01,5.076035267024786579e-02,-1.845175134435949119e-02
3.448494043120657604e-02,-3.594063477134265550e-02,1.644336861174019448e+00,-6.106573951324519811e+01,-5.904621313297395840e-02,-1.621961602953117185e-02
3.444124273257539309e-02,-3.594036972405298402e-02,-7.102337810582874056e+00,-6.205329946962865506e+01,1.835040065286953600e-03,5.771390814813270181e-02
3.439234546004989873e-02,-3.593837354963944075e-02,-3.992663733265331860e+00,-6.312801540137929379e+01,3.542101356556965480e-02,6.916793818113425169e-03
3.432406303532464092e-02,-3.589299384117646680e-02,-1.195119707006530252e+00,-6.408906419901475715e+01,9.956334141437366003e-03,5.329755610134868926e-02
3.429973472273861734e-02,-3.598320626028952279e-02,1.473077400162449990e+01,-6.510262841164505687e+01,-1.093058416680998089e-02,-1.031921698569588514e-02
3.420784508097141768e-02,-3.590561829597958832e-02,-4.743012339120387999e+00,-6.615785226195140467e+01,3.731055066505706286e-02,2.150192031002659543e-02
3.413553241269692146e-02,-3.594524552749712998e-02,-2.557373137858252932e+00,-6.708598103011088654e+01,-2.042124657010750688e-03,-5.880858729575923205e-02
3.407324461699604012e-02,-3.598175142868614146e-02,-1.429228376023629732e+00,-6.811135517853725219e+01,1.532211452738204728e-02,-8.566440476755614319e-02
3.409083369776821915e-02,-3.592156502655635686e-02,8.517555050425555052e+00,-6.909899545380508812e+01,7.595953359155566131e-02,5.243162434732466168e-03
3.397661830048123721e-02,-3.590017786937439032e-02,1.142480889130014887e+01,-7.007415945858812734e+01,-2.871332950909580642e-02,-5.657200672364137012e-02
3.398271518185987106e-02,-3.587440200129861367e-02,-1.210545759700711521e+01,-7.111916802574654639e+01,-3.360023678853234913e-02,1.314462156843679563e-01
3.378601746613354995e-02,-3.592265258821988883e-02,4.272444153050956928e+00,-7.209510766600101306e+01,1.554995049088666974e-02,2.336420430038732999e-03
3.376042522574836113e-02,-3.592879952091081880e-02,8.350717728198469914e+00,-7.312278289316340363e+01,4.859893538858344603e-02,6.328996668316192245e-03
3.370315142892017779e-02,-3.603512236071509944e-02,2.249471284894020595e+00,-7.412638682865411965e+01,2.575610925574605553e-02,-2.432451576266304871e-02
3.361888943254232737e-02,-3.591612241947687856e-02,-3.521015655787056442e+00,-7.514778577197866127e+01,-9.083672278548973050e-03,6.868654391104273005e-02
3.355473041533246770e-02,-3.585910907628914873e-02,-1.087008232599690238e+01,-7.605465166694821733e+01,5.864795496999821584e-02,2.890244767455819874e-02
3.351781237311319411e-02,-3.582778348922316392e-02,-2.251684908473558178e+00,-7.706418234123320588e+01,-3.056696865172799961e-03,-2.528296835069520146e-02
3.336846943596950138e-02,-3.596483033317596223e-02,-1.571637664813305335e+01,-7.812718546322263080e+01,-8.275565251792442456e-02,-7.613266591601458577e-02
3.329471215354392472e-02,-3.585993089345978352e-02,1.117965715281003725e+01,-7.917406366627066916e+01,4.591280401001356093e-02,2.175942759619764813e-02
3.326859746016013614e-02,-3.590791263399828459e-02,-3.112757234378019433e+00,-8.010332407888823525e+01,8.739377533384287688e-02,6.160578581144553895e-02
3.319791384118468691e-02,-3.593419563987548804e-02,-1.199946335840010425e+00,-8.108540166846519526e+01,-4.473289072463877691e-02,-5.182596323578461672e-02
3.323322949101821522e-02,-3.595894900229725660e-02,-5.674991792087990206e+00,-8.206016259108837119e+01,3.516661511973915438e-02,-2.947216442282055843e-02
3.302177461191845020e-02,-3.595024938198414233e-02,-1.139970060293321374e+01,-8.314277130518031811e+01,-8.046785458892481702e-02,3.992831741717805388e-02
3.298372538058782361e-02,-3.596648969806835044e-02,-8.960661167683788619e+00,-8.415572325111239138e+01,-8.282882153028388664e-03,3.561179165925140028e-02
3.292510441341574973e-02,-3.594816396640522493e-02,-3.816291805851915964e+00,-8.510181643161182308e+01,-2.024645021637244691e-02,-1.895653126374549982e-02
3.280306414642233936e-02,-3.597794121207898571e-02,6.028824706515480136e-02,-8.608786882310666044e+01,-3.903561731115520045e-02,-6.796639135182963934e-03
3.275794861269155922e-02,-3.594620968784865978e-02,1.180333086247192398e+01,-8.711879924579960743e+01,-8.422565010947856423e-02,2.388459223540489312e-02
3.270975510013414411e-02,-3.590584610197362914e-02,-1.022600343335721540e+01,-8.806006621456603511e+01,-6.899592746316256242e-02,4.746074373830575519e-04
3.258062739635522037e-02,-3.594570279265989210e-02,-6.109419619037613769e-01,-8.911614051712822970e+01,3.854580358304497689e-02,-6.370481032144975631e-02
3.249631430684143257e-02,-3.590795392872102310e-02,-1.417133557956809398e+01,-9.001753633407550126e+01,4.135256821139179223e-02,2.393115929169577910e-02
3.242501288777487750e-02,-3.589776279844453244e-02,2.841855309501203575e+00,-9.120181485453811376e+01,-3.807151395430369983e-02,1.818835068547753481e-02
3.234258908734290172e-02,-3.597223009500318675e-02,1.341442956529618336e+01,-9.209203880951358201e+01,1.350907070918711816e-01,1.114531172145343668e-02
3.227897607849310180e-02,-3.594387549999202014e-02,2.350853515144277206e-01,-9.312204756439645337e+01,-1.107685547746489890e-01,1.084834234539500293e-02
3.220192020861781940e-02,-3.586245685183313964e-02,-7.380734219608524604e-01,-9.410971304456995767e+01,6.461758458387792392e-02,-1.807063737929190048e-02
3.210274024050512737e-02,-3.588857362930684275e-02,8.414756183689277691e+00,-9.502036752907341111e+01,7.432711735932314052e-03,-3.449844147273031097e-03
3.198976134090249918e-02,-3.597125617837083900e-02,1.475757724785819036e+01,-9.605119434763354036e+01,3.694700988093117811e-02,9.999908515834061290e-03
3.187965909419974986e-02,-3.594783627401858944e-02,-8.772806030302946922e+00,-9.705383192676005422e+01,3.715087221041830923e-02,6.904824571350880180e-02
3.186902206988605907e-02,-3.598326274732259467e-02,1.857537030722264948e+00,-9.816274677389971259e+01,2.152311035924285923e-02,-1.537095682515397278e-02
3.171500600588072344e-02,-3.596175320841533268e-02,7.787210536965003982e+00,-9.920592875833712299e+01,2.551112955998631471e-02,6.854361054560111077e-02
3.165071146465908009e-02,-3.590804392004791346e-02,-2.707161532868719966e+00,-1.001606708929151921e+02,-1.597325794631026695e-03,-2.614008139885617629e-02
3.158360078111203950e-02,-3.592578921274019316e-02,-9.039500543251703490e+00,-1.011822125346703416e+02,2.988845037906037207e-03,9.671298176675323724e-03
3.150165260476803231e-02,-3.585103471221380567e-02,8.885538180996117585e-01,-1.021024947288324114e+02,4.048624447103508356e-02,1.321643189920213880e-02
3.135191787351850751e-02,-3.588427128382785936e-02,4.607457555915212666e+00,-1.031008520160600597e+02,-4.147384706032269247e-02,-3.165766648794453297e-02
3.125547757339883215e-02,-3.596012962804762125e-02,1.131376859469055418e-01,-1.041722181947070283e+02,3.032525005268290469e-02,9.200824169212409572e-05
3.118265309889427933e-02,-3.588950318511902049e-02,-9.500767707744588009e+00,-1.050442474145274474e+02,-2.225355433890373325e-02,5.098671205104963328e-03
3.115563634188598871e-02,-3.600643029838796610e-02,3.733337580313100812e+00,-1.060968597458039113e+02,5.461049501144082247e-02,-5.863737833277036376e-02
3.098702851663671237e-02,-3.586157155060726298e-02,6.657440911896960190e-01,-1.069596359520531905e+02,-2.421809038741346096e-03,-1.496707859508940135e-02
3.090004139745709463e-02,-3.591821688877763069e-02,-2.340760466500052317e+00,-1.081078058596668967e+02,-2.104810234755083442e-02,3.857627941323388265e-02
3.074199857920639767e-02,-3.598893987899027397e-02,4.034422130996613731e+00,-1.090498699126017925e+02,1.513896710422997331e-02,-1.405158214255513432e-02
3.070141392919649090e-02,-3.592987335696584683e-02,-1.342437915358613010e+00,-1.101164828265643365e+02,1.669258707628539992e-02,3.494180527441622525e-02
3.056799536770075237e-02,-3.593765730785530854e-02,5.030504948567180001e+00,-1.110308717022306269e+02,-2.554196564269735001e-02,2.723989366776320004e-02
3.043305829945136889e-02,-3.588103358813093252e-02,-1.787666705513307974e+00,-1.121428975572428755e+02,-2.196374334627899938e-02,-4.351968102252982279e-02
3.039330389259402646e-02,-3.594228339816969708e-02,7.265405965626865914e+00,-1.130472503841668868e+02,-4.042049595966590997e-02,3.355882743589564537e-02
3.028669628291370472e-02,-3.593115585316462163e-02,-5.282553542641063693e+00,-1.141358135056562446e+02,-5.488466887230785546e-02,5.797755794654468886e-03
3.016424852717190450e-02,-3.603656989526245191e-02,1.096786337376482834e+01,-1.151926090229801076e+02,3.131419849972399971e-02,3.780919339787097017e-02
3.005221758940637353e-02,-3.591554911528394706e-02,1.679969704172218670e+01,-1.161675837822126596e+02,2.218311387351783182e-02,-6.478311732216855690e-02
2.999590501501613049e-02,-3.595808345537191558e-02,-1.472524773564080069e-01,-1.171633453408987151e+02,3.690198721460678788e-02,7.776569462265572885e-02
2.986755636974371478e-02,-3.601241505323173053e-02,1.443041173965791657e+01,-1.180559166849334076e+02,-2.427091140713684620e-06,4.941576824851132838e-02
2.973214055472330614e-02,-3.590283928685467779e-02,-6.395310597899208638e-01,-1.191019056972669432e+02,-3.935881466763987285e-02,5.263653247203692320e-02
2.971174067625935097e-02,-3.594905382694719292e-02,-4.105732347078975053e+00,-1.200512097948862049e+02,-2.691936594931641433e-02,1.464304390033277330e-02
2.957648467437527795e-02,-3.587676852485538470e-02,-1.367182072932676962e-01,-1.211054204228794902e+02,3.251240934561080292e-02,-2.369948874217708140e-02
2.944038417067484578e-02,-3.599275300585073195e-02,-7.565620493729183771e+00,-1.220897869321667741e+02,-5.462216446454185720e-02,-5.877107315272533938e-02
2.926175457670522270e-02,-3.586744709966711853e-02,2.614161284831693965e+00,-1.231093858396379090e+02,1.743243036608080332e-02,5.486840260031201899e-02
2.922136041027169340e-02,-3.592398781458043533e-02,-1.870357216104158482e+01,-1.240721710649789031e+02,-3.275867925390012897e-02,-6.726144709204161243e-02
2.909238261996090896e-02,-3.596176572486518841e-02,-6.906661414271749955e+00,-1.250209343620236240e+02,4.486290988137032684e-03,-8.398145348700895851e-02
2.892491267622288725e-02,-3.594590454904640631e-02,2.146227842313000345e+00,-1.261099490547772604e+02,-6.624915122243697774e-02,-1.992921134437294559e-03
2.886758287404625131e-02,-3.592369654956747288e-02,-2.524626890913562960e+00,-1.270735212168911943e+02,-3.426803896269060151e-02,-1.472817637313347632e-02
2.872559927241111546e-02,-3.593855186242125854e-02,6.283576564182114410e+00,-1.281919424616898198e+02,-5.136809911141107000e-03,-3.821305311226302903e-02
2.862058036104701830e-02,-3.594240611411962660e-02,-5.725433090612753739e-01,-1.290182466308889673e+02,3.741463227022684412e-02,8.020725779786545828e-02
2.850446770376816388e-02,-3.595968115639392587e-02,6.274187578398555232e+00,-1.300466180016218232e+02,-7.597344610546211130e-02,-4.398829695400789663e-02
2.838028677031294994e-02,-3.590655266176670524e-02,1.559559914490595167e+00,-1.310225601989774020e+02,7.704725931478733931e-04,-4.117843861762311708e-02
2.822728289138565216e-02,-3.593787658414565600e-02,-3.412230821456953223e+00,-1.321693584167255722e+02,-8.007794095192800193e-03,1.593614748022842420e-02
2.824154497929744906e-02,-3.586304441290281975e-02,8.831893403453049629e+00,-1.330454393612932336e+02,1.601748659879514633e-02,7.612028146667509931e-02
2.810077921386391897e-02,-3.599853546531229381e-02,3.625441972033134341e+00,-1.340652831344730487e+02,-5.252377008791823954e-02,-2.371260276813301135e-02
2.795774776322257696e-02,-3.598535262995828515e-02,7.177209490819821625e+00,-1.351489252841973610e+02,-6.223982185578483955e-02,-1.824909705491133405e-01
2.780451245101070099e-02,-3.591839289364903015e-02,1.206658080581125780e+01,-1.360017035478120135e+02,-2.777395282712719071e-02,1.202096938930863335e-01
2.766578677504218445e-02,-3.589734234501573695e-02,1.219174649441531599e+01,-1.370742560811375768e+02,-8.207752830249130660e-02,-3.312966709832367018e-02
2.758638673155320437e-02,-3.591078804318572487e-02,8.194460521297065370e+00,-1.380485704139877043e+02,-7.028993569315306056e-02,-1.752058924499422243e-03
2.749332675982972540e-02,-3.591785550046693032e-02,-4.687384853332994261e+00,-1.391148025295985349e+02,-7.069088041216396723e-02,7.312050072232147840e-03
2.731198065867388933e-02,-3.592218816255702413e-02,-6.078516637438050374e+00,-1.401280762232710799e+02,-7.182265287050065838e-02,3.376915344047780321e-02
2.717948804990085593e-02,-3.589228383294759683e-02,3.564604093445892463e+00,-1.411262527915605460e+02,-5.317745377892038605e-02,2.558736400856085474e-02
2.706446907433798788e-02,-3.599242246395970013e-02,2.493556209985225980e+00,-1.420971853641537166e+02,-8.464620183787477381e-02,-3.260265721007703926e-02
2.693836025793967456e-02,-3.595720084931551541e-02,-5.715132434195815847e+00,-1.431947563431601225e+02,-2.177266608867245781e-02,1.532584158244286454e-02
2.673481024904013695e-02,-3.589146501809126200e-02,-7.817775964620632401e+00,-1.441502728690857964e+02,-9.664596734497057917e-03,6.952930372139397297e-02
2.662232531857149781e-02,-3.591334633771647161e-02,1.212869804243540406e+00,-1.450888416799198808e+02,7.992932479179309935e-02,3.735496596674280339e-03
2.661224809043752706e-02,-3.592989039414935110e-02,-2.901427062276424884e+00,-1.461747481021604358e+02,-4.203095599922412190e-02,-2.259144307016385314e-02
2.638142064115507612e-02,-3.595984450295296175e-02,-5.343541044845165011e+00,-1.470554797479872207e+02,-7.577921762582977283e-02,4.583848505955780833e-02
2.628367331345705937e-02,-3.591822867927136481e-02,-1.210292907083249681e+01,-1.480501908161016047e+02,5.223994340549217852e-02,7.986641183096945817e-02
2.627227613055363800e-02,-3.594072610269093138e-02,4.228013056962949712e+00,-1.490612503455841136e+02,-6.861716842051530929e-02,-2.526443847159812878e-02
2.592138139391645182e-02,-3.590539596238639941e-02,-3.134481502229610861e+00,-1.500542917201874218e+02,-5.294644703792857759e-02,1.200981193299358735e-02
2.579280891853063390e-02,-3.595799868218309964e-02,-1.116363536302377213e+01,-1.510679016726006409e+02,1.697365482684884408e-02,-3.414341997701646203e-02
2.579452272560141604e-02,-3.593881443222366606e-02,1.174080414481157408e+00,-1.520967601189217646e+02,5.953502771117547693e-02,3.945530263342874461e-02
2.556071355217741717e-02,-3.593636421500889799e-02,6.830407159818109086e+00,-1.531244080650862998e+02,4.565976729549412610e-02,-3.100270680770768686e-02
2.547024205752685538e-02,-3.607154801359465507e-02,1.528231230526223117e+00,-1.540589753007366767e+02,-3.902617317028839183e-02,-4.507189306943679141e-02
2.526559342986660697e-02,-3.589618352265187134e-02,-6.272130235151312405e+00,-1.551121381510772324e+02,7.833252410269783694e-02,-6.265883985883113905e-02
2.520947357758204777e-02,-3.599563525167269462e-02,1.532920154924778400e+00,-1.561578107609333017e+02,2.886370888566843970e-02,9.825778316950334323e-02
2.506518780349863834e-02,-3.598877560359132338e-02,2.950960727293088226e+00,-1.570817844267761529e+02,-6.336447635080136309e-02,-2.273717354269182839e-02
2.489830164459902809e-02,-3.593409800628339507e-02,-7.320611988745085341e+00,-1.580680878548864428e+02,-2.482284943423924278e-02,-5.784163832612741057e-02
2.467748481712891268e-02,-3.594612476068081292e-02,-6.278465799890109444e-01,-1.592306017631087229e+02,3.977209732266767661e-02,-7.892764198704482759e-02
2.462235069116144870e-02,-3.597879530434511253e-02,-4.609288145454628172e+00,-1.601226525832393861e+02,8.205581548657987778e-02,8.452437398582138273e-02
2.444998686562242785e-02,-3.598480343830812167e-02,4.828081906794078337e-01,-1.610225820050274024e+02,-2.198585484013811098e-02,-2.206700919216823820e-02
2.429289047333683949e-02,-3.588103023610410280e-02,1.317676605224694164e+01,-1.621404100212056960e+02,2.709396903277407412e-02,-3.505427652854586993e-03
2.412753930987711348e-02,-3.590109285443575382e-02,-6.855227026211098362e+00,-1.630660605435259356e+02,-6.373741338777222376e-02,7.373668286448376019e-02
2.399596946227973079e-02,-3.594671216092397426e-02,6.570781963433660167e+00,-1.641497829516737852e+02,2.278177469370614144e-03,-1.619556528326413641e-02
2.382918243722460458e-02,-3.596035200707928953e-02,8.047023615893193593e+00,-1.651476345883926342e+02,7.510146618177482823e-03,9.209372584946447574e-03
2.367903615093135822e-02,-3.594510892788095602e-02,1.902235157022356571e+00,-1.661379404166969778e+02,-7.017558749179156341e-02,3.283340129568413507e-02
2.358068598068445432e-02,-3.591050575954143204e-02,4.520355002297882230e-01,-1.671976592858678998e+02,2.005862299304218832e-02,4.973878122473646135e-02
2.342807753628633680e-02,-3.593562549741136092e-02,-5.882951042085807103e+00,-1.681177957242179843e+02,2.788406656319567488e-03,-7.461447655051775540e-02
2.328717833079512606e-02,-3.594852014496977000e-02,6.125652499563203790e+00,-1.691381627904815446e+02,-3.703331809280346887e-02,6.104033869768690779e-02
2.305218305896649875e-02,-3.594485218779002594e-02,-2.432599284439071141e+00,-1.701526448192028056e+02,1.405778070292861698e-02,3.789821770890964420e-02
2.298768271922892181e-02,-3.591367504562881230e-02,1.797722411311109658e+00,-1.710093907628487955e+02,-4.745365418596520640e-02,-1.829184116653166658e-02
2.276360591085244828e-02,-3.596645184517237304e-02,3.192594178585735687e+00,-1.721048895156008314e+02,-6.975175109969039208e-03,1.649211816339904782e-02
2.272057505377258341e-02,-3.596008350177733182e-02,1.067759389959695682e+01,-1.730593760479118544e+02,1.200440947583604305e-02,-1.941444591771279704e-02
2.247588176955787539e-02,-3.589696323500225078e-02,-3.077961402974250138e+00,-1.740212067502799584e+02,-2.224646820272078301e-02,2.471424596554504857e-03
2.238274162073046469e-02,-3.592233391148325072e-02,2.451593424827588907e-01,-1.751402762010989704e+02,1.318150909887005374e-02,-7.849402493559298755e-02
2.211582293216166409e-02,-3.608895784891659464e-02,-9.909721385965674756e+00,-1.761385587077785999e+02,-6.103809829638879442e-02,-5.906871290044018313e-02
2.201428190583215594e-02,-3.587452519860850897e-02,-5.994804095229042673e+00,-1.770385571698334104e+02,-5.816199688737840393e-03,-5.314162269661520943e-02
2.177502536514640263e-02,-3.593116271833250719e-02,7.349735999549474208e+00,-1.780926483468987271e+02,-6.312813212239183625e-02,-3.618905025411964932e-02
2.173561166062672537e-02,-3.600630156440245283e-02,4.915832013127754863e+00,-1.790316333689314661e+02,1.258525112449139678e-02,2.346945924943361073e-03
2.148089076770453437e-02,-3.591881916945134645e-02,3.702613105577150954e+00,-1.800986866177671004e+02,-1.854340475295482640e-02,-7.535246696213382389e-02
2.139800037987671030e-02,-3.595055730532818739e-02,-3.782056181989213783e+00,-1.811873938490141995e+02,-2.273166314186036291e-02,8.667924162237340344e-03
2.115533821834563941e-02,-3.592683208856115723e-02,4.654257696740631722e+00,-1.821936061836135252e+02,-1.650903194417128236e-03,-1.928916258130607131e-02
2.105490128540851713e-02,-3.595935966400328615e-02,4.420834866876159452e+00,-1.830922557113618154e+02,1.435617636714974638e-02,-8.666471264019422888e-03
2.082416744491401642e-02,-3.586509875240808526e-02,-1.045714947947145568e+01,-1.841582663593755740e+02,-5.315274595381948297e-02,7.661987762680329793e-04
2.067192364772225607e-02,-3.595257981251708673e-02,-9.891563816831644429e-01,-1.850178172501307756e+02,-1.456083036893965517e-02,-8.052468643064165932e-02
2.063142267483811590e-02,-3.590656931430350612e-02,8.164231121738405150e+00,-1.861231093990106160e+02,-1.009186364512485064e-02,-5.223393951996451595e-02
2.034948982190721081e-02,-3.589546878290521964e-02,-8.457526148873302674e+00,-1.870463121457497380e+02,-6.538334111368100318e-03,3.769044586320859785e-02
2.024507592189846508e-02,-3.590409002120868720e-02,-2.260758744512475771e-01,-1.881140919349462877e+02,2.624859970847710777e-02,1.731388016312987790e-02
1.998977769944555380e-02,-3.594692427897097642e-02,-5.222154774871818006e+00,-1.890948519908652372e+02,6.761379562328158344e-02,6.497165527752708780e-02
1.988730371347195020e-02,-3.595758189045587111e-02,-1.170483964884283168e+01,-1.901041961471289881e+02,-1.271071775048258912e-02,2.590974827874270581e-02
1.962255912413687561e-02,-3.591964853209241026e-02,1.009925386598774111e+01,-1.911866007722734651e+02,7.801891788772487291e-02,-3.761956504548449876e-02
1.947905663313025462e-02,-3.596330931270317471e-02,7.920660473102936194e+00,-1.921011923741486100e+02,7.767869428281085065e-02,6.273880599261487390e-02
1.931416093690927621e-02,-3.595800608069423671e-02,1.213808351857423418e+01,-1.931055011411037299e+02,2.370138282183878106e-02,-2.235746927389090435e-02
1.913025001569468309e-02,-3.587464549598203684e-02,-5.693938968816006252e+00,-1.941074937815581904e+02,1.657379947302898282e-01,-5.945169167280337646e-02
1.897683605133981821e-02,-3.591483439222865198e-02,2.513754379021619911e+00,-1.950969860169724939e+02,6.070084265252495212e-03,-2.590677979568521000e-02
1.874012675058467359e-02,-3.597356309616756009e-02,-5.270302685949572741e+00,-1.960298595071705847e+02,-1.800049873484559776e-02,5.927610674256044571e-02
1.858410125454901946e-02,-3.584223692742698197e-02,5.819865047769790856e+00,-1.970491132637967269e+02,-7.256656767442146161e-02,-2.028716889545122831e-02
1.849646915490413962e-02,-3.590900417496254576e-02,8.074074839631439460e+00,-1.981065326493026646e+02,-3.619376678457245089e-02,2.258782325987162415e-02
1.822212697426013259e-02,-3.587046243081963570e-02,-6.588808431343400329e-01,-1.990750759905055816e+02,-6.593862837179072234e-02,-5.558703162523122299e-02
1.810326735356551642e-02,-3.602944672868162862e-02,-5.814247509620338317e-01,-1.992613669029993844e+02,1.422887210485045909e-03,-7.036615277937037505e-03
1.788212967376049886e-02,-3.596031918858450666e-02,1.007680925405051608e+00,-1.987037613848831654e+02,7.467615478949331080e-03,1.369548097423187519e-03
1.762090048277272294e-02,-3.593171741491430621e-02,-8.625788446088813899e+00,-1.978344051365379812e+02,-3.289964368108361757e-03,5.757370759994931420e-02
1.753471850174119495e-02,-3.591118370514696789e-02,-3.094533399262905604e+00,-1.969665420233516784e+02,-9.928479220533574512e-03,7.068292042654469864e-02
1.739035576035986505e-02,-3.588514990053991854e-02,8.368979606416839800e+00,-1.958424806483808140e+02,3.285008571262577198e-02,-3.356426032919777869e-02
1.717991310313328815e-02,-3.585593850025382140e-02,3.166008009380774979e+00,-1.949281024369858812e+02,-9.935176705043166634e-03,1.782669188880684971e-02
1.708803165417147399e-02,-3.594966970961901986e-02,-9.789942672316897188e+00,-1.939098914475690663e+02,-1.121580797386356743e-02,9.735704260214417260e-02
1.682259884458088203e-02,-3.596969805651167862e-02,-3.897785035306110757e+00,-1.928959101258489568e+02,6.789118940986837297e-03,4.228038155598213069e-03
1.660868531743785181e-02,-3.584540946595541483e-02,1.404359528638164356e+01,-1.919377168613987124e+02,2.031743752587119797e-02,3.719220509322911788e-02
1.654701767411314098e-02,-3.581624169777476718e-02,-4.761489008462618244e+00,-1.909730172671022217e+02,1.430344721284119471e-02,2.146262760913892134e-03
1.632100420099904733e-02,-3.600556286664451100e-02,-9.916021571523252476e-01,-1.898918562298798349e+02,4.239419318915760987e-02,5.478355311075136513e-02
1.621646725309679876e-02,-3.598755122288581354e-02,1.195951922067637341e+01,-1.889648566203325970e+02,1.182092848420947034e-03,2.616404350770057397e-02
1.602052212619431773e-02,-3.586218814473537964e-02,1.905577921053992263e+00,-1.879434429094021652e+02,1.009130195349591252e-01,3.046356678650317951e-02
1.580479579415781932e-02,-3.584389320516525451e-02,-4.001308395391436346e-01,-1.867807184141989296e+02,4.394360457572841529e-03,-5.694697876599232045e-02
1.569992646120381419e-02,-3.598597196413379218e-02,-5.019510709359714440e+00,-1.859091543757101874e+02,-8.749717048911344330e-02,-5.712515172847620198e-02
1.551406748419083270e-02,-3.598969776352960170e-02,-3.960066629715377928e+00,-1.848963908758172749e+02,-3.980073196881785819e-02,-1.673094471121996593e-02
1.531046268787179289e-02,-3.593632952025792998e-02,-8.911399782641289846e+00,-1.838760682172743941e+02,5.045383841772812551e-03,3.282800706594934947e-02
