ref_accel_x (m/s^2),ref_accel_y (m/s^2),ref_accel_z (m/s^2)
-2.041989094989037475e-28,2.933479470474320019e-13,-9.780325356481402110e+00
-1.837790185490133817e-28,2.933479470474320019e-13,-9.780325356481402110e+00
-1.654011166941120458e-28,2.933479470474320019e-13,-9.780325356481402110e+00
-1.488610050247008524e-28,2.933479470474320019e-13,-9.780325356481402110e+00
-1.339749045222307694e-28,2.933479470474320019e-13,-9.780325356481402110e+00
-1.205774140700076992e-28,2.933479470474320019e-13,-9.780325356481402110e+00
-1.085196726630069427e-28,2.933479470474320019e-13,-9.780325356481402110e+00
-9.766770539670624622e-29,2.933479470474320019e-13,-9.780325356481402110e+00
-8.790093485703562272e-29,2.933479470474320019e-13,-9.780325356481402110e+00
-7.911084137133206157e-29,2.933479470474320019e-13,-9.780325356481402110e+00
-7.119975723419886101e-29,2.933479470474320019e-13,-9.780325356481402110e+00
-6.407978151077898052e-29,2.933479470474320019e-13,-9.780325356481402110e+00
-5.767180335970108583e-29,2.933479470474320019e-13,-9.780325356481402110e+00
-5.190462302373098285e-29,2.933479470474320019e-13,-9.780325356481402110e+00
-4.671416072135788793e-29,2.933479470474320019e-13,-9.780325356481402110e+00
-4.204274464922209802e-29,2.933479470474320019e-13,-9.780325356481402110e+00
-3.783847018429988821e-29,2.933479470474320019e-13,-9.780325356481402110e+00
-3.405462316586989883e-29,2.933479470474320019e-13,-9.780325356481402110e+00
-3.064916084928291063e-29,2.933479470474320019e-13,-9.780325356481402110e+00
-2.758424476435461901e-29,2.933479470474320019e-13,-9.780325356481402110e+00
-2.482582028791915879e-29,2.933479470474320019e-13,-9.780325356481402110e+00
-2.234323825912724207e-29,2.933479470474320019e-13,-9.780325356481402110e+00
-2.010891443321451814e-29,2.933479470474320019e-13,-9.780325356481402110e+00
-1.809802298989306605e-29,2.933479470474320019e-13,-9.780325356481402110e+00
-1.628822069090376056e-29,2.933479470474320019e-13,-9.780325356481402110e+00
-1.465939862181338367e-29,2.933479470474320019e-13,-9.780325356481402110e+00
-1.319345875963204530e-29,2.933479470474320019e-13,-9.780325356481402110e+00
-1.187411288366884161e-29,2.933479470474320019e-13,-9.780325356481402110e+00
-1.068670159530195787e-29,2.933479470474320019e-13,-9.780325356481402110e+00
-9.618031435771762083e-30,2.933479470474320019e-13,-9.780325356481402110e+00
-8.656228292194585734e-30,2.933479470474320019e-13,-9.780325356481402110e+00
-7.790605462975126741e-30,2.933479470474320019e-13,-9.780325356481402110e+00
-7.011544916677613786e-30,2.933479470474320019e-13,-9.780325356481402110e+00
-6.310390425009852828e-30,2.933479470474320019e-13,-9.780325356481402110e+00
-5.679351382508867826e-30,2.933479470474320019e-13,-9.780325356481402110e+00
-5.111416244257981393e-30,2.933479470474320019e-13,-9.780325356481402110e+00
-4.600274619832183044e-30,2.933479470474320019e-13,-9.780325356481402110e+00
-4.140247157848964739e-30,2.933479470474320019e-13,-9.780325356481402110e+00
-3.726222442064068476e-30,2.933479470474320019e-13,-9.780325356481402110e+00
-3.353600197857661558e-30,2.933479470474320019e-13,-9.780325356481402110e+00
-3.018240178071895612e-30,2.933479470474320019e-13,-9.780325356481402110e+00
-2.716416160264705946e-30,2.933479470474320019e-13,-9.780325356481402110e+00
-2.444774544238235316e-30,2.933479470474320019e-13,-9.780325356481402110e+00
-2.200297089814411855e-30,2.933479470474320019e-13,-9.780325356481402110e+00
-1.980267380832970845e-30,2.933479470474320019e-13,-9.780325356481402110e+00
-1.782240642749673900e-30,2.933479470474320019e-13,-9.780325356481402110e+00
-1.604016578474706440e-30,2.933479470474320019e-13,-9.780325356481402110e+00
-1.443614920627235831e-30,2.933479470474320019e-13,-9.780325356481402110e+00
-1.299253428564512231e-30,2.933479470474320019e-13,-9.780325356481402110e+00
-1.169328085708061025e-30,2.933479470474320019e-13,-9.780325356481402110e+00
-1.052395277137254887e-30,2.933479470474320019e-13,-9.780325356481402110e+00
-9.471557494235294863e-31,2.933479470474320019e-13,-9.780325356481402110e+00
-8.524401744811764851e-31,2.933479470474320019e-13,-9.780325356481402110e+00
-7.671961570330588366e-31,2.933479470474320019e-13,-9.780325356481402110e+00
-6.904765413297529529e-31,2.933479470474320019e-13,-9.780325356481402110e+00
-6.214288871967776576e-31,2.933479470474320019e-13,-9.780325356481402110e+00
-5.592859984770999357e-31,2.933479470474320019e-13,-9.780325356481402110e+00
-5.033573986293899333e-31,2.933479470474320019e-13,-9.780325356481402110e+00
-4.530216587664509137e-31,2.933479470474320019e-13,-9.780325356481402110e+00
-4.077194928898058224e-31,2.933479470474320019e-13,-9.780325356481402110e+00
-3.669475436008252401e-31,2.933479470474320019e-13,-9.780325356481402110e+00
-3.302527892407427117e-31,2.933479470474320019e-13,-9.780325356481402110e+00
-2.972275103166684537e-31,2.933479470474320019e-13,-9.780325356481402110e+00
-2.675047592850016127e-31,2.933479470474320019e-13,-9.780325356481402110e+00
-2.407542833565014427e-31,2.933479470474320019e-13,-9.780325356481402110e+00
-2.166788550208512853e-31,2.933479470474320019e-13,-9.780325356481402110e+00
-1.950109695187661655e-31,2.933479470474320019e-13,-9.780325356481402110e+00
-1.755098725668895511e-31,2.933479470474320019e-13,-9.780325356481402110e+00
-1.579588853102006070e-31,2.933479470474320019e-13,-9.780325356481402110e+00
-1.421629967791805528e-31,2.933479470474320019e-13,-9.780325356481402110e+00
-1.279466971012624932e-31,2.933479470474320019e-13,-9.780325356481402110e+00
-1.151520273911362373e-31,2.933479470474320019e-13,-9.780325356481402110e+00
-1.036368246520226267e-31,2.933479470474320019e-13,-9.780325356481402110e+00
-9.327314218682036622e-32,2.933479470474320019e-13,-9.780325356481402110e+00
-8.394582796813833507e-32,2.933479470474320019e-13,-9.780325356481402110e+00
-7.555124517132450157e-32,2.933479470474320019e-13,-9.780325356481402110e+00
-6.799612065419205360e-32,2.933479470474320019e-13,-9.780325356481402110e+00
-6.119650858877284496e-32,2.933479470474320019e-13,-9.780325356481402110e+00
-5.507685772989556703e-32,2.933479470474320019e-13,-9.780325356481402110e+00
-4.956917195690601361e-32,2.933479470474320019e-13,-9.780325356481402110e+00
-4.461225476121541334e-32,2.933479470474320019e-13,-9.780325356481402110e+00
-4.015102928509387310e-32,2.933479470474320019e-13,-9.780325356481402110e+00
-3.613592635658448908e-32,2.933479470474320019e-13,-9.780325356481402110e+00
-3.252233372092604291e-32,2.933479470474320019e-13,-9.780325356481402110e+00
-2.927010034883343916e-32,2.933479470474320019e-13,-9.780325356481402110e+00
-2.634309031395009415e-32,2.933479470474320019e-13,-9.780325356481402110e+00
-2.370878128255508419e-32,2.933479470474320019e-13,-9.780325356481402110e+00
-2.133790315429957577e-32,2.933479470474320019e-13,-9.780325356481402110e+00
-1.920411283886961737e-32,2.933479470474320019e-13,-9.780325356481402110e+00
-1.728370155498265564e-32,2.933479470474320019e-13,-9.780325356481402110e+00
-1.555533139948439171e-32,2.933479470474320019e-13,-9.780325356481402110e+00
-1.399979825953595282e-32,2.933479470474320019e-13,-9.780325356481402110e+00
-1.259981843358235753e-32,2.933479470474320019e-13,-9.780325356481402110e+00
-1.133983659022412233e-32,2.933479470474320019e-13,-9.780325356481402110e+00
-1.020585293120170996e-32,2.933479470474320019e-13,-9.780325356481402110e+00
-9.185267638081538553e-33,2.933479470474320019e-13,-9.780325356481402110e+00
-8.266740874273384971e-33,2.933479470474320019e-13,-9.780325356481402110e+00
-7.440066786846047295e-33,2.933479470474320019e-13,-9.780325356481402110e+00
-6.696060108161443113e-33,2.933479470474320019e-13,-9.780325356481402110e+00
-6.026454097345298938e-33,2.933479470474320019e-13,-9.780325356481402110e+00
-5.423808687610769250e-33,2.933479470474320019e-13,-9.780325356481402110e+00
-4.881427818849692667e-33,2.933479470474320019e-13,-9.780325356481402110e+00
-4.393285036964723674e-33,2.933479470474320019e-13,-9.780325356481402110e+00
-3.953956533268251307e-33,2.933479470474320019e-13,-9.780325356481402110e+00
-3.558560879941426176e-33,2.933479470474320019e-13,-9.780325356481402110e+00
-3.202704791947283764e-33,2.933479470474320019e-13,-9.780325356481402110e+00
-2.882434312752555319e-33,2.933479470474320019e-13,-9.780325356481402110e+00
-2.594190881477299821e-33,2.933479470474320019e-13,-9.780325356481402110e+00
-2.334771793329569976e-33,2.933479470474320019e-13,-9.780325356481402110e+00
-2.101294613996612978e-33,2.933479470474320019e-13,-9.780325356481402110e+00
-1.891165152596951852e-33,2.933479470474320019e-13,-9.780325356481402110e+00
-1.702048637337256803e-33,2.933479470474320019e-13,-9.780325356481402110e+00
-1.531843773603531157e-33,2.933479470474320019e-13,-9.780325356481402110e+00
-1.378659396243178024e-33,2.933479470474320019e-13,-9.780325356481402110e+00
-1.240793456618860307e-33,2.933479470474320019e-13,-9.780325356481402110e+00
-1.116714110956974277e-33,2.933479470474320019e-13,-9.780325356481402110e+00
-1.005042699861276952e-33,2.933479470474320019e-13,-9.780325356481402110e+00
-9.045384298751492565e-34,2.933479470474320019e-13,-9.780325356481402110e+00
-8.140845868876343137e-34,2.933479470474320019e-13,-9.780325356481402110e+00
-7.326761281988709165e-34,2.933479470474320019e-13,-9.780325356481402110e+00
-6.594085153789838334e-34,2.933479470474320019e-13,-9.780325356481402110e+00
-5.934676638410854330e-34,2.933479470474320019e-13,-9.780325356481402110e+00
-5.341208974569768726e-34,2.933479470474320019e-13,-9.780325356481402110e+00
-4.807088077112792195e-34,2.933479470474320019e-13,-9.780325356481402110e+00
-4.326379269401513489e-34,2.933479470474320019e-13,-9.780325356481402110e+00
-3.893741342461362140e-34,2.933479470474320019e-13,-9.780325356481402110e+00
-3.504367208215226097e-34,2.933479470474320019e-13,-9.780325356481402110e+00
-3.153930487393703701e-34,2.933479470474320019e-13,-9.780325356481402110e+00
-2.838537438654333374e-34,2.933479470474320019e-13,-9.780325356481402110e+00
-2.554683694788900079e-34,2.933479470474320019e-13,-9.780325356481402110e+00
-2.299215325310010114e-34,2.933479470474320019e-13,-9.780325356481402110e+00
-2.069293792779009317e-34,2.933479470474320019e-13,-9.780325356481402110e+00
-1.862364413501108342e-34,2.933479470474320019e-13,-9.780325356481402110e+00
-1.676127972150997615e-34,2.933479470474320019e-13,-9.780325356481402110e+00
-1.508515174935897832e-34,2.933479470474320019e-13,-9.780325356481402110e+00
-1.357663657442308049e-34,2.933479470474320019e-13,-9.780325356481402110e+00
-1.221897291698077351e-34,2.933479470474320019e-13,-9.780325356481402110e+00
-1.099707562528269723e-34,2.933479470474320019e-13,-9.780325356481402110e+00
-9.897368062754428787e-35,2.933479470474320019e-13,-9.780325356481402110e+00
-8.907631256478985694e-35,2.933479470474320019e-13,-9.780325356481402110e+00
-8.016868130831086911e-35,2.933479470474320019e-13,-9.780325356481402110e+00
-7.215181317747978647e-35,2.933479470474320019e-13,-9.780325356481402110e+00
-6.493663185973180569e-35,2.933479470474320019e-13,-9.780325356481402110e+00
-5.844296867375863046e-35,2.933479470474320019e-13,-9.780325356481402110e+00
-5.259867180638276956e-35,2.933479470474320019e-13,-9.780325356481402110e+00
-4.733880462574449260e-35,2.933479470474320019e-13,-9.780325356481402110e+00
-4.260492416317004441e-35,2.933479470474320019e-13,-9.780325356481402110e+00
-3.834443174685304104e-35,2.933479470474320019e-13,-9.780325356481402110e+00
-3.450998857216773854e-35,2.933479470474320019e-13,-9.780325356481402110e+00
-3.105898971495096415e-35,2.933479470474320019e-13,-9.780325356481402110e+00
-2.795309074345586613e-35,2.933479470474320019e-13,-9.780325356481402110e+00
-2.515778166911027791e-35,2.933479470474320019e-13,-9.780325356481402110e+00
-2.264200350219925012e-35,2.933479470474320019e-13,-9.780325356481402110e+00
-2.037780315197932458e-35,2.933479470474320019e-13,-9.780325356481402110e+00
-1.834002283678139265e-35,2.933479470474320019e-13,-9.780325356481402110e+00
-1.650602055310325392e-35,2.933479470474320019e-13,-9.780325356481402110e+00
-1.485541849779292933e-35,2.933479470474320019e-13,-9.780325356481402110e+00
-1.336987664801363586e-35,2.933479470474320019e-13,-9.780325356481402110e+00
-1.203288898321227308e-35,2.933479470474320019e-13,-9.780325356481402110e+00
-1.082960008489104564e-35,2.933479470474320019e-13,-9.780325356481402110e+00
-9.746640076401941074e-36,2.933479470474320019e-13,-9.780325356481402110e+00
-8.771976068761747501e-36,2.933479470474320019e-13,-9.780325356481402110e+00
-7.894778461885572617e-36,2.933479470474320019e-13,-9.780325356481402110e+00
-7.105300615697015623e-36,2.933479470474320019e-13,-9.780325356481402110e+00
-6.394770554127314595e-36,2.933479470474320019e-13,-9.780325356481402110e+00
-5.755293498714583537e-36,2.933479470474320019e-13,-9.780325356481402110e+00
-5.179764148843125517e-36,2.933479470474320019e-13,-9.780325356481402110e+00
-4.661787733958812965e-36,2.933479470474320019e-13,-9.780325356481402110e+00
-4.195608960562931869e-36,2.933479470474320019e-13,-9.780325356481402110e+00
-3.776048064506638883e-36,2.933479470474320019e-13,-9.780325356481402110e+00
-3.398443258055974928e-36,2.933479470474320019e-13,-9.780325356481402110e+00
-3.058598932250377769e-36,2.933479470474320019e-13,-9.780325356481402110e+00
-2.752739039025340193e-36,2.933479470474320019e-13,-9.780325356481402110e+00
-2.477465135122806274e-36,2.933479470474320019e-13,-9.780325356481402110e+00
-2.229718621610525713e-36,2.933479470474320019e-13,-9.780325356481402110e+00
-2.006746759449473209e-36,2.933479470474320019e-13,-9.780325356481402110e+00
-1.806072083504526021e-36,2.933479470474320019e-13,-9.780325356481402110e+00
-1.625464875154073620e-36,2.933479470474320019e-13,-9.780325356481402110e+00
-1.462918387638666258e-36,2.933479470474320019e-13,-9.780325356481402110e+00
-1.316626548874799615e-36,2.933479470474320019e-13,-9.780325356481402110e+00
-1.184963893987319704e-36,2.933479470474320019e-13,-9.780325356481402110e+00
-1.066467504588587834e-36,2.933479470474320019e-13,-9.780325356481402110e+00
-9.598207541297290503e-37,2.933479470474320019e-13,-9.780325356481402110e+00
-8.638386787167561954e-37,2.933479470474320019e-13,-9.780325356481402110e+00
-7.774548108450806594e-37,2.933479470474320019e-13,-9.780325356481402110e+00
-6.997093297605725934e-37,2.933479470474320019e-13,-9.780325356481402110e+00
-6.297383967845153758e-37,2.933479470474320019e-13,-9.780325356481402110e+00
-5.667645571060638550e-37,2.933479470474320019e-13,-9.780325356481402110e+00
-5.100881013954575112e-37,2.933479470474320019e-13,-9.780325356481402110e+00
-4.590792912559117351e-37,2.933479470474320019e-13,-9.780325356481402110e+00
-4.131713621303205365e-37,2.933479470474320019e-13,-9.780325356481402110e+00
-3.718542259172884828e-37,2.933479470474320019e-13,-9.780325356481402110e+00
-3.346688033255596346e-37,2.933479470474320019e-13,-9.780325356481402110e+00
-3.012019229930036669e-37,2.933479470474320019e-13,-9.780325356481402110e+00
-2.710817306937033211e-37,2.933479470474320019e-13,-9.780325356481402110e+00
-2.439735576243330057e-37,2.933479470474320019e-13,-9.780325356481402110e+00
-2.195762018618996968e-37,2.933479470474320019e-13,-9.780325356481402110e+00
-1.976185816757097355e-37,2.933479470474320019e-13,-9.780325356481402110e+00
-1.778567235081387661e-37,2.933479470474320019e-13,-9.780325356481402110e+00
-1.600710511573248874e-37,2.933479470474320019e-13,-9.780325356481402110e+00
-1.440639460415924070e-37,2.933479470474320019e-13,-9.780325356481402110e+00
-1.296575514374331600e-37,2.933479470474320019e-13,-9.780325356481402110e+00
-1.166917962936898399e-37,2.933479470474320019e-13,-9.780325356481402110e+00
-1.050226166643208517e-37,2.933479470474320019e-13,-9.780325356481402110e+00
-9.452035499788877279e-38,2.933479470474320019e-13,-9.780325356481402110e+00
-8.506831949809990178e-38,2.933479470474320019e-13,-9.780325356481402110e+00
-7.656148754828991473e-38,2.933479470474320019e-13,-9.780325356481402110e+00
-6.890533879346092117e-38,2.933479470474320019e-13,-9.780325356481402110e+00
-6.201480491411483219e-38,2.933479470474320019e-13,-9.780325356481402110e+00
-5.581332442270335105e-38,2.933479470474320019e-13,-9.780325356481402110e+00
-5.023199198043301699e-38,2.933479470474320019e-13,-9.780325356481402110e+00
-4.520879278238971843e-38,2.933479470474320019e-13,-9.780325356481402110e+00
-4.068791350415074554e-38,2.933479470474320019e-13,-9.780325356481402110e+00
-3.661912215373567099e-38,2.933479470474320019e-13,-9.780325356481402110e+00
-3.295720993836210389e-38,2.933479470474320019e-13,-9.780325356481402110e+00
-2.966148894452589350e-38,2.933479470474320019e-13,-9.780325356481402110e+00
-2.669534005007330363e-38,2.933479470474320019e-13,-9.780325356481402110e+00
-2.402580604506597274e-38,2.933479470474320019e-13,-9.780325356481402110e+00
-2.162322544055937547e-38,2.933479470474320019e-13,-9.780325356481402110e+00
-1.946090289650343844e-38,2.933479470474320019e-13,-9.780325356481402110e+00
-1.751481260685309590e-38,2.933479470474320019e-13,-9.780325356481402110e+00
-1.576333134616778788e-38,2.933479470474320019e-13,-9.780325356481402110e+00
-1.418699821155101066e-38,2.933479470474320019e-13,-9.780325356481402110e+00
-1.276829839039591116e-38,2.933479470474320019e-13,-9.780325356481402110e+00
-1.149146855135632004e-38,2.933479470474320019e-13,-9.780325356481402110e+00
-1.034232169622068778e-38,2.933479470474320019e-13,-9.780325356481402110e+00
-9.308089526598618999e-39,2.933479470474320019e-13,-9.780325356481402110e+00
-8.377280573938757491e-39,2.933479470474320019e-13,-9.780325356481402110e+00
-7.539552516544881742e-39,2.933479470474320019e-13,-9.780325356481402110e+00
-6.785597264890393698e-39,2.933479470474320019e-13,-9.780325356481402110e+00
-6.107037538401354328e-39,2.933479470474320019e-13,-9.780325356481402110e+00
-5.496333784561218895e-39,2.933479470474320019e-13,-9.780325356481402110e+00
-4.946700406105097202e-39,2.933479470474320019e-13,-9.780325356481402110e+00
-4.452030365494587677e-39,2.933479470474320019e-13,-9.780325356481402110e+00
-4.006827328945128844e-39,2.933479470474320019e-13,-9.780325356481402110e+00
-3.606144596050615960e-39,2.933479470474320019e-13,-9.780325356481402110e+00
-3.245530136445554429e-39,2.933479470474320019e-13,-9.780325356481402110e+00
-2.920977122800999117e-39,2.933479470474320019e-13,-9.780325356481402110e+00
-2.628879410520899205e-39,2.933479470474320019e-13,-9.780325356481402110e+00
-2.365991469468809252e-39,2.933479470474320019e-13,-9.780325356481402110e+00
-2.129392322521928457e-39,2.933479470474320019e-13,-9.780325356481402110e+00
-1.916453090269735546e-39,2.933479470474320019e-13,-9.780325356481402110e+00
-1.724807781242762155e-39,2.933479470474320019e-13,-9.780325356481402110e+00
-1.552327003118485972e-39,2.933479470474320019e-13,-9.780325356481402110e+00
-1.397094302806637440e-39,2.933479470474320019e-13,-9.780325356481402110e+00
-1.257384872525973680e-39,2.933479470474320019e-13,-9.780325356481402110e+00
-1.131646385273376393e-39,2.933479470474320019e-13,-9.780325356481402110e+00
-1.018481746746038819e-39,2.933479470474320019e-13,-9.780325356481402110e+00
-9.166335720714350025e-40,2.933479470474320019e-13,-9.780325356481402110e+00
-8.249702148642915349e-40,2.933479470474320019e-13,-9.780325356481402110e+00
-7.424731933778624466e-40,2.933479470474320019e-13,-9.780325356481402110e+00
-6.682258740400761857e-40,2.933479470474320019e-13,-9.780325356481402110e+00
-6.014032866360685916e-40,2.933479470474320019e-13,-9.780325356481402110e+00
-5.412629579724617406e-40,2.933479470474320019e-13,-9.780325356481402110e+00
-4.871366621752155584e-40,2.933479470474320019e-13,-9.780325356481402110e+00
-4.384229959576940515e-40,2.933479470474320019e-13,-9.780325356481402110e+00
-3.945806963619246300e-40,2.933479470474320019e-13,-9.780325356481402110e+00
-3.551226267257321588e-40,2.933479470474320019e-13,-9.780325356481402110e+00
-3.196103640531589307e-40,2.933479470474320019e-13,-9.780325356481402110e+00
-2.876493276478430417e-40,2.933479470474320019e-13,-9.780325356481402110e+00
-2.588843948830587294e-40,2.933479470474320019e-13,-9.780325356481402110e+00
-2.329959553947528687e-40,2.933479470474320019e-13,-9.780325356481402110e+00
-2.096963598552775859e-40,2.933479470474320019e-13,-9.780325356481402110e+00
-1.887267238697498151e-40,2.933479470474320019e-13,-9.780325356481402110e+00
-1.698540514827748417e-40,2.933479470474320019e-13,-9.780325356481402110e+00
-1.528686463344973616e-40,2.933479470474320019e-13,-9.780325356481402110e+00
-1.375817817010476214e-40,2.933479470474320019e-13,-9.780325356481402110e+00
-1.238236035309428552e-40,2.933479470474320019e-13,-9.780325356481402110e+00
-1.114412431778485717e-40,2.933479470474320019e-13,-9.780325356481402110e+00
-1.002971188600637166e-40,2.933479470474320019e-13,-9.780325356481402110e+00
-9.026740697405735103e-41,2.933479470474320019e-13,-9.780325356481402110e+00
-8.124066627665161287e-41,2.933479470474320019e-13,-9.780325356481402110e+00
-7.311659964898645464e-41,2.933479470474320019e-13,-9.780325356481402110e+00
-6.580493968408781121e-41,2.933479470474320019e-13,-9.780325356481402110e+00
-5.922444571567903417e-41,2.933479470474320019e-13,-9.780325356481402110e+00
-5.330200114411112973e-41,2.933479470474320019e-13,-9.780325356481402110e+00
-4.797180102970002084e-41,2.933479470474320019e-13,-9.780325356481402110e+00
-4.317462092673001875e-41,2.933479470474320019e-13,-9.780325356481402110e+00
-3.885715883405701790e-41,2.933479470474320019e-13,-9.780325356481402110e+00
-3.497144295065131866e-41,2.933479470474320019e-13,-9.780325356481402110e+00
-3.147429865558618577e-41,2.933479470474320019e-13,-9.780325356481402110e+00
-2.832686879002756974e-41,2.933479470474320019e-13,-9.780325356481402110e+00
-2.549418191102481124e-41,2.933479470474320019e-13,-9.780325356481402110e+00
-2.294476371992232961e-41,2.933479470474320019e-13,-9.780325356481402110e+00
-2.065028734793009741e-41,2.933479470474320019e-13,-9.780325356481402110e+00
-1.858525861313708818e-41,2.933479470474320019e-13,-9.780325356481402110e+00
-1.672673275182337860e-41,2.933479470474320019e-13,-9.780325356481402110e+00
-1.505405947664104201e-41,2.933479470474320019e-13,-9.780325356481402110e+00
-1.354865352897693832e-41,2.933479470474320019e-13,-9.780325356481402110e+00
-1.219378817607924602e-41,2.933479470474320019e-13,-9.780325356481402110e+00
-1.097440935847132116e-41,2.933479470474320019e-13,-9.780325356481402110e+00
-9.876968422624189045e-42,2.933479470474320019e-13,-9.780325356481402110e+00
-8.889271580361769885e-42,2.933479470474320019e-13,-9.780325356481402110e+00
-8.000344422325593662e-42,2.933479470474320019e-13,-9.780325356481402110e+00
-7.200309980093034550e-42,2.933479470474320019e-13,-9.780325356481402110e+00
-6.480278982083731478e-42,2.933479470474320019e-13,-9.780325356481402110e+00
-5.832251083875358712e-42,2.933479470474320019e-13,-9.780325356481402110e+00
-5.249025975487823223e-42,2.933479470474320019e-13,-9.780325356481402110e+00
-4.724123377939041220e-42,2.933479470474320019e-13,-9.780325356481402110e+00
-4.251711040145137480e-42,2.933479470474320019e-13,-9.780325356481402110e+00
-3.826539936130623605e-42,2.933479470474320019e-13,-9.780325356481402110e+00
-3.443885942517561499e-42,2.933479470474320019e-13,-9.780325356481402110e+00
-3.099497348265805668e-42,2.933479470474320019e-13,-9.780325356481402110e+00
-2.789547613439225165e-42,2.933479470474320019e-13,-9.780325356481402110e+00
-2.510592852095302553e-42,2.933479470474320019e-13,-9.780325356481402110e+00
-2.259533566885772297e-42,2.933479470474320019e-13,-9.780325356481402110e+00
-2.033580210197195036e-42,2.933479470474320019e-13,-9.780325356481402110e+00
-1.830222189177475596e-42,2.933479470474320019e-13,-9.780325356481402110e+00
-1.647199970259728068e-42,2.933479470474320019e-13,-9.780325356481402110e+00
-1.482479973233755389e-42,2.933479470474320019e-13,-9.780325356481402110e+00
-1.334231975910379946e-42,2.933479470474320019e-13,-9.780325356481402110e+00
-1.200808778319342047e-42,2.933479470474320019e-13,-9.780325356481402110e+00
-1.080727900487407874e-42,2.933479470474320019e-13,-9.780325356481402110e+00
-9.726551104386671182e-43,2.933479470474320019e-13,-9.780325356481402110e+00
-8.753895993948004223e-43,2.933479470474320019e-13,-9.780325356481402110e+00
-7.878506394553204279e-43,2.933479470474320019e-13,-9.780325356481402110e+00
-7.090655755097884329e-43,2.933479470474320019e-13,-9.780325356481402110e+00
-6.381590179588095657e-43,2.933479470474320019e-13,-9.780325356481402110e+00
-5.743431161629285852e-43,2.933479470474320019e-13,-9.780325356481402110e+00
-5.169088045466357745e-43,2.933479470474320019e-13,-9.780325356481402110e+00
-4.652179240919722289e-43,2.933479470474320019e-13,-9.780325356481402110e+00
-4.186961316827750538e-43,2.933479470474320019e-13,-9.780325356481402110e+00
-3.768265185144975883e-43,2.933479470474320019e-13,-9.780325356481402110e+00
-3.391438666630478533e-43,2.933479470474320019e-13,-9.780325356481402110e+00
-3.052294799967430561e-43,2.933479470474320019e-13,-9.780325356481402110e+00
-2.747065319970687505e-43,2.933479470474320019e-13,-9.780325356481402110e+00
-2.472358787973618674e-43,2.933479470474320019e-13,-9.780325356481402110e+00
-2.225122909176257006e-43,2.933479470474320019e-13,-9.780325356481402110e+00
-2.002610618258631186e-43,2.933479470474320019e-13,-9.780325356481402110e+00
-1.802349556432768028e-43,2.933479470474320019e-13,-9.780325356481402110e+00
-1.622114600789491304e-43,2.933479470474320019e-13,-9.780325356481402110e+00
-1.459903140710542194e-43,2.933479470474320019e-13,-9.780325356481402110e+00
-1.313912826639487935e-43,2.933479470474320019e-13,-9.780325356481402110e+00
-1.182521543975539121e-43,2.933479470474320019e-13,-9.780325356481402110e+00
-1.064269389577985309e-43,2.933479470474320019e-13,-9.780325356481402110e+00
-9.578424506201868974e-44,2.933479470474320019e-13,-9.780325356481402110e+00
-8.620582055581682076e-44,2.933479470474320019e-13,-9.780325356481402110e+00
-7.758523850023513769e-44,2.933479470474320019e-13,-9.780325356481402110e+00
-6.982671465021162193e-44,2.933479470474320019e-13,-9.780325356481402110e+00
-6.284404318519046273e-44,2.933479470474320019e-13,-9.780325356481402110e+00
-5.655963886667141944e-44,2.933479470474320019e-13,-9.780325356481402110e+00
-5.090367498000428148e-44,2.933479470474320019e-13,-9.780325356481402110e+00
-4.581330748200385433e-44,2.933479470474320019e-13,-9.780325356481402110e+00
-4.123197673380346889e-44,2.933479470474320019e-13,-9.780325356481402110e+00
-3.710877906042312300e-44,2.933479470474320019e-13,-9.780325356481402110e+00
-3.339790115438081219e-44,2.933479470474320019e-13,-9.780325356481402110e+00
-3.005811103894273197e-44,2.933479470474320019e-13,-9.780325356481402110e+00
-2.705229993504846126e-44,2.933479470474320019e-13,-9.780325356481402110e+00
-2.434706994154361414e-44,2.933479470474320019e-13,-9.780325356481402110e+00
-2.191236294738925422e-44,2.933479470474320019e-13,-9.780325356481402110e+00
-1.972112665265032954e-44,2.933479470474320019e-13,-9.780325356481402110e+00
-1.774901398738529709e-44,2.933479470474320019e-13,-9.780325356481402110e+00
-1.597411258864676688e-44,2.933479470474320019e-13,-9.780325356481402110e+00
-1.437670132978208970e-44,2.933479470474320019e-13,-9.780325356481402110e+00
-1.293903119680388172e-44,2.933479470474320019e-13,-9.780325356481402110e+00
-1.164512807712349430e-44,2.933479470474320019e-13,-9.780325356481402110e+00
-1.048061526941114512e-44,2.933479470474320019e-13,-9.780325356481402110e+00
-9.432553742470030355e-45,2.933479470474320019e-13,-9.780325356481402110e+00
-8.489298368223027942e-45,2.933479470474320019e-13,-9.780325356481402110e+00
-7.640368531400725770e-45,2.933479470474320019e-13,-9.780325356481402110e+00
-6.876331678260652944e-45,2.933479470474320019e-13,-9.780325356481402110e+00
-6.188698510434587276e-45,2.933479470474320019e-13,-9.780325356481402110e+00
-5.569828659391128673e-45,2.933479470474320019e-13,-9.780325356481402110e+00
-5.012845793452016055e-45,2.933479470474320019e-13,-9.780325356481402110e+00
-4.511561214106814387e-45,2.933479470474320019e-13,-9.780325356481402110e+00
-4.060405092696132948e-45,2.933479470474320019e-13,-9.780325356481402110e+00
-3.654364583426519529e-45,2.933479470474320019e-13,-9.780325356481402110e+00
