ref_accel_x (m/s^2),ref_accel_y (m/s^2),ref_accel_z (m/s^2)
9.999999999999994671e+00,-9.704730420727150934e-06,-9.774823452510018384e+00
9.999999999999994671e+00,-9.701900075048588962e-06,-9.774817557091125764e+00
9.999999999999994671e+00,-9.699056831220957673e-06,-9.774811658515387691e+00
9.999999999999994671e+00,-9.696200682338234817e-06,-9.774805756782811272e+00
9.999999999999994671e+00,-9.693331621494394757e-06,-9.774799851893391178e+00
9.999999999999994671e+00,-9.690449641783410162e-06,-9.774793943847130961e+00
9.999999999999994671e+00,-9.687554736299263864e-06,-9.774788032644028846e+00
9.999999999999994671e+00,-9.684646898135925144e-06,-9.774782118284083055e+00
9.999999999999994671e+00,-9.681726120387368364e-06,-9.774776200767295364e+00
9.999999999999994671e+00,-9.678792396147572970e-06,-9.774770280093669328e+00
9.999999999999994671e+00,-9.675845718510511629e-06,-9.774764356263197840e+00
9.999999999999994671e+00,-9.672886080570163787e-06,-9.774758429275886229e+00
9.999999999999994671e+00,-9.669913475420498724e-06,-9.774752499131732719e+00
9.999999999999994671e+00,-9.666927896155497578e-06,-9.774746565830740863e+00
9.999999999999994671e+00,-9.663929335869131325e-06,-9.774740629372901779e+00
9.999999999999994671e+00,-9.660917787655376020e-06,-9.774734689758224349e+00
9.999999999999994671e+00,-9.657893244608209415e-06,-9.774728746986703243e+00
9.999999999999994671e+00,-9.654855699821605873e-06,-9.774722801058340238e+00
9.999999999999994671e+00,-9.651805146389539754e-06,-9.774716851973138887e+00
9.999999999999994671e+00,-9.648741577405987117e-06,-9.774710899731093861e+00
9.999999999999994671e+00,-9.645664985964922324e-06,-9.774704944332208711e+00
9.999999999999994671e+00,-9.642575365160324820e-06,-9.774698985776478111e+00
9.999999999999994671e+00,-9.639472708086162191e-06,-9.774693024063910940e+00
9.999999999999994671e+00,-9.636357007836418963e-06,-9.774687059194498318e+00
9.999999999999994671e+00,-9.633228257505064418e-06,-9.774681091168245572e+00
9.999999999999994671e+00,-9.630086450186072918e-06,-9.774675119985150928e+00
9.999999999999994671e+00,-9.626931578973425602e-06,-9.774669145645214385e+00
9.999999999999994671e+00,-9.623763636961095138e-06,-9.774663168148437720e+00
9.999999999999994671e+00,-9.620582617243055888e-06,-9.774657187494819155e+00
9.999999999999994671e+00,-9.617388512913280522e-06,-9.774651203684356915e+00
9.999999999999994671e+00,-9.614181317065748485e-06,-9.774645216717058105e+00
9.999999999999994671e+00,-9.610961022794432444e-06,-9.774639226592913843e+00
9.999999999999994671e+00,-9.607727623193313538e-06,-9.774633233311927683e+00
9.999999999999994671e+00,-9.604481111356361048e-06,-9.774627236874103176e+00
9.999999999999994671e+00,-9.601221480377551031e-06,-9.774621237279434993e+00
9.999999999999994671e+00,-9.597948723350862931e-06,-9.774615234527926688e+00
9.999999999999994671e+00,-9.594662833370264335e-06,-9.774609228619576484e+00
9.999999999999994671e+00,-9.591363803529739769e-06,-9.774603219554386158e+00
9.999999999999994671e+00,-9.588051626923258514e-06,-9.774597207332353932e+00
9.999999999999994671e+00,-9.584726296644800015e-06,-9.774591191953479807e+00
9.999999999999994671e+00,-9.581387805788335246e-06,-9.774585173417763784e+00
9.999999999999994671e+00,-9.578036147447840264e-06,-9.774579151725207637e+00
9.999999999999994671e+00,-9.574671314717292820e-06,-9.774573126875809592e+00
9.999999999999994671e+00,-9.571293300690668970e-06,-9.774567098869571424e+00
9.999999999999994671e+00,-9.567902098461941382e-06,-9.774561067706491357e+00
9.999999999999994671e+00,-9.564497701125089502e-06,-9.774555033386569391e+00
9.999999999999994671e+00,-9.561080101774080916e-06,-9.774548995909803750e+00
9.999999999999994671e+00,-9.557649293502898456e-06,-9.774542955276203315e+00
9.999999999999994671e+00,-9.554205269405514791e-06,-9.774536911485755653e+00
9.999999999999994671e+00,-9.550748022575904285e-06,-9.774530864538469643e+00
9.999999999999994671e+00,-9.547277546108041298e-06,-9.774524814434341735e+00
9.999999999999994671e+00,-9.543793833095905277e-06,-9.774518761173371928e+00
9.999999999999994671e+00,-9.540296876633470584e-06,-9.774512704755561998e+00
9.999999999999994671e+00,-9.536786669814709886e-06,-9.774506645180913722e+00
9.999999999999994671e+00,-9.533263205733599242e-06,-9.774500582449419994e+00
9.999999999999994671e+00,-9.529726477484116401e-06,-9.774494516561087920e+00
9.999999999999994671e+00,-9.526176478160235727e-06,-9.774488447515912171e+00
9.999999999999994671e+00,-9.522613200855929887e-06,-9.774482375313898075e+00
9.999999999999994671e+00,-9.519036638665180020e-06,-9.774476299955040304e+00
9.999999999999994671e+00,-9.515446784681955408e-06,-9.774470221439342410e+00
9.999999999999994671e+00,-9.511843632000233800e-06,-9.774464139766804394e+00
9.999999999999994671e+00,-9.508227173713989559e-06,-9.774458054937426255e+00
9.999999999999994671e+00,-9.504597402917200436e-06,-9.774451966951204440e+00
9.999999999999994671e+00,-9.500954312703842488e-06,-9.774445875808144280e+00
9.999999999999994671e+00,-9.497297896167886688e-06,-9.774439781508240443e+00
9.999999999999994671e+00,-9.493628146403312483e-06,-9.774433684051498261e+00
9.999999999999994671e+00,-9.489945056504092539e-06,-9.774427583437917733e+00
9.999999999999994671e+00,-9.486248619564202915e-06,-9.774421479667489976e+00
9.999999999999994671e+00,-9.482538828677621360e-06,-9.774415372740223873e+00
9.999999999999994671e+00,-9.478815676938318849e-06,-9.774409262656119424e+00
9.999999999999994671e+00,-9.475079157440274827e-06,-9.774403149415169523e+00
9.999999999999994671e+00,-9.471329263277461963e-06,-9.774397033017383052e+00
9.999999999999994671e+00,-9.467565987543858006e-06,-9.774390913462754682e+00
9.999999999999994671e+00,-9.463789323333435626e-06,-9.774384790751282637e+00
9.999999999999994671e+00,-9.459999263740172574e-06,-9.774378664882974022e+00
9.999999999999994671e+00,-9.456195801858043211e-06,-9.774372535857821731e+00
9.999999999999994671e+00,-9.452378930781023595e-06,-9.774366403675827542e+00
9.999999999999994671e+00,-9.448548643603084699e-06,-9.774360268336993229e+00
9.999999999999994671e+00,-9.444704933418211052e-06,-9.774354129841322347e+00
9.999999999999994671e+00,-9.440847793320368545e-06,-9.774347988188807790e+00
9.999999999999994671e+00,-9.436977216403536622e-06,-9.774341843379451333e+00
9.999999999999994671e+00,-9.433093195761693036e-06,-9.774335695413254754e+00
9.999999999999994671e+00,-9.429195724488810453e-06,-9.774329544290218053e+00
9.999999999999994671e+00,-9.425284795678864932e-06,-9.774323390010341228e+00
9.999999999999994671e+00,-9.421360402425829140e-06,-9.774317232573624281e+00
9.999999999999994671e+00,-9.417422537823684215e-06,-9.774311071980061882e+00
9.999999999999994671e+00,-9.413471194966401134e-06,-9.774304908229666466e+00
9.999999999999994671e+00,-9.409506366947955952e-06,-9.774298741322427375e+00
9.999999999999994671e+00,-9.405528046862323031e-06,-9.774292571258344609e+00
9.999999999999994671e+00,-9.401536227803481818e-06,-9.774286398037423496e+00
9.999999999999994671e+00,-9.397530902865404979e-06,-9.774280221659664036e+00
9.999999999999994671e+00,-9.393512065142068572e-06,-9.774274042125059125e+00
9.999999999999994671e+00,-9.389479707727443571e-06,-9.774267859433617645e+00
9.999999999999994671e+00,-9.385433823715512810e-06,-9.774261673585334265e+00
9.999999999999994671e+00,-9.381374406200248956e-06,-9.774255484580210762e+00
9.999999999999994671e+00,-9.377301448275622984e-06,-9.774249292418247137e+00
9.999999999999994671e+00,-9.373214943035614339e-06,-9.774243097099443389e+00
9.999999999999994671e+00,-9.369114883574200772e-06,-9.774236898623799519e+00
9.999999999999994671e+00,-9.365001262985351562e-06,-9.774230696991311973e+00
9.999999999999994671e+00,-9.360874074363047850e-06,-9.774224492201986081e+00
9.999999999999994671e+00,-9.356733310801260608e-06,-9.774218284255821843e+00
9.999999999999994671e+00,-9.352578965393967589e-06,-9.774212073152813929e+00
9.999999999999994671e+00,-9.348411031235144848e-06,-9.774205858892965892e+00
9.999999999999994671e+00,-9.344229501418766748e-06,-9.774199641476277733e+00
9.999999999999994671e+00,-9.340034369038807652e-06,-9.774193420902751228e+00
9.999999999999994671e+00,-9.335825627189243617e-06,-9.774187197172384600e+00
9.999999999999994671e+00,-9.331603268964052392e-06,-9.774180970285174297e+00
9.999999999999994671e+00,-9.327367287457204954e-06,-9.774174740241127424e+00
9.999999999999994671e+00,-9.323117675762680745e-06,-9.774168507040238651e+00
9.999999999999994671e+00,-9.318854426974454129e-06,-9.774162270682506204e+00
9.999999999999994671e+00,-9.314577534186497775e-06,-9.774156031167938963e+00
9.999999999999994671e+00,-9.310286990492791127e-06,-9.774149788496529823e+00
9.999999999999994671e+00,-9.305982788987306854e-06,-9.774143542668278783e+00
9.999999999999994671e+00,-9.301664922764022706e-06,-9.774137293683189398e+00
9.999999999999994671e+00,-9.297333384916911352e-06,-9.774131041541256337e+00
9.999999999999994671e+00,-9.292988168539950542e-06,-9.774124786242488483e+00
9.999999999999994671e+00,-9.288629266727112946e-06,-9.774118527786878730e+00
9.999999999999994671e+00,-9.284256672572378008e-06,-9.774112266174427077e+00
9.999999999999994671e+00,-9.279870379169716702e-06,-9.774106001405137079e+00
9.999999999999994671e+00,-9.275470379613108473e-06,-9.774099733479005181e+00
9.999999999999994671e+00,-9.271056666996525990e-06,-9.774093462396033161e+00
9.999999999999994671e+00,-9.266629234413943615e-06,-9.774087188156222794e+00
9.999999999999994671e+00,-9.262188074959340793e-06,-9.774080910759572305e+00
9.999999999999994671e+00,-9.257733181726688498e-06,-9.774074630206079917e+00
7.999999999999994671e+00,-9.253264547809964482e-06,-9.774068346495747406e+00
6.199999999999995737e+00,-9.247853573716168944e-06,-9.774063317252490890e+00
4.579999999999996518e+00,-9.241596688758612461e-06,-9.774059418196998195e+00
3.121999999999997222e+00,-9.234580599493113034e-06,-9.774056537144973689e+00
1.809799999999997633e+00,-9.226883269433011601e-06,-9.774054572865985335e+00
6.288199999999981582e-01,-9.218574800142242444e-06,-9.774053434042967226e+00
-4.340620000000013912e-01,-9.209718223615566613e-06,-9.774053038324836962e+00
-1.390655800000001108e+00,-9.200370214863034867e-06,-9.774053311465147331e+00
-2.251590220000000642e+00,-9.190581732722155676e-06,-9.774054186539734346e+00
-3.026431198000000045e+00,-9.180398596116894576e-06,-9.774055603236986300e+00
-3.723788078200000129e+00,-9.169862002258292625e-06,-9.774057507214459761e+00
-4.351409270379999583e+00,-9.159008992629533844e-06,-9.774059849516193665e+00
-4.916268343341999802e+00,-9.147872872011619564e-06,-9.774062586045342726e+00
-5.424641509007799733e+00,-9.136483585277565669e-06,-9.774065677087174109e+00
-5.882177358107020027e+00,-9.124868056207946414e-06,-9.774069086877874568e+00
-6.293959622296318557e+00,-9.113050492152902600e-06,-9.774072783214979410e+00
-6.664563660066686879e+00,-9.101052657981102687e-06,-9.774076737105522383e+00
-6.998107294060018191e+00,-9.088894122409891933e-06,-9.774080922448444397e+00
-7.298296564654016549e+00,-9.076592479499569850e-06,-9.774085315747964131e+00
-7.568466908188614894e+00,-9.064163547814561495e-06,-9.774089895855025745e+00
-7.811620217369753760e+00,-9.051621549502267673e-06,-9.774094643734116516e+00
-8.030458195632778740e+00,-9.038979271313757165e-06,-9.774099542253024353e+00
-8.227412376069500155e+00,-9.026248209386579846e-06,-9.774104575993323607e+00
-8.404671138462550317e+00,-9.013438699426588505e-06,-9.774109731079569485e+00
-8.564204024616294930e+00,-9.000560033760827893e-06,-9.774114995025424690e+00
-8.707783622154664727e+00,-8.987620566585122309e-06,-9.774120356594995229e+00
-8.837005259939198609e+00,-8.974627808596705579e-06,-9.774125805677950751e+00
-8.953304733945278926e+00,-8.961588512082207652e-06,-9.774131333177052738e+00
-9.057974260550750500e+00,-8.948508747423462718e-06,-9.774136930906852427e+00
-9.152176834495675095e+00,-8.935393971886579513e-06,-9.774142591502487321e+00
-9.236959151046107763e+00,-8.922249091472487031e-06,-9.774148308337574420e+00
-9.313263235941496632e+00,-8.909078516528682771e-06,-9.774154075450269374e+00
-9.381936912347347501e+00,-8.895886211751401960e-06,-9.774159887476727704e+00
-9.443743221112612218e+00,-8.882675741143952910e-06,-9.774165739591193613e+00
-9.499368899001352062e+00,-8.869450308439953261e-06,-9.774171627452098221e+00
-9.549432009101217034e+00,-8.856212793448834438e-06,-9.774177547153509948e+00
-9.594488808191096396e+00,-8.842965784734979222e-06,-9.774183495181471670e+00
-9.635039927371986224e+00,-8.829711609000227433e-06,-9.774189468374713030e+00
-9.671535934634787779e+00,-8.816452357502327030e-06,-9.774195463889263635e+00
-9.704382341171308823e+00,-8.803189909808284132e-06,-9.774201479166631401e+00
-9.733944107054178119e+00,-8.789925955151458523e-06,-9.774207511905162349e+00
-9.760549696348761017e+00,-8.776662011634105506e-06,-9.774213560034276327e+00
-9.784494726713885981e+00,-8.763399443492712732e-06,-9.774219621691292659e+00
-9.806045254042498271e+00,-8.750139476621549315e-06,-9.774225695200527753e+00
-9.825440728638248800e+00,-8.736883212530120472e-06,-9.774231779054574076e+00
-9.842896655774424630e+00,-8.723631640892516291e-06,-9.774237871897383911e+00
-9.858606990196982167e+00,-8.710385650830730847e-06,-9.774243972509081502e+00
-9.872746291177284306e+00,-8.697146041059609692e-06,-9.774250079792286883e+00
-9.885471662059556408e+00,-8.683913529008305409e-06,-9.774256192759832373e+00
-9.896924495853600234e+00,-8.670688759021518276e-06,-9.774262310523683439e+00
-9.907232046268241277e+00,-8.657472309733270431e-06,-9.774268432284998198e+00
-9.916508841641418215e+00,-8.644264700696790304e-06,-9.774274557325156820e+00
-9.924857957477277282e+00,-8.631066398345476487e-06,-9.774280684997719959e+00
-9.932372161729549731e+00,-8.617877821352480072e-06,-9.774286814721175887e+00
-9.939134945556595824e+00,-8.604699345449522526e-06,-9.774292945972410607e+00
-9.945221451000936241e+00,-8.591531307759562385e-06,-9.774299078280856534e+00
-9.950699305900842617e+00,-8.578374010692323498e-06,-9.774305211223214940e+00
-9.955629375310758533e+00,-8.565227725446762712e-06,-9.774311344418700642e+00
-9.960066437779682147e+00,-8.552092695160213006e-06,-9.774317477524776976e+00
-9.964059794001714820e+00,-8.538969137739748670e-06,-9.774323610233311754e+00
-9.967653814601543871e+00,-8.525857248407908942e-06,-9.774329742267127585e+00
-9.970888433141389839e+00,-8.512757201991557216e-06,-9.774335873376887918e+00
-9.973799589827251566e+00,-8.499669154979823822e-06,-9.774342003338295726e+00
-9.976419630844526765e+00,-8.486593247374380039e-06,-9.774348131949594176e+00
-9.978777667760073911e+00,-8.473529604353056548e-06,-9.774354259029289338e+00
-9.980899900984066875e+00,-8.460478337765585028e-06,-9.774360384414114478e+00
-9.982809910885659832e+00,-8.447439547478437450e-06,-9.774366507957205741e+00
-9.984528919797094559e+00,-8.434413322583967303e-06,-9.774372629526455469e+00
-9.986076027817384571e+00,-8.421399742487550974e-06,-9.774378749003021838e+00
-9.987468425035645581e+00,-8.408398877885036658e-06,-9.774384866280005468e+00
-9.988721582532081200e+00,-8.395410791641578314e-06,-9.774390981261243283e+00
-9.989849424278872903e+00,-8.382435539581778493e-06,-9.774397093860232033e+00
-9.990864481850985968e+00,-8.369473171200123666e-06,-9.774403203999154854e+00
-9.991778033665887904e+00,-8.356523730299714832e-06,-9.774409311608016182e+00
-9.992600230299299113e+00,-8.343587255566579569e-06,-9.774415416623854824e+00
-9.993340207269369557e+00,-8.330663781086004692e-06,-9.774421518990031643e+00
-9.994006186542433667e+00,-8.317753336806779754e-06,-9.774427618655590067e+00
-9.994605567888189768e+00,-8.304855948958619975e-06,-9.774433715574705417e+00
-9.995145011099371146e+00,-8.291971640427418769e-06,-9.774439809706146676e+00
-9.995630509989434032e+00,-8.279100431092690433e-06,-9.774445901012828841e+00
-9.996067458990490096e+00,-8.266242338130938376e-06,-9.774451989461391932e+00
-9.996460713091440908e+00,-8.253397376288399735e-06,-9.774458075021826176e+00
-9.996814641782297173e+00,-8.240565558126295291e-06,-9.774464157667138053e+00
-9.997133177604068166e+00,-8.227746894241313839e-06,-9.774470237373044768e+00
-9.997419859843661882e+00,-8.214941393463858559e-06,-9.774476314117700682e+00
-9.997677873859295516e+00,-8.202149063036274601e-06,-9.774482387881462842e+00
-9.997910086473366320e+00,-8.189369908773116194e-06,-9.774488458646652944e+00
-9.998119077826029155e+00,-8.176603935205221864e-06,-9.774494526397369043e+00
-9.998307170043426950e+00,-8.163851145709249494e-06,-9.774500591119315018e+00
-9.998476453039083722e+00,-8.151111542624163675e-06,-9.774506652799624717e+00
-9.998628807735174817e+00,-8.138385127355932374e-06,-9.774512711426718070e+00
-9.998765926961658224e+00,-8.125671900471703442e-06,-9.774518766990198060e+00
-9.998889334265491868e+00,-8.112971861784435063e-06,-9.774524819480687299e+00
-9.999000400838943037e+00,-8.100285010429008443e-06,-9.774530868889769408e+00
-9.999100360755049266e+00,-8.087611344930664681e-06,-9.774536915209866450e+00
-9.999190324679544162e+00,-8.074950863266509529e-06,-9.774542958434160767e+00
-9.999271292211590278e+00,-8.062303562920850050e-06,-9.774548998556523927e+00
-9.999344162990430718e+00,-8.049669440934913763e-06,-9.774555035571436790e+00
-9.999409746691387824e+00,-8.037048493951561815e-06,-9.774561069473937991e+00
-9.999468772022249041e+00,-8.024440718255492551e-06,-9.774567100259570651e+00
-9.999521894820023959e+00,-8.011846109809394581e-06,-9.774573127924311322e+00
-9.999569705338021919e+00,-7.999264664286442344e-06,-9.774579152464557552e+00
-9.999612734804220082e+00,-7.986696377099489951e-06,-9.774585173877056832e+00
-9.999651461323798785e+00,-7.974141243427383414e-06,-9.774591192158885278e+00
-9.999686315191418373e+00,-7.961599258238536962e-06,-9.774597207307417435e+00
-9.999717683672276536e+00,-7.949070416312198651e-06,-9.774603219320288972e+00
-9.999745915305048527e+00,-7.936554712257522156e-06,-9.774609228195371813e+00
-9.999771323774544030e+00,-7.924052140530747987e-06,-9.774615233930752822e+00
-9.999794191397089804e+00,-7.911562695450622879e-06,-9.774621236524708934e+00
-9.999814772257380469e+00,-7.899086371212284355e-06,-9.774627235975698269e+00
-9.999833295031642422e+00,-7.886623161899730745e-06,-9.774633232282322837e+00
-9.999849965528477824e+00,-7.874173061497046066e-06,-9.774639225443332080e+00
-9.999864968975630930e+00,-7.861736063898467857e-06,-9.774645215457599789e+00
-9.999878472078068015e+00,-7.849312162917475842e-06,-9.774651202324108112e+00
-9.999890624870261036e+00,-7.836901352294921750e-06,-9.774657186041952883e+00
-9.999901562383234577e+00,-7.824503625706366318e-06,-9.774663166610306320e+00
-9.999911406144910586e+00,-7.812118976768687840e-06,-9.774669144028434786e+00
-9.999920265530420238e+00,-7.799747399045970741e-06,-9.774675118295672149e+00
-9.999928238977378925e+00,-7.787388886054858825e-06,-9.774681089411425106e+00
-9.999935415079640677e+00,-7.775043431269335927e-06,-9.774687057375150090e+00
-9.999941873571676965e+00,-7.762711028125025454e-06,-9.774693022186374591e+00
-9.999947686214509801e+00,-7.750391670023079962e-06,-9.774698983844656297e+00
-9.999952917593059709e+00,-7.738085350333635354e-06,-9.774704942349604408e+00
-9.999957625833754804e+00,-7.725792062398958453e-06,-9.774710897700870760e+00
-9.999961863250380389e+00,-7.713511799536259156e-06,-9.774716849898132054e+00
-9.999965676925341995e+00,-7.701244555040211200e-06,-9.774722798941118285e+00
-9.999969109232807796e+00,-7.688990322185230682e-06,-9.774728744829555893e+00
-9.999972198309526661e+00,-7.676749094227527573e-06,-9.774734687563228164e+00
-9.999974978478574528e+00,-7.664520864406930228e-06,-9.774740627141920157e+00
-9.999977480630716897e+00,-7.652305625948552343e-06,-9.774746563565448909e+00
-9.999979732567645385e+00,-7.640103372064260020e-06,-9.774752496833647442e+00
-9.999981759310880847e+00,-7.627914095954034644e-06,-9.774758426946364764e+00
-9.999983583379792762e+00,-7.615737790807149406e-06,-9.774764353903462322e+00
-9.999985225041813308e+00,-7.603574449803255205e-06,-9.774770277704822874e+00
-9.999986702537631444e+00,-7.591424066113365743e-06,-9.774776198350330958e+00
-9.999988032283868122e+00,-7.579286632900710491e-06,-9.774782115839892427e+00
-9.999989229055481488e+00,-7.567162143321533439e-06,-9.774788030173416686e+00
-9.999990306149934227e+00,-7.555050590525796133e-06,-9.774793941350825577e+00
-9.999991275534940272e+00,-7.542951967657798551e-06,-9.774799849372046268e+00
-9.999992147981446422e+00,-7.530866267856772027e-06,-9.774805754237011257e+00
-9.999992933183301957e+00,-7.518793484257376455e-06,-9.774811655945665478e+00
-9.999993639864971584e+00,-7.506733609990160235e-06,-9.774817554497957417e+00
-9.999994275878474781e+00,-7.494686638181993101e-06,-9.774823449893839111e+00
-9.999994848290628013e+00,-7.482652561956414253e-06,-9.774829342133269705e+00
-9.999995363461565034e+00,-7.470631374433978795e-06,-9.774835231216206566e+00
-9.999995827115409242e+00,-7.458623068732566052e-06,-9.774841117142619495e+00
-9.999996244403869028e+00,-7.446627637967637073e-06,-9.774846999912472967e+00
-9.999996619963482658e+00,-7.434645075252487889e-06,-9.774852879525747440e+00
-9.999996957967134392e+00,-7.422675373698462120e-06,-9.774858755982410941e+00
-9.999997262170420953e+00,-7.410718526415152568e-06,-9.774864629282445705e+00
-9.999997535953379924e+00,-7.398774526510575709e-06,-9.774870499425826864e+00
-9.999997782358041931e+00,-7.386843367091330084e-06,-9.774876366412541984e+00
-9.999998004122238271e+00,-7.374925041262740298e-06,-9.774882230242567971e+00
-9.999998203710013911e+00,-7.363019542128985765e-06,-9.774888090915894168e+00
-9.999998383339013586e+00,-7.351126862793217604e-06,-9.774893948432508139e+00
-9.999998545005112760e+00,-7.339246996357663665e-06,-9.774899802792397452e+00
-9.999998690504602550e+00,-7.327379935923707310e-06,-9.774905653995547894e+00
-9.999998821454141762e+00,-7.315525674592003449e-06,-9.774911502041954137e+00
-9.999998939308728296e+00,-7.303684205462515814e-06,-9.774917346931605522e+00
-9.999999045377855111e+00,-7.291855521634610981e-06,-9.774923188664494944e+00
-9.999999140840069245e+00,-7.280039616207115963e-06,-9.774929027240617074e+00
-9.999999226756061788e+00,-7.268236482278358872e-06,-9.774934862659961254e+00
-9.999999304080455786e+00,-7.256446112946238375e-06,-9.774940694922525708e+00
-9.999999373672411096e+00,-7.244668501308254185e-06,-9.774946524028303330e+00
-9.999999436305170519e+00,-7.232903640461545180e-06,-9.774952349977288790e+00
-9.999999492674653823e+00,-7.221151523502937682e-06,-9.774958172769480313e+00
-9.999999543407188440e+00,-7.209412143528972565e-06,-9.774963992404874347e+00
-9.999999589066469241e+00,-7.197685493635923884e-06,-9.774969808883465561e+00
-9.999999630159821962e+00,-7.185971566919840386e-06,-9.774975622205250403e+00
-9.999999667143839588e+00,-7.174270356476559907e-06,-9.774981432370227097e+00
-9.999999700429455629e+00,-7.162581855401733933e-06,-9.774987239378395643e+00
-9.999999730386511132e+00,-7.150906056790843700e-06,-9.774993043229752487e+00
-9.999999757347859841e+00,-7.139242953739222211e-06,-9.774998843924292302e+00
-9.999999781613073679e+00,-7.127592539342059319e-06,-9.775004641462018640e+00
-9.999999803451766311e+00,-7.115954806694427991e-06,-9.775010435842927947e+00
-9.999999823106589858e+00,-7.104329748891288535e-06,-9.775016227067013119e+00
-9.999999840795931405e+00,-7.092717359027504697e-06,-9.775022015134281261e+00
-9.999999856716337732e+00,-7.081117630197848746e-06,-9.775027800044728821e+00
-9.999999871044703781e+00,-7.069530555497010786e-06,-9.775033581798350468e+00
-9.999999883940233758e+00,-7.057956128019619091e-06,-9.775039360395151533e+00
-9.999999895546210382e+00,-7.046394340860221464e-06,-9.775045135835124910e+00
-9.999999905991590055e+00,-7.034845187113319121e-06,-9.775050908118274151e+00
-9.999999915392431049e+00,-7.023308659873361612e-06,-9.775056677244599257e+00
-9.999999923853188477e+00,-7.011784752234740885e-06,-9.775062443214098451e+00
-9.999999931467870695e+00,-7.000273457291819245e-06,-9.775068206026766404e+00
-9.999999938321083803e+00,-6.988774768138909866e-06,-9.775073965682610222e+00
-9.999999944488974890e+00,-6.977288677870297127e-06,-9.775079722181622799e+00
-9.999999950040077579e+00,-6.965815179580240839e-06,-9.775085475523809464e+00
-9.999999955036070531e+00,-6.954354266362961852e-06,-9.775091225709166665e+00
-9.999999959532463123e+00,-6.942905931312659839e-06,-9.775096972737692624e+00
-9.999999963579217166e+00,-6.931470167523517533e-06,-9.775102716609390896e+00
-9.999999967221295805e+00,-6.920046968089688020e-06,-9.775108457324256150e+00
-9.999999970499166224e+00,-6.908636326105316763e-06,-9.775114194882297269e+00
-9.999999973449249069e+00,-6.897238234664527204e-06,-9.775119929283503595e+00
-9.999999976104325228e+00,-6.885852686861427535e-06,-9.775125660527878679e+00
-9.999999978493892883e+00,-6.874479675790114939e-06,-9.775131388615426076e+00
-9.999999980644503239e+00,-6.863119194544673045e-06,-9.775137113546142231e+00
-9.999999982580053626e+00,-6.851771236219176168e-06,-9.775142835320027146e+00
-9.999999984322048618e+00,-6.840435793907690147e-06,-9.775148553937079043e+00
-9.999999985889843401e+00,-6.829112860704271509e-06,-9.775154269397301476e+00
-9.999999987300858706e+00,-6.817802429702965766e-06,-9.775159981700694445e+00
-9.999999988570772658e+00,-6.806504493997815891e-06,-9.775165690847252620e+00
-9.999999989713694859e+00,-6.795219046682857233e-06,-9.775171396836979554e+00
-9.999999990742326261e+00,-6.783946080852119211e-06,-9.775177099669875247e+00
-9.999999991668094168e+00,-6.772685589599624469e-06,-9.775182799345939699e+00
-9.999999992501285462e+00,-6.761437566019395651e-06,-9.775188495865172911e+00
-9.999999993251156738e+00,-6.750202003205448623e-06,-9.775194189227573105e+00
-9.999999993926040887e+00,-6.738978894251793324e-06,-9.775199879433140282e+00
-9.999999994533437686e+00,-6.727768232252440538e-06,-9.775205566481877995e+00
-9.999999995080093740e+00,-6.716570010301395968e-06,-9.775211250373780913e+00
-9.999999995572084188e+00,-6.705384221492661930e-06,-9.775216931108850815e+00
-9.999999996014876658e+00,-6.694210858920239890e-06,-9.775222608687091252e+00
-9.999999996413389880e+00,-6.683049915678129622e-06,-9.775228283108498673e+00
-9.999999996772050537e+00,-6.671901384860326665e-06,-9.775233954373073075e+00
-9.999999997094846549e+00,-6.660765259560825710e-06,-9.775239622480818014e+00
-9.999999997385362605e+00,-6.649641532873620601e-06,-9.775245287431728158e+00
-9.999999997646826344e+00,-6.638530197892704336e-06,-9.775250949225805286e+00
-9.999999997882143887e+00,-6.627431247712069911e-06,-9.775256607863051173e+00
-9.999999998093930031e+00,-6.616344675425701855e-06,-9.775262263343462266e+00
-9.999999998284536673e+00,-6.605270474127591470e-06,-9.775267915667043894e+00
-9.999999998456083006e+00,-6.594208636911726670e-06,-9.775273564833792506e+00
-9.999999998610475060e+00,-6.583159156872093678e-06,-9.775279210843709876e+00
-9.999999998749427021e+00,-6.572122027102676174e-06,-9.775284853696794229e+00
-9.999999998874484319e+00,-6.561097240697466306e-06,-9.775290493393043789e+00
-9.999999998987036065e+00,-6.550084790750445216e-06,-9.775296129932462108e+00
-9.999999999088332814e+00,-6.539084670355594887e-06,-9.775301763315045633e+00
-9.999999999179499000e+00,-6.528096872606904929e-06,-9.775307393540797918e+00
-9.999999999261548922e+00,-6.517121390598350553e-06,-9.775313020609718961e+00
-9.999999999335393852e+00,-6.506158217423923061e-06,-9.775318644521806988e+00
-9.999999999401854467e+00,-6.495207346177600203e-06,-9.775324265277061997e+00
-9.999999999461669731e+00,-6.484268769953365661e-06,-9.775329882875483989e+00
-9.999999999515502225e+00,-6.473342481845201419e-06,-9.775335497317071187e+00
-9.999999999563952358e+00,-6.462428474947087770e-06,-9.775341108601830697e+00
-9.999999999607556589e+00,-6.451526742353011781e-06,-9.775346716729751861e+00
-9.999999999646801641e+00,-6.440637277156947816e-06,-9.775352321700845337e+00
-9.999999999682120944e+00,-6.429760072452882095e-06,-9.775357923515104019e+00
-9.999999999713908849e+00,-6.418895121334794062e-06,-9.775363522172529684e+00
